word,part_of_speech,meaning,example,example_meaning,definition,ID
fascism,noun,chủ nghĩa phát xít,"Known as Il Duce (""The Leader""), Mussolini was the founder of Italian Fascism .","Được gọi là Il Duce (""The Leader""), Mussolini là người sáng lập ra chủ nghĩa phát xít Ý.","A political regime, having totalitarian aspirations, ideologically based on a relationship between business and the centralized government, business-and-government control of the market place, repression of criticism or opposition, a leader cult and exalting the state and/or religion above individual rights. Originally only applied (usually capitalized) to Benito Mussolini's Italy.",5929
embolden,verb,khuyến khích,"Often, only a small percentage get caught, and this emboldens others.","Thông thường thì chỉ một số ít bị phát hiện, và điều này khuyến khích người khác bạo dạn hơn.",(transitive) To render (someone) more bold or courageous.,5930
sonorous,adjective,kêu,"So, "" Sonority is time and meaning "" -- a great quote.","Vì thế, có một câu nói nổi tiếng là "" Độ vang là thời gian và có ý nghĩa ""","Capable of giving out a deep, resonant sound.",5931
placate,verb,xoa dịu,The only thing that'll placate her is if Victoria welcomes her back into the fold.,Thứ duy nhất xoa dịu cô ta là Victoria chào đón cô ta về lại với nhóm bạn.,(transitive) To calm; to bring peace to; to influence someone who was furious to the point that he or she becomes content or at least no longer irate.,5932
sophist,noun,giáo sự triết học,Except it's much more sophisticated .,"Cho dù là cái quái gì đi nữa, có điều tinh vi hơn nhiều.","One of a class of teachers of rhetoric, philosophy, and politics in ancient Greece, especially one who used fallacious but plausible reasoning.",5933
contrived,adjective,có sắp xếp trước,"Their peace is a gift from God, not something contrived by humans.","Hòa bình của họ là một sự ban cho của Đức Chúa Trời, chứ không phải do con người tạo nên.",Simple past tense and past participle of contrive.,5934
eccentricity,noun,độ lệch tâm,The eccentricity of a hyperbola is greater than 1.,Độ lệch tâm của một đường hyperbol thì lớn hơn 1.,The quality of being eccentric; any eccentric behaviour.,5935
expatriate,adjective,bị đày biệt xứ,The Expatriate Printer,Nhà ấn loát lưu vong,(transitive) To banish; to drive or force (a person) from his own country; to make an exile of.,5936
cloying,adjective,ngọt ngào giả tạo,"McCarthy described the film as ""energetic, humorous and not too cloying , as well as the first Hollywood film in many years to warn of global cooling rather than warming, this tuneful toon upgrades what has been a lackluster year for big studio animated fare and, beginning with its Thanksgiving opening, should live up to box office expectations as one of the studio's hoped-for holiday-spanning blockbusters.""","McCarthy miêu tả bộ phim là ""mạnh mẽ, hài hước, không quá ngọt ngào , và cũng là bộ phim Hollywood đầu tiên trong nhiều năm cảnh báo chúng ta về sự lạnh đi thay vì ấm lên toàn cầu; giai điệu du dương ấy đã giải toả một năm có thể coi là mờ nhạt với một hãng phim hoạt hình lớn và, bắt đầu với doanh thu tuần đầu tiên dịp lễ Tạ ơn như vậy, bộ phim sẽ giành được doanh thu kỳ vọng mà hãng mong đợi sẽ là một bom tấn trong dịp lễ hội này.""",Present participle of cloy.,5937
desiccated,adjective,khô,"I know how desiccation works, Stefan. Ah-ah.","Tôi biết việc cạn kiệt ra làm sao, Stefan.",Simple past tense and past participle of desiccate.,5938
crony,noun,bạn chí thân,It's gonna be him and his cronies versus me.,Đó sẽ là cuộc chiến giữa anh ta và đám bạn chí thân của mình với anh,(informal) Close friend.,5939
sterling,adjective,đồng bảng Anh,Pound Sterling,Đồng bảng Anh,former British gold or silver coinage of a standard fineness: for gold 0.91666 and for silver 0.925.,5940
maraud,verb,cướp bóc,Touch it and I'll set loose the marauding hordes of Photius.,Chạm nó là ta sẽ thả lũ cướp bóc của Photius.,(intransitive) To move about in roving fashion looking for plunder.,5941
uxorious,adjective,bị vợ xỏ mũi,"He was King of England from 1135 to his death, and also the Count of Boulogne jure uxoris .","Ông là quốc vương Anh quốc từ năm 1135 đến khi qua đời, và cũng là Bá tước xứ Boulogne trên danh nghĩa của vợ ông .",Overly devoted or submissive to one's wife.,5942
propitiate,verb,làm dịu,"So, propitious timing.",Nên quả là thời điểm thích hợp .,"(transitive, dated) To conciliate, appease or make peace with someone.",5943
secession,noun,ly khai,The demonstration of 11 September 2012 explicitly called on the Catalan government to begin the process of secession .,Cuộc biểu tình ngày 11 tháng 9 năm 2012 đã nêu rõ chính phủ Catalan bắt đầu quá trình ly khai .,The act of seceding.,5944
renege,verb,không giữ lời hứa,"Furthermore, they believed that Spain reneged on her promise of amnesty.","Hơn nữa, họ tin rằng Tây Ban Nha không giữ lời hứa trên lời hứa của ân xá.",(transitive) (archaic) To deny; to renounce,5945
undue,adjective,không xứng đáng,Undue stress can have bad effects.,Xin ông/bà lưu ý lời khuyên hợp lý sau đây.,Excessive; going beyond that what is natural or sufficient.,5946
abase,verb,làm nhục,You must abase yourself before her.,Ngươi phải tự làm nhục mình trước nó.,"(archaic) To lower physically or depress; to stoop; to throw or cast down; as, toabasethe eye.",5947
catty,noun,cân,360 catties of dried beef.,Thit bò khô 360 cân .,"(informal, of a person or remark) With subtle hostility in an effort to hurt, annoy, or upset.",5948
scrupulously,adverb,chu đáo,Boaz scrupulously followed Jehovah’s arrangement.,Bô-ô đã cẩn thận làm đúng theo sắp đặt của Đức Giê-hô-va.,"In a careful manner, with scruple; done with careful attention to detail.",5949
portend,verb,báo trước,"21, 22. (a) What did the miracles of Jesus portend ?","21, 22. (a) Những phép lạ của Chúa Giê-su báo trước điều gì?",(transitive) to serve as a warning or omen,5950
discomfit,adjective,làm bố rối,It is so discomfiting to hear a perfect stranger use my first name.,Thật bối rối khi được nghe một người xa lạ gọi tên tôi.,(archaic) To defeat completely; to rout.,5951
jaundiced,adjective,vàng da,What is Jaundice ?,Vàng da là gì ?,Affected with jaundice.,5952
prescient,adjective,tiên tri,How breathtakingly prescient of her.,Khả năng tiên tri thật là ngoạn mục làm sao.,Having knowledge of events before they take place; possessing or exhibiting prescience.,5953
effete,adjective,bất lực,"He is generally polite, if a bit effete , and hates bugs.","Cậu nói chung rất lịch sự, một chút vô dụng , và ghét côn trùng.","(obsolete) Of substances, quantities etc: exhausted, spent, worn-out.",5954
chassis,noun,khung gầm,Finish up the chassis ?,Làm khung gầm ?,"A base frame, or movable railway, along which the carriage of a mounted gun moves backward and forward.",5955
cynicism,noun,cynicsm thuyết khuyến nho,Cynical .,Chán đời .,(uncountable) a distrustful attitude,5956
sap,noun,nhựa sống,Usually these new shoots are pruned every year so that they do not sap strength from the main tree.,Thông thường những chồi non này mỗi năm được tỉa bớt để chúng không hút mất nhựa sống của cây chính.,"(uncountable) The sap-wood, or alburnum, of a tree.",5957
luxuriate,verb,hưởng,"During dinner at the Oak Room, Frank glibly states the goals of the trip, which involve enjoying luxurious accommodations in New York before committing suicide.","Trong bữa ăn tối tại một nhà hàng thượng hạng, Slade lém lỉnh nói về mục đích của chuyến đi đến thành phố, tận hưởng phòng nghỉ sang trọng ở New York trước khi tự sát.",Enjoy luxury.,5958
idiom,noun,thành ngữ,In this way he was able to learn the correct use of Gypsy idioms .,"Nhờ đó, ông học cách sử dụng đúng các thành ngữ Gypsy.","A manner of speaking, a way of expressing oneself.",5959
surname,noun,họ,"When her father Yojiro Terada and her mother divorced in 2014, she (Haruhi) changed her surname to her mother's maiden name.","Khi cha cô là Terada Yojiro và mẹ cô ly hôn vào năm 2014, Haruhi cải họ cha sang họ mẹ là Nanao.","A name that indicates to which family a person belongs, normally following that person’s given name(s) in Western culture, and preceding it in Eastern.",5960
accent,verb,dấu trọng âm,You can use two symbols (ampersands (&) and accent marks (á)) in your keywords.,"Bạn có thể sử dụng hai ký hiệu, dấu và (&) và dấu trọng âm (á), trong từ khóa của mình.",A higher-pitched or stronger articulation of a particular syllable of a word or phrase in order to distinguish it from the others or to emphasize it.,5961
icebreaker,noun,tàu phá băng,"So myself and the five members of the team, we hitched a ride on an icebreaker which was going to the North Pole.",Tôi và 5 thành viên khác trong đội đã đi nhờ trên 1 tàu phá băng đang đi tới Bắc Cực.,"(watercraft) A ship designed to break through ice so that it, or other ships coming behind, can navigate on frozen seas.",5962
impress,verb,gây ấn tượng,How am I going to impress Tom?,Tôi sẽ gây ấn tượng với Tom bằng cách nào đây?,(transitive) To affect (someone) strongly and often favourably,5963
willpower,noun,quyết tâm,Controlling TV requires firm resolve —including the willpower to turn it off.,"Điều khiển máy truyền hình đòi hỏi một sự quyết tâm , kể cả ý chí để tắt nó đi.",The unwavering strength of will to carry out one’s wishes.,5964
exception,noun,ngoại lệ,"Besides, I don't want to start making exceptions .","Hơn nữa, tôi không muốn bắt đầu những ngoại lệ .","The act of excepting or excluding; exclusion; restriction by taking out something which would otherwise be included, as in a class, statement, rule.",5965
canvas,verb,vải bạt,Please tell me your staff didn't mention the canvas was about a poisoning.,Hãy cho tôi biết nhân viên của anh không nhắc vải bạt bị dính độc.,"A type of coarse cloth, woven from hemp, useful for making sails and tents or as a surface for paintings.",5966
beady,adjective,tròn nhỏ và sáng,Why don't you ask that beady - eyed little fucker Pryce?,Sao anh không hỏi tên khốn Pryce - mắt ti hí đi?,"(of a person's eyes) small, round, and gleaming",5967
crick,verb,làm ngay,A wristwatch saved Harold Crick .,Một chiếc đồng hồ đã cứu mạng Harold Crick .,"A painful muscular cramp or spasm of some part of the body, as of the neck or back, making it difficult to move the part affected. (Compare catch.)",5968
outgoing,adjective,sắp mãn nhiệm,Outgoing Prime Minister Gordon Brown handed his own resignation to the queen earlier in the evening .,Thủ tướng sắp mãn nhiệm Gordon Brown đã nộp thư từ chức cho nữ hoàng vào đầu giờ chiều .,Comfortable in social settings and interactions; confident in dealing with people especially in meeting new people; gregarious.,5969
kleptomaniac,noun,người tắt mắt,I'm a kleptomaniac .,Tôi là người có tật táy máy .,One who steals compulsively.,5970
familiarize,verb,phổ biến,Advertising is one that everyone is familiar with .,Quảng cáo là thứ rất phổ biến .,"(American) To make, or become familiar with something or someone",5971
plucky,adjective,can đảm,"Oh, you're so plucky and brave and ripe and ready.",Ngươi rất gan dạ và can đảm và chín chắn và sẵn lòng,"Having or showing pluck, courage or spirit in trying circumstances.",5972
promontory,noun,mũi đất,"Indeed, this promontory has earned its name, Monte Forato—the Pierced Mountain.","Đúng vậy, mũi đất này đáng được đặt tên là Monte Forato—Núi bị xuyên.","A high point of land extending into a body of water, headland; cliff.",5973
lineament,noun,nét,"Their surfaces are heavily cratered, though all of them (except Umbriel) show signs of endogenic resurfacing in the form of lineaments (canyons) and, in the case of Miranda, ovoid race-track like structures called coronae.","Bề mặt của chúng là các miệng hố lớn, dù tất cả chúng (trừ Umbriel) cho thấy dấu hiệu nội sinh tái tạo bề mặt trong hình dạng các đường nét (hẻm núi) và, trong trường hợp của Miranda, là các cấu trúc được gọi là coronae.",Any distinctive shape or line etc.,5974
bilious,adjective,dễ cáu,"""'Billions of bilious blue blistering barnacles in a thundering typhoon!","""'Hàng tỷ con hàu màu xanh bén nhọn gớm guốc trong một cơn giông bão!","Suffering from real or supposed liver disorder, thus making one ill-natured.",5975
infliction,noun,sự bắt phải chịu,And of your infliction !,Và anh đã gây ra !,The act of inflicting or something inflicted; an imposition,5976
forbearance,noun,sự nhịn,"The Prophet Joseph Smith wrote to a group of Church leaders: “Now, brethren, let me tell you, that it is my disposition to give and forgive, and to bear and to forbear , with all long-suffering and patience, with the foibles, follies, weaknesses, and wickedness of my brethren and all the world of mankind; and my confidence and love toward you is not slackened, nor weakened.","Tiên Tri Joseph Smith đã viết cho một nhóm vị lãnh đạo của Giáo Hội: “Giờ đây, thưa các anh em, xin hãy cho tôi nói cho các anh em biết rằng đây chính là khuynh hướng của tôi để ban phát và tha thứ, và chịu đựng cùng kiên nhấn, với tất cả mọi sự nhịn nhục và nhấn nại với những nhược điểm, sự rồ dại, yếu kém, và tà ác của các anh em tôi trong Giáo Hội và của tất cả thế giới nhân loại; và sự tin tưởng cùng tình yêu thương đối với các anh em thì không giảm bớt hoặc ít đi.",Restraint under provocation.,5978
meed,verb,phần thưởng,"Boom publishes many Weekly Shōnen Jump series such as Naruto, Death Note along with many original manga-influenced comics from Factory Studio like Meed Thii Sib-Sam and Apaimanee Saga.","Boom ra mắt nhiều series của Weekly Shōnen Jump như Naruto, Death Note cùng nhiều bộ truyện tranh Thái của Factory Studio ảnh hưởng phong cách manga như Meed Thii Sib-Sam và Apaimanee Saga.","(now literary, archaic) A payment or recompense made for services rendered or in recognition of some achievement; reward, deserts.",5979
expostulation,noun,phơi bày,""" What the devil's this? "" came in a tone of angry expostulation from above the collar of the figure.",""" Ma quỷ này? "" Trong một giai điệu của khiển trách giận dữ từ phía trên cổ áo con số.",(countable) The act of reasoning earnestly in order to dissuade or remonstrate.,5980
assiduity,noun,tính chuyên cần,"The Koreans, very assiduously , did test both.","Người Hàn Quốc, một cách rất siêng năng, đã tiến hành kiểm tra cả hai phương pháp.",Great and persistent toil or effort.,5981
truculent,adjective,hùng hổ,"“Under Wilhelm II,” says one historian, “[Germany] assumed an arrogant and a truculent air.”","Một sử gia nói: “Dưới sự cai trị của Wilhelm II, [nước Đức] phô trương một thái độ kiêu ngạo và gây hấn ”.",Of things or persons that are cruel or savage,5982
habituate,verb,làm quen,19:15 A judge must not decide unjustly the case of the habitual transgressor — Ex.,Một thẩm phán không đưa ra quyết định không công bằng trong trường hợp của kẻ vi phạm thường xuyên — Ex.,"To turn into a habit, to make habitual.",5983
penurious,adjective,bủn xỉn,"Noting this penury , to myself I said, An if a man did need a poison now,","Cần lưu ý cảnh cơ hàn này, đến bản thân mình tôi đã nói, An nếu một người đàn ông đã cần một chất độc,",Miserly; excessively cheap.,5984
moiety,noun,phần,Colistin is a polycationic peptide and has both hydrophilic and lipophilic moieties .,Colistin là một polycationic peptid và có nhóm ưa nước và ưa lipid .,Half.,5985
perfidious,adjective,bội bạc,"Aye, the perfidious rotter led a mutiny against us!",Đúng. Thằng phản bội đó đã dẫn bọn này đến chỗ chúng ta.,"Of, pertaining to, or representing perfidy; disloyal to what should command one's fidelity or allegiance.",5986
repine,Verb,cằn nhằn,Repin recorded the years of work along the lower edge of the canvas.,Repin ghi lại những năm làm việc dọc theo mép dưới của khuôn vải.,"(intransitive, now literary) To regret; to complain. [15th C.–present]",5987
quiescence,noun,sự im lìm,27 July 2000: First radio emission (in flare and quiescence ) detected from a brown dwarf.,27 tháng 7 năm 2000: Phát xạ sóng radiao (trong lóe bùng và yên lặng ) được phát hiện từ một ngôi sao lùn nâu.,The state of being quiescent; dormancy.,5988
physiognomy,noun,mặt,"Morse conceded that Feynman was indeed Jewish, but reassured Smyth that Feynman's "" physiognomy and manner, however, show no trace of this characteristic"".","Morse thừa nhận rằng Feynman quả thực là người Do Thái, nhưng cam đoan với Smyth rằng "" tuy vậy gương mặt và thói quen của Feynman không có dấu hiệu nào cho thấy cả"".","The art and science of discovering the predominant temper, and other characteristic qualities of the mind, by the outward appearance, especially by the features of the face.",5989
palliate,adjective,giảm nhẹ,"He wrote to his wife in January 1780, Nothing could in the least palliate this long, this cold, this very distant separation from my dearest wife and children but the certain knowledge that I am preparing for their ease, happiness and prosperity, and when that is the prise, I know no hardships that I would not encounter with, to obtain it.","Ông viết thư cho vợ vào tháng 1 năm 1780, Không có gì có thể giảm nhẹ lâu như vậy, sự lạnh lẽo, xa cách này với người vợ và đứa con thân yêu nhất của tôi, nhưng những kiến thức nhất định mà tôi đang chuẩn bị cho sự dễ dàng, hạnh phúc và thịnh vượng của họ, và khi đó là giải thưởng, tôi không biết khó khăn nào Tôi sẽ không gặp phải, để có được nó.","(obsolete) Cloaked; hidden, concealed. [15th-17th c.]",5991
salubrious,adjective,lành,It was the Salubrious Gat of Galaxy G946 WOT.,"Đó là Gath ở Ngân hà G946 WOT,",Promoting health or well-being; wholesome. Especially related to air.,5992
arrogate,verb,chiếm bậy,"lazy, arrogant .","Lười biếng, ngạo mạn .",(transitive) To appropriate or lay claim to something for oneself without right.,5993
sardonic,adjective,chua chát,She watched us with a sardonic eye as we stepped from the brougham.,Cô ấy nhìn tôi với ánh mắt chua chát như chúng ta bước từ Brougham này.,Scornfully mocking or cynical.,5994
lassitude,noun,sự mệt mỏi,Lassitude ?,Hay mệt mỏi ?,Lethargy or lack of energy; fatigue.,5995
alacrity,noun,sự sốt sắng,"We need to make sure that we're a little bit suspicious, that we understand that optimism is in the DNA of the military, that we don't respond to it with quite as much alacrity .","Chúng ta cần bảo đảm là chúng ta hơi hoài nghi một chút, rằng chúng ta tin rằng sự lạc quan có trong DNA của quân đội, rằng chúng ta không đáp trả nó với sự sốt sắng như hiện tại.",Eagerness; liveliness; enthusiasm.,5996
transfix,verb,giùi qua,You transfix me quite.,Cô làm tôi mừng hết biết.,"(linguistics) A discontinuous affix, which occurs at more than one position in a word, typical of Semitic languages.",5997
dissipated,adjective,bị phung phí,Any negative thoughts quickly dissipate .”,Mọi ý nghĩ tiêu cực nhanh chóng tan biến ”.,Simple past tense and past participle of dissipate.,5998
evince,verb,chứng tỏ,Truly God’s Word evinces divine wisdom in the counsel it gives along these lines.,Thật sự Lời Đức Chúa Trời chứng tỏ đầy khôn ngoan khi khuyên bảo về các vấn đề này.,(transitive) To show or demonstrate clearly; to manifest.,5999
scantiness,noun,sự chật hẹp,His heavy-lidded eyes and the disorder of his scanty hair made him look sleepy.,Mí mắt lớn che một phần đôi mắt và bộ tóc thưa lộn xộn làm cho ông ta như người buồn ngủ.,(uncountable) The quality of being scanty.,6000
pecuniary,adjective,tiền tài,Then the question of pecuniary resources arose.,"Sau đó, hội nghị luận bàn sôi nổi đến vấn đề những nguồn tài chính.","Of, or relating to, money; monetary.",6001
grizzled,adjective,hoa râm,"Another very tall, grizzled rock star, my friend Sir Bob Geldof, issued a challenge to ""feed the world.""","Rock star tóc hoa râm cao kều Sir Bob Geldof, một người bạn của tôi, đã thách thức ""nuôi cả thế giới"".",Simple past tense and past participle of grizzle.,6003
maim,verb,thương tật,Four decades later the culprit most likely to maim children is the land mine.,"Bốn thập niên sau, thủ phạm chính thường làm thương tật trẻ em là mìn.",To wound seriously; to cause permanent loss of function of a limb or part of the body.,6004
votary,adjective,kẻ sùng đạo,Conte is an observant Roman Catholic and a votary to Padre Pio of Pietrelcina.,Conte là một người tuân theo đạo lý Công giáo La mã và là một người sùng tín Cha Pio của Pietrelcina.,"A person, such as a monk or nun, who lives a religious life according to vows they have made",6005
renown,noun,danh tiếng,so important to their renown and their innovation?,lại quan trọng với danh tiếng và sự đổi mới của họ?,Fame; celebrity; wide recognition.,6006
asunder,adverb,cách xa nhau,"Rip their bodies asunder , Sire.",Xé toạc từng mảnh cơ thể của chúng ra.,Into separate parts or pieces; apart.,6007
emulous,adjective,có ý thức thi đua,Mouse Emulation,Mô phỏng chuột,ambitious or competitive,6008
stoicism,noun,chủ nghĩa khắc kỷ,And it is ... stoicism .,Và đó là ... chủ nghĩa khắc kỷ .,"School of philosophy during the Roman Empire that emphasized reason as a means of understanding the natural state of things, or logos, and as a means of freeing oneself from emotional distress.",6009
corduroy,verb,quần nhung kẻ,"Well, maybe corduroy .",Có lẽ là quần nhung .,"A heavy fabric, usually made of cotton, with vertical ribs.",6010
gab,verb,bẻm mép,No time to gab .,Không còn thời gian nữa .,mouth as gob,6011
inherit,verb,thừa kế,Inheritance of traits for humans are based upon Gregor Mendel's model of inheritance .,Sự thừa kế những đặc điểm cho con người được dựa trên mô hình thừa kế Gregor Mendel.,(transitive) To take possession of as a right(especially in Biblical translations).,6012
geography,noun,địa lý học,"A report from the Institute of Geography in Bern, Switzerland, says: “All the major rivers in the world have their headwaters in mountains.","Một báo cáo của Viện Địa Lý Học tại Bern, Thụy Sĩ, ghi nhận: “Tất cả các sông ngòi lớn trên thế giới có nguồn nước trên núi.",The study of the physical structure and inhabitants of the Earth.,6013
resemblance,noun,sự giống nhau,He was struck by the resemblance between Lahirī and Mahavatar Babaji.,Ông rất ngạc nhiên khi thấy có một sự giống nhau giữa Lahiri Mahasaya và Mahavatar Babaji.,The quality or state of resembling; likeness; similitude; similarity.,6014
slouch,verb,đi vai thõng xuống,""" Don't slouch . """,Đừng rũ xuống !,A hanging down of the head; a drooping posture; a limp appearance,6015
depression,noun,sự chán nản,"Hopelessness, Guilt and Depression","Sự tuyệt-vọng, mặc-cảm tội-lỗi và sự chán - nản tinh-thần",(geography) an area that is lower in topography than its surroundings,6016
inspiring,adjective,gây cảm hứng,Your optimism is inspiring .,Sự lạc quan của anh rất gây cảm hứng .,Providing inspiration; encouraging; stimulating.,6017
congregation,noun,giáo đoàn,Brown was the new Congregational minister who had just come to town.,Giáo sĩ Brown là mục sư thuộc Giáo Đoàn mới chỉ vừa tới thị trấn.,"A gathering of faithful in a Christian church, Jewish synagogue, mosque or other place of worship. It can also refer to the people who are present at a devotional service in the building, particularly in contrast to the pastor, minister, imam, rabbi etc. and/or choir, who may be seated apart from the general congregation or lead the service (notably in responsary form).",6018
suede,adjective,da lộn,"Over here, we have pink suede , which is nice.","Còn đây là da lộn màu hồng, khá là đẹp.","A type of soft leather, made from calfskin, with a brushed texture to resemble fabric, often used to make boots, clothing and fashion accessories.",6019
crave,verb,khao khát,The warmth I experienced among Jehovah’s Witnesses was exactly what I craved .,Tình cảm nồng ấm của Nhân Chứng Giê-hô-va là điều tôi thật sự khao khát .,"(transitive) To want strongly as to satisfy an appetite. To long for, to yearn.",6020
anxiety,noun,mối lo,One factor is “the anxiety of this system of things.”,Yếu tố thứ nhất là “những mối lo lắng trong đời”.,An unpleasant state of mental uneasiness or concern about some uncertain event.,6021
sensitivity,noun,tính nhạy cảm,I was attracted by her sensitivity and sense of justice.,Tôi bị thu hút bởi tính nhạy cảm và ý thức về sự công chính của chị.,(statistics) The proportion of individuals in a population that will be correctly identified in a binary classification test.,6022
frustration,noun,sự làm hỏng,As a result of affective frustration you developed towards your daughter an exaggerated and obsessive sense of responsibility.,Như là một kết quả của sự làm hỏng tình cảm của ông dành cho con gái một sự lo lắng quá mức về trách nhiệm ám ảnh ông.,"The act of frustrating, or the state, or an instance of being frustrated",6023
deliberate,adjective,cố ý,"Punishment for deliberate sins (30, 31)","Hình phạt cho tội cố ý phạm (30, 31)",Done on purpose; intentional.,6024
tame,adjective,thuần,(Genesis 1:28) And all kinds of creatures have been tamed .,Và đủ loại thú vật đã được thuần hóa.,Not or no longer wild; domesticated,6025
yarmulke,noun,yarmulke,I crocheted it out of two yarmulkes .,Mình làm ra nó từ 2 cái yarmulkes đấy .,A skullcap worn by religious Jewish males (especially during prayer).,6026
mystical,adjective,thần bí,"I call them "" the mystic "" and "" the warrior. ""","Tôi gọi chúng là "" người thần bí "" và "" chiến binh """,Relating to mystics or mysticism.,6027
collateral,adjective,phụ thêm,"Yes. "" collateral materials On sex crimes. ""","Có. "" Tư liệu phụ thêm trong tội phạm tình dục. ""","parallel, along the same vein, side by side.",6028
antsy,adjective,antsy,I'm antsy and drink like a whore!,Chỉ là một mụ điên nát rượu sao?,"restless, apprehensive and fidgety",6029
arrogant,adjective,kiêu ngạo,He is arrogant and always looks down upon others.,Anh ta kiêu ngạo và luôn coi thường người khác.,Having excessive pride in oneself.,6030
flashy,adjective,loè loẹt,"""Titanic is not a film that is sucking people in with flashy hype and spitting them out onto the street feeling let down and ripped off,"" he stated.","""Titanic không phải là loại phim nhấn chìm người xem trong sự cường điệu loè loẹt và cuối cùng đuổi họ ra đường trong sự thất vọng và khiến họ có cảm giác như mình vừa bị lừa,"" ông nói.","Showy; visually impressive, attention-getting, or appealing.",6031
illumination,noun,sự chiếu sáng,News of the preliminary peace was greeted in Britain with illuminations and fireworks.,Tin tức về hòa bình sơ bộ đã được chào đón ở Anh với sự chiếu sáng và pháo hoa.,"The act of illuminating, or supplying with light; the state of being illuminated.",6032
dictate,verb,ra lệnh,You are never to dictate what I can and cannot do.,Cậu không bao giờ được phép ra lệnh tôi có thể hay không thể làm gì.,An order or command.,6033
groggy,adjective,chệnh choạng,"Baba was awake then, groggy and tired, but awake.","Baba tỉnh dậy, chệnh choạng và mệt mỏi, nhưng đã tỉnh dậy.","Slowed or weakened, as by drink, sleepiness, etc.",6034
ebullience,noun,sự bồng bột,"Returning to the ward, ebullient , I ran into Melissa.","Quay trở lại phòng sinh, đầy hăm hở, tôi gặp đúng Melissa.",the quality of lively or enthusiastic expression of thoughts and feelings.,6035
stony,adjective,lạnh lùng,"It has not been easy, but after ten years of married life, I am happy to say that these periods of stony silence are much rarer.","Điều này không phải dễ, nhưng sau mười năm chăn gối, tôi lấy làm mừng mà nói rằng những lúc im lặng lạnh lùng đó hiếm xảy ra hơn.",As hard as stone.,6036
rigid,adjective,cứng,"You're rigid , John.","Anh cứng nhắc quá, John.","Stiff, rather than flexible.",6037
backdrop,noun,bối cảnh,"* Against the backdrop of low inflation, monetary policy remains accommodative.",* Chính sách tiền tệ hỗ trợ tăng trưởng trong bối cảnh lạm phát thấp.,A decorated cloth hung at the back of a stage.,6038
smock,adjective,áo bờ lu,He is Satan in a smock !,Hắn là quỷ Satan trong chiếc áo bờ lu .,A woman's undergarment; a shift; a chemise.,6039
arc,verb,hồ quang,Dr. Stockman should be inventive enough to reassemble the arc capacitor.,Tiến sĩ Stockman chắc đủ khả năng để ráp lại bộ tụ điện hồ quang .,A curve.,6040
deface,verb,làm mất mặt,We could expose government fraud and start virtual sit-ins and digitally deface criminals.,Chúng tôi có thể phơi bày các gian trá của chính phủ và bắt đầu trên mạng làm mất mặt những tên tội phạm đó.,To damage something in a visible or conspicuous manner.,6041
lenient,adjective,khoan dung,""" And given the charges that's lenient ! """,""" Và theo các lời cáo buộc, như thế là khoan dung rồi! """,lax; tolerant of deviation; permissive; not strict,6042
supposedly,adverb,cho là,"The Caonima, literally ""Grass Mud Horse"", is supposedly a species of alpaca.","Caonima, nghĩa đen là ""Ngựa cỏ bùn"", được cho là một loài của Lạc đà Alpaca.",As a matter of supposition; in the beliefs or according to the claims of some people.,6044
compulsory,adjective,bắt buộc,It's compulsory .,Bắt buộc đó.,Required; obligatory; mandatory,6046
divisive,adjective,gây chia rẽ,15 Satan uses personal differences as a trap to cause divisions among Jehovah’s people.,15 Sa-tan dùng những mối bất đồng làm cạm bẫy để gây chia rẽ dân Đức Chúa Trời.,Having a quality that divides or separates,6047
unprovoked,adjective,không bị khiêu khích,President Lyndon Johnson responded with a reprisal to what he felt at the time to be two unprovoked attacks on American seapower and ordered retaliatory air strikes on selected North Vietnamese motor torpedo boat bases.,"Tổng thống Lyndon Johnson đã phản ứng lại cái mà vào lúc đó ông cho là hai cuộc tấn công không bị khiêu khích trước vào lực lượng hải quân Mỹ, và đã ra lệnh tiến hành các cuộc không kích trả đũa vào các căn cứ tàu phóng lôi Bắc Việt Nam.",happening without provocation or motivation,6048
sortie,noun,chuyến bay,"Marine pilots accumulated 1,054 flight hours and flew 682 sorties throughout Operation Frequent Wind.",Các phi công đã bay tổng cộng 1.054 giờ và 682 chuyến bay trong suốt chiến dịch.,"(military) An offensive military mission. Used originally to mean an attack from a fortress, but most commonly used today to describe a single mission by a military aircraft.",6049
toll,verb,rung,"Whether it is the scandalous affairs that have rocked royalty, politicians, film stars, and religious leaders or the betrayal and tears in our own families, marital unfaithfulness continues to take a tragic toll .","Dù đó là những vụ ngoại tình nhơ nhuốc làm rung chuyển các giới hoàng gia, chính trị gia, minh tinh màn ảnh và lãnh đạo tôn giáo, hoặc đó là sự bội bạc và nước mắt tuôn rơi trong chính gia đình chúng ta, thì sự không chung thủy trong hôn nhân vẫn tiếp tục gây nên đau đớn thảm thương.",(transitive) To impose a fee for the use of.,6050
backpedal,verb,backpedal,"So, no amount of backpedaling or intentional behavior or political behavior is going to keep these technology changes from connecting us together, because the basic motive that people have -- to be creative and entrepreneurial -- is going to drive energy into these virtual worlds in the same way that it has with the Web.","Không có hành động quay lại cố ý hoặc hành vi chính trị nào khiến công nghệ này thay đổi từ việc kết nối chúng ta, vì mục đích cơ bản là con người -- phải sáng tạo và có tính kinh doanh -- sẽ mang năng lượng tới thế giới ảo theo cách xảy ra với web.",To pedal backwards on a bicycle.,6051
