word,part_of_speech,meaning,example,example_meaning,definition,ID
interminable,adjective,dài dòng,"In the middle of the night she woke up dreaming of huge white heads like turnips, that came trailing after her, at the end of interminable necks, and with vast black eyes.","Trong nửa đêm, cô tỉnh dậy mơ ước của người đứng đầu trắng khổng lồ như củ cải, đến dấu sau khi cô ở phần cuối của cổ dai dẳng, và rộng lớn màu đen mắt.","Existing or occurring without interruption or end; ceaseless, unending.",1773
prostrate,adjective,kiệt sức,I prostrate myself before you.,Con tự hàng phục trước Cha.,"Lying flat, facedown.",1774
contend,verb,chiến đấu,"5 To be successful, those who are contending must not lose sight of their reason for struggling.","5 Để thành công, những ai đang đấu tranh phải nhớ về lý do mà mình chiến đấu .",to strive in opposition; to contest; to dispute; to vie; to quarrel; to fight.,1775
venal,adjective,dễ hối lộ,"Sick, venal .","Bọn bệnh hoạn, bọn ăn hối lộ .",venous; pertaining to veins,1776
censure,verb,chỉ trích,"Take each man's censure , but reserve thy judgment.",Hãy chỉ trích từng người nhưng đừng lên án chung mọi người,"The act of blaming, criticizing, or condemning as wrong; reprehension.",1777
brevity,noun,sự ngắn gọn,"Powerviolence bands focus on speed, brevity , bizarre timing breakdowns, and constant tempo changes.","Powerviolence tập trung vào tốc độ, sự ngắn gọn , các đoạn breakdown kỳ quái, và thay đổi nhịp độ liên tục.",(uncountable) The quality of being brief in duration.,1778
imprudent,adjective,khinh suất,"Imprudent as a marriage would be, we now fear worse:","Đã xảy ra khinh suất trong việc kết hôn, giờ cả nhà đang lo sợ rằng:",Not prudent; wanting in prudence or discretion; indiscreet; injudicious; not attentive to consequence; improper.,1779
adjunct,adjective,phụ tá,"Lead author of the study , Dr Ted Tollner , is an adjunct assistant professor in the UC Davis Department of Obstetrics and Gynecology .","Tác giả chính của nghiên cứu , Tiến sĩ Ted Tollner , là phụ tá trợ giảng tại Sản Phụ Khoa UC Davis .",An appendage; something attached to something else in a subordinate capacity,1780
ablution,noun,lễ rửa tội,Both the Essenes and the Pharisees practiced frequent ablutions .,Thành viên của phái Essene và Pha-ri-si đều thường xuyên thực hiện các nghi thức này .,"(chemistry) Originally, the purifying of oils and other substances by emulsification with hot water; now more generally, a thorough cleansing of a precipitate or other non-dissolved substance. [from 15th c.]",1782
frieze,verb,trụ ngạch,"By the year 438, the sculptural decoration of the Doric metopes on the frieze above the exterior colonnade, and of the Ionic frieze around the upper portion of the walls of the cella, had been completed.","Cho đến năm 438 TCN, các trang trí điêu khắc của các metope của cột Doric trên trụ ngạch phía bên dãy cột bên ngoài, và của trụ ngạch cột Ionic vòng quanh phần trên các của bức tường của phòng thờ, đã được hoàn thành.","That part of the entablature of an order which is between the architrave and cornice. It is a flat member or face, either uniform or broken by triglyphs, and often enriched with figures and other ornaments of sculpture.",1783
pathos,noun,bi thương,"The 1715 she-tragedy entitled Lady Jane Grey: A Tragedy in Five Acts, by Nicholas Rowe, emphasizes the pathos of Jane's fate.",Vở bi kịch Lady Jane Grey: A Tragedy in Five Acts (năm 1715) của Nichoas Rowe nhấn mạnh đến tính bi thương trong số phận của Jane.,"That quality or property of anything which touches the feelings or excites emotions and passions, esp., that which awakens tender emotions, such as pity, sorrow, and the like; contagious warmth of feeling, action, or expression; pathetic quality.",1784
accession,verb,sự lên ngôi,"With the accession of Gustav Vasa in 1523 and the establishment of a royal power, the population of Stockholm began to grow, reaching 10,000 by 1600.","Với sự lên ngôi của Gustav Vasa năm 1523 và sự thành lập của quyền lực hoàng gia, dân số Stockholm bắt đầu tăng lên, đạt 10,000 người năm 1600.","A coming to; the act of acceding and becoming joined; as, a king's accession to a confederacy.",1787
barrister,noun,luật sư,She worked as a barrister and as a journalist with RTÉ.,[Bà làm luật sư và cũng làm việc với tư cách là một nhà báo với RTÉ.,"(law, UK, Australian, New Zealand) A lawyer with the right to speak and argue as an advocate in higher lawcourts.",1788
inoculate,verb,chủng,"But secondly, to incentivize that inoculation by giving a kilo of lentils to everybody who participated.","Tuy nhiên, hoạt động tiêm chủng còn được khuyến khích hơn bằng cách cho mỗi người đến tham gia một kí đậu.","(transitive, immunology) To introduce an antigenic substance or vaccine into the body to produce immunity to a specific disease.",1789
subaltern,adjective,cấp dưới,"To correct the situation, at least in the short term, General George Washington recommended the following stopgap solution for distinguishing the ranks: ""As the Continental Army has unfortunately no uniforms, and consequently many inconveniences must arise from not being able to distinguish the commissioned officers from the privates, it is desired that some badge of distinction be immediately provided; for instance that the field officers may have red or pink colored cockades in their hats, the captains yellow or buff, and the subalterns green.""","Để giải quyết vấn đề này, tướng George Washington đã viết: ""Khi đội quân lục địa không có đồng phục, và do đó nhiều bất tiện phải nảy sinh từ việc không thể phân biệt được các sĩ quan với các binh sĩ , vì vậy, cần thiết rằng cần phải có ngay lập tức các cấp hiệu phân biệt, ví dụ như sĩ quan cấp tá có thể mang cockade (một loại nơ) màu đỏ hoặc màu hồng trên mũ của họ, các đại úy là màu vàng hoặc màu vàng sẫm, và sĩ quan cấp dưới thì mang màu xanh lá cây.",Of a lower rank or position; inferior or secondary.,1790
antecedent,adjective,tiền đề,"An antecedent line, under a different name, had been established in 1961 by the same commander.","Một tiền đề của đường phân giới dưới một cái tên khác, đã được thành lập vào năm 1961 bởi các cùng chỉ huy.","Earlier, either in time or order.",1791
eloquence,noun,tài hùng biện,"And because of his eloquence and persuasiveness, he experienced great success.1","Và nhờ vào tài hùng biện và có sức thuyết phục, ông đã có được nhiều thành công.1",The quality of artistry and persuasiveness in speech or writing.,1792
affability,noun,sự hoà nhã,Some affable nitwit,vài tên ngu ngốc ân cần,"The state or quality of being affable, friendly or approachable.",1793
unseemly,adjective,bất lịch sự,The dictionary defines “indecent” as “grossly unseemly or offensive to manners or morals.”,"Một tự điển định nghĩa “trái phép” là “lỗ mãng, bất lịch sự hoặc ngược hẳn với phong cách hay đạo đức”.",Inconsistent with established standards of good form or taste.,1794
disingenuous,adjective,không thành thật,You think we're being disingenuous .,Anh nghĩ chúng tôi đang không thành thật .,Assuming a pose of naivete to make a point or for deception.,1795
capricious,adjective,thất thường,"Elluka Clockworker: The "" Capricious Sorceress"".","Elluka Clockworker (Megurine Luka): ""Ma đạo sư Thời gian"".","Impulsive and unpredictable; determined by chance, impulse, or whim",1796
evanescent,adjective,phù du,"After serving all his guests, he presented each piece of the tea-equipage for their inspection, along with an exquisite kakemono, which Okakura described as ""a wonderful writing by an ancient monk dealing with the evanescence of all things"".","Sau khi tiếp khách xong, ông đưa cho họ xem các trà cụ của mình, cùng với kakemono tinh vi, mà Okakura đã tả lại là ""tuyệt bút của một vị thiền sư thời xưa về sự phù du của vạn vật.""","Vanishing, disappearing.",1797
facile,adjective,dễ,"Often critical facilities themselves are dependent on such lifelines for operability, which makes them vulnerable to both direct impacts from a hazard event and indirect effects from lifeline disruption.","Các cơ sở vật chất quan trọng thường phụ thuộc vào các dây chuyền hoạt động đó để có thể hoạt động, làm cho chúng dễ bị tác động trực tiếp từ sự kiện nguy hiểm và các ảnh hưởng gián tiếp do sự gián đoạn cuộc sống.",(obsolete) Easy.,1798
malinger,verb,Malinger,And I've got malingering .,Và tôi còn bị bệnh tưởng.,"(intransitive) To feign illness, injury, or incapacitation in order to avoid work or obligation.",1799
enjoin,verb,khiến,"6 That we may not only publish to all the world, but present them to the aheads of government in all their dark and hellish hue, as the last effort which is enjoined on us by our Heavenly Father, before we can fully and completely claim that promise which shall call him forth from his bhiding place; and also that the whole nation may be left without excuse before he can send forth the power of his mighty arm.","6 Để chúng ta không những có thể đem phổ biến cho cả thế giới biết, mà còn trình bày những trường hợp này cho những người lãnh đạo trong chính phủ biết tất cả những sắc thái đen tối và vô đạo của những kẻ này, và xem đó như một sự cố gắng sau cùng mà Cha Thiên Thượng của chúng ta truyền lệnh chúng ta phải làm, trước khi chúng ta hoàn toàn có quyền đòi hỏi Ngài thực thi lời hứa đó, khiến Ngài phải ra khỏi anơi ẩn náu của Ngài; và cũng để cho cả dân tộc này không thể bào chữa gì được trước khi Ngài có thể vận dụng đến sức mạnh của cánh tay Ngài.","(transitive, chiefly literary) To lay upon, as an order or command; to give an injunction to; to direct with authority; to order; to charge.",1800
consort,verb,giao thiệp,I-I can't be consorting with a demon!,Tôi không thể giao thiệp với quỷ dữ!,The spouse of a monarch.,1801
sublime,adjective,cao siêu,The principles and doctrines of the priesthood are sublime and supernal.,Các nguyên tắc và giáo lý của chức tư tế là cao siêu và siêu phàm.,Noble and majestic.,1802
disconcerted,adjective,bị làm hỏng,This is very disconcerting .,Tư thế này làm tôi thật bối rối .,Past participle of disconcert,1803
trundle,verb,lăn,Through the bedroom door Laura could see the trundle bed in its place under the big bed.,"Qua cửa phòng ngủ, Laura có thể nhìn rõ chiếc giường có bánh lăn nằm đúng chỗ dưới chiếc giường lớn.",A low bed on wheels that can be rolled underneath another bed.,1804
august,adjective,oai phong,"Yamato-toto-hi-momo-so-bime no Mikoto said to her husband: ""As my Lord is never seen in the day-time, I am unable to view his august countenance distinctly; I beseech him therefore to delay a while, that in the morning I may look upon the majesty of his beauty.""","Yamato-toto-hi-momo-so-bime no Mikoto nói với chồng mình: ""Ta chưa bào giờ thấy tướng công vào ban ngày; ta không thể chiêm ngưỡng rõ ràng vẻ mặt oai phong của chống ta; ta cầu xin người có thể hoãn lại một chút, để ta có thể trông thấy vẻ uy nghi của khuôn mặt chàng.","Noble, venerable, majestic, awe-inspiring, often of the highest social class (sometimes used ironically).",1805
insipid,adjective,vô vị,"It's gray, it's insipid , it's sensible.","Nó ảm đạm, nó vô vị , và phi thực.",Unappetizingly flavorless.,1806
munificence,noun,tính hào phóng,The Shopmates’ on-field performance matched this munificence .,Và màn trình diễn của The Shopmates’ đã đáp ứng sự hào phóng này.,Means of defence; fortification.,1807
bout,noun,cuộc đọ sức,This was the only knockout loss Holmes suffered in 75 professional bouts .,Đây là sự mất mát knockout chỉ Holmes phải chịu đựng trong 75 cuộc đọ sức chuyên nghiệp.,"A period of something, usually painful or unpleasant",1808
mainstay,noun,chỗ dựa chính,"The Canadair Sabres (Mark 6), acquired from ex-Luftwaffe stocks via Iran, were the mainstay of the PAF's day fighter operations during the Indo-Pakistani War of 1971, and had the challenge of dealing with the threat from IAF.","Những chiếc Canadair Sabres (Mark 6) mà Pakistan sở hữu được từ tồn kho của Không quân Đức thông qua Iran, là chỗ dựa chính của Không quân Pakistan (PAF) khi các hoạt động chiến đấu ban ngày trong cuộc Chiến tranh Ấn Độ-Pakistan 1971, và bị thử thách đối đầu mối đe dọa của Không quân Ấn Độ.",A chief support.,1809
superannuated,adjective,cổ lỗ,""" Superannuation Industry (Supervision) Act 1993 (Cth)"".",Ngày 1 tháng 1 năm 2009. ^ “Superannuation Industry (Supervision) Act 1993 (Cth)”.,obsolete due to age,1810
expectorate,verb,khạc,No one hits like Gaston- Matches wits like GastonIn a spitting match nobody spits like Gaston I' m especially good at expectorating,♪ Không ai đánh giống Gaston ♪- ♪ Chơi cờ thông minh như Gaston ♪ ♪ Trong cuộc thi khạc nhổ không ai nhổ giống như Gaston ♪ ♪ Ta đặc biệt giỏi ♪,To cough up fluid from the lungs.,1811
reticence,noun,tính trầm lặng,I like the reticence .,Tôi thích cô ít lời thế.,the avoidance of saying too much,1812
mincing,adjective,õng ẹo,Are you mincing ?,Thái chưa đấy ?,Present participle of mince.,1813
meticulously,adverb,một cách tỉ mỉ,These nameless scribes copied the Sacred Book with meticulous and loving care.”,Những người vô danh này đã tận tâm sao chép Kinh-thánh một cách tỉ mỉ ”.,In a meticulous manner.,1814
ponderous,adjective,nặng,"Due to having virtually no fast attack units, except for their MiGs, China is forced to make large, ponderous assaults with heavy units, a tactic that can be countered by the GLA's speed or the USA's air power.","Do các đơn vị tấn công nhanh hầu như không có, ngoại trừ MiG, Trung Quốc buộc phải sử dụng lực lượng quân đông đảo, tấn công với các đơn vị hạng nặng , một chiến thuật mà có thể được đáp trả bằng tốc độ của GLA hoặc không lực Mỹ.","Heavy, massive, weighty.",1815
farce,noun,trò hề,This whole thing is a farce .,Tất cả là một trò hề .,(uncountable) A style of humor marked by broad improbabilities with little regard to regularity or method; comparesarcasm,1816
histrionic,adjective,có vẻ đóng kịch,"The New Yorker called Rapunzel a witty and intelligent character, while USA Today wrote, ""Rapunzel is more believable in her teenage histrionics "" than previous Disney heroines.","The New Yorker gọi Rapunzel là một nhân vật dí dỏm và thông minh, trong khi báo USA Today viết, ""Rapunzel thật hơn trong tuổi thiếu niên của nàng "" so với các nữ nhân vật chính trước của Disney.","Of, or relating to actors or acting",1817
travesty,verb,biến thành trò đùa,A travesty !,Thật là một trò hề!,A parody or stylistic imitation.,1818
scion,noun,con cháu,The scion of the god of war...,Con cháu của thần chiến tranh...,"A descendant, especially a first-generation descendant.",1819
cordon,verb,hàng rào cảnh sát,A large group of anti-Maidan protesters broke through a police cordon and began to attack a smaller pro-Maidan demonstration.,Một nhóm lớn các người biểu tình chống Maidan vượt qua một hàng rào cảnh sát và bắt đầu tấn công một cuộc biểu tình ủng hộ Maidan nhỏ hơn.,(archaic) A ribbon normally worn diagonally across the chest as a decoration or insignia of rank etc.,1820
perturbed,adjective,băn khoăn,Perturbed Spirit.,Cảm xúc sôi trào.,Simple past tense and past participle ofperturb.,1822
languid,adjective,uể oải,"But looking closer, that leg is pretty languid on the ground, the arm is heavy on the knee.","Nhưng nhìn gần hơn, cái chân kia khá uể oải trên mặt đất, cánh tay thì nặng nề trên đầu gối.","Lacking enthusiasm, energy, or strength; drooping or flagging from weakness, fatigue, or lack of energy; indisposed to exertion; sluggish; relaxed: as, languid movements; languid breathing.",1823
reverberation,noun,sự dội lại,There's no big room to create reverberation and confuse the rhythms.,Ở đó chẳng có căn phòng lớn nào để mà có sự dội lại âm thanh khiến nhịp điệu bị rối loạn.,A violent oscillation or vibration,1824
dandle,verb,nựng,"While this could simply mean that Joseph acknowledged the children as his descendants, it could also indicate that he affectionately played with the children, dandling them upon his knees.","Dù câu này có thể chỉ có nghĩa là Giô-sép nhìn nhận các đứa con đó thuộc dòng dõi ông, nhưng câu này cũng có thể cho thấy là ông âu yếm vui chơi với các cháu bé, đong đưa chúng trên đầu gối mình.","To move up and down on one’s knee or in one’s arms, in affectionate play, as an infant.",1825
exultant,noun,hân hoan,"Joy is a state of true happiness, even exultation .","Đó là một trạng thái sung sướng, hân hoan thật sự.","very happy, especially at someone else's defeat or failure.",1826
fissure,noun,chỗ nứt,"The undersea vents that produced Surtsey are part of the Vestmannaeyjar submarine volcanic system, part of the fissure of the sea floor called the Mid-Atlantic Ridge.","Các lỗ thông thoát dưới đáy tạo nên Surtsey là một phần của hệ thống núi lửa ngầm Vestmannaeyjar (đảo Westmann), một phần của chỗ nứt của đáy biển được gọi là sống núi giữa Đại Tây Dương.",To split forming fissures.,1827
nominally,adverb,trên danh nghĩa,5 Many nominal Christians believe in heaven and hell.,5 Nhiều người theo đạo đấng Christ trên danh nghĩa tin có thiên đàng và hỏa ngục.,In a nominal manner.,1828
simper,verb,cười ngờ nghệch,"He simpers and smirks, and makes love to us all.","Hắn màu mè , lại tự mãn, gây cảm tình với tất cả chúng ta","(intransitive) To smile in a foolish, frivolous, self-conscious, coy, or smug manner.",1829
polity,noun,chính thể,This new polity was to become known as the Empire of Nicaea.,Chính thể mới này sau đó được biết đến với cái tên Đế quốc Nicaea.,"An organizational structure of the government of a state, church, etc.",1830
conciliatory,adjective,hoà giải,"At the thirteenth Party Congress in May, Trotsky delivered a conciliatory speech: None of us desires or is able to dispute the will of the Party.","Tại Đại hội lần thứ 13 của Đảng vào tháng 5, Trotsky đã có một bài phát biểu mang tính hoà giải : Không ai trong chúng ta muốn hay có thể tranh cãi với ý chí của Đảng.","willing to conciliate, or to make concessions",1831
repudiation,noun,bác bỏ,We repudiate the President.,Chúng ta bác bỏ tổng thống.,The act of refusing to accept; the act of repudiating.,1832
contempt,noun,sự khinh miệt,And we say that word with such contempt .,Chúng ta nói ra những từ ngữ đó với sự khinh miệt .,"(uncountable) The feeling or attitude of regarding someone or something as inferior, base, or worthless; scorn.",1833
obscurity,noun,sự tối tăm,"I clothe the heavens with obscurity , and I make sackcloth itself their covering.” —Isaiah 50:2b, 3.","Ta lấy sự tối - tăm mặc cho các từng trời, và khoác cho một cái bao gai”.—Ê-sai 50:2b, 3.",The state of being unknown; a thing that is unknown,1835
amenity,noun,tiện nghi,"Although there are few amenities , I have learned to manage.","Mặc dù có ít tiện nghi , tôi đã tìm được cách xoay xở.",Pleasantness.,1836
didactic,adjective,mô phạm,Art should be didactic .,Nghệ thuật nên mang tính mô phạm .,"Instructive or intended to teach or demonstrate, especially with regard to morality. (I.e., didactic poetry)",1837
torrent,adjective,dòng nước chảy xiết,"It came in such torrents , it seems, that the ground was quickly swamped.",Dường như những dòng nước chảy xiết dâng lên nhanh gây ngập lụt.,"A large amount of something, especially water or rain; a heavy stream or flow.",1838
plinth,noun,chân tường,"In the scene, Bond drives a digger towards the building, slamming into the concrete plinth on which Mollaka is running.","Trong cảnh phim đó, Bond lái một chiếc máy đào đi về phía tòa nhà rồi tông vào chân tường bê tông trong lúc Mollaka đang chạy.","A block or slab upon which a column, pedestal, or statue is based.",1839
mousy,adjective,lén lút,"Tell'em about Mousie's quinceañera, man.",Kể cho họ về sinh nhật 15 tuổi của Mousie đi.,Resembling a mouse,1840
shoddy,adjective,xấu,"Shoddy craftsmanship, too.",Tay nghề cũng kém luôn.,Being of poor quality or construction,1841
impetuous,adjective,bốc,Impetuous .,Quá bốc đồng.,"Making arbitrary decisions, especially in an impulsive and forceful manner.",1842
petulance,noun,tính hay dằn dỗi,I was petulant .,Tôi đã từng nóng nảy .,The property of being petulant.,1843
distinct,adjective,riêng biệt,The province has a distinct continental climate under the influence of the Asian continent.,Tỉnh có một kiểu khí hậu lục địa riêng biệt dưới ảnh hưởng của lục địa châu Á.,Very clear.,1844
saucy,adjective,hỗn,You'll push that saucy line too far.,Cô đã hỗn láo quá đáng rồi đó.,"Impertinent or disrespectful, often in a way that is regarded as entertaining or amusing; smart.",1845
genteel,adjective,lịch sự,"Suave, genteel .","Dịu ngọt, lịch sự .",Polite and well-mannered.,1846
ignorant,adjective,không biết,"Blatant display of hostility, inconsequential display of affection or feigned ignorance .",Biểu hiện về mặt thì địch không biểu hiện tình cảm hoặc giả vờ không biết .,Unknowledgeable or uneducated; characterized by ignorance.,1847
peremptory,adjective,cưỡng bách,The number of peremptory norms is considered limited but not exclusively catalogued.,Số lượng các tiêu chuẩn bắt buộc được coi là có giới hạn nhưng không được liệt kê riêng.,(law) Precluding debate or expostulation; not admitting of question or appeal; positive; absolute; decisive; conclusive; final. [from 15th c.],1848
knickknack,noun,đồ trang trí,You're holding our knickknacks hostage?,Ông lấy đồ đạc của chúng tôi làm tin sao?,Alternative spelling of knick-knack.,1849
chintz,noun,vải hoa sặc sỡ,Do you know if this is chintz ?,Liệu cái này có sặc sỡ quá không?,"A painted or stained calico fabric, originally produced in India, and known for its brightly colored designs",1850
divan,noun,đi văng,"Doris, Abigail, go get some sheets and make up the divan in the music room.","Doris, Abigail, lấy vài cái mền... và chuẩn bị cái đi - văng trong phòng nhạc.",A couch- or sofa-like piece of furniture made of a mattress lying against the wall and either on the floor or an elevated structure.,1851
straiten,verb,không đủ,Faith in the payment of tithes and offerings increases despite the straitened economic circumstances in which we find ourselves.,Đức tin trong việc đóng tiền thập phân và các của lễ gia tăng mặc dù tình trạng kinh tế eo hẹp mà chúng ta đang gặp.,Common misspelling of straighten.,1852
ottoman,noun,ghế dài có đệm,"So, it's not that Grizmo hates your couch, chair, ottoman , pillows, curtains, and everything else you put in her environment.","Thế nên, không phải Grizmo ghét ghế bành, ghế đẩu, ghế dài có đệm , gối, màn, và những thứ khác bạn đặt xung quanh nó.","An upholstered sofa, without arms or a back, sometimes with a compartment for storing linen, etc.",1853
endurance,noun,khả năng chịu đựng,"Its traction abilities are quite good, with a strong capacity for endurance .","Khả năng lực kéo của nó khá tốt, với khả năng chịu đựng mạnh mẽ.",The measure of a person's stamina or persistence.,1854
soiree,noun,buổi tối,Have your little... soiree .,Để dự cái... dạ hội nhỏ bé của các người.,a formal evening party,1855
weary,adjective,mệt,"I testify that when Heavenly Father commanded us to “retire to thy bed early, that ye may not be weary ; arise early, that your bodies and minds may be invigorated” (D&C 88:124), He did so with an eye to blessing us.","Tôi làm chứng rằng khi Cha Thiên Thượng truyền lệnh cho chúng ta phải “lên giường sớm, để các ngươi không thể bị mệt mỏi; hãy thức dậy sớm, để thể xác các ngươi và tinh thần các ngươi có thể được tráng kiện” (GLGƯ 88:124), Ngài đã làm như vậy với ý định ban phước cho chúng ta.",A feeling of being mentally fatigued.,1856
attire,noun,quần áo,It is not a place for casual attire .,Đền thờ không phải là nơi mặc quần áo thường.,One's dress; what one wears; one's clothes.,1857
tomfoolery,noun,hành động dại dột,That's just some fright night tomfoolery .,Mấy thằng nhóc sợ đêm nay thôi mà .,(Cockney rhyming slang) jewellery.,1858
flinch,verb,nao núng,"And if I see you flinch , you're out.","Và nếu tôi thấy cậu nao núng , thì cậu sẽ bị loại.",A reflexive jerking away.,1859
gorge,Verb,ngốn,"“Do not be among those who drink too much wine, among those who gorge themselves on meat, for a drunkard and a glutton will come to poverty.” —Proverbs 23:20, 21.","Kinh Thánh nói: “Đừng thuộc hạng người uống rượu quá độ, cũng như hạng người ăn thịt ngốn ngấu; bởi kẻ say sưa và kẻ tham ăn ắt sẽ đói nghèo”.—Châm ngôn 23:20, 21.",A deep narrow passage with steep rocky sides; a ravine.,1860
immense,adjective,mênh mông,Perhaps they felt dwarfed by its immensity .,Có lẽ họ cảm thấy thật nhỏ bé so với sự mênh mông của nó.,"Huge, gigantic, very large.",1861
superlative,adjective,cao nhất,This is our superlative goal!,Đây là mục tiêu cao nhất của chúng ta!,The highest extent or degree of something.,1862
submission,noun,sự đệ trình,"That year Chapar and other princes of the Khanate of Ögedei came to Khayishan with their submission , permanently ending the threat against the Chagatai Khanate and the Yuan dynasty by Khaidu's sons.","Năm đó Chapar và các hoàng tử khác của Khanate of Ögedei đến gặp Vũ Tông với sự đệ trình của họ, chấm dứt vĩnh viễn mối đe dọa chống lại Hãn quốc Sát Hợp Đài và nhà Nguyên bởi con trai của Khaidu.",The act of submitting.,1863
recollect,verb,nhớ,"At least with the Blue Man, at least with the Captain, he had some recollection of their place in his life.","Ít nhất với người đàn ông da xanh, ít nhất với viên đại úy, ông đã nhớ lại được nơi của họ trong cuộc đời ông.","To recall; to collect one's thoughts again, especially about past events.",1864
subjective,adjective,chủ quan,But it is also true that boredom is a subjective state.,Nhưng cũng đúng rằng sự buồn chán là tình trạng chủ quan .,Pertaining to subjects as opposed to objects (A subject is one who perceives or is aware; an object is the thing perceived or the thing that the subject is aware of.),1865
enlightened,adjective,được khai sáng,"With the correct formula, any human being can become enlightened .","Với một công thức đúng, bất cứ con người nào cũng có thể được khai sáng .",Simple past tense and past participle of enlighten.,1866
accost,verb,bắt chuyện,"Eve was accosted by a serpent, used as a mouthpiece by an invisible spirit.",Một thần linh vô hình đã dùng một con rắn để bắt chuyện với bà Ê-va.,"(transitive) To approach and speak to boldly or aggressively, as with a demand or request.",1867
vehement,adjective,kịch liệt,He vehemently denied the charge.,Ông phản đối kịch liệt lời buộc tội.,Showing strong feelings; passionate; forceful or intense.,1868
proffer,Verb,dâng,"Naaman proffered valuable gifts, which Elisha declined.","Na-a-man dâng quà tặng giá trị, nhưng Ê-li-sê không nhận.",Essay; attempt.,1869
lark,verb,chim chiền chiện,We have heard a lark singing through the casement window.,Ta nghe tiếng chim chiền chiện hót qua khung cửa sổ.,"Any of various small, singing passerine birds of the family Alaudidae.",1870
solicitor,noun,cố vấn pháp luật,You brought me on as solicitor general because of my integrity.,Cô đưa tôi vào hội đồng cố vấn pháp luật vì sự liêm chính của tôi.,"In many common law jurisdictions, a type of lawyer whose traditional role is to offer legal services to clients apart from acting as their advocate in court. A solicitor instructs a barrister to act as an advocate for their client in court, although rights of audience for solicitors vary according to jurisdiction.",1871
in earnest,adjective,nghiêm túc,"When I was still in middle school, he began training me in earnest .","Khi tôi còn học cấp II, cha huấn luyện tôi cách nghiêm túc .",Sincere; determined; truthful.,1872
bequest,verb,sự để lại,There are no further bequests .,Hết rồi .,The transfer of property upon the owner's death according to the will of the deceased.,1873
self-possessed,adjective,bình tĩnh,Jehovah possesses self -control in perfect measure.,Đức Giê - hô-va có sự tự chủ hoàn hảo.,"in full control of one's faculties, and having a firm belief in one's abilities; confident, assured and poised",1874
scullery,noun,buồng rửa bát đĩa,"The King is trying to find his son a wife, not a scullery maid!",Nhà vua đang có gắng tìm vợ cho con trai... không phải là hầu gái!,"(formerly) A small room, next to a kitchen, where washing up and other domestic chores are done.",1875
tussle,verb,cuộc ẩu đả,"Jessup and me may have had our tussles , but he was my cousin.","Jessup và tao có thể đã có vài cuộc ẩu đả , nhưng hắn là anh họ tao.",A physical fight or struggle.,1876
protege,noun,bảo vệ,Jie is our best protege .,A Kiệt là đồ đệ tốt nhất của chúng tôi .,A person guided and protected by a more prominent person.,1877
medium,adjective,trung,"The Swedish Ardennes is a medium -size, heavyweight draft horse.","Ngựa Ardennes Thụy Điển là một giống ngựa kéo cỡ trung bình, có trọng lượng nặng.",(pluralmediums) A person whom garments or apparel of intermediate size fit.,1878
aura,noun,hào quang,You have one of the largest auras I've ever seen.,Anh có một vầng hào quang lớn nhất mà tôi từng thấy.,Distinctive atmosphere or quality associated with something.,1879
queasy,adjective,khảnh,Now I'm queasy .,Giờ thì chị thấy buồn nôn rồi.,"experiencing or causing nausea or uneasiness, often characterized by an unsettled stomach",1880
notorious,adjective,khét tiếng,The secret police of the Austrian Empire were particularly notorious during this period.,Cảnh sát bí mật của Đế chế Áo đặc biệt khét tiếng trong thời kỳ này.,"Widely known, especially for something bad; infamous.",1881
waver,verb,lưỡng lự,This is no time to waver or give up.,Đây không phải là lúc để chúng ta lưỡng lự hoặc bỏ cuộc.,(intransitive) To sway back and forth; to totter or reel.,1882
unprecedented,adjective,chưa hề thấy,7 Jesus further prophesied that there would be wars on an unprecedented scale.,7 Giê-su tiên tri thêm rằng sẽ có những trận chiến tranh tàn khốc chưa hề thấy .,"Never before seen or done, without precedent.",1883
friction,noun,ma sát,They go in with their own friction .,Chúng đều dính vào do lực ma sát .,The rubbing of one object or surface against another.,1884
fatigues,verb,quần áo,We'll lose the fatigues .,Ta sẽ bỏ quân phục .,(plural only; not used in singular form) military clothing worn when doing menial labour,1885
bluff,adjective,lừa gạt,The best bluffs are those that start from the beginning.,Cách lừa gạt tốt nhất là ngay từ ban đầu,"A high, steep bank, as by a river or the sea, or beside a ravine or plain; a cliff with a broad face.",1886
famished,adjective,đói cồn cào,A famished lion feels no pity for its prey.,Một con sư tử đói cồn cào sẽ không thương tiếc con mồi.,Simple past tense and past participle of famish.,1887
plush,adjective,sang trọng,"Bridavsky sells a variety of merchandise, like plush Lil Bub toys, coffee mugs, and tote bags.","Bridavsky bán nhiều loại hàng hóa, như đồ chơi Lil Bub sang trọng , cốc cà phê và túi.",very extravagant,1888
defiantly,adverb,bướng bỉnh,"The Georgians, the only non-Virginians on the Confederate side, proudly and defiantly refused to withdraw to a more defensible position and took heavy casualties as they stood and fired, silhouetted against the bright sky as easy targets at the crest of the hill.","Lính Georgia, thành phần duy nhất không phải dân Virginia bên phía miền Nam trong trận này, một cách bướng bỉnh và hãnh diện đã từ chối rút lui về một vị trí dễ phòng thủ hơn và phải chịu thương vong nặng nề vì khi vẫn chống trả và bắn tiếp, họ in bóng nên bầu trời sáng để trở thành mục tiêu dễ hạ trên đỉnh đồi.",In a defiant manner.,1889
