word,part_of_speech,meaning,example,example_meaning,definition,ID
cistern,noun,bể chứa nước,"Many of the ancient city's olive presses, columbaria and water cisterns can still be seen.","Nhiều máy ép ô liu cổ của thành phố, cấu trúc Columbarium và bể chứa nước vẫn có thể được nhìn thấy.","A reservoir or tank for holding water, especially for catching and holding rainwater for later use.",7502
hulk,verb,khối lớn,Hulk smash!,Hulk đập!,An old ship which is no longer in use,7503
ignorance,noun,sự thiếu hiểu biết,Animal creation shows man’s ignorance (1-30),Động vật cho thấy sự thiếu hiểu biết của con người (1-30),The condition of being uninformed or uneducated. Lacking knowledge or information.,7504
caviar,noun,trứng cá muối,"For example, this has occurred with caviar production in the Caspian Sea.","Ví dụ, điều này đã xảy ra với trứng cá muối ' sản xuất ở Biển Caspi.","roe of the sturgeon or other large fish, considered a delicacy",7505
recount,verb,thuật kỹ lại,"He recounted her life, enumerating the times she had blessed others.","Ông đã thuật kỹ lại cuộc sống của mẹ tôi, liệt kê những lần mẹ tôi đã ban phước cho những người khác.","To tell over; to relate in detail; to recite; to tell or narrate the particulars of; to rehearse; to enumerate; as, to recount one's blessings.",7507
refrain,verb,cố nhịn,"Refrain from judging, criticizing, or speaking unkindly, and watch for positive qualities in that family member.","Hãy cố nhịn không phê phán, chỉ trích hoặc nói lời không tử tế và tìm kiếm những đức tính tốt nơi người đó.",(transitive) To hold back; to restrain; to keep within prescribed bounds; to curb; to govern.,7508
exhilarate,verb,làm vui vẻ,It sounds exhilarating .,Nghe có vẻ hồ hởi quá.,"(archaic) To make happy, cheer up.",7509
lodger,noun,người ở trọ,"How these lodgers stuff themselves, and I am dying. ""","Những lodgers thứ tự, và tôi đang chết. """,A person who lodges in another's house (compare tenant).,7510
subterranean,adjective,kín,It's subterranean .,Nó nằm dưới đất mà.,"below ground, under the earth, underground",7511
dunce,adjective,người tối dạ,'Do you take me for a dunce ?,Bạn có đưa cho tôi một người khờ dại?,One backward in book learning; a child or other person dull or weak in intellect; a dullard; a dolt.,7512
cosmic,adjective,thuộc vũ trụ,"Now, that is a cosmic series of coincidences.",Vậy là sự trùng hợp trong vụ này đạt đến hàng siêu nhiên rồi.,Of or from or pertaining to the cosmos or universe.,7513
scepter,verb,quyền trượng,Give me my freedom and I'll give you the scepter .,Cho tôi tự do và tôi sẽ cho ngài quyền trượng .,an ornamental staff held by a ruling monarch as a symbol of power,7514
orderly,adjective,ngăn nắp,"I pride myself in an orderly office, Zaya.","Ta luôn hãnh diện với căn phòng ngăn nắp của mình, Zaya.",A hospital attendant given a variety of non-medical duties.,7515
alienate,adjective,bị xa lánh,He's gonna alienate the people he works with.,Anh ta sẽ bị xa lánh bởi đồng nghiệp.,Estranged; withdrawn in affection; foreign; with from.,7516
oddity,noun,sự kỳ quặc,And this leads to oddities .,Điều đó dẫn tới những trường hợp kì dị.,An odd or strange thing.,7517
leaden,adjective,bằng chì,There is only one hell - the leaden monotony of human existence.,Chỉ có một địa ngục - là sự độc quyền ảm đạm cái sự hiện hữu của nhân loại.,(dated) Made of lead.,7518
dogged,adjective,ngoan cường,The dog .,Con chó,Simple past tense and past participle of dog.,7519
acacia,noun,cây keo,But we have barely mentioned the usefulness of acacia wood.,Nhưng chúng ta mới chỉ đề cập đến một ít công dụng của gỗ cây keo mà thôi.,"(countable) A shrub or tree of the genusAcacia, or from a species formerly classified in this genus, or believed to belong to the genus.",7520
cataclysmic,adjective,thảm khốc,- a cataclysm !,Một trận đại hồng thủy !,Of or pertaining to a cataclysm; causing great destruction or upheaval; catastrophic.,7521
acclimate,verb,làm hợp thuỷ thổ,Still acclimating to less gravity.,Vẫn đang thích nghi dần với trọng lực ít hơn.,"(transitive, chiefly US) To habituate to a climate not native; to acclimatize.",7522
idealize,verb,lý tưởng hoá,There is an idealization of the nōkanshi as presented in the film.,Có một sự lý tưởng hoá của nōkanshi như thể hiện trong phim.,(transitive) To regard something as ideal.,7523
bipolar,adjective,lưỡng cực,What is bipolar disorder?,Rối loạn lưỡng cực (RLLC) là gì?,Involving both extremes (poles) at the same time.,7524
ostensible,adjective,bề ngoài là,"Ostensibly , turning Mars into a giant gas station.",Có vẻ như sẽ biến Sao Hỏa thành trạm cung ứng nhiên liệu khổng lồ.,"alleged, having an intention that is possibly but not obviously true",7525
stodgy,adjective,tẻ nhạt,""" Why do we have to stick with the stodgy lawyers and just have a paper document?",""" Tại sao chúng ta cứ phải phụ thuộc vào các luật sư tẻ nhạt với các văn bản trên giấy tờ?","(of food) having a thick, semi-solid consistency; glutinous; heavy on the stomach.",7526
chiaroscuro,noun,bóng tối,He is considered a master of chiaroscuro .,Ông được coi là một bậc thầy của kỹ thuật chiaroscuro .,"An artistic technique developed during the Renaissance, referring to the use of exaggerated light contrasts in order to create the illusion of volume.",7527
orient,adjective,phương Đông,"Life is plentiful, life is cheap in the Orient .","Cuộc sống đáng giá lắm, nhưng ở phương Đông , người ta coi rẻ.",(transitive) To familiarize with a situation or circumstance.,7528
cornice,noun,mái đua,"It was a very prominent building off the freeway, and we added a floor and cleaned it up and fixed it up and used the kind of -- I thought -- the language of the neighborhood, which had these cornices , projecting cornices .","Đó là 1 tòa nhà nổi bật trên xa lộ, chúng tôi thêm 1 sàn, dọn dẹp và sửa sang lại sử dụng -- tôi nghĩ -- ngôn ngữ của vùng lân cận, có các mái đua nhô ra.","(architecture) The topmost architectural element of a building, projecting forward from the main walls, originally used as a means of directing rainwater away from the building's walls.",7529
bellicose,adjective,hiếu chiến,"Michael VI Bringas (Greek: Μιχαήλ ΣΤ ́ Βρίγγας, Mikhaēl VI Bringas), called Stratiotikos or Stratioticus (""the Military One"", ""the Warlike"", or ""the Bellicose "") or Gerontas (""the Old""), reigned as Byzantine emperor from 1056 to 1057.","Mikhael VI Bringas (tiếng Hy Lạp: Μιχαήλ ΣΤ ́ Βρίγγας, Mikhaēl VI Bringas; ? – 1059), còn gọi là Stratiotikos (""Thống soái"", ""Kiêu hùng"" hay "" Hiếu chiến "") hay Gerontas (""Lão làng""), là Hoàng đế Đông La Mã từ năm 1056 đến năm 1057.",Warlike in nature; aggressive; hostile.,7530
insinuate,verb,nói bóng gió,What are you insinuating .,Anh đang nói bóng gió gì vậy,"To make a way for or introduce something by subtle, crafty or artful means.",7531
perpetuity,noun,tính chất vĩnh viễn,He had a perpetual need to work.,Chàng luôn có nhu cầu làm việc.,(uncountable) The quality or state of being perpetual; endless duration; uninterrupted existence.,7532
ghoul,noun,ma cà rồng,Adorning Your Little Ghouls,Trang điểm cho bé ma cà rồng của bạn,"(mythology, folklore) A spirit said to feed on corpses.",7534
piebald,adjective,khoang,"That marn's a piebald , Teddy.","Đó lốm đốm marn'sa, Teddy.","Spotted or blotched, especially of black and white.",7535
shilling,noun,đồng silinh,100 shilling for every child you return alive.,100 đồng Silinh cho mỗi mạng sống của đứa trẻ.,"A coin formerly used in the United Kingdom, Ireland, Malta, Australia, New Zealand and many other Commonwealth countries.",7536
implosion,noun,sự bùng nổ,explosive and implosive .,Bùng nổ và ngược lại .,The inrush of air in forming a suction stop.,7537
promiscuous,adjective,bừa bãi,"Decadence, promiscuity , pop music.","Sự suy đồi, hỗn loạn, bừa bãi , nhạc pop.",Made up of various disparate elements mixed together; of disorderly composition.,7538
magpie,noun,chim ác là,"You know, there were crows and magpies and everything.","Có quạ, chim Ác Là , và nhiều giống khác.","One of several kinds of bird in the family Corvidae, especially Pica pica.",7539
imposition,noun,bài phạt,A horrid imposition on my part.,Tôi đáng bị trách mắng.,"The act of imposing, laying on, affixing, enjoining, inflicting, obtruding, and the like.",7540
crusty,adjective,càu nhàu,Symptom : Crusty eyelids,Triệu chứng : Mi mắt đóng váng,"Pertaining to or having a crust, as, for example, in the case of bread.",7541
unction,noun,dầu xức,Has he been given extreme unction ?,Ngài ấy đã được xức dầu chưa?,a balm or something that soothes,7542
doggerel,adjective,dở,Nicholas Noyes was also known for his doggerel verse.,Nicholas Noyes cũng được biết đến với vần thơ tồi .,"(poetry) Of a crude or irregular construction. (Originally applied to humorous verse, but now to verse lacking artistry or meaning.)",7543
plunder,verb,cướp bóc,"I gathered everyone this time, not just to loot and plunder !","Ta tập hợp mọi người lại, không chỉ để cướp bóc !","(transitive) To pillage, take or destroy all the goods of, by force (as in war); to raid, sack.",7544
defray,verb,trả,"To defray the high cost of development, Boeing signed risk-sharing agreements with Italian corporation Aeritalia and the Civil Transport Development Corporation (CTDC), a consortium of Japanese aerospace companies.","Để chi trả chi phí nghiên cứu quá lớn, Boeing ký hợp đồng chia sẻ rủi ro với công ty Aeritalia của Ý và với Công ty Phát triển Vận tải Dân dụng (Civil Transport Development Corporation – CTDC) là một liên đoàn các công ty không gian của Nhật Bản.","To pay or discharge; to serve in payment of; to provide for, as a charge, debt, expenses, costs, etc.",7545
purloin,verb,ăn cắp,"Gideon, any luck with our purloined secret file?","Gideon, có tin vui nào với tài liệu ăn cắp của chúng ta không?","(transitive) To convert the property of another, often in breach of trust; to appropriate wrongfully.",7546
antiquity,noun,đồ cổ,"Sure, they may be old antiques , but they look new.","Chúng có thể là đồ cổ , nhưng nhìn còn mới.",Ancient times; former ages; times long since past,7547
vale,noun,thung lũng,"Gandalf, they're taking the road to the Morgul Vale .","Gandalf, họ đang đi trên con đường đến thung lũng Morgul.",(usually seen in obituaries) farewell,7548
league,verb,dặm,And it puts a thousand leagues between you and Thorne.,Và nó cũng sẽ đặt hàng nghìn dặm giữa cậu và Thorne.,A group or association of cooperating members.,7549
daunt,verb,doạ dẫm,That sounds really daunting .,Nghe có vẻ khó khăn đây.,"To discourage, intimidate.",7550
token,adjective,chứng,"In the meantime, please accept this as a token of my affection.","Trong khi chờ đợi, xin hãy nhận cái này như chứng nhận cho tình yêu của tôi.",Something or someone serving as an expression of something else.,7551
hoard,verb,tích trữ,We don't have to hoard cans of spaghetti or go down into the basement.,Chúng ta không phải tích trữ mỳ ăn hoặc trốn dưới tầng hầm.,"A hidden, secret supply or fund.",7552
hence,verb,sau đây,"22 Hence , we now hear comments like the following by professor of sociology Carlfred B.","22 Vì thế, bây giờ chúng ta hãy nghe lời bình luận sau đây của giáo sư xã hội học Carlfred B.","(conjunctive) as a result; therefore, for this reason",7553
varmint,noun,con cáo,"You're a conceited, black-hearted varmint !","Anh quả là tự phụ và ti tiện, Rhett Butler .",A pestering animal such as one that kills or harasses a farmer's livestock.,7554
press,verb,ép,"Beset means to surround or press in on all sides, to trouble, or to harass.","Quấy nhiễu có nghĩa là bao vây hoặc thúc ép mọi phía, gây phiền hà, hay quấy rầy.",(countable) A device used to apply pressure to an item.,7556
wraith,noun,hồn ma,"After the wraith disappears , Scrooge collapses into a deep sleep .","Sau khi hồn ma biến mất , lão Scrooge chìm vào giấc ngủ say .","A ghost or specter, especially seen just after a person's death.",7557
waning,adjective,tàn,We are seeing the waning of subject-matter experts’ influence in many areas.,Chúng ta đang nhìn thấy sự suy tàn ảnh hưởng của các chuyên gia chuyên ngành trong nhiều lĩnh vực.,Becoming weaker or smaller.,7558
despoil,verb,cướp,"Soon, ungodly men will have to render an account to Jehovah God for the despoiling of earth’s resources, the destruction of human life, and especially the persecution of his servants.—Revelation 6:10; 11:18.","Chẳng bao lâu, những người không tin kính sẽ phải khai trình với Giê-hô-va Đức Chúa Trời vì họ đã cướp đi các tài nguyên của đất, giết hại người khác và nhất là vì đã ngược đãi tôi tớ ngài (Khải-huyền 6:10; 11:18).",(transitive) To deprive for spoil; to take spoil from; to plunder; to rob; to pillage.,7559
wroth,adjective,tức giận,"And Cain was very wroth , and his countenance fell.",Và Ca In rất tức giận và gằm nét mặt.,Full of anger; wrathful.,7560
craven,adjective,hèn nhát,There is nothing more craven than a freak like yourself.,Chẳng có thứ gì thấp kém hơn một quái nhân hèn nhát như bà.,Unwilling to fight; lacking even the rudiments of courage; extremely cowardly.,7561
forsooth,adverb,thực ra,"NURSE Ay, forsooth .","Y TÁ Ay, thật.","(archaic, as an intensifier) indeed, truthfully, really",7562
dotard,noun,người lẩm cẩm,Dotard !,Ngươi lẩn thẩn rồi!,An old person with impaired intellect; one in his or her dotage.,7563
haste,verb,hấp tấp,(Proverbs 12:18) Thoughtless words said in haste can cause deep emotional wounds and destroy relationships.,Hấp tấp nói lời vô độ hay thiếu suy nghĩ có thể gây tổn thương nặng nề và phá hủy các mối quan hệ.,A speedy or quick action. (e.g. We were running late so we finished our meal in haste),7564
fawning,noun,bợ đỡ,"Is honesty now a vice, or do you prefer that jaded hack, Griswold, fawning over some steaming mound of hackneyed tripe?","Có thật sự là một thiếu sót hay ông thích cái tên Griswold chán ngắt với những chuyện bợ đỡ vô vị, sáo rỗng vậy hả?",Present participle of fawn.,7565
cur,noun,chó,"Get down, cur !","Xuống, đồ hèn nhát !",(archaic) A mongrel or inferior dog.,7566
salver,noun,mâm,"When he had finished, he went to a table upon which was a salver with Spanish wine and glasses.","Rồi khi đã kể xong, ông ta lại gần cái bàn, trên có một cái khay để một chai rượu nho Tây Ban Nha và mấy cái cốc.",One who salves or cures.,7568
flagon,noun,hũ,Only a flagon ?,Một bình thôi sao?,A large bottle for drinks such as wine or cider.,7569
dominion,noun,quyền,"Thus, while man has dominion over animals, he should not abuse that authority but use it in harmony with the principles of God’s Word.","Vì vậy, dù một người có quyền trên thú vật, người đó không nên lạm dụng nhưng dùng quyền ấy phù hợp với nguyên tắc trong Lời Đức Chúa Trời.",power or the use of power; sovereignty over something.,7570
unmanned,adjective,không có người,"It was unmanned , so nobody was hurt,",Không có người ở đó nên không ai bị thương.,Not operated by a person or a crew.,7571
cow,noun,bò,"Sa 's cows lie in a burial site not far from his home , but he thinks he has it easier than others .","Những con bò của ông Sa nằm lại ở nơi chôn cất cách không xa nhà của mình , nhưng ông nghĩ mình còn đỡ hơn những người khác .","A female domesticated ox or other bovine, especially an adult after she has had a calf.",7572
quicken,Verb,rảo,You quicken your pace —your pulse quickens too— as you head for the protection of home.,Bạn bắt đầu rảo bước—tim bạn cũng đập nhanh hơn—trong khi bạn tiến về nhà để được an toàn.,"(transitive, now literary) To give life to; to animate, make alive, revive. [from 14th c.]",7573
flout,verb,miệt thị,What a flagrant flouting of the apostle Paul’s warning against “the philosophy and empty deception according to the tradition of men”! —Colossians 2:8.,"Thật là một sự miệt thị trắng trợn lời cảnh cáo của sứ đồ Phao-lô về “triết-học và lời hư-không, theo lời truyền-khẩu của loài người”!—Cô-lô-se 2:8.",To express contempt for the rules by word or action.,7574
swag,verb,của ăn cắp,Good swag bag.,Bằng chứng tốt đó.,A burglar's or thief's booty; a boodle.,7575
coeval,adjective,người cùng thời,"Such an eye was not born when the bird was, but is coeval with the sky it reflects.","Mắt như vậy là không được sinh ra khi gia cầm được, nhưng là đồng niên với bầu trời nó phản ánh.",Of the same age; contemporary.,7576
hallow,adjective,halloo,This is hallowed ground.,Đây là vùng đất thánh .,"To shout, especially to urge on dogs for hunting.",7577
benighted,adjective,bị lỡ độ đường,Her life was benighted .,Cuộc sống trước đây của cô ấy là một màn đêm che phủ .,plunged into darkness,7578
verdure,noun,cây cỏ xanh tươi,"Yet I rarely failed to find, even in midwinter, some warm and springly swamp where the grass and the skunk- cabbage still put forth with perennial verdure , and some hardier bird occasionally awaited the return of spring.","Tuy nhiên, tôi hiếm khi thất bại trong việc tìm kiếm, ngay cả trong giữa mùa đông, một số đầm ấm và springly nơi mà cỏ và chồn hôi bắp cải vẫn còn đặt ra với cây xanh lâu năm, và một số khoẻ hơn chim đôi khi chờ đợi sự trở lại của mùa xuân.",A condition of health and vigour.,7579
cavil,verb,cãi bướng,"""Henry Cavill to Play Superman!!"".",Truy cập ngày 12 tháng 4 năm 2013. ^ “Henry Cavill to Play Superman!!”.,(intransitive) To criticise for petty or frivolous reasons.,7581
insurgency,noun,nổi dậy,"Let's not neglect the insurgency just to the south,",Chúng ta không nên thờ ơ với sự nổi dậy về phía nam.,rebellion; revolt; the state of being insurgent,7583
diadem,verb,quyền vua,You seek my mother's diadem ?,Cậu đang tìm Vòng Nguyệt Quế của mẹ ta?,A crown.,7585
reverence,noun,sự tôn kính,"Not the elder of the past, who actually was regarded with reverence .","Không phải là đàn anh trong quá khứ, người thực sự được coi trọng với sự tôn kính .","Veneration; profound awe and respect, normally in a sacred context.",7586
solstice,noun,hạ chí,Tonight is the summer solstice concert. Very popular.,"Đêm nay là buổi hòa nhạc mùa hè hạ chí , rất nổi tiếng.",One of the two points in the ecliptic at which the sun is furthest from the celestial equator. This corresponds to one of two days in the year when the day is either longest or shortest.,7587
unbridled,adjective,không kiềm chế,But unbridled access will create unlimited opportunities for abuse.,Nhưng truy cập không kiềm chế sẽ tạo ra cơ hội lạm dụng tình trạng không giới hạn.,Simple past of unbridle.,7588
elocution,noun,thuật đọc,"After leaving school at sixteen, he received elocution training from Edward Reeves.","Sau khi rời trường học năm 16 tuổi, ông luyện hùng biện từ Edward Reeves.","The art of public speaking with expert control of gesture and voice, etc.",7589
rapture,verb,sự sung sướng,Varied Views of the Rapture,Các quan điểm khác nhau về sự biệt dạng,"Extreme pleasure, happiness or excitement.",7590
reap,verb,gặt,"As you sow, so shall you reap .",Gieo gì gặt nấy.,"To cut with a sickle, scythe, or reaping machine, as grain; to gather, as a harvest, by cutting.",7591
congregate,adjective,hội nghị,"Groups of congregations were invited to attend zone assemblies, now called circuit assemblies.","Các nhóm hội thánh được mời tham dự hội nghị vùng, nay gọi là hội nghị vòng quanh.",(intransitive): To come together; to assemble; to meet.,7592
admit,verb,thừa nhận,So you admit you have no idea which?,Vậy cô thừa nhận mình không biết là bệnh nào chứ gì?,"(transitive) To allow to enter; to grant entrance, whether into a place, or into the mind, or consideration; to receive; to take.",7593
panorama,noun,toàn cảnh,It's kind of my western landscape panorama .,Nó như một bức tranh toàn cảnh viễn tây của tôi.,an unbroken view of an entire surrounding area,7594
grotto,noun,hang động,"Besides the grotto and cave systems, Phong Nha has the longest underground river.","Ngoài hệ thống hang động , Phong Nha-Kẻ Bàng còn có các sông ngầm dài nhất.",A small cave.,7595
established,adjective,đã thành lập,"By 1419, Charles had established his own court in Bourges and a Parlement in Poitiers.","Đến năm 1419, Charles đã thành lập tòa án của riêng mình tại Bourges và Paruity ở Poitiers.",Simple past tense and past participle ofestablish.,7596
aside,adverb,sang một bên,She could view the gift as of little value and toss it aside .,Bà có thể xem vật đó không đáng giá và bỏ sang một bên .,To or on one side so as to be out of the way.,7597
bedraggle,verb,kéo lê làm bẩn,I'm too tired to prolong this brutal exchange... between a bedraggled microbe and a Nobel-level thinker.,Tôi quá mệt để có thể kéo dài chuyện tranh cãi giữa một cô gái đầu tóc bù xù và một người có tầm suy nghĩ của Nobel rồi.,To make something wet and limp.,7598
occupy,Verb,chiếm đóng,"Second, you've kept alive in occupied territory for a year and a half.","Thứ hai, anh đã sống sót trong vùng bị chiếm đóng một năm rưỡi.",(transitive): To fill either time or space.,7599
loam,noun,đất sét,"By placing the seeds and seedlings into pots of loam surrounded by water of the same level in a 25 °C environment, eight began to flourish and mature within weeks and in November 2009, the waterlilies flowered for the first time.","Bằng cách đặt những hạt giống và cây con trong chậu lấy đầy đất sét và nước, 8 trong số đó đã bắt đầu phát triển, và vào tháng 11 năm 2009, những bông hoa đầu tiên đã bắt đầu nở.","A kind of soil; an earthy mixture of clay and sand, with organic matter to which its fertility is chiefly due.",7601
elect,verb,chọn,"For my elective , I have to take piccolo.",Em phải chọn thổi sáo vào thời gian tự chọn .,"(uncountable) (theology) In Calvinist theology, those foreordained to Heaven.",7602
legislation,noun,pháp luật,Concentrating on a few pieces of onerous legislation is not a plan.,Tập trung vào vài khía cạnh của pháp luật thì không phải là kế hoạch.,The act of legislating; preparation and enactment of laws; the laws enacted.,7603
referendum,noun,cuộc trưng cầu dân ý,Do not make this a referendum on my anger.,Đừng có biến chuyện này thành một cuộc trưng cầu dân ý cho sự tức giận của anh.,A direct popular vote on a proposed law or constitutional amendment,7604
responsibility,noun,trách nhiệm,I am left with all the responsibility .,Cuối cùng tôi phải chịu toàn bộ trách nhiệm .,"The state of being responsible, accountable, or answerable.",7605
vote,verb,bầu cử,Tom has the right to vote .,Tom có quyền bầu cử .,A formalized choice on matters of administration or other democratic activities.,7606
courage,verb,dũng khí,His victory in the arena was as empty as his courage .,Chiến thắng của hắn trên đấu trường cũng sáo rỗng như dũng khí của hắn vậy.,The quality of a confident character not to be afraid or intimidated easily but without being incautious or inconsiderate.,7607
defend,verb,bảo vệ,The citizens immediately prepared everything to defend the city.,Dân chúng ngay lập tức chuẩn bị những gì có thể để bảo vệ thành phố.,"(transitive, obsolete) To ward off, repel (an attack or attacker).",7608
enlist,verb,tòng quân,"I enlisted in my father's place, just to fulfill my filial duty","Ta thay cha tòng quân , chỉ làm tròn đạo hiếu.","(intransitive) To join a cause or organization, especially military service.",7609
honor,noun,danh dự,Pass the test tonight with honor and servitude.,Vượt qua bài sát hạch tối nay với danh dự và sự quy phục.,"(chiefly US) An objectification of praiseworthiness, respect. (I.e., something that represents praiseworthiness, respect.)",7610
military,noun,bộ đội,"22: The British, both military and civilian, begin to evacuate Greece.",22: Bộ đội và thường dân Anh bắt đầu sơ tán khỏi Hy Lạp.,Characteristic of members of the armed forces.,7611
sacrifice,verb,hy sinh,"Sacrifice , it's the only way.",Hy sinh là cách duy nhất.,(transitive) To offer (something) as a gift to a deity.,7612
veteran,adjective,kỳ cựu,He killed a 15-year police veteran .,Hắn đã giết cảnh sát kỳ cựu 15 năm làm việc.,A person with long experience of a particular activity.,7613
remembrance,noun,trí nhớ,Accidents may leave their cruel marks of remembrance or may snuff out life.,Tai nạn có thể để lại dấu vết tàn khốc trong trí nhớ hoặc có thể hủy hoại cuộc sống.,"The act of remembering; a holding in mind, or bringing to mind; recollection.",7614
dumbfound,verb,làm chết lặng đi,I stood there dumbfounded !,Tôi đứng ngây người không nói nên lời !,To confuse and bewilder; to leave speechless.,7616
mystify,verb,làm hoang mang,"Rather than stating his will or purpose plainly, at times Jehovah has intentionally obscured his prophetic sayings, using analogies, mystifying “dark sayings,” or riddles that perplex.","Thay vì nêu rõ ý muốn và ý định của Ngài, đôi khi Đức Giê-hô-va cố tình làm cho lời tiên tri của Ngài khó hiểu, dùng sự so sánh, “những điều bí ẩn” làm hoang mang , hoặc những câu đố làm bối rối.","(transitive) to thoroughly confuse, befuddle, or bewilder",7617
bemuse,verb,làm kinh ngạc,"And they all looked a bit bemused , and said,","Và tất cả họ trông có chút bối rối, rồi nói:",(transitive) To confuse or bewilder.,7618
craving,noun,sự thèm muốn,This could be the cure for my craving !,Chúng có thể chữa lành sự thèm muốn của ta!,Present participle of to crave.,7620
cuisine,noun,cách nấu nướng,Wait till you see my repel cuisine !,Hãy chờ cho tới khi anh thấy cách nấu nướng ghê tởm của tôi.,"a characteristic style of preparing food, often associated with a place of origin",7621
culinary,adjective,việc bếp núc,A culinary masterpiece gone to waste!,Nhưng kiệt tác ẩm thực bị lãng phí!,Relating to the practice of cookery or the activity of cooking.,7622
advertising,verb,sự quảng cáo,Adult example and clever advertising have contributed greatly to the rapid increase in youthful smokers.,Việc người lớn hút thuốc và sự quảng cáo tài tình góp phần gia tăng nhanh chóng số người trẻ hút thuốc.,Present participle of advertise.,7624
cashier,noun,thủ quỹ,"Implosive is the cashier who remains quiet, day after day and finally shoots everyone in the store.","Ngược lại, kiểu thứ 2 là người thủ quỹ , họ im lặng, ngày qua ngày Và cuối cùng là quát tháo tất cả mọi người.",One who works at a till or receiving payments.,7625
consumerism,noun,Xã hội tiêu dùng,(Laughter) Consumerism is not materialism.,(tiếng cười) Tiêu dùng không cứ phải là vật chất,"A policy of protecting and informing consumers through honesty in advertising and packaging, improved safety standards etc",7626
credit,verb,Cho vay,It's also good with credit .,Cho vay tín dụng cũng là ý hay.,(transitive) To believe.,7627
debt,noun,nợ,Some have been ensnared in the net of excessive debt .,Một số người bị gài vào bẫy nợ nần chồng chất.,"An action, state of mind, or object one has an obligation to perform for another, adopt toward another, or give to another.",7628
greed,noun,lòng tham,But instead we have been infected with greed .,Nhưng thay vào đó chúng ta bị lòng tham lôi cuốn.,"A selfish or excessive desire for more than is needed or deserved, especially of money, wealth, food, or other possessions.",7629
materialistic,adjective,duy vật,Christendom has produced a materialistically minded society.,Các tôn giáo tự xưng theo đấng Christ đã đào tạo một xã hội duy vật .,Being overly concerned with material possessions and wealth.,7630
aerodynamics,noun,khí động học,"When you've done that, we have to look at the aerodynamics , front and rear wing.","Sau khi làm thế, ta phải kiểm tra khí động học , cả cánh trước và cánh sau.","The science of the dynamics of bodies moving relative to gases, especially the interaction of moving objects with the atmosphere",7631
aeronautics,noun,hàng không học,"He is declared ""official French aeronaut of the state"".","Ông được công nhận là ""official French aeronaut of the state"" ( nhà phi hành chính thức của nhà nước Pháp).","The design, construction, mathematics and mechanics of aircraft and other flying objects",7632
cockpit,noun,buồng lái,I spent many years in the cockpit of an airplane.,"Trong nhiều năm, tôi ngồi trong buồng lái của chiếc máy bay.","The space for those in control of a nautical, aeronautical, or astronautical vessel.",7633
joystick,verb,cần điều khiển,"to fly it, there's no joysticks , nothing like this.","để bay, không cần đến cần điều khiển .","A mechanical device consisting of a handgrip mounted on a base or pedestal and typically having one or more buttons, used to control an aircraft, computer or other equipment.",7634
taxi,noun,xe tắc xi,I had trouble getting a taxi .,Tôi đã gặp khố khăn để kiếm một xe tắc xi .,"A vehicle that may be hired for single journeys by members of the public, driven by a taxi driver.",7635
turbine,noun,Tuabin,"As in cars, turbochargers are an effective way to reduce energy consumption; however, instead of allowing for the use of a smaller-displacement engine, turbochargers in jet turbines operate by compressing the thinner air at higher altitudes.","Chẳng hạn như trong xe hơi, turbo tăng áp là một cách hiệu quả để giảm tiêu thụ năng lượng; tuy nhiên, thay vì cho phép sử dụng động cơ chuyển vị nhỏ hơn, bộ tăng áp trong tuabin phản lực hoạt động bằng cách nén không khí mỏng hơn ở độ cao cao hơn.",any of various rotary machines that use the kinetic energy of a continuous stream of fluid (a liquid or a gas) to turn a shaft,7636
ipecac,noun,thô cằn,"Let's see, we've got ipecac , mustard, cayenne, that leaves us asafoetida.","Để coi, ta có rễ cây ipeca , mù tạt, ớt Cayenne, Còn lại cây asafoetida.",ipecacuanha,7637
cashew,noun,Đào lộn hột,"Many families are beginning to shift production to cash crops such as cashews , mangoes, and tobacco, a trend that has accelerated in recent years.","Nhiều gia đình bắt đầu chuyển hướng sản xuất sang các cây trồng kinh tế như đào lộn hột , xoài, và thuốc lá, xu hướng này tăng nhanh hơn trong những năm gần đây.","A tree in the flowering plant family Anacardiaceae, native to northeastern Brazil, now widely grown in tropical climates for its cashew nuts and cashew apples.",7638
cayenne,noun,Cayenne,Club Sportif et Culturel de Cayenne (CSC de Cayenne ) is a French Guianese football team based in the country's capital Cayenne that plays in the French Guiana Championnat National.,Club Sportif et Culturel de Cayenne (CSC de Cayenne ) là một câu lạc bộ bóng đá Guyane thuộc Pháp có trụ sở ở thủ đô Cayenne thi đấu ở Giải bóng đá vô địch quốc gia Guyane thuộc Pháp.,Cayenne pepper.,7639
cougar,noun,báo sư tử,"Easy, Cougar .",Bình tĩnh đi Cougar .,A mountain lion; Puma concolor.,7640
petunia,adjective,cây thuốc lá cảnh,"Go, Petunias .",Mất hai năm .,"Of a dark purple colour, like that of some petunia flowers.",7641
skunk,verb,chồn hôi,"On the other hand, delaying repentance and continuing to commit sin is like continuing to kick the skunk .","Mặt khác, việc trì hoãn hối cải và tiếp tục phạm tội thì cũng giống như việc tiếp tục đá vào con chồn hôi .","Any of various small mammals, of the family Mephitidae, native to North and Central America, having a glossy black with a white coat and two musk glands at the base of the tail for emitting a noxious smell as a defensive measure.",7643
tuxedo,noun,ximôckinh,"Tuxedo fits, I see.",Lễ phục đẹp đấy.,A typically black formal jacket worn by men,7644
