Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link
"Commonly Confused Words, Grade 8",,Commonly confused words are pairs or groups of words that share similar spellings or pronunciations but have different meanings or usages. This collection features commonly confused words that eighth-grade students frequently encounter while reading or taking standardized tests.,https://cdn.vocabulary.com/units/ocv5kxjt/feature.png?width=500&v=18e1a70b85b,,,Grade 8,/lists/ocv5kxjt/commonly-confused-words-grade-8
200 Words Every 11th Grader Should Know How to Spell,,Vocabulary.com has compiled this collection of spelling words for students in 11th grade. Use the Spelling Bee with these lists to watch your spelling skills soar.,https://cdn.vocabulary.com/units/oda526vp/feature.png?width=500&v=18a47dcb9ef,,,Grade 11,/lists/oda526vp/words-every-11th-grader-should-know-how-to-spell
Bomb,The Race to Build—and Steal—the World's Most Dangerous Weapon,"In this engaging blend of science and history, Steve Sheinkin traces the development of the atomic bomb.",https://cdn.vocabulary.com/units/odb6fivj/cover.jpeg?width=220&v=16c300a1aa9,https://www.amazon.com/dp/1250050642?tag=vocabulary01-20,Steve Sheinkin,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/odb6fivj/bomb
Black Like Me,,"In the 1950s, John Howard Griffin underwent a skin-darkening procedure to investigate how he would be treated in the segregated South if people perceived him as African American. Learn these words from Griffin's harrowing investigation of race and racism.",https://cdn.vocabulary.com/units/odbs44ts/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0451234219?tag=vocabulary01-20,John Howard Griffin,Non-Fiction,/lists/odbs44ts/black-like-me
The Lemonade War,,Siblings Evan and Jessie engage in an all-out war to sell the most lemonade before school starts.,https://cdn.vocabulary.com/units/of6tqyho/cover.jpeg?width=220&v=16c30030867,https://www.amazon.com/dp/0547237650?tag=vocabulary01-20,Jacqueline Davies,"Grade 5,Grade 6,Literature",/lists/of6tqyho/lemonade-war
Byrd and Igloo: A Polar Adventure,,"This nonfiction narrative focuses on the American naval officer Richard Evelyn Byrd, who was accompanied by his dog Igloo, as he explored both the North and South Poles in the mid-1920s.",https://cdn.vocabulary.com/units/ofk3fg4b/cover.png?width=220&v=19113875d13,https://www.amazon.com/dp/0545616425?tag=vocabulary01-20,Samantha Seiple,Non-Fiction,/lists/ofk3fg4b/byrd-and-igloo-a-polar-adventure
One of Us Is Lying,,"Simon Kelleher publishes gossip about his classmates online. When he unexpectedly dies during detention, the four students who were in the room with him become prime suspects in his murder.",https://cdn.vocabulary.com/units/ofvk7xy4/cover.jpeg?width=220&v=16c24eb6caa,https://www.amazon.com/dp/1524714682?tag=vocabulary01-20,Karen M. McManus,"Literature,Just for Fun",/lists/ofvk7xy4/one-of-us-is-lying
Go Short: Essential Three-Letter Words,,"Is your vocabulary feeling lax, with too many words beyond your ken? Dip into this vat of verbal gems of every hue and turn your woe into awe! These four lists are arranged from easiest to most challenging. Try and learn them all!",https://cdn.vocabulary.com/units/oh5ikayh/feature.png?width=500&v=190171be8cb,,,Just for Fun,/lists/oh5ikayh/short-and-sweet-essential-three-letter-words
They Went Left,,"After being liberated from a Nazi concentration camp, a teenager embarks on a quest to find her brother.",https://cdn.vocabulary.com/units/ohksagr6/cover.jpeg?width=220&v=1791f556067,https://www.amazon.com/dp/0316490598?tag=vocabulary01-20,Monica Hesse,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/ohksagr6/they-went-left
Cat on a Hot Tin Roof,,"This Pulitzer Prize-winning play dramatizes a single evening in the life of the Pollitts, a fractured Mississippi family.",https://cdn.vocabulary.com/units/ojekjgvn/cover.jpeg?width=220&v=16e7f10fa57,https://www.amazon.com/dp/0811216012?tag=vocabulary01-20,Tennessee Williams,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/ojekjgvn/cat-on-a-hot-tin-roof
Clayton Byrd Goes Underground,,"Clayton Byrd dreams of playing the blues, just like his grandfather. When his grandfather dies, a distraught Clayton runs away from home in the hopes of joining a blues band.",https://cdn.vocabulary.com/units/ojroesk3/cover.jpeg?width=220&v=16c301f8564,https://www.amazon.com/dp/0062215930?tag=vocabulary01-20,Rita Williams-Garcia,Literature,/lists/ojroesk3/clayton-byrd-goes-underground
White Smoke,,"After moving to a small town in the Midwest, high school track star Marigold discovers that she's living in a haunted house in a new town full of dark secrets.",https://cdn.vocabulary.com/units/oktb4uy7/cover.jpeg?width=220&v=18018a4df26,https://www.amazon.com/dp/006302909X?tag=vocabulary01-20,Tiffany D. Jackson,Literature,/lists/oktb4uy7/white-smoke
Wildfire,,Twelve-year-old Sam has to fight for survival when a wildfire rages through his summer camp.,https://cdn.vocabulary.com/units/ol4e2uxx/cover.jpeg?width=220&v=17dba95fbb6,https://www.amazon.com/dp/1338713647?tag=vocabulary01-20,Rodman Philbrick,Literature,/lists/ol4e2uxx/wildfire
A Good Kind of Trouble,,"Twelve-year-old Shayla doesn't like to make waves—but as she navigates middle school and educates herself about prejudice in her community, she learns that sometimes it's good to cause a little trouble.",https://cdn.vocabulary.com/units/ondmbovx/cover.jpeg?width=220&v=1848ce29ff9,https://www.amazon.com/dp/0062836684?tag=vocabulary01-20,Lisa Moore Ramée,Literature,/lists/ondmbovx/good-kind-of-trouble
The Wealth of Nations,,"In this groundbreaking work, economist Adam Smith examines labor practices, commerce, and economic growth.",https://cdn.vocabulary.com/units/opnnjblj/cover.jpeg?width=220&v=17cc317846d,https://www.amazon.com/dp/0553585975?tag=vocabulary01-20,Adam Smith,Non-Fiction,/lists/opnnjblj/wealth-of-nations
Woman Hollering Creek,And Other Stories,"A collection of stories by Sandra Cisneros, the winner of the 2018 PEN/Nabokov Award for Achievement in International Literature. The lovingly drawn characters of these stories give voice to the vibrant and varied life on both sides of the Mexican border with tales of pure discovery, filled with moments of infinite and intimate wisdom.",https://cdn.vocabulary.com/units/oprpehsw/cover.jpeg?width=220&v=16d1dca0b63,https://www.amazon.com/dp/0679738568?tag=vocabulary01-20,Sandra Cisneros,Literature,/lists/oprpehsw/woman-hollering-creek
Maizy Chen's Last Chance,,"After her grandfather becomes sick, eleven-year-old Maizy moves from Los Angeles to Last Chance, Minnesota, where she struggles to fit in as her family's Chinese restaurant is targeted with racist attacks.",https://cdn.vocabulary.com/units/opzul2f2/cover.png?width=220&v=1848d0a172f,https://www.amazon.com/dp/1984830252?tag=vocabulary01-20,Lisa Yee,Literature,/lists/opzul2f2/maizy-chens-last-chance
Watership Down,A Novel,"In this classic novel, a group of rabbits makes a perilous journey to find a new home.",https://cdn.vocabulary.com/units/oq6vk4ei/cover.jpeg?width=220&v=16c25505808,https://www.amazon.com/dp/0743277708?tag=vocabulary01-20,Richard Adams,Grade 7,/lists/oq6vk4ei/watership-down
The Canterville Ghost,,"In this ghost story, the skeptical and coolheaded Otis family moves into a haunted house.",https://cdn.vocabulary.com/units/oqyh4ux3/cover.jpeg?width=220&v=177253eb705,https://www.amazon.com/dp/0486419258?tag=vocabulary01-20,Oscar Wilde,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/oqyh4ux3/canterville-ghost
All American Boys,,"This novel by Jason Reynolds and Brendan Kiely tells the story of Rashad and Quinn, two teenagers whose lives are changed after an incident of police brutality divides their community.",https://cdn.vocabulary.com/units/ordht2o3/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B00YNIIR3C?tag=vocabulary01-20,Jason Reynolds,"Literature,Non-Fiction",/lists/ordht2o3/all-american-boys
Metamorphoses,,"Ovid's Metamorphoses features myths and stories of change, mutation, and transformation. Learn these words from the translation by John Dryden here.",https://cdn.vocabulary.com/units/othtsg4f/cover.jpeg?width=220&v=16c24f9eec5,https://www.amazon.com/dp/014044789X?tag=vocabulary01-20,Ovid,"Grade 9,Grade 10,Grade 11,Literature",/lists/othtsg4f/metamorphoses
Harriet Tubman,The Moses of Her People,"This biography, published in the late 19th century, recounts the life of the famous conductor on the Underground Railroad. Read the full text here.",https://cdn.vocabulary.com/units/oto7zwdk/cover.jpg?width=220&v=17a9bc0a714,https://www.amazon.com/dp/0486438589?tag=vocabulary01-20,Sarah Bradford,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/oto7zwdk/harriet-tubman
High School Geometry,,"If you feel obtuse when it comes to angles, review this collection of geometry terms. You'll learn about planes, polygons, perimeter, and more. It's as easy as pi!",https://cdn.vocabulary.com/units/otvd33re/feature.png?width=500&v=1825ede50d5,,,"Grade 9,Grade 10,Grade 11,Grade 12",/lists/otvd33re/high-school-geometry
A World of Words,Celebrate Geography Awareness Week with Essential Vocabulary,"You don’t need a compass to find the most comprehensive collection of vocabulary lists for Geography Awareness Week — we’ve got it right here! From archipelago to zenith, this collection is your map to geography success.",https://cdn.vocabulary.com/units/ov4p2j6y/feature.png?width=500&v=193405274ce,,,Just for Fun,/lists/ov4p2j6y/world-of-words
Lawn Boy,,"After receiving an old lawnmower on his 12th birthday, the unnamed narrator recounts the adventurous summer he spent mowing his neighbors' lawns and becoming a young entrepreneur.",https://cdn.vocabulary.com/units/ovtziqzg/cover.jpeg?width=220&v=17f66201a80,https://www.amazon.com/dp/0553494651?tag=vocabulary01-20,Gary Paulsen,Literature,/lists/ovtziqzg/lawn-boy
Me (Moth),,"In this novel in verse, two teens take a road trip in order to learn about their pasts and find ways to move forward.",https://cdn.vocabulary.com/units/owxvhhmf/cover.jpeg?width=220&v=17c7a3e6644,https://www.amazon.com/dp/1250780365?tag=vocabulary01-20,Amber McBride,Literature,/lists/owxvhhmf/me-moth
"Forever, or a Long, Long Time",,Fourth-grader Flora and her younger brother Julian believe they were never born because they have bounced around different homes and cannot believe that they will ever have a family whom they can live with and love forever.,https://cdn.vocabulary.com/units/oyhdpok5/cover.png?width=220&v=189adbeff8f,https://www.amazon.com/dp/0062385690?tag=vocabulary01-20,Caela Carter,Literature,/lists/oyhdpok5/forever-or-a-long-long-time
Rosa Parks: My Story,,"In this autobiography, the author shares how a sickly child grew up to become a public symbol and activist for civil rights.",https://cdn.vocabulary.com/units/oyxi6mwr/cover.png?width=220&v=18b722023b7,https://www.amazon.com/dp/0141301201?tag=vocabulary01-20,Rosa Parks,Literature,/lists/oyxi6mwr/rosa-parks-my-story
Betty Before X,,"This novel is a fictionalized account of the childhood of Dr. Betty Shabazz, the civil rights activist and wife of Malcolm X.",https://cdn.vocabulary.com/units/ozcsmuhi/cover.jpeg?width=220&v=16c256a5108,https://www.amazon.com/dp/0374306109?tag=vocabulary01-20,Ilyasah Shabazz,"Grade 6,Grade 7,Grade 8,Literature",/lists/ozcsmuhi/betty-before-x
Maniac Magee,,"An orphan runs away from his guardians to search for a real home. On his journey, he performs feats of athleticism and confronts racial prejudice.",https://cdn.vocabulary.com/units/p3xg2wzr/cover.jpeg?width=220&v=16d06c43a87,https://www.amazon.com/dp/0316809063?tag=vocabulary01-20,Jerry Spinelli,"Grade 5,Literature",/lists/p3xg2wzr/maniac-magee
The Wind in the Willows,,"Kenneth Grahame's classic novel recounts the adventures of four woodland friends: Mole, Rat, Badger, and the irrepressible Mr. Toad. Read the full text  here.",https://cdn.vocabulary.com/units/p4553zin/cover.jpeg?width=220&v=16db648b4f0,https://www.amazon.com/dp/1840227826?tag=vocabulary01-20,Kenneth Grahame,"Grade 6,Grade 7,Grade 8,Literature,Just for Fun",/lists/p4553zin/wind-in-the-willows
Taking Flight,From War Orphan to Star Ballerina,"In this memoir, ballet dancer Michaela DePrince recounts her difficult childhood in Sierra Leone, her adoption by an American family, and her success as a ballerina.",https://cdn.vocabulary.com/units/p4aym64o/cover.jpeg?width=220&v=16c24feaa64,https://www.amazon.com/dp/0385755147?tag=vocabulary01-20,Michaela DePrince,"Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/p4aym64o/taking-flight
Elf Dog and Owl Head,,"With a virus shutting down most of his world aboveground, young Clay O'Brian decides to play in the woods, where he meets an elf-hound that belongs to the People Under the Mountain and an owl-head boy who lives in a hidden village.",https://cdn.vocabulary.com/units/p4jwgtsk/cover.png?width=220&v=18f06cbc4d7,https://www.amazon.com/dp/153622281X?tag=vocabulary01-20,M.T. Anderson,Literature,/lists/p4jwgtsk/elf-dog-and-owl-head
The Wreckers,,A young sailor washes up on the shore of a remote island where the people pray for shipwrecks and scavenge the wreckage.,https://cdn.vocabulary.com/units/p5k3nrpf/cover.jpeg?width=220&v=17ae867a2d9,https://www.amazon.com/dp/0440415454?tag=vocabulary01-20,Iain Lawrence,Literature,/lists/p5k3nrpf/wreckers
Shouting at the Rain,,"Growing up on Cape Cod, Delsie tries to weather stormy relationships with friends and family.",https://cdn.vocabulary.com/units/p5lm6skq/cover.jpeg?width=220&v=16d8ce18b5a,https://www.amazon.com/dp/0399175156?tag=vocabulary01-20,Lynda Mullaly Hunt,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/p5lm6skq/shouting-at-the-rain
Ripped from the Headlines: September 2020,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/p5pclvrh/feature.png?width=500&v=174e95a260e,,,Events,/lists/p5pclvrh/ripped-from-the-headlines-september-2020
The Strange Case of Dr. Jekyll and Mr. Hyde,,"When a respected doctor performs a dangerous experiment on himself, he empowers an evil alter ego who wreaks havoc on London. Read the full text here.",https://cdn.vocabulary.com/units/p6iojezr/cover.jpeg?width=220&v=182a1a7377c,https://www.amazon.com/dp/0141439734?tag=vocabulary01-20,Robert Louis Stevenson,Literature,/lists/p6iojezr/strange-case-of-dr-jekyll-and-mr-hyde
Academy Awards,,The Academy Awards have been presented every year since 1929. Although some changes have occurred since then – the venue and award categories – the art deco Oscar statue has remained virtually the same. Celebrate this collection of essential terms necessary for any viewer to enjoy the famous ceremony.,https://cdn.vocabulary.com/units/p6p5xvfn/feature.png?width=500&v=194f160eaa1,,,Just for Fun,/lists/p6p5xvfn/academy-awards
Promise Boys,,"Washington, D.C.'s Urban Promise Prep was founded to provide a brighter future for boys who struggle in regular school, but it becomes a crime scene when the principal is murdered.",https://cdn.vocabulary.com/units/p6trcyvh/cover.png?width=220&v=18d617ad569,https://www.amazon.com/dp/1250866979?tag=vocabulary01-20,Nick Brooks,Literature,/lists/p6trcyvh/promise-boys
Where the Red Fern Grows,,"Billy saves enough money to buy two pups, Old Dan and Little Ann. Together they become one of the best hunting teams in the Ozarks—and devoted friends as well. But when the unthinkable happens, Billy must learn how to nurture hope in a time of tragedy.",https://cdn.vocabulary.com/units/p7doocne/cover.jpeg?width=220&v=16c301401ca,https://www.amazon.com/dp/0399551239?tag=vocabulary01-20,Wilson Rawls,"Grade 5,Grade 6,Grade 7,Grade 8,Just for Fun",/lists/p7doocne/where-the-red-fern-grows
Firekeeper's Daughter,,"After witnessing a murder, an Ojibwe teenager agrees to work undercover for the FBI.",https://cdn.vocabulary.com/units/p7gfxdpd/cover.jpeg?width=220&v=17a0b545d20,https://www.amazon.com/dp/1250766567?tag=vocabulary01-20,Angeline Boulley,Literature,/lists/p7gfxdpd/firekeepers-daughter
No Vacancy,,"To help save her family's failing motel, eleven-year old Miriam and her friend Kate invent a miraculous story to lure in new customers.",https://cdn.vocabulary.com/units/paxdknv3/cover.jpeg?width=220&v=17f88afece3,https://www.amazon.com/dp/1773068490?tag=vocabulary01-20,Tziporah Cohen,Literature,/lists/paxdknv3/no-vacancy
The Left Hand of Darkness,,"In Ursula Le Guin's classic science fiction novel, a human emissary travels to Winter, an alien world with a culture very different from his own.",https://cdn.vocabulary.com/units/pbfeghjb/cover.jpeg?width=220&v=16f1f9bcc2b,https://www.amazon.com/dp/0441007317?tag=vocabulary01-20,Ursula K. Le Guin,Literature,/lists/pbfeghjb/left-hand-of-darkness
Coraline,,"In this dark and creepy novel, a young girl finds a door to another world that is strangely like her own — but filled with danger.",https://cdn.vocabulary.com/units/pbs3q2ja/cover.jpeg?width=220&v=16c3014c009,https://www.amazon.com/dp/0380977788?tag=vocabulary01-20,Neil Gaiman,"Grade 5,Grade 6,Literature",/lists/pbs3q2ja/coraline
Middle School: The Worst Years of My Life,,Rafe Khatchadorian and his friend Leonardo come up with a game in which they earn points for breaking middle school rules. But a school bully discovers their journal full of the game's details and threatens to turn them in.,https://cdn.vocabulary.com/units/pddjo2cs/cover.jpeg?width=220&v=16ef6d5103c,https://www.amazon.com/dp/0316101699?tag=vocabulary01-20,James Patterson,"Grade 6,Grade 7,Grade 8,Literature",/lists/pddjo2cs/middle-school-the-worst-years-of-my-life
Fablehaven,,"When Kendra and Seth visit their grandparents, they learn that their grandfather is the caretaker for Fablehaven, a sanctuary for magical creatures.",https://cdn.vocabulary.com/units/pdgt2mzn/cover.jpeg?width=220&v=16c2ff7ed42,https://www.amazon.com/dp/1416947205?tag=vocabulary01-20,Brandon Mull,Literature,/lists/pdgt2mzn/fablehaven
Into the Wild,,"Nonfiction writer Jon Krakauer retraces the steps of Christopher McCandless, a young man who gave up his material possessions and met a tragic end in the wilds of Alaska.",https://cdn.vocabulary.com/units/pdmd4lr3/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0385486804?tag=vocabulary01-20,Jon Krakauer,"Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/pdmd4lr3/into-the-wild
Death Mountain,,"On a hike in the Sierra Nevada Mountains, thirteen-year-old Erin Rowe makes a new friend when they both get lost and must rely on each other to survive.",https://cdn.vocabulary.com/units/pdvbla2h/cover.png?width=220&v=18806f6666c,https://www.amazon.com/dp/1561454281?tag=vocabulary01-20,Sherry Shahan,"Grade 6,Grade 7,Grade 8",/lists/pdvbla2h/death-mountain
Commonly Misspelled Words,,"""I before E except after C."" It's weird how often spelling rules like that don't work in English!


 Instead of spending countless hours learning a ton of spelling rules and hundreds of exceptions, choose the Spelling Bee activity to brush up on these commonly misspelled English words. It's an ingenious way for you to become a spelling genius!",https://cdn.vocabulary.com/units/pe2tok6c/feature.png?width=500&v=1912ddd1f9b,,,Just for Fun,/lists/pe2tok6c/commonly-misspelled-words
Eight Nights of Flirting,,"During a Hanukkah vacation on the island of Nantucket, sixteen-year-old Shira Barbanel makes a deal with Tyler Nelson to give her flirting lessons in exchange for an introduction to her media executive great-uncle.",https://cdn.vocabulary.com/units/pezljm4o/cover.png?width=220&v=1887cbad3a0,https://www.amazon.com/dp/059334975X?tag=vocabulary01-20,Hannah Reynolds,Literature,/lists/pezljm4o/eight-nights-of-flirting
The Westing Game,,"Where there's a will, there's a motive to solve a murder. When eccentric millionaire Sam Westing dies, he leaves instructions for sixteen people to come to the reading of his will. With a fortune on the line, Westing's death becomes a puzzle they'll race to solve.",https://cdn.vocabulary.com/units/pfe3hx25/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/014240120X?tag=vocabulary01-20,Ellen Raskin,"Grade 6,Grade 7,Grade 8",/lists/pfe3hx25/westing-game
Six Crimson Cranes,,A princess must use her magical abilities to free her brothers from a curse.,https://cdn.vocabulary.com/units/pfn36hb4/cover.jpeg?width=220&v=17be0145a35,https://www.amazon.com/dp/0593300912?tag=vocabulary01-20,Elizabeth Lim,Literature,/lists/pfn36hb4/six-crimson-cranes
Amal Unbound,,"In this novel, a Pakistani girl is forced to work as a servant on the estate of a corrupt businessman.",https://cdn.vocabulary.com/units/pg2gy7pb/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0399544682?tag=vocabulary01-20,Aisha Saeed,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/pg2gy7pb/amal-unbound
City of the Plague God,,Thirteen-year-old Sikander Aziz must join forces with the legendary hero Gilgamesh to stop an ancient god from destroying New York City.,https://cdn.vocabulary.com/units/pgsgvpzm/cover.jpeg?width=220&v=180d364d47d,https://www.amazon.com/dp/1368067328?tag=vocabulary01-20,Sarwat Chadda,"Grade 5,Literature",/lists/pgsgvpzm/city-of-the-plague-god
The Astonishing Color of After,,"After her mother's death, Leigh travels to Taiwan, where she tries to piece together her family history while also coming to terms with her grief.",https://cdn.vocabulary.com/units/pgxso7su/cover.jpg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/031646399X?tag=vocabulary01-20,Emily X.R. Pan,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/pgxso7su/astonishing-color-of-after
Incidents in the Life of a Slave Girl,,"After escaping to New York, Harriet Jacobs wrote this account of the horrors of slavery, focusing particularly on the suffering of enslaved women.",https://cdn.vocabulary.com/units/pgypoksb/cover.jpeg?width=220&v=16c24ffafdc,https://www.amazon.com/dp/B01JXUZ7OQ?tag=vocabulary01-20,Harriet Jacobs,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/pgypoksb/incidents-in-the-life-of-a-slave-girl
Hatchet,,"The sole survivor of a plane crash in the Canadian wilderness, thirteen-year-old Brian Robeson will need resourcefulness, courage, and strength in order to stay alive.",https://cdn.vocabulary.com/units/ph5srg6j/cover.jpeg?width=220&v=16c301e4e7f,https://www.amazon.com/dp/1416936475?tag=vocabulary01-20,Gary Paulsen,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/ph5srg6j/hatchet
Richard III,,"Richard, younger brother of King Edward IV, wants to rule England — and he will stop at nothing, including murder, in order to seize the crown.",https://cdn.vocabulary.com/units/pi2vthc4/cover.jpeg?width=220&v=179ccca33b4,https://www.amazon.com/dp/1476786925?tag=vocabulary01-20,William Shakespeare,Grade 12,/lists/pi2vthc4/richard-iii
Roll with It,,"When twelve-year-old Lily (Ellie) Belle Cowan moves from Tennessee to Oklahoma, she decides to perfect her baking skills so that others would see beyond the wheelchair.",https://cdn.vocabulary.com/units/pit5f4ti/cover.jpg?width=220&v=194762da866,https://www.amazon.com/dp/B07P5JK95D?tag=vocabulary01-20,Jamie Sumner,Non-Fiction,/lists/pit5f4ti/roll-with-it
Bad Boy,,"In this memoir, acclaimed author Walter Dean Myers recounts his early life in Harlem in the 1940s and 50s.",https://cdn.vocabulary.com/units/pjbbjr64/cover.jpeg?width=220&v=16c3003b85b,https://www.amazon.com/dp/0064472884?tag=vocabulary01-20,Walter Dean Myers,Non-Fiction,/lists/pjbbjr64/bad-boy
Rebound,,"After the death of his father, Chuck Bell spends the summer with grandparents and finds solace in basketball. Learn these words from the prequel to The Crossover.",https://cdn.vocabulary.com/units/pjxluftd/cover.jpeg?width=220&v=16c255395d4,https://www.amazon.com/dp/0544868137?tag=vocabulary01-20,Kwame Alexander,"Grade 5,Literature",/lists/pjxluftd/rebound
Abel's Island,,"While picnicking with his wife, Abelard Hassam di Chirico Flint, a mouse of Mossville, is swept away by a stormy river onto an island, where he must figure out how to survive and return home.",https://cdn.vocabulary.com/units/pl7xqblp/cover.png?width=220&v=18f060fee89,https://www.amazon.com/dp/0312371438?tag=vocabulary01-20,William Steig,"Literature,Just for Fun",/lists/pl7xqblp/abels-island
Terrible Typhoid Mary,A True Story of the Deadliest Cook in America,"This biography details the life of Mary Mallon, a cook and ""healthy carrier"" of typhoid who inadvertently spread the disease.",https://cdn.vocabulary.com/units/pl7xv6fp/cover.jpg?width=220&v=17938528df8,https://www.amazon.com/dp/0544313674?tag=vocabulary01-20,Susan Campbell Bartoletti,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/pl7xv6fp/terrible-typhoid-mary
"Lazy, Hazy Days",Soak up this summertime vocabulary sampler.,"Get yourself in the mood for summer with these lists about hot weather, beach days, summer activities (Tennis anyone?), and just plain lazy days.",https://cdn.vocabulary.com/units/pllrpq67/feature.png?width=500&v=1903b216e21,,,Just for Fun,/lists/pllrpq67/lazy-hazy-days-of-summer
Honus & Me,A Baseball Card Adventure,"Thanks to a magical baseball card, Joe Stoshack travels back in time to 1909 and meets baseball legend Honus Wagner.",https://cdn.vocabulary.com/units/plm5aib3/cover.png?width=220&v=194a99b0fa5,https://www.amazon.com/dp/0380788780?tag=vocabulary01-20,Dan Gutman,"Grade 6,Grade 7,Grade 8,Literature",/lists/plm5aib3/honus-and-me
Black Swan Green,,"Set in the early 1980s, this coming-of-age novel explores underlying tensions and turmoil in a seemingly quiet English village.",https://cdn.vocabulary.com/units/plovcvdb/cover.jpeg?width=220&v=16c25662b42,https://www.amazon.com/dp/0812974018?tag=vocabulary01-20,David Mitchell,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/plovcvdb/black-swan-green
The Fourteenth Goldfish,,"Ellie is struggling to adjust to middle school. When her scientist grandfather announces he has discovered a secret to reverse aging, she finds herself swept up in a scientific adventure that will help her discover her own place in the world.",https://cdn.vocabulary.com/units/pmw6et6n/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0375870644?tag=vocabulary01-20,Jennifer L. Holm,Grade 5,/lists/pmw6et6n/fourteenth-goldfish
Daddy-Long-Legs,,"While she attends college, an orphaned young woman writes letters to her mysterious benefactor.",https://cdn.vocabulary.com/units/pn4hm2zi/cover.jpeg?width=220&v=16c24eaf99b,https://www.amazon.com/dp/0141331119?tag=vocabulary01-20,Jean Webster,Literature,/lists/pn4hm2zi/daddy-long-legs
Half a World Away,,Troubled eleven-year-old Jaden and his parents journey to Kazakhstan to adopt a baby.,https://cdn.vocabulary.com/units/poyv6tqj/cover.jpeg?width=220&v=1713c28ed10,https://www.amazon.com/dp/1442412763?tag=vocabulary01-20,Cynthia Kadohata,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/poyv6tqj/half-a-world-away
Frindle,,"Nick Allen is a lively kid with big plans. When his newest idea catches on like wildfire, Nick surprises his teachers, his school, and even himself.",https://cdn.vocabulary.com/units/pphqmqrj/cover.jpeg?width=220&v=1823574a35d,https://www.amazon.com/dp/0689818769?tag=vocabulary01-20,Andrew Clements,"Grade 5,Literature",/lists/pphqmqrj/frindle
The Parker Inheritance,,"While spending the summer at her grandmother's house in Lambert, South Carolina, Candice finds an intriguing old letter in the attic. She joins forces with a neighbor to follow the clues in the letter and find a hidden treasure — but solving the mystery means uncovering past injustices in Lambert.",https://cdn.vocabulary.com/units/ppi4pxjn/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0545946174?tag=vocabulary01-20,Varian Johnson,Literature,/lists/ppi4pxjn/parker-inheritance
Flamer,,"In this graphic novel, a teenager faces bullies and learns to accept himself during a summer at camp.",https://cdn.vocabulary.com/units/ppzja7nx/cover.jpeg?width=220&v=176cf17d4ad,https://www.amazon.com/dp/1250756146?tag=vocabulary01-20,Mike Curato,"Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/ppzja7nx/flamer
Dracula,,"A vampire makes his way from Transylvania to England to spread his evil curse, but a small team led by Professor Abraham Van Helsing is prepared to fight him. Read the full text here.",https://cdn.vocabulary.com/units/prhgrmia/cover.jpeg?width=220&v=1821199d926,https://www.amazon.com/dp/0451530667?tag=vocabulary01-20,Bram Stoker,"Literature,Just for Fun",/lists/prhgrmia/dracula
