Title,Subtitle,Description,Thumbnail Link,Book Purchase Link,Author,Category,Link
The Surprising Power of a Good Dumpling,,Anna Chiu is a high-schooler who tries to hold her family together as her mother struggles with mental illness.,https://cdn.vocabulary.com/units/bjcapfqc/cover.jpeg?width=220&v=17fe663d436,https://www.amazon.com/dp/1338656112?tag=vocabulary01-20,Wai Chim,Literature,/lists/bjcapfqc/surprising-power-of-a-good-dumpling
"Mirror, Mirror","A Twisted Tale, Book 10","In this re-imagining of the Snow White story, Snow attempts to rescue her kingdom from the Evil Queen.",https://cdn.vocabulary.com/units/bjfa7iby/cover.jpg?width=220&v=1710e76822c,https://www.amazon.com/dp/136801383X?tag=vocabulary01-20,Jen Calonita,Literature,/lists/bjfa7iby/mirror-mirror
Trifles,,"When a woman is arrested for murdering her husband, her friends must decide whether to turn over evidence that could sway the case against her.",https://cdn.vocabulary.com/units/blo4iuzs/cover.jpeg?width=220&v=179d7dda110,https://www.amazon.com/dp/0874406382?tag=vocabulary01-20,Susan Glaspell,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/blo4iuzs/trifles
The First Rule of Punk,,"Twelve-year-old Malú loves punk rock, but her mother and the strict principal at her new school definitely do not. With the help of her fellow ""misfits,"" Malú fights to express who she truly is.",https://cdn.vocabulary.com/units/bm2epe35/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0425290409?tag=vocabulary01-20,Celia C. Pérez,"Literature,Non-Fiction",/lists/bm2epe35/first-rule-of-punk
The Other Half of Happy,,"Quijana has never felt connected to her Guatemalan identity, but when her cousins move to town and her parents plan a trip to Guatemala, she must navigate complex feelings about her heritage.",https://cdn.vocabulary.com/units/bn4rb5lo/cover.jpeg?width=220&v=1747ef4bf41,https://www.amazon.com/dp/1452169985?tag=vocabulary01-20,Rebecca Balcárcel,Literature,/lists/bn4rb5lo/other-half-of-happy
High Spirits,,"In eleven interconnected stories inspired by her family in the Dominican Republic, Puerto Rico, Spain, and the United States, the author describes the lives of several generations of the Beléns.",https://cdn.vocabulary.com/units/bn5z7yal/cover.png?width=220&v=1887801636f,https://www.amazon.com/dp/1646141296?tag=vocabulary01-20,Camille Gomera-Tavarez,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/bn5z7yal/high-spirits
Missing May,,"Twelve-year-old Summer and her Uncle Ob must overcome their grief and find their place in the world again following the unexpected death of Aunt May.


 Here are links to our lists for the novel: Part One, Part Two",https://cdn.vocabulary.com/units/bpjtkbdi/cover.jpeg?width=220&v=181dee1d4aa,https://www.amazon.com/dp/0439613833?tag=vocabulary01-20,Cynthia Rylant,Literature,/lists/bpjtkbdi/missing-may
Be Prepared,,"In this graphic novel based on the author's own experiences, a young immigrant from Russia wants to go to summer camp like her American-born friends — but when her parents finally agree, she finds that camp is nothing like she expected.",https://cdn.vocabulary.com/units/bpwctrts/cover.jpeg?width=220&v=16d26d9a0e2,https://www.amazon.com/dp/1626724458?tag=vocabulary01-20,Vera Brosgol,"Grade 5,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/bpwctrts/be-prepared
Nazi Saboteurs,Hitler's Secret Attack on America,This nonfiction work tells how eight Nazi sympathizers tried to help Germany win World War II by destroying American industries with explosives.,https://cdn.vocabulary.com/units/bq22oejc/cover.png?width=220&v=1882f60f491,https://www.amazon.com/dp/1338259148?tag=vocabulary01-20,Samantha Seiple,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/bq22oejc/nazi-saboteurs
A Scatter of Light,,This companion novel to Last Night at the Telegraph Club takes place fifty years later and follows eighteen-year-old Aria Tang West who spends the summer with her artistic grandmother in California.,https://cdn.vocabulary.com/units/bq2wukqu/cover.png?width=220&v=186c2b7d3dc,https://www.amazon.com/dp/0525555285?tag=vocabulary01-20,Malinda Lo,Literature,/lists/bq2wukqu/scatter-of-light
Ms. Bixby's Last Day,,"Sixth-graders Topher Renn, Brand Walker, and Steve Sakata of Fox Ridge Elementary School learn that their favorite teacher must take a leave of absence because of her health, so they make arrangements to give her the perfect last day that she had described during a writing lesson.",https://cdn.vocabulary.com/units/bq7ddh5u/cover.png?width=220&v=186ebb7a5f8,https://www.amazon.com/dp/0062338188?tag=vocabulary01-20,John David Anderson,Literature,/lists/bq7ddh5u/ms-bixbys-last-day
Scythe,,"Citra and Rowan live in a society in which all natural causes of death have been eliminated. The two teenagers are recruited to be ""scythes,"" people who administer death in order to cull the population.",https://cdn.vocabulary.com/units/bq7rsmgg/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/144247243X?tag=vocabulary01-20,Neal Shusterman,Non-Fiction,/lists/bq7rsmgg/scythe
In Memoriam 2023,Honoring Notable Figures We Lost This Year,"This collection is a tribute to some of those who passed in 2023, including influential figures in politics and entertainment. Each list includes words that appeared in that person's writing, interviews, and speeches as well words that others used to describe an aspect of their life.",https://cdn.vocabulary.com/units/bqumqqzi/feature.png?width=500&v=1931d7d2992,,,Events,/lists/bqumqqzi/in-memoriam-2023
Ripped from the Headlines: July 2020,Our Weekly Roundups of Words Used in the News,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/brevpz3b/feature.png?width=500&v=173a67b2dba,,,Events,/lists/brevpz3b/ripped-from-the-headlines-july-2020
"Eats, Shoots & Leaves",The Zero Tolerance Approach to Punctuation,A sharp-eyed editor explains how small differences in punctuation can have enormous consequences.,https://cdn.vocabulary.com/units/brsqqfaw/cover.jpeg?width=220&v=16c2ffd6549,https://www.amazon.com/dp/1592402038?tag=vocabulary01-20,Lynne Truss,Non-Fiction,/lists/brsqqfaw/eats-shoots-leaves
Every Soul a Star,,"Middle schoolers Ally, Bree, and Jack strike up an unexpected friendship when they meet at a remote campground to watch a solar eclipse.",https://cdn.vocabulary.com/units/bs54oqhr/cover.jpg?width=220&v=17183e7d8e5,https://www.amazon.com/dp/0316002577?tag=vocabulary01-20,Wendy Mass,Literature,/lists/bs54oqhr/every-soul-a-star
Krik? Krak!,,"In this short story collection, award-winning writer Edwidge Danticat explores everyday life in Haiti.",https://cdn.vocabulary.com/units/bs77ahiq/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/161695700X?tag=vocabulary01-20,Edwidge Danticat,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/bs77ahiq/krik-krak
Harry Potter and the Deathly Hallows,,"In the conclusion to J.K. Rowling's wildly popular fantasy series, Harry must track down and dispose of the remaining Horcruxes and make a final stand against Voldemort.",https://cdn.vocabulary.com/units/bsncg2ro/cover.jpeg?width=220&v=16d8c76c2c9,https://www.amazon.com/dp/0545010225?tag=vocabulary01-20,J.K. Rowling,Literature,/lists/bsncg2ro/harry-potter-and-the-deathly-hallows
Anthem,,"In this dystopian novella, a young man rebels against his conformist society.",https://cdn.vocabulary.com/units/bsvf7n5s/cover.jpg?width=220&v=17af3ee4eab,https://www.amazon.com/dp/0451191137?tag=vocabulary01-20,Ayn Rand,Grade 9,/lists/bsvf7n5s/anthem
Banned Book Club,,"In this memoir, co-written by Ryan Estrada and illustrated by Ko Hyung-Jo, Kim Hyun Sook recounts her years as a student activist in South Korea.",https://cdn.vocabulary.com/units/bv4au5dx/cover.jpeg?width=220&v=1768b341ee4,https://www.amazon.com/dp/194582042X?tag=vocabulary01-20,Kim Hyun Sook,"Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/bv4au5dx/banned-book-club
To Kill a Mockingbird,,"In this classic coming-of-age story, Scout Finch recounts her childhood in Maycomb, Alabama. When Scout's father is appointed to defend a black man in a high-profile trial, racial tensions in the small town come to a head.",https://cdn.vocabulary.com/units/bw6j2we3/cover.jpeg?width=220&v=16c24924526,https://www.amazon.com/dp/0060935464?tag=vocabulary01-20,Harper Lee,"Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/bw6j2we3/to-kill-a-mockingbird
Harbor Me,,"In this novel by award-winning author Jacqueline Woodson, six fifth and sixth graders meet once a week to discuss their problems and fears.",https://cdn.vocabulary.com/units/bwokruyj/cover.jpeg?width=220&v=16d274b0af8,https://www.amazon.com/dp/0399252525?tag=vocabulary01-20,Jacqueline Woodson,Non-Fiction,/lists/bwokruyj/harbor-me
Eyes Wide Open,Going Behind the Environmental Headlines,This nonfiction book explores the causes and consequences of climate change and damage to the environment.,https://cdn.vocabulary.com/units/bwpkuc6t/cover.jpeg?width=220&v=174d6306df4,https://www.amazon.com/dp/0763675458?tag=vocabulary01-20,Paul Fleischman,"Grade 9,Grade 10,Grade 11,Grade 12,Non-Fiction",/lists/bwpkuc6t/eyes-wide-open
"Everything, Everything",,"Diagnosed with a rare immune disorder, Madeline is unable to experience the world outside her protective bubble. But when Olly moves in next door, she must decide whether to risk everything for love.",https://cdn.vocabulary.com/units/bxcyho65/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0553496670?tag=vocabulary01-20,Nicola Yoon,"Grade 9,Literature",/lists/bxcyho65/everything-everything
The Night Circus,,Rival magicians duel at a traveling circus that is only open at night.,https://cdn.vocabulary.com/units/bytgfbeo/cover.jpeg?width=220&v=17813a00694,https://www.amazon.com/dp/0307744434?tag=vocabulary01-20,Erin Morgenstern,Grade 9,/lists/bytgfbeo/night-circus
Old Yeller,,"When their father goes off on a cattle drive, a family survives with a little help from a beloved pet dog. Learn these words from the classic novel by Fred Gipson.",https://cdn.vocabulary.com/units/bzb3iec5/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0060935472?tag=vocabulary01-20,Fred Gipson,"Grade 6,Grade 7,Grade 8,Just for Fun",/lists/bzb3iec5/old-yeller
Patina,,"The second book in the Track series focuses on Patty, a runner who struggles to fit in at her new school after she moves in with her aunt and uncle.",https://cdn.vocabulary.com/units/bzjoguii/cover.jpeg?width=220&v=16ddba6b228,https://www.amazon.com/dp/1481450190?tag=vocabulary01-20,Jason Reynolds,Literature,/lists/bzjoguii/patina
The ACT: The Language of the Test,,"These words are likely to appear in question stems, answer options, and test directions on the ACT. Master these important terms to ensure you understand the language of the test.",https://cdn.vocabulary.com/units/c2juijlq/feature.png?width=500&v=189987c73bc,,,"Grade 11,Grade 12,Test-Prep",/lists/c2juijlq/act-the-language-of-the-test
Tiger Boy,,"Neel, a young Bengali boy, searches his island home to find a tiger cub and rescue it from a man who hopes to sell it on the black market.",https://cdn.vocabulary.com/units/c2rr6xtx/cover.jpeg?width=220&v=1832283f6d3,https://www.amazon.com/dp/1580896618?tag=vocabulary01-20,Mitali Perkins,Literature,/lists/c2rr6xtx/tiger-boy
The Moon Within,,"Eleven-year-old Celi faces the challenges of growing up, including crushes, changing relationships with friends, and honoring her family obligations and heritage.",https://cdn.vocabulary.com/units/c3evrtc5/cover.jpeg?width=220&v=1788f0ef9c0,https://www.amazon.com/dp/1338283383?tag=vocabulary01-20,Aida Salazar,"Grade 5,Literature",/lists/c3evrtc5/moon-within
Ripped from the Headlines: January 2024,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/c3h6fx5w/feature.png?width=500&v=1944d089137,,,Events,/lists/c3h6fx5w/ripped-from-the-headlines-january-2024
The Laramie Project,,"Drawing on real-life interviews, journals, and transcripts, this play reflects on the life and murder of college student Matthew Shepard.",https://cdn.vocabulary.com/units/c3jrynnz/cover.jpg?width=220&v=178eb7e3e76,https://www.amazon.com/dp/0822217805?tag=vocabulary01-20,Moisés Kaufman,"Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/c3jrynnz/laramie-project
The Dubious Pranks of Shaindy Goodman,,"Despite living in what she describes as one of the most Jewish towns in the United States, where her sixth grade class is the nicest of the school, Shaindel Goodman decides to join her neighbor in setting up pranks on other students.",https://cdn.vocabulary.com/units/c3knoh7x/cover.png?width=220&v=18e9b41e854,https://www.amazon.com/dp/1646142640?tag=vocabulary01-20,Mari Lowe,Literature,/lists/c3knoh7x/dubious-pranks-of-shaindy-goodman
The ACT Reading Test: Words to Capture Tone,,"On the ACT Reading Test, you will almost certainly encounter questions that ask about an author's tone — that is, the author's attitude toward their subject matter. Master our comprehensive collection of common words used to describe an author's tone, and you'll be well prepared to tackle these questions.",https://cdn.vocabulary.com/units/c43uvreu/feature.png?width=500&v=177b11a70d6,,,"Grade 11,Grade 12,Test-Prep",/lists/c43uvreu/act-reading-test-words-to-capture-tone
Notes of a Native Son,,"In this collection of essays, Baldwin explores literature and film, life in Harlem, his experiences as an expatriate in Paris, and more.",https://cdn.vocabulary.com/units/c464fowx/cover.jpeg?width=220&v=16e3d8920f0,https://www.amazon.com/dp/0807006238?tag=vocabulary01-20,James Baldwin,"Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/c464fowx/notes-of-a-native-son
Out of Salem,,"Z, a witch-turned-zombie, and Aysel, a werewolf, befriend one another when they are shunned by members of their community.",https://cdn.vocabulary.com/units/c6jqahdb/cover.jpeg?width=220&v=16d890c63a2,https://www.amazon.com/dp/1609809017?tag=vocabulary01-20,Hal Schrieve,Literature,/lists/c6jqahdb/out-of-salem
Prairie Lotus,,"In this historical novel, Hanna, a girl with Chinese heritage, moves to the Dakota Territory in 1880 and struggles to overcome the prejudices of her new community.",https://cdn.vocabulary.com/units/c6vahplc/cover.jpeg?width=220&v=17306c0693d,https://www.amazon.com/dp/132878150X?tag=vocabulary01-20,Linda Sue Park,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/c6vahplc/prairie-lotus
The Brooklyn Nine,,This novel traces a family's deep connection to the sport of baseball through nine generations.,https://cdn.vocabulary.com/units/c6zceuyk/cover.jpeg?width=220&v=17b0c4a7227,https://www.amazon.com/dp/0142415448?tag=vocabulary01-20,Alan Gratz,"Grade 5,Grade 6,Grade 7,Grade 8,Literature",/lists/c6zceuyk/brooklyn-nine
Every Falling Star,The True Story of How I Survived and Escaped North Korea,"This is the true story of a general's son, who thought North Korea was the best country on earth, until his family was forced to move from the capital city, and he was left to fend for himself on the streets.",https://cdn.vocabulary.com/units/c7pj4ua4/cover.jpg?width=220&v=192c4974b73,https://www.amazon.com/dp/1419727613?tag=vocabulary01-20,Sungju Lee,Non-Fiction,/lists/c7pj4ua4/every-falling-star
The Jungle Book,,"In this collection of stories set in India, Rudyard Kipling introduces beloved characters such as Mowgli, the boy raised by wolves, and Rikki-Tikki-Tavi, the courageous mongoose.",https://cdn.vocabulary.com/units/c7rosgxt/cover.jpeg?width=220&v=16c248eb545,https://www.amazon.com/dp/1949982505?tag=vocabulary01-20,Rudyard Kipling,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/c7rosgxt/jungle-book
Spoon River Anthology,,"Edgar Lee Masters haunts the local residents of towns in which he grew up with more than 200 poetic portraits that are eerily familiar. Speaking from their graves, the characters reveal, confess, accuse, and advise. Bury yourself in this list to see what they are shoveling out. Read the full text here.",https://cdn.vocabulary.com/units/c7ugomza/cover.jpeg?width=220&v=16c252cc72c,https://www.amazon.com/dp/B008CMSXL6?tag=vocabulary01-20,Edgar Lee Masters,Literature,/lists/c7ugomza/spoon-river-anthology
You Go First,,"Twelve-year old Charlotte Lockard lives in Pennsylvania while eleven-year-old Benjamin Boxer lives in Louisiana, but they connect through an online Scrabble game and their shared troubles.",https://cdn.vocabulary.com/units/c7z2qqqt/cover.png?width=220&v=18752fbba1d,https://www.amazon.com/dp/0062414194?tag=vocabulary01-20,Erin Entrada Kelly,Literature,/lists/c7z2qqqt/you-go-first
Because of Mr. Terupt,,"A new teacher inspires a class of fifth graders — but when Mr. Terupt suffers a devastating injury, his students struggle to come to terms with their responsibility for the accident.",https://cdn.vocabulary.com/units/ca6fmzv4/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0375858245?tag=vocabulary01-20,Rob Buyea,"Grade 5,Literature",/lists/ca6fmzv4/because-of-mr-terupt
Queen of the Sea,,"Margaret is an orphan who was raised by nuns on an isolated island. When Eleanor, the exiled Queen of Albion, is imprisoned on the island, Margaret learns secrets about her past and becomes involved in a daring plot to save the queen.",https://cdn.vocabulary.com/units/caag2ghb/cover.jpeg?width=220&v=1701c6a7054,https://www.amazon.com/dp/1536204986?tag=vocabulary01-20,Dylan Meconis,"Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/caag2ghb/queen-of-the-sea
Code Talker,,"Based on the true story of Navajo code talkers, this novel recounts the exploits of Ned Begay, a sixteen-year-old Navajo soldier in World War II. Ned's language skills prove to be invaluable as the Americans work to send secret messages to help them in their fight.",https://cdn.vocabulary.com/units/cb3xs6sg/cover.jpeg?width=220&v=16c24b389ed,https://www.amazon.com/dp/0142405965?tag=vocabulary01-20,Joseph Bruchac,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/cb3xs6sg/code-talker
The GRE Verbal Reasoning Test: Intermediate Words,,The Verbal Reasoning section of the GRE contains many academic words from a variety of disciplines. Our collection of intermediate words includes a mixture of easier and more challenging words. Study these words and watch your GRE score grow.,https://cdn.vocabulary.com/units/cbb7njl3/feature.png?width=500&v=185c5ecbb11,,,Test-Prep,/lists/cbb7njl3/gre-verbal-reasoning-test-intermediate-words
Dragon Pearl,,"Min is a fox spirit, or shapeshifter, living on the planet Jinju. When her brother is accused of deserting his military post to search for a magical artifact, she must find him and clear his name.",https://cdn.vocabulary.com/units/cbet4xta/cover.jpeg?width=220&v=16f10640de8,https://www.amazon.com/dp/1368014747?tag=vocabulary01-20,Yoon Ha Lee,"Grade 5,Non-Fiction",/lists/cbet4xta/dragon-pearl
Ripped from the Headlines: April 2022,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/cc62k62y/feature.png?width=500&v=1875744ca3d,,,Events,/lists/cc62k62y/ripped-from-the-headlines-april-2022
The Ruins of Gorlan,,"In the first book of the Ranger's Apprentice series, Will is chosen to train as a Ranger and prepare for battle with the evil Morgarath.",https://cdn.vocabulary.com/units/ccbaxa3l/cover.jpeg?width=220&v=16c24f2c260,https://www.amazon.com/dp/0142406635?tag=vocabulary01-20,John Flanagan,"Grade 6,Grade 7,Grade 8",/lists/ccbaxa3l/ruins-of-gorlan
"Black Brother, Black Brother",,"Twelve-year-old Donte faces bullying and racism, but when he begins to train as a competitive fencer, he finds the confidence to stand up for himself.",https://cdn.vocabulary.com/units/ccp4ub7i/cover.jpeg?width=220&v=173baf35043,https://www.amazon.com/dp/0316493805?tag=vocabulary01-20,Jewell Parker Rhodes,Literature,/lists/ccp4ub7i/black-brother-black-brother
Call Me María,,"In this novel, narrated in a mix of prose and verse, a Puerto Rican girl adjusts to life in New York City.",https://cdn.vocabulary.com/units/ccrhqv27/cover.png?width=220&v=17dc8c60d66,https://www.amazon.com/dp/0439385784?tag=vocabulary01-20,Judith Ortiz Cofer,"Grade 5,Literature",/lists/ccrhqv27/call-me-maria
Roller Girl,,"In this graphic novel, Astrid deals with changing friendships during a summer at roller derby camp.",https://cdn.vocabulary.com/units/cei2sts5/cover.jpeg?width=220&v=16d26d583ea,https://www.amazon.com/dp/0803740166?tag=vocabulary01-20,Victoria Jamieson,"Grade 5,Literature",/lists/cei2sts5/roller-girl
Anne of Green Gables,,"In L.M. Montgomery's classic novel, imaginative and outspoken orphan Anne Shirley comes to the town of Avonlea to live with her new guardians.",https://cdn.vocabulary.com/units/cg6mfddz/cover.jpeg?width=220&v=178fa374207,https://www.amazon.com/dp/055321313X?tag=vocabulary01-20,L.M. Montgomery,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Just for Fun",/lists/cg6mfddz/anne-of-green-gables
Ripped from the Headlines: January 2023,Our Weekly Roundups of Current Events Vocabulary,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/chfyon5z/feature.png?width=500&v=18cd51c44b9,,,Events,/lists/chfyon5z/ripped-from-the-headlines-january-2023
Stamped,"Racism, Antiracism, and You",This bestselling book traces the history of racist ideas and racial injustice in the United States.,https://cdn.vocabulary.com/units/chn2mgkt/cover.jpeg?width=220&v=17357c66f3c,https://www.amazon.com/dp/0316453692?tag=vocabulary01-20,Jason Reynolds,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature,Non-Fiction",/lists/chn2mgkt/stamped
Lincoln's Spymaster,"Allan Pinkerton, America's First Private Eye","Hunted by Scottish authorities for fighting for workers' rights, Allan Pinkerton fled in 1842 to America, where he enforced the law as a Chicago police officer before founding both a private detective agency and the federal Secret Service.",https://cdn.vocabulary.com/units/chzksul4/cover.png?width=220&v=190bcaa0812,https://www.amazon.com/dp/0545708974?tag=vocabulary01-20,Samantha Seiple,Non-Fiction,/lists/chzksul4/lincolns-spymaster
Stardust,,"In this fantasy novel, Tristran Thorn ventures into the land of Faerie to find a fallen star for his beloved.",https://cdn.vocabulary.com/units/ci3bhrji/cover.jpeg?width=220&v=16e6532713f,https://www.amazon.com/dp/0061689246?tag=vocabulary01-20,Neil Gaiman,Literature,/lists/ci3bhrji/stardust
Dust Tracks on a Road,,"In this autobiography, author Zora Neale Hurston traces her childhood, her college years, and her work researching folklore.",https://cdn.vocabulary.com/units/cjlvuzuz/cover.jpeg?width=220&v=176862367f4,https://www.amazon.com/dp/0060854081?tag=vocabulary01-20,Zora Neale Hurston,Literature,/lists/cjlvuzuz/dust-tracks-on-a-road
Call It Courage,,"With a name that translates into Stout Heart, fifteen-year-old Mafatu, the son of the Great Chief of the Polynesian island of Hikueru, is determined to conquer his fear of the sea.",https://cdn.vocabulary.com/units/cjvmol2l/cover.png?width=220&v=1880c0508f1,https://www.amazon.com/dp/0689713910?tag=vocabulary01-20,Armstrong Sperry,"Grade 5,Grade 6,Grade 7,Grade 8",/lists/cjvmol2l/call-it-courage
NewJack: Guarding Sing Sing,,"In this nonfiction account, a journalist applies for a job as a corrections officer and explores conditions in one of America's most dangerous prisons.",https://cdn.vocabulary.com/units/ck3nqpvs/cover.jpeg?width=220&v=16c25173334,https://www.amazon.com/dp/0375726624?tag=vocabulary01-20,Ted Conover,Non-Fiction,/lists/ck3nqpvs/newjack-guarding-sing-sing
Snapdragon,,"While searching for her lost dog, Snapdragon meets Jacks, an old woman who is supposedly a witch — and who has a surprising connection to Snapdragon's family.",https://cdn.vocabulary.com/units/ck4iswgt/cover.jpeg?width=220&v=170a0d6613a,https://www.amazon.com/dp/1250171113?tag=vocabulary01-20,Kat Leyh,"Grade 5,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/ck4iswgt/snapdragon
Hoot,,Twelve-year-old Roy Ebehardt takes an unexpected interest in the plight of a group of owls endangered by a local pancake house.,https://cdn.vocabulary.com/units/ckcziwbn/cover.jpeg?width=220&v=1821d1011bc,https://www.amazon.com/dp/0440419395?tag=vocabulary01-20,Carl Hiaasen,Grade 6,/lists/ckcziwbn/hoot
Hitler Youth,Growing Up in Hitler's Shadow,"This nonfiction work tells the story of the Hilterjugend — a group of German youths who were indoctrinated with Nazi policies and beliefs, making them an important part of the Nazi's World War II efforts.",https://cdn.vocabulary.com/units/cki3mbob/cover.jpeg?width=220&v=183ebbbfff2,https://www.amazon.com/dp/1338309846?tag=vocabulary01-20,Susan Campbell Bartoletti,"Grade 6,Grade 7,Grade 8,Non-Fiction",/lists/cki3mbob/hitler-youth
When Dimple Met Rishi,,Dimple Shah is thrilled to be spending her summer studying web development at Stanford University — but she doesn't know that her traditional parents are planning for her to meet (and eventually marry!) fellow student Rishi Patel.,https://cdn.vocabulary.com/units/ckmr75sq/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B01LXQT5OB?tag=vocabulary01-20,Sandhya Menon,"Literature,Non-Fiction",/lists/ckmr75sq/when-dimple-met-rishi
The Tombs of Atuan,,"After wizard Ged Sparrowhawk arrives at the Tombs of Atuan to steal an ancient treasure, he meets Tenar, a young girl who guards the Tombs and knows nothing of the outside world.",https://cdn.vocabulary.com/units/ckr6gcbz/cover.png?width=220&v=180d8287f63,https://www.amazon.com/dp/1442459913?tag=vocabulary01-20,Ursula K. Le Guin,Literature,/lists/ckr6gcbz/tombs-of-atuan
The War I Finally Won,,"In this sequel to The War That Saved My Life, Ada continues to weather World War II in a crowded house in the English countryside.",https://cdn.vocabulary.com/units/clhnod7j/cover.jpeg?width=220&v=175d6a2e337,https://www.amazon.com/dp/0147516811?tag=vocabulary01-20,Kimberly Brubaker Bradley,"Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/clhnod7j/war-i-finally-won
Middlemarch,,This classic novel traces the intersecting lives of residents of an English village in the early 19th century. Read the full text here.,https://cdn.vocabulary.com/units/clv3zrvv/cover.jpeg?width=220&v=178a7c1d8ac,https://www.amazon.com/dp/0141439548?tag=vocabulary01-20,George Eliot,Just for Fun,/lists/clv3zrvv/middlemarch
We Are Okay,,"Marin moved across the country for college to try to escape her past. But when her best friend comes to visit, Marin must finally confront the memories she left behind. Learn key vocabulary from this novel, winner of the 2018 Printz Award.",https://cdn.vocabulary.com/units/clxcsgok/cover.jpeg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/B01K1ATZ36?tag=vocabulary01-20,Nina LaCour,Non-Fiction,/lists/clxcsgok/we-are-okay
Ripped from the Headlines: December 2019,Our Weekly Roundups of Words Used in the News,"Each week, we peruse the news to give you a word’s-eye view of what’s happening in the world. Here are some of our favorite examples from current events and culture stories. Whether you’re a news nerd, a word nerd, or you just like learning, these lists are a fun way to wrap up your week.",https://cdn.vocabulary.com/units/cmm6tuew/feature.png?width=500&v=17020462d6e,,,Events,/lists/cmm6tuew/ripped-from-the-headlines-december-2019
The Good Earth,,"Set in China in the early twentieth story, this Pulitzer Prize-winning novel tells the story of a struggling farmer and his family.",https://cdn.vocabulary.com/units/cnlr4dfl/cover.jpeg?width=220&v=16c2ff169f4,https://www.amazon.com/dp/0743272935?tag=vocabulary01-20,Pearl S. Buck,"Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Literature",/lists/cnlr4dfl/good-earth
Yusuf Azeem Is Not a Hero,,"Yusuf Azeem, a twelve-year-old Muslim boy in rural Texas, learns to face heartache and Islamaphobia ahead of the 20th anniversary of the 9/11 terrorist attacks.",https://cdn.vocabulary.com/units/cnrwbppp/cover.jpeg?width=220&v=17faddbb3f8,https://www.amazon.com/dp/0062943251?tag=vocabulary01-20,Saadia Faruqi,Literature,/lists/cnrwbppp/yusuf-azeem-is-not-a-hero
Internment,,"Layla Amin thinks of herself as a typical American teenager. But when Muslim-Americans like Layla and her family are forcibly relocated to internment camps, the seventeen-year-old decides to fight for her freedom.",https://cdn.vocabulary.com/units/co2c2zew/cover.jpg?width=220&v=16aeaaa6958,https://www.amazon.com/dp/0316522694?tag=vocabulary01-20,Samira Ahmed,"Grade 8,Non-Fiction",/lists/co2c2zew/internment
