word,part_of_speech,meaning,example,example_meaning,definition
desperado,noun,,This dash and daring desperado,Kẻ liều mạng nhiệt tình và táo bạo kia,"a bold outlaw, especially one from southern portions of the Wild West"
fiesta,noun,ngày hội,Epic fiestas every day.,Lễ hội diễn ra mỗi ngày .,(In Spanish speaking countries) A religious festival.
incommunicado,adjective,bị cấm cố,"He had been held incommunicado for 11 days, from November 10.","Kể từ khi bị tạm giam vào ngày 10 tháng Mười Một, Hùng không được liên lạc với gia đình trong suốt 11 ngày.",In a state or condition in which one is unable or unwilling to communicate.
iguana,noun,cự đà,My screeching iguana clock does tend to startle some people.,Cái đồng hồ cự đà của tôi khi rít lên thì thường làm cho mọi người giật mình.,Any of several members of the lizard family Iguanidae.
lasso,noun,dây thòng lọng,"Quick, Deputy Sniffer, my lasso !","Nhanh lên, lính phó Sniffer, lấy tao sợi dây !","A long rope with a sliding loop on one end, generally used in ranching to catch cattle and horses."
peccadillo,noun,lỗi nhỏ,And the whole mission of the project is to find holes in the language of emotion and try to fill them so that we have a way of talking about all those human peccadilloes and quirks of the human condition that we all feel but may not think to talk about because we don't have the words to do it.,Và sứ mệnh của toàn bộ dự án này là tìm ra những lỗ hổng trong ngôn ngữ của cảm xúc và cố gắng lấp đầy chúng từ đó chúng ta có cách nói về những lỗi nhỏ nhặt ấy của con người và những trạng thái mơ hồ của con người mà chúng ta đều cảm thấy nhưng có thể không nghĩ đến việc nói đến chúng vì chúng ta không có từ vựng để diễn đạt.,a small flaw or sin
rodeo,verb,Rodeo,"Later that year he joined the Byrds for Sweetheart of the Rodeo (1968), generally considered one of the most influential recordings in the genre.","Chỉ 1 năm sau, ông hợp tác với The Byrds trong Sweetheart of the Rodeo (1968), được coi là một trong những album quan trọng nhất của thể loại này.","(sports) A North American sport involving skills with horses, cows and other livestock."
tortilla,noun,bánh mì ngô,It's not a tortilla .,Không hẳn là bánh mì ngô .,"(Mexico) A flat round bread made out of cornmeal or flour. In Mexican cuisine they are often served with a filling or topping such asfrijoles""beans"",carne""meat"",salsa""sauce"", sour cream and cheese, in which case they are called quesadillas."
vamoose,verb,chuồn,"But when he was standing there with a gun in his hand your burning passion for me vamoosed , and you can't wait to vamoose after it.",Nhưng khi ảnh đứng đó với một khẩu súng trên tay thì niềm đam mê cháy bỏng của anh đối với tôi cuốn gói và anh cũng không chần chừ cuốn gói theo luôn.,"(slang) To run away, to flee."
vex,verb,khêu gan,"Do not vex me, mortal.","Đừng trọc giận ta, người trần.",(transitive) To annoy.
soothe,verb,dỗ dành,"I was listening to the soothing sound of her voice,",tôi lắng nghe giọng nói dỗ dành của bà.,(transitive) To ease or relieve pain or suffering.
worry,verb,lo,You spend too much time worrying about things that don't matter.,Tôi dành quá nhiều thời gian để lo lắng về những thứ không quan trọng.,"(transitive) To seize or shake by the throat, especially of a dog or wolf."
encourage,verb,khuyến khích,My father encouraged me to learn how to play the piano.,Cha tôi khuyến khích tôi học đàn piano.,"To mentally support; to motivate, give courage, hope or spirit."
doctrine,noun,học thuyết,"I believe it is of great doctrinal import, sir.",Em tin nó là một trong những học thuyết quan trọng anh à.,"A belief or tenet, especially about philosophical or theological matters."
regulation,noun,chế độ,"Under the communist regime, the state regulated the size of the herds to prevent overgrazing.","Dưới chế độ cộng sản, nhà nước quy định kích thước của đàn để ngăn chặn việc chăn thả quá mức.",(uncountable) The act of regulating or the condition of being regulated.
garner,verb,vựa thóc,Be here for Dr. Garner's assessment.,Chờ đánh giá của bác sĩ Garner .,A granary; a store of grain.
collect,verb,sưu tầm,"I'll trade him to you, to add to your collection .",Tôi sẽ đổi hắn cho anh để sưu tầm .,To gather together; amass items.
squirrel away,verb,,He's been squirreling away the parts.,Hắn đã làm tung tóe hết các phần của con tàu.,"(idiomatic) To stash or hide; to hoard, collect, save, or accumulate; to create a reserve, stash, or hoard of some supply, so as to recall a squirrel's burying of nuts."
respect,verb,tôn trọng,14 Do I respect and love the Bible’s moral standards?,14 Tôi có tôn trọng và yêu thích những tiêu chuẩn đạo đức trong Kinh Thánh không?,(uncountable) an attitude of consideration or high regard
observe,verb,quan sát,The patients were observed over a period of several months.,,"(transitive) To notice or view, especially carefully or with attention to detail."
picnic,verb,du ngoạn,Like for a church picnic ?,Như là cho buổi dã ngoại của nhà thờ?,A meal eaten outdoors or in another informal setting.
barbecue,verb,vỉ để nướng,Fried or barbecued .,Chiên hay nướng cũng được.,"A fireplace or pit for grilling food, typically used outdoors and traditionally employing hot charcoal as the heating medium."
holiday,verb,nghỉ hè,The students are on holiday .,Sinh viên đang nghỉ hè .,"A day on which a festival, religious event, or national celebration is traditionally observed."
parade,verb,phô trương,I was not the one parading around with a phony-baloney tiara.,"Tôi không phải là kẻ phô trương với sự giả mạo, Tiara.","An organized procession consisting of a series of consecutive displays, performances, exhibits, etc. displayed by moving down a street past a crowd."
old glory,,quốc kỳ Mỹ,"To get a sense of the old glory of Ephesus, one can visit its ruins.","Để biết về một thời huy hoàng đã qua của Ê-phê-sô, người ta có thể đến thăm tàn tích của thành ấy.",
stars and stripes,,cờ nước Mỹ,One carried the Stars and Stripes .,Một người vác cờ Sao và Sọc Ngang .,
flag,noun,cờ,A red and white flag was flying in the wind.,Lá cờ đỏ trắng đang bay trong gió.,"A piece of cloth, often decorated with an emblem, used as a visual signal or symbol."
wreath,noun,vòng hoa,"From today, their standard will carry its first wreath .","Từ hôm nay, họ sẽ được danh dự mang vòng hoa đó.","Something twisted, intertwined, or curled."
aqua,adjective,Aqua,"photographed by the Aqua satellite, but through the Uniview software.","do vệ tinh Aqua chụp được, thông qua phần mềm Uniview.",(inorganic chemistry) The compound water.
aquamarine,adjective,ngọc berin,aquamarine,ngọc xanh biểncolor,The bluish-green colour of the sea.
blue,adjective,xanh lam,but some of us have blue eyes and some of us have brown eyes.,nhưng một vài người thì có mắt xanh lam và một vài thì có nâu.,Having a bluish colour shade.
blueberry,adjective,cây việt quất,The shorter days and colder nights trigger a dramatic change in the willows and blueberry bushes.,Ngày ngắn dần và đêm lạnh lẽo gây ra một sự thay đổi đáng kể trên những bụi cây việt quất và cây liễu.,"An edible round berry belonging to the cowberry family. (A botanically false berry.) It has flared ""crowns"" at the end that turn blue on ripening."
blue green,adjective,,"All except the cyanobacteria, or blue - green algae.","Ngoại trừ những cyanobacteria, tức tảo lục lam.",A bluish green colour.
bright blue,adjective,,"Instead, they found a bright blue line.",Đầu chúng có một đường kẻ màu xanh sáng .,"The colour of the clear sky or the deep sea, between green and violet in the visible spectrum, and one of the primary additive colours for transmitted light; the colour obtained by subtracting red and green from white light using magenta and cyan filters."
cobalt blue,adjective,Cô ban,"Cobalt blue , ultramarine...","Màu xanh cobalt , màu xanh biển...",a deep blue pigment derived from cobalt; zaffre
cobalt ultramarine,noun,,"Cobalt blue, ultramarine ...","Màu xanh cobalt , màu xanh biển ...",greenish-blue pigment consisting essentially of cobalt oxide and alumina
cornflower,adjective,,Can I get the icon in cornflower blue?,Tôi có thể chọn biểu tượng hình hoa ngô màu xanh được không?,"A small annual species of aster, Centaurea cyanus, usually with bushy blue flowers which grows natively in European cornfields (i.e. wheatfields)."
cyan,noun,màu lục lam,"High fade, chartreuse with cyan highlights, layered on top.","Thằng màu Chartreuse, mờ nhạt với màu lục lam nổi bật, phía trên đầu.",a colour between blue and green in the visible spectrum; the complementary colour of red; the colour obtained by subtracting red from white light.
dark blue,noun,màu xanh đậm,"Yes, I always wanted dark blue eye shadow.","Đúng, tôi luôn muốn đánh mắt màu xanh đậm .",A dark shade of blue.
denim,noun,vải bông chéo,"In terms of dress, denim is perhaps the perfect example of something","Xét về đồ may mặc, vải bông chéo có lẽ là 1 ví dụ hoàn hảo về thứ",A textile often made of cotton with a distinct diagonal pattern.
electric,adjective,có điện,Can you imagine what our life would be like without electricity ?,Bạn có thể hình dung được cuộc sống sẽ như thế nào nếu không có điện không?,"Of, relating to, produced by, operated with, or utilising electricity; electrical."
french blue,noun,,"""Pirolle à bec rouge - (Urocissa erythrorhyncha) Red-billed Blue Magpie"" (in French ).",Liên minh Bảo tồn Thiên nhiên Quốc tế. ^ “Pirolle à bec rouge - ( Urocissa erythrorhyncha) Red-billed Blue Magpie ”.,ultramarine pigment prepared artificially
amaranth,noun,giền,"The duo released their debut studio album, Amaranth , on February 4, 2008.",Bộ đôi Davichi đã phát hành album phòng thu đầu tay của mình Amaranth vào 4 tháng 2 năm 2008.,"Any of various herbs, of the genus Amaranthus."
apple,noun,quả táo,How many apples would I have left?,Chúng ta còn lại bao nhiêu quả táo nào?,"A common, round fruit produced by the tree Malus domestica, cultivated in temperate climates."
bottle green,adjective,chai xanh,The green bottle or the brown one?,Lọ xanh hay lọ nâu?,"A dark green colour, like that of some wine bottles."
celadon,adjective,màu ngọc bích,,,A pale green colour or tinted with gray.
chartreuse,adjective,màu lục nhạt,Chartreuse .,Màu lục nhạt .,A yellow or green liqueur made by Carthusian monks.
chrome green,noun,,"If the icon is green , orange, or red, update Google Chrome .","Nếu biểu tượng có màu xanh lục, cam hoặc đỏ, hãy cập nhật Google Chrome.",any of a class of green pigments consisting of chrome yellow and iron blue
cucumber,noun,dưa chuột,‘ Cucumbers and milk ...’ ‘Poison!’,“Sữa và dưa chuột ...” “Thuốc độc!”,"(botany) A vine in the gourd family,Cucumis sativus."
eucalyptus,noun,bạch đàn,Another example of massive deforestation is the eucalyptus .,Một ví dụ khác của sự phá rừng quy mô lớn là loài bạch đàn .,"any of many trees, of genus Eucalyptus, native mainly to Australia"
evergreen,adjective,cây thường xanh,The bergamot is an evergreen citrus.,Bergamot là cây thường xanh thuộc họ cam quýt.,"Of plants, especially trees, that do not shed their leaves seasonally."
granny smith,noun,,"Um, it's a small thing, but to my taste, the, uh, Granny Smith apples are a bit too tart.","Chuyện nhỏ thôi, nhưng theo tôi nếm, thì táo của Granny Smith hơi bị chua.",A green apple originating from Australia.
grass,noun,cỏ,People are sitting about on the grass .,Người ngồi la liệt trên bãi cỏ .,"(countable, uncountable) Any plant of the family Poaceae, characterized by leaves that arise from nodes in the stem, wrap around it for a distance, and leave, especially those grown as ground cover rather than for grain."
green,adjective,xanh,"You know, green really is your color.","Bà biết không, màu xanh đúng là màu của bà đó.","(wine) Of wine, high or too high in acidity."
heliotrope,adjective,quỳ,"During the program, Professor Kim Cameron taught the concept of positive leadership and its heliotropic effect.","Trong khóa học này, Giáo Sư Kim Cameron đã giảng dạy khái niệm về sự lãnh đạo tích cực và bản năng của con người muốn được lãnh đạo một cách hiệu quả.",(botany) A plant that turns so that it faces the sun.
blood-red,adjective,đỏ máu,""" Submerged in the blood - red waters... of the lagoon that reflects no stars. """,""" Chìm trong vùng nước màu đỏ máu của... của hồ nước vẳng lặng ánh sao. ""","Bright red in color, like the color of fresh blood."
burgundy,adjective,rượu vang đỏ buôcgônhơ,My men in Burgundy have unmasked him.,Người của ta ở Burgundy đã vạch trần hắn.,alternative capitalization of Burgundy (wine).
carmine,noun,đỏ son,Carmine bee-eaters are superb aerial hunters..... experts at catching insects in mid-air.,"Chim ăn ong đỏ son ( Carmine bee-eaters ) là kẻ săn mồi trên không siêu hạng, chuyên gia bắt côn trùng giữa không trung.",of the purplish red colour shade carmine.
carnelian,noun,cacnelian,Semi-precious stones like carnelian and amethyst are also used.,Các đá bán quý như carnelian và amethyst cũng được sử dụng.,"(mineralogy) A hard, reddish brown chalcedony; used in jewelery,"
cerise,adjective,màu anh đào,,,"A deep, bright red colour tinted with pink."
cherry,adjective,cây anh đào,The statue was carved from a block of cherry wood.,Bức tượng được chạm khắc từ gỗ cây anh đào .,"A small fruit, usually red, black or yellow, with a smooth hard seed and a short hard stem."
chrome red,adjective,,"If the icon is green, orange, or red , update Google Chrome .","Nếu biểu tượng có màu xanh lục, cam hoặc đỏ, hãy cập nhật Google Chrome.",A bright reddish orange pigment.
cinnabar,adjective,màu son,"Cinnabar is still being deposited at the present day, such as from the hot waters of Sulphur Bank Mine in California and Steamboat Springs, Nevada.","Chu sa hiện tại vẫn còn lắng đọng trong các suối nước nóng ở Sulphur Bank, California và suối Steamboat, Nevada.","A deep red mineral, mercuric sulfide, HgS; the principal ore of mercury; such ore used as the pigment vermilion"
claret,adjective,màu rượu vang đỏ,"Do not give up now, Claret .","Không được bỏ cuộc, Claret .","(chiefly UK) A dry red wine produced in the Bordeaux region of France, or a similar wine made elsewhere."
amber,adjective,Hổ phách,The sip of poison from the amber bottle.,Giọt thuốc độc cuối cùng trong chai hổ phách .,"A hard yellow to brown translucent fossil resin, used for jewellery."
apricot,noun,quả mơ,She looked like a rotting apricot .,Con bé nhìn như quả mơ thối vậy.,"A round sweet and juicy stone fruit, resembling peach or plum in taste, with a yellow-orange flesh, lightly fuzzy skin and a large seed inside."
banana,noun,chuối,"Now, take a look at the ancient ancestor of banana .","Bây giờ, xin mời xem tổ tiên của loài chuối .","An elongated curved fruit, which grows in bunches, and has a sweet creamy flesh and a smooth yellow skin."
beeswax,noun,sáp ong,"Also, it smelled faintly of beeswax .",Hơn nữa nó có mùi thoang thoảng sáp ong .,"A wax secreted by bees from which they make honeycomb; or, the processed form of this wax used in the manufacture of various goods."
bistre,noun,nâu sẫm,,,A brown pigment made from soot.
blonde,adjective,blond,"Catfish, Blond , you boys staying out of trouble?","Catfish, Blond , mấy người thích dây vào phiền phức à?",A person (usually a woman) of fair skin and fair hair.
brownish yellow,noun,,"In 1839, Thomas Cantor described a brownish monocled cobra with numerous faint yellow transverse stripes and a hood marked with a white ring under the binomial Naja larvata, found in Bombay, Calcutta, and Assam.","Năm 1839, Thomas Cantor đã mô tả một con rắn hổ với các sọc vàng mờ và một vòng tròn trắng ở lưng dưới tên Naja larvata, được tìm thấy ở Bombay, Calcutta và Assam.",a yellow color of low lightness with a brownish tinge
buff,adjective,màu da bò,You're so buff .,Cậu thật lực lưỡng .,Undyed leather from the skin of buffalo or similar animals.
butter,verb,bợ đỡ,Less time buttering generals and more with your company...,Bớt thời gian để bợ đỡ mấy ông tướng và dành nhiều thời gian cho đại đội của mình hơn...,"(uncountable) A soft, fatty foodstuff made by churning the cream of milk (generally cow's milk)."
cadmium yellow,noun,,"Cadmium yellow , raw sienna,","Màu vàng sáng , màu đất,",cadmium sulphide when used as a pigment
cadmium yellow pale,noun,,,,pale-hued cadmium yellow pigment
canary,noun,chim bạch yến,"This is where the canary is, Johnny.",Đây là nơi chú chim bạch yến ở.,"A small, usually yellow, finch (genus Serinus), a songbird native to the Canary Islands."
canary yellow,noun,,"It is a bright canary yellow solid practically insoluble in water and most organic solvents, including DMF and DMSO.","Đây là một chất rắn màu vàng , không hòa tan trong nước và hầu hết các dung môi hữu cơ, bao gồm DMF và DMSO.",a moderate yellow with a greenish tinge
chrome yellow,noun,màu vàng tươi,"Since the Middle Ages, lead(II) nitrate has been produced as a raw material for the production of coloured pigments in lead paints, such as chrome yellow (lead(II) chromate), chrome orange (lead(II) hydroxide chromate) and similar lead compounds.","Từ thời Trung Cổ, chì(II) nitrat đã được sản xuất như là một nguyên liệu thô để làm bột màu chì, ví dụ như màu vàng crom (chì(II) cromat), cam crom (chì(II) hidroxit cromat), và các hợp chất chứa chì tương tự.",A natural yellow pigment derived from lead(II) chromate.
citrine,adjective,Xitrin,It is a mixture of amethyst and citrine with zones of purple and yellow or orange.,Nó là hỗn hợp của amethyst và citrin với các vùng màu tím và vàng hoặc cam.,"A goldish-yellow colour, like that of a lemon."
butterscotch,adjective,,Can I get you some butterscotch ?,Tớ lấy kẹo bơ cho cậu nhé ?,"A hard candy made from butter, brown sugar, syrup and vanilla"
cantaloupe,noun,dưa đỏ,Knock a cantaloupe out.,Làm một miếng dưa đi,"(Europe) A type of melon,Cucumis melo cantalupensis,. Also known as ""true cantaloupe""."
carrot,noun,cà rốt,"The farmer did so and said, “The carrots are soft.”","Người nông dân làm theo và đáp, “ Cà rốt mềm”.","A vegetable with a nutritious, juicy, orange, sweet root."
cider,noun,rượu táo,I've got some ciders hidden in the washing machine.,Mình có rượu táo giấu trong máy giặt.,"(UK, Irish, Australian, uncountable) An alcoholic, sparkling beverage made from fermented apples;"
goldfish,noun,cá vàng,I'll build a swimming pool for your goldfish .,Anh sẽ xây một cái hồ bơi cho con cá vàng của em,"A type of fish (scientific name Carassius auratus), typically orange-colored."
lava,noun,dung nham,We need to get out of this lava !,Chúng ta phải thoát khỏi dòng dung nham này!,The melted rock ejected by a volcano from its crater or fissured sides.
mango,noun,xoài,"The celery juice is for my wife, and the mango juice for madam.","Nước ép cần tây là của vợ tôi, và nước ép xoài là của quý bà.","(botany) A tropical Asian fruit tree,Mangifera indica."
marigold,adjective,hoa vạn thọ,You can call me Marigold .,Cô cứ gọi tôi là Marigold .,"Any garden flower plant of the genus Calendula, with orange, yellow or reddish flowers."
marmalade,verb,mứt cam,"Yeah, yeah, I remember that marmalade .","Có, tôi nhớ cái mứt cam .","Citrus fruit variant of jam but distinguished by being made slightly bitter by the addition of the peel and by partial caramelisation during manufacture. Most commonly made with Seville oranges, and usually qualified by the name of the fruit when made with other types of fruit."
orange,noun,cam,What kind of oranges do you plant here?,Anh đang trồng loại cam nào vậy?,An evergreen tree of the genus Citrus such as Citrus aurantium.
papaya,noun,đu đủ,"From the land come such fruits as pineapples, avocados, papayas , and nine varieties of bananas.","Thổ sản gồm có trái cây như dứa, trái bơ, đu đủ và chín loại chuối.","A tropical American evergreen tree, Carica papaya having large, yellow, edible fruit"
persimmon,noun,hồng,Remember how you liked persimmons when you was little?,Cháu có nhớ là hồi bé cháu rất thích hồng không?,"A type of fruit, of orange colour, very sweet, quite astringent when immature."
pumpkin,noun,bí ngô,"Apparently, you're a giant crushing pumpkin !","Có vẻ như là gặp "" bí ngô sát khổng lồ ""!","A domesticated plant, Cucurbita pepo similar in growth pattern, foliage, flower, and fruit to the squash or melon."
reddish orange,noun,,The bill is black in young birds and reddish - orange in adults; the legs are bright red.,"Mỏ có màu đen ở chim non và màu cam đỏ ở con trưởng thành, chân có màu đỏ sáng.",an orange color closer to red than to yellow
blush,verb,đỏ mặt,He is blushing . He's blushing for his portrait being made!,Anh ta đang đỏ mặt . Anh ta ngại vì được vẽ chân dung!,"To redden in the face from shame, excitement or embarrassment."
bubble gum,noun,kẹo cao su dạng thổi bóng,Bubble gum !,Kẹo cao su !,Alternative form of bubblegum.
carnation,adjective,hoa cẩm chướng,What do carnations smell like?,Hoa cẩm chướng có mùi gì?,(botany) A type of Eurasian plant widely cultivated for its flowers.
coral,adjective,San hô,"We were looking for corals , deep sea corals .","Chúng tôi đang tìm san hô , rặng san hô sâu dưới biển.",(uncountable) A hard substance made of the limestone skeletons of marine polyps.
flamingo,adjective,chim hồng hạc,The greater flamingo is twice the size of the lesser flamingo and stands up to 55 inches tall.,Loài hồng hạc lớn có kích thước gấp hai chim hồng hạc nhỏ và cao tới 140 centimét.,A wading bird of the family Phoenicopteridae.
fuchsia,adjective,cây hoa vân anh,And fuchsia and mauve,Cây khoa vản anh và hoa cà.,"A popular garden plant, of the genus Fuchsia, of the Onagraceae family, shrubs with red, pink or purple flowers."
magenta,adjective,Magenta,"You come with us, Magenta .",Anh sẽ đi với chúng tôi chứ Magenta ?,"A light purple, purplish-red, or pinkish purple colour obtained by mixing red and blue light (thus a secondary colour), but primary in the CMYK colour system used in printing."
old rose,noun,,"Old Rose maybe, but you've missed a year of training.",Rose của lúc trước thì có thể nhưng cậu đã bỏ mất 1 năm luyện tập.,"Used other than as an idiom: [i]seeold, rose.[/i]"
pink,adjective,hồng,"One could extend this sort of statistical analysis to cover all Mr. Haring's various works, in order to establish in which period the artist favored pale green circles or pink squares.",Nếu người ta có thể mở rộng sự phân tích thống kê này để xem xét toàn bộ tác phẩm của ngài Haring nhằm xác định trong thời kỳ nào người họa sĩ ưu tiên vẽ vòng tròn xanh nhạt hay ô vuông hồng .,A colour between red and white; pale red.
purplish pink,noun,,"On the underside of the cap are a crowded array of tiny tooth-shaped protrusions (""teeth"") up to 3 mm long; they are initially whitish to purplish - pink before turning brown in age.","Phía dưới nắp là một mảng nhô ra nhô ra những răng giả nhỏ (""răng"") dài tới 3 mm; Ban đầu chúng có màu trắng tía - hồng trước khi chuyển sang màu nâu.","a pink dye that was discovered in 1859, the year a battle was fought at Solferino"
rose,adjective,màu hồng,You know that weird rose -colored lamp on Mr. Hibbard's desk?,Có biết cái đèn màu hồng kỳ lạ trên bàn thầy Hibbard không?,"a shrub of the genus Rosa, with red, pink, white or yellow flowers"
african violet,,,Typically the African violet is a common household indoor plant but can also be an outdoor plant.,"Thông thường, violet châu Phi là một loại cây trồng trong nhà phổ biến nhưng cũng có thể là một cây trồng ngoài trời.",common name for plants
amethyst,adjective,Ametit,Natural citrines are rare; most commercial citrines are heat-treated amethysts or smoky quartzes.,Citrin tự nhiên khá hiếm trên thương trường và lượng chủ yếu citrin là do ametit hoặc thạch anh ám khói bị xử lý nhiệt.,"A transparent purple variety of quartz, used as a gemstone."
blackberry,verb,quả mâm xôi,"Listen, we're not stopping to pick blackberries and hunt pheasant.","Nghe đây, chúng ta ko thể dừng lại để nhặt quả mâm xôi và săn gà lôi.",A fruit-bearing shrub of the genus Rubus.
eggplant,noun,cà,"When I'm lucky, it's a cucumber or eggplant .","Khi tôi may mắn, it'sa dưa chuột hoặc cà tím.",Solanum melongena
grape,adjective,màu,when you drip a chemical extracted from some red grape skin,khi bạn nhỏ một giọt hóa chất chiết xuất từ vỏ nho màu đỏ,"(countable) A small, round, smooth-skinned edible fruit, usually purple, red, or green, that grows in bunches on certain vines."
heather,adjective,cây thạch nam,Three shillings each for heather and goose feathers.,Ba xu cho cây thạch nam và lông nghỗng.,"(botany) An evergreen plant,Calluna vulgaris, with spiky leaves and small purple, pink, or white flowers."
indigo,noun,bột chàm,"And using indigo , make it anti- microbial.","Và sử dụng chàm , để khiến nó kháng khuẩn.",A purplish-blue colour
iris,verb,mống mắt,The beam of light on the iris is nothing if not a V. That is Valiante.,"Ánh sáng nhấp nháy trong mống mắt nó là một chữ "" V "", tức là Veliante.","(botany) A plant of the genusIris, common in the northern hemisphere, and generally having attractive blooms."
lavender,adjective,oải hương,I promise them health and sell them lavender mixed with castor oil.,Tôi hứa họ sẽ khỏe lại và bán cho họ tinh dầu oải hương trộn với hải ly.,"Any of a group of European plants, genus, Lavandula, of the mint family."
lilac,adjective,hoa cà,Lilacs .,Lilacs .,"a large shrub bearing white, pale pink or purple flowers."
albacore,noun,cá ngừ,* Limit Albacore tuna .,* Hạn chế ăn cá ngừ Albacore .,"A large marine fish Thunnus alalunga of warm seas, having edible flesh"
bone,noun,xương,Our dog buries bones in the yard.,Con chó nhà tôi chôn xương ở trong vườn.,"Of an off-white colour, like the colour of bone."
chalk,noun,phấn,"The chalk lodged in Tyson’s throat, and he quit breathing.","Viên phấn kẹt trong cổ họng của Tyson, và nó ngừng thở.","(uncountable) A soft, white, powdery limestone."
coconut,noun,dừa,"And it was a hot day and he said, "" Hey, would you like some fresh coconut water? ""","Đó là một ngày nóng và anh ta nói, "" Này, anh có muốn uống nước dừa tươi không? ""","The fruit of the coconut palm (not a true nut), Cocos nucifera, having a fibrous husk surrounding a large seed."
cotton,adjective,vải bông,Only a lonely man could find pleasure watching a woman unpack bolts of cotton .,Chỉ có một người cô đơn mới thấy vui khi nhìn một người phụ nữ xếp vải bông .,A plant that encases its seed in a thin fiber that is harvested and used as a fabric or cloth.
cream,adjective,màu kem,4-color ice- cream .,4 màu kem .,The butterfat/milkfat part of milk which rises to the top; this part when separated from the remainder.
eggshell,adjective,vỏ trứng,It is hard for a baby chick to hatch out of that tough eggshell .,Là điều khó khăn cho một con gà con để chui ra khỏi cái vỏ trứng cứng.,The shell around an egg.
frost,noun,sương giá,"Then by a curious coincidence, the camera died, due to the frost .","Rồi bằng một sự trùng hợp lạ lùng, camera bị tắt, vì sương giá .","A cover of minute ice crystals on objects that are exposed to the air. Some of these are tree branches, plant stems, leaves, wires, poles, vehicles, rooftops, or aircraft skin. Frost is the same process by which dew is formed except that the temperature of the frosted object is below freezing. Frost can be light or heavy."
ghost,verb,Ma,"The Ghosts , they're about to knocking over the armored cars.","Bọn Bóng Ma , chúng chuẩn bị cướp chiếc xe bọc thép.",(obsolete) The spirit; the soul of man.
hoary,adjective,cổ kính,"Tickseed Fabaceae ""Species Achalarus lyciades - Hoary Edge"".",Ấu trùng ăn Tickseed và Fabaceae “Species Achalarus lyciades - Hoary Edge”.,(zoology) of a pale silvery gray.
ivory,noun,ngà,It was as though I were leading the search for the hidden treasure of precious ivory .,Thể như tôi đang dẫn đầu cuộc đi tìm kho tàng ngà voi đã được giấu kín.,"(uncountable) The hard white form of dentine which forms the tusks of elephants, walruses and other animals."
magnolia,adjective,mộc lan,Aren't you just as pretty as a magnolia in May?,Không phải cậu xinh đẹp như một cây mộc lan trong tháng 5 sao?,"Of a creamy white colour, like that of some magnolia flowers."
merino,noun,cừu mêrinô,Merino sheep were introduced to Vermont in 1802.,Cừu Merino đã được du nhập tới Vermont trong năm 1802.,"(countable) A breed of Spanish sheep that has long, fine hair"
arsenic,adjective,Asen,"Other emissions from fossil fuel power station include sulfur dioxide, carbon monoxide (CO), hydrocarbons, volatile organic compounds (VOC), mercury, arsenic , lead, cadmium, and other heavy metals including traces of uranium.","Các phát thải khác từ nhà máy điện nhiên liệu hoá thạch bao gồm sulfur dioxide, carbon monoxide (CO), hydrocacbon, hợp chất hữu cơ dễ bay hơi (VOC), mercury, asen , chì, cadmium và kim loại nặng khác bao gồm dấu vết uranium.",A nonmetallic chemical element (symbol As) with an atomic number of 33.
ash,verb,cây tần bì,We're on our way to see the great ash tree.,Chúng tôi đang trên đường tới cây tần bì lớn.,The solid remains of a fire.
asphalt,noun,nhựa đường,The solution for that is to make roads out of porous asphalt .,Giải pháp cho vấn đề là làm những con đường từ nhựa đường xốp.,"A sticky, black and highly viscous liquid or semi-solid, composed almost entirely of bitumen, that is present in most crude petroleums and in some natural deposits."
basalt,noun,đá bazan,The one-story houses in Capernaum were constructed from uncut local basalt (volcanic rock).,Nhà một tầng ở thành phố Ca-bê-na-um được làm bằng đá bazan nguyên ( đá núi lửa) có sẵn ở địa phương.,"(mineralogy) A hard rock of varied mineral content; volcanic in origin, it makes up much of the Earth's crust."
black,adjective,đen,She has two cats. One is white and the other one is black .,Cô ấy có hai con mèo. Một con thì trắng và con kia thì đen .,(of an object) absorbing all light and reflecting none; dark and colourless.
black bean,noun,,Black bean noodles.,Ăn mỳ nhé!,A bean plant with black seeds.
cafe noir,noun,,,,small cup of strong black coffee without milk or cream
carbon,noun,cacbon,"So, fungi and mycelium sequester carbon dioxide in the form of calcium oxalates.",Vì thế nấm và thể sợi tách riêng cacbon dioxit ra dưới dạng canxi oxalat.,(uncountable) The chemical element (symbolC) with an atomic number of 6.
cement,noun,xi măng,Decided to use recycled content from cement and steel manufacturing.,Quyết định sử dụng thành phần tái chế từ ngành sản xuất xi măng và thép.,To affix with cement.
charcoal,adjective,than gỗ,Set here the charcoal pencil size used to simulate the drawing,Ở đây hãy đặt kích cỡ của bút chì than gỗ được dùng để mô phỏng bản vẽ,Of a dark gray colour.
chrome,verb,crôm,I thought for sure you'd be showing up with some chrome spinners or something.,Tôi tưởng anh sẽ xuất hiện với vành bánh xe mạ crôm chứ.,Another name for chromium when used to plate other metals.
cloud,verb,đám,They don't have any ontic cloud of their own.,Chúng không có những đám mây thực tế của riêng mình.,A visible mass of water droplets suspended in the air.
coal,verb,lấy than,19 The linen-clad man went between the wheels of the celestial chariot to obtain fiery coals .,19 Người mặc vải gai đi giữa những bánh xe để lấy than lửa đỏ.,"(uncountable) A black rock formed from prehistoric plant remains, composed largely of carbon and burned as a fuel."
coal black,adjective,,They're as black as coal .,Chúng đen như than ấy.,"Of a black colour, like that of coal."
