word,part_of_speech,meaning,example,example_meaning,definition
woe,adjective,khốn,"Woe unto you, scribes and Pharisees, hypocrites!","Khốn cho các người, hỡi các kinh sư và những người Pha-ri-sêu giả hình!",grief; sorrow; misery; heavy calamity.
console,verb,an ủi,If it's any consolation he sounded like he had more fun with you.,Nếu đây là sự an ủi thì anh ta rên rất nhiều khi mà ngủ với cậu.,A cabinet designed to stand on the floor.
confide,verb,giao phó,I already confided in Gloria.,Tôi đã giao phó cho Gloria.,"(intransitive, now rare) To trust, have faith (in)."
earnestly,adverb,một cách nghiêm túc,We must seek earnestly to obey every covenant that we make in the temple.,Chúng ta phải cố gắng tuân theo một cách nghiêm túc mọi giao ước mà chúng ta lập trong đền thờ.,In an earnest manner; being very sincere; putting forth genuine effort.
coarse,adjective,thô,"The fleece is composed of an inner coat (80% of fleece), and outer coat that is hair fibers (10-20% of fleece) and kemp (a coarse , opaque fiber, less than 5% of fleece).","Các lông cừu bao gồm một khoác bên trong (80% lông cừu), và chiếc áo khoác bên ngoài đó là sợi tóc (10-20% lông cừu) và kemp (một loại thô , sợi mờ đục, ít hơn 5% lông cừu).",Composed of large parts or particles; of inferior quality or appearance; not fine in material or close in texture.
batter,verb,đập liên hồi,Telling myself my flesh hadn’t suddenly shrunk against my bones and my heart wasn’t battering .,Tự nhủ thịt da tôi đã không bất ngờ co rúm sát vào xương và tim tôi không đập liên hồi .,To hit or strike violently and repeatedly.
writhe,verb,uất ức,"Writhe , little man.","Quằn quại đi, anh bạn.",(knot theory) The number of negative crossings subtracted from the number of positive crossings in a knot
muffled,adjective,mù mờ,"Everything was muffled , deprived of any real depth; the constraint of the rails assured our peace.","Mọi thứ mù mờ , bao bọc và không nơi bấu víu; chỉ có đường ray thô cứng đảm bảo cho sự bình an của chúng ta.",Simple past tense and past participle ofmuffle.
hoarse,adjective,khản,""" What are you going to do ? "" he whispered hoarsely .",""" Bà tính làm gì ? "" ông thì thầm bằng giọng khản đục .","Afflicted by a dry, quite harsh voice."
bewildered,adjective,bối rối,The two disciples are clearly bewildered as to the meaning of what has occurred.,"Rõ ràng hai môn đồ này rất bối rối , không hiểu ý nghĩa của chuyện đã xảy ra.","Baffled, confused, mystified, at a loss, or uncertain."
whimper,verb,rên,"Listened to his ragged little breaths, his coughing, his whimpering .","Lắng nghe hơi thở nhỏ, không liền mạch của nó, tiếng ho, tiếng rên rỉ của nó.",A low intermittent sob.
discontent,adjective,bất mãn,There is widespread public discontent with the struggling economy .,Lại có sự bất mãn công khai lan rộng giữa lúc nền kinh tế đang lâm nguy .,Dissatisfaction.
tolerate,verb,tha thứ,I'll not tolerate a cross word about our captain!,Tôi sẽ không tha thứ cho những lời nói lừa đảo của cô ta!,To allow (something that one dislikes or disagrees with) to exist or occur without interference.
delta,noun,châu thổ,"If there was gold in the delta , I'd go there.","Nếu dưới châu thổ có vàng, ta sẽ tới đó ngay.","The fourth letter of the modern Greek alphabet Δ, δ."
slather,verb,,Why slather themselves in it?,Chứ không phải đẻ khoe mẽ.,(usually pluralized) A generous or abundant quantity.
nook,noun,góc,Her mother sat at the breakfast nook in the kitchen wearing a pink nylon nightgown.,Mẹ cô ngồi ở góc ăn sáng trong bếp và mặc váy ngủ bằng vải nylong màu hồng.,A small corner formed by two walls; an alcove or recess or ancone.
furrow,verb,luống,"If the plowman does not keep looking straight ahead, a furrow will likely become crooked.",Nếu một người đi cày mà không nhìn về phía trước thì luống cày sẽ ngoằn ngoèo.,"A trench cut in the soil, as when plowed in order to plant a crop."
methodical,adjective,có phương pháp,"If you do, is the method you use truly effective?","Nếu có , phương pháp của bạn có thật sự hữu hiệu không?",In an organized manner; proceeding with regard to method; systematic.
suitable,adjective,hợp,Apps may be suitable for this age if they:,Ứng dụng có thể phù hợp với độ tuổi này nếu các ứng dụng đó:,Having sufficient or the required properties for a certain purpose or task; appropriate to a certain occasion.
knead,verb,nhào,"After that, it had to be kneaded . It had to then go in, kind of, a mangle.","Sau đó, đất được nhào . Nó phải đi vào một máy gần như máy cán là.","(transitive) To work and press into a mass, usually with the hands; especially, to work, as by repeated pressure with the knuckles, into a well mixed mass, the materials of bread, cake, etc."
harebrained,adjective,,Learning to be a bunch of harebrained half-wits!,Học để giống tên bại não đó à.,"(of an idea or plan etc) absurd, foolish or stupid"
dilapidated,adjective,long tay gãy ngõng,Some cities are full of dilapidated and deserted buildings.,"Một số thành phố có đầy những tòa nhà đổ nát , hoang tàn.",Past participle of dilapidate
rustle,noun,sột soạt,A rustle at the front door told me Holly had arrived home from school .,Tiếng sột soạt trước cửa cho tôi biết Holly đã đi học về .,to move (something) with a soft crackling sound
insignia,noun,huy chương,"Their Bibles have a little insignia that says ""US Army"" on them.","Quyển kinh thánh có huy chương nhỏ trên đó viết ""Quân đội Mỹ"".","A patch or other object that indicates a person's official or military rank, or membership in a group or organization."
amble,verb,nước kiệu,Many Sable Island Horses have a natural ambling gait.,Nhiều con ngựa hoang đảo Sable có một dáng vẻ dáng đi tự nhiên.,An unhurried leisurely walk or stroll.
stifle,Verb,dập tắt,And that device could stifle any chance of the Lumia 900 winning out in the mobile market .,Và thiết bị đó có thể dập tắt bất kỳ cơ hội chiến thắng nào của Lumia 900 trong thị trường di động .,(veterinary medicine) A bone disease of this region.
trudge,verb,lê bước,Kevin had to cancel the cab and trudge out in the snow.,Kevin phải hủy chuyến xe đó và lê bước trong tuyết để mua thức ăn.,"A tramp, i.e. a long and tiring walk."
skittish,adjective,nhát,"This has changed through selective breeding; however, they are skittish and aloof.","Điều này đã thay đổi thông qua nhân giống chọn lọc, Tuy nhiên, là những con vật nhát và sống khép kín.",Easily scared or startled; timid.
fertile,adjective,màu mỡ,"They make the humus, the fertile layer to which all life on land is linked.",Chúng tạo lớp đất mùn màu mỡ liên kết mọi loài sống trên cạn.,(of land etc) capable of growing abundant crops; productive
glare,adjective,chiếu sáng,The white crust of the soda lake reflects the sun's glare and increases the impact of its ultraviolet rays.,Lớp màng trắng của hồ muối phản ánh sự chiếu sáng của mặt trời và gia tăng tác động của tia cực tím.,"(uncountable) An intense, blinding light."
lapse,verb,mất hiệu lực,"Michael Cobb introduced private member's bills in 1989, 1990, 1991 and 1992 to ban desecration, but on each occasion the bill lapsed .","Michael Cobb đưa các dự luật cá nhân vào năm 1989, 1990, 1991 và 1992 để cấm chỉ mạo phạm, song đều mất hiệu lực .",A temporary failure; a slip.
liable,adjective,chịu trách nhiệm,"No matter you admit it or not, you're liable to this debt",Dù muốn hay không mày cũng phải chịu trách nhiệm thanh toán nợ nần,Bound or obliged in law or equity; responsible; answerable.
stubble,noun,gốc rạ,He says that he was born from the stubble ; his childhood grew up around the village fields.,"Ông bảo ông được sinh ra từ gốc rạ , tuổi thơ của ông lớn lên cùng bàn chân đất lấm lem dọc ngang khắp các cánh đồng làng.",(countable and uncountable) the short stalks left in a field after crops have been harvested.
reacquaint,verb,,I'LL LET YOU TWO GET REACQUAINTED .,Tôi sẽ để hai người nói chuyện .,To acquaint again; to reintroduce or refamiliarise.
savor,verb,savour,I hold it and savor it.,"Ta giữ nó, thưởng thức mùi hương của nó.",the specific taste or smell of something
hogwash,noun,chuyện nhảm nhí,Hogwash .,Hogwarts .,(slang) foolish talk or writing; nonsense.
libation,noun,sự rảy ra,""" Libation ,",""" Rượu Kính ""","The act of pouring a liquid or liquor, usually wine, either on the ground or on a victim in sacrifice, in honor of some deity."
inhumane,adjective,bất nhân,"Not surprisingly, Seneca admits that he returned home “more cruel and inhuman .”",Thật dễ hiểu khi Seneca thú nhận rằng ông trở về nhà “tàn ác và bất nhân hơn”.,"lacking pity or compassion for misery and suffering; cruel, unkind, not humane."
deception,noun,lừa dối,"I'm sorry for my deception , but it was necessary to protect myself.","Xin thứ lỗi vì sự lừa dối , nhưng tôi cần tự bảo vệ mình.",An instance of actions and/or schemes fabricated to mislead and/or delude someone into errantly believing a lie or inaccuracy.
tackle,noun,dụng cụ,"19 And on the third day, they threw away the tackling of the ship with their own hands.","19 Ngày thứ ba, họ tự tay quăng dụng cụ của thuyền xuống biển.",(nautical) A system of ropes and blocks used to increase the force applied to the free end of the rope.
drone,verb,nói giọng đều đều,Merely a drone .,Chỉ đơn thuần là những con ong .,"A male bee or wasp, which does not work but can fertilise the queen."
barge,noun,sà lan,We're gonna bring the barge right under you.,Chúng tôi sẽ mang sà lan đến cứu ngay.,A large flat-bottomed towed or self-propelled boat used mainly for river and canal transport of heavy goods or bulk cargo
mischief,noun,điều ác,He pinches his lips together as he carries out mischief .,Bặm môi lại thực hiện điều ác .,Harm or evil caused by an agent or brought about by a particular cause.
oblivious,adjective,quên,"We know that they are subject to temptation, but they seem oblivious to it.","Chúng ta biết rằng họ hay bị cám dỗ, nhưng dường như họ lãng quên điều đó.",(usually with to or of) Lacking awareness; unmindful.
catcall,verb,tiếng huýt sáo,The chairman there answering the catcalls of the Derby crowd.,Ngài chủ tịch đang đáp lại những tiếng huýt sáo từ đám đông CĐV.,"A shout or whistle expressing dislike, especially from a crowd or audience; a jeer, a boo."
sappy,adjective,bụ,Some sappy love story.,Một chuyện tình ngớ ngẩn nào đó.,"(US) Excessively sweet, emotional, nostalgic; cheesy; mushy. (British equivalent: soppy)"
ricochet,verb,bắn thia lia,Maybe it was ricochet .,Chắc là đạn nẩy đấy.,(military) A method of firing a projectile so that it skips along a surface.
slog,verb,đi ì ạch,He slogged it on foot.,Anh ta đã đến được đây.,"(chiefly UK and Canada) A long, tedious walk, or session of work."
uppity,adjective,trịch thượng,That's what you get for acting uppity .,Đó là điều bà nhận được vì hành động trịch thượng .,"Presumptuous, above oneself, self-important."
subpoena,verb,đòi,"Hey, I got the subpoenas .","Hey, tôi mang tới những cái trát đòi hầu tòa.",(law) A writ requiring someone to appear in court to give testimony.
agitator,noun,máy khuấy,He was agitated .,Anh ấy bị kích động .,"One who agitates; one who stirs up or excites others; as, political reformers and agitators."
gall,noun,mật,He pours out my gall on the earth.,Đổ mật tôi ra trên đất.,"(anatomy, obsolete, uncountable) Bile, especially that of an animal; the greenish, profoundly bitter-tasting fluid found in bile ducts and gall bladders, structures associated with the liver."
indict,verb,buộc tội,Probably some major federal indictment of somebody who majorly does not wanna get indicted .,Hầu như những bảng cáo trạng của cảnh sát liên bang của một ai đó bị buộc tội .,To accuse of wrongdoing; charge.
plead,verb,biện hộ,"All right, I say Chama goes to jail, pleads his case.","Được rồi, tôi nói Chama vô tù, biện hộ cho vụ án của hắn.","To beg, beseech, or implore."
obliged,adjective,bắt buộc,I could have obliged the Signoria and had you thrown out.,Ta có thể bắt buộc các lãnh địa và em đã ném ra ngoài.,Under an obligation to do something for someone.
conscience,noun,lương tâm,Guilt has compelled you to sacrifice your heart to your conscience .,Tội lỗi đã buộc anh hy sinh con tim mình cho lương tâm anh.,"The moral sense of right and wrong, chiefly as it affects one's own behaviour; inwit."
credentials,noun,giấy uỷ nhiệm,These are my credentials .,Giấy chứng nhận đây.,"Plural form of credential.: Documentary evidence of someone's right to credit or authority, especially such a document given to an ambassador by a country."
hostile,adjective,thù địch,I didn't realize hostile takeovers were filled with so much hostility .,Tôi đã không nhận ra việc thâu tóm công ty lại tràn ngập sự thù địch đến vậy.,"An enemy; esp., an American Indian in arms against the whites; -- commonly in the plural."
attorney,noun,luật sư,"He says if you don't represent him, he doesn't want any attorney .",Nó nói nếu con không đại diện nó thì nó cũng chẳng muốn luật sư nào khác nữa.,"(law) In the United States, a lawyer; one who advises or represents others in legal matters as a profession."
impartial,adjective,vô tư,"Others have written about them, though not always impartially .","Người khác đã viết về họ, thường không được vô tư .","Treating all parties, rivals, or disputants equally; not partial; not biased; fair."
bailiff,noun,quan khâm sai,You were a bailiff in Bing County,Ngươi là quan khâm sai ở Bình Châu,"(law) A legal officer to whom some degree of authority, care or jurisdiction is committed."
prospective,noun,tương lai,This race could determine which chick has the better prospects .,Cuộc đua này có thể xác định con chim nào sẽ có tương lai tốt hơn.,Likely or expected to happen or become.
recess,verb,ngách,"In the recesses of the cliff,","Trong ngóc ngách của vách đá,","(countable or uncountable) A break, pause or vacation."
foyer,noun,phòng chờ,Master Drumm is in the foyer .,Drumm Đại sư ở phòng chờ .,"A lobby, corridor, or waiting room, used in a hotel, theater, etc."
summary,adjective,giản lược,and we reduced it down to a little summary .,và giản lược nó thành 1 bản tóm tắt.,An abstract or a condensed presentation of the substance of a body of material.
court-martial,verb,tòa án quân sự,"Please, save your strength for your court martial .",Xin hãy dưỡng sức để còn ra tòa án quân sự .,(law) (military) A military court of law.
implicate,verb,ngụ ý,Think for a moment about the implication of those words.,Hãy nghĩ xem những lời này ngụ ý gì.,To connect or involve in an unfavorable or criminal way with something.
calculating,adjective,tính toán,You didn't calculate we'd be losing buckets of air before.,Cậu không tính toán được chúng ta đang mất không khí.,Which has the ability to calculate.
verdict,noun,lời phán quyết,The verdict in the Aghani-Heaney case is expected today.,Lời phán quyết trong vụ Aghani-Heaney sẽ đưa ra trong hôm nay,(law) A decision on an issue of fact in a civil or criminal case or an inquest.
foreman,noun,đốc công,"Yes, a foreman isn't used to such frugal living.","Phải, một đốc công không quen với cuộc sống thanh đạm vậy đâu.",(management) The leader of a work crew.
acquit,verb,tha bổng,"Out of ten crimes of passion, they acquit eight of them.","Trong mười tội phạm vì bị kích động, có tám tội được tha bổng .","(archaic) Past participle ofacquit, set free, rid of."
thorough,adjective,hoàn toàn,"However, had he allowed Jehovah’s discipline to work a thorough change in him?","Dù vậy, sau khi bị Đức Giê-hô-va sửa phạt, ông có hoàn toàn thay đổi thái độ của mình không?",painstaking and careful not to miss or omit any detail
reliability,noun,sự đáng tin cậy,"Matching the reliability , base load is actually irrelevant.",Khi khớp với sự đáng tin cậy thì phụ tải cơ bản thì không quan trọng lắm.,"The quality of being reliable, dependable, or trustworthy."
entitled,adjective,bố đời,We're entitled to a phone call.,chúng tôi được quyền gọi điện thoại.,Simple past tense and past participle of entitle.
anxious,adjective,khắc khoải,"Naturally, he was anxious to know its meaning.","Hiển nhiên, ông khắc khoải muốn biết ý nghĩa của giấc chiêm bao đó.","Full of anxiety or disquietude; greatly concerned or solicitous, especially respecting something future or unknown; being in painful suspense;—applied to persons; as, anxious for the issue of a battle."
shackle,verb,xích lại,"Between the sitting and the shackles , a body gets a little stiff.","Vừa bị bắt phải ngồi rồi xích lại , cả người cũng bị tê hết.","A restraint fit over a human or animal appendage, such as a wrist, ankle or finger. Usually used in plural, to indicate a pair joined by a chain."
stifling,adjective,ngột ngạt,At first the silence may be stifling ; an awkward sense of loss may ensue.,"Thoạt tiên, sự im lặng có thể ngột ngạt , đưa đến một cảm giác vụng về mất mát.",Describing something that stifles.
moor,noun,đồng hoang,The moors are also within 20 minutes driving time from central Middlesbrough and Scarborough.,Vùng đồng hoang cách trung tâm Middlesbrough và Scarborough 20 phút lái xe.,"an extensive waste covered with patches of heath, and having a poor, light soil, but sometimes marshy, and abounding in peat; a heath"
wrench,verb,giật mạnh,The old woman with a sudden wrench broke free and ran from the room .,Bà cụ đột ngột giật mạnh thoát ra và chạy ra khỏi phòng .,A movement that twists and pulls violently.
appease,verb,an ủi,Perhaps they will be appeased with suitable replacement,Có thể họ sẽ được an ủi bởi một sự thay thế phù hợp,To make quiet; to calm; to reduce to a state of peace; to dispel (anger or hatred).
parched,adjective,khát,Can you not see the gentleman is parched ?,Không thấy quý ông này khát tím mặt lên rồi hay sao?,Simple past tense and past participle of parch.
plaintive,adjective,than vãn,Uttering each the plaintive cry:,Kêu lên tiếng than vãn ai oán:,"Sorrowful, mournful or melancholic."
brisk,adjective,hoạt bát,That's brisk !,Thật thoáng mát !,Full of liveliness and activity; characterized by quickness of motion or action; lively; spirited; quick.
tinge,Verb,thấp thoáng,Hope tinged by worrying signs over virus' grip,Hy vọng thấp thoáng trên những dấu hiệu đáng lo ngại giữa gọng kìm virus,"A small amount of something, especially of an added colour."
promenade,verb,cuộc đi chơi,You stroll down the promenade,""" rồi bạn xuống đi dạo dưới gốc cây bồ đề. ""","Formal term for a prom, a dance."
heathen,adjective,người ngoại đạo,"I can't help it, when they refuse to speak to the heathens ?",Họ không chịu nói chuyện với người ngoại đạo .,not adhering to an Abrahamic religion; pagan.
parasol,noun,cái dù,Ruby pointed with the tip of her parasol and drew a circle in the snow.,Ruby chỉ bằng đầu cái dù của bà và vẽ một vòng tròn vào tuyết.,A small light umbrella used as protection from the sun.
parcel,noun,gói,Why don't we send them some food parcels ?,Sao không gởi cho họ những gói thức ăn của chúng ta?,A package wrapped for shipment.
consecrate,verb,hiến,A consecrated life is a life of integrity.,Một cuộc đời dâng hiến là một cuộc đời liêm chính.,"To declare, or otherwise make something holy."
sashay,verb,,Are you mad at me for sashaying around?,Có phải anh giận vì em vẹo ?,A chassé.
hock,verb,hough,Where's the ham hock ?,Giò heo đâu rồi?,"A Rhenish wine, of a light yellow color, either sparkling or still, from the Hochheim region, but often applied to all Rhenish wines."
intently,adverb,chăm chú,I watched her closely and was surprised that she read every single line— intently .,Tôi theo dõi bà rất kỹ và ngạc nhiên thấy bà— chăm chú đọc từng hàng chữ.,In an intent or focused manner.
rig,verb,mặc,If Johnny Weissmuller were in the soup wearing a 200-pound diving rig he couldn't swim to fuck Esther Williams if she was right there naked.,Nếu Johnny Weissmuller mặc 1 bộ lặn 200-pound ông ấy không thể bơi đến Esther Williams nếu không có 1 cô nàng ở ngay đó trần như nhộng.,"(slang, nautical) The rigging of a sailing ship or other such craft."
dappled,adjective,có đốm sáng,"Roans, palominos, buckskins and silver dapples exist in smaller numbers.","Các màu roan, palominos, Buckskins và dapples bạc tồn tại với số lượng nhỏ hơn.","Having a mottled or spotted skin or coat, dapple."
smattering,noun,kiến thức nông cạn,It can take root in a rocky crevice with a smattering of soil.,Nó có thể bắt rễ trong khe đá với một ít đất.,A superficial or shallow knowledge of a subject.
sporadic,adjective,bất định,Your signal has been coming in sporadically since the storm hit.,Tín hiệu của các cậu đã trở nên rời rạc kể từ khi cơn bão ập tới.,Rare and scattered in occurrence.
prow,adjective,mũi tàu,Us be on the prow of the Titanic.,Chúng ta đang đứng trên mũi tàu Titanic.,"(nautical) The fore part of a vessel; the bow; the stem; hence, the vessel itself."
cumbersome,adjective,cồng kềnh,"So, the first set of cryptocurrencies are a little bit slow and a little bit cumbersome .","Vì vậy, chuỗi tiền điện tử đầu tiên hơi chậm cũng như cồng kềnh một chút.","burdensome or hindering, as a weight or drag; vexatious; cumbrous."
squall,verb,thét,"Then the kitten squalled again, and Ma found it behind the opened door.",Lúc đó con mèo lại gào lên và Mẹ thấy nó ở sau cánh cửa ra vào.,"A squall line, multicell line, or part of a squall line."
tiller,verb,dân cày,"Take this tiller , Wolf.","Giữ bánh lái , Wolf.",A person who tills; a farmer.
roiling,noun,,And then the sea beneath the Pearl began to roil .,Và sau đó biển dưới Pearl bắt đầu khuấy đục .,Present participle of roil.
projection,noun,chiếu,Self-esteem and self-confidence are nothing more than the projection of your image of yourself.,Lòng tự tôn và tự tin không gì khác hơn là sự phóng chiếu hình ảnh của chính ta về bản thân ta.,"Something which projects, protrudes, juts out, sticks out, or stands out."
demise,verb,cho mướn,The rumors of your demise were unfounded.,Tin đồn về cái chết của anh là thất thiệt.,"(law) The conveyance or transfer of an estate, either in fee for life or for years, most commonly the latter."
inhospitable,adjective,không hiếu khách,Devil is the man whoever said that old Teach was inhospitable .,Kẻ nào nói già Teach không hiếu khách là đồ cà chớn.,"(of a person) Not inclined to hospitality; unfriendly,"
leeward,adjective,phía dưới gió,"Unit 19, 126 in progress, Delacey and Leeward .","Đơn vị 19, 126 đang diễn ra, delacey và Leeward .",Away from the direction from which the wind is blowing. Downwind.
pomade,verb,Pomat,"In the 19th century, bear fat was usually the main pomade ingredient.","Vào thế kỷ 19, mỡ gấu thường là thành phần chính của pomade.","A greasy or waxy substance that is used to style hair, making it look slick and shiny."
dirigible,adjective,điều khiển được,"Here's Charles Muntz, piloting his famous dirigible .","Đây là Charles Muntz, đang điều khiển quả khí cầu nổi tiếng của ông ta.",steerable
telltale,adjective,mách lẻo,"Okay, what were the telltale signs?","Được rồi, những biểu hiện lộ liễu này là gì đây?",One who divulges private information with intent to hurt others.
register,verb,đăng ký,Where should we register ?,Chúng tôi nên đăng ký ở đâu?,(computing) Part of the central processing unit used to store and manipulate numbers.
skimp,adjective,bủn xỉn,You don't want to skimp there.,Vì đó là thứ mà em không nên bủn xỉn .,To slight; to do carelessly; to scamp.
prodigal,adjective,hoang phí,The story of the prodigal son gives us all hope.,Câu chuyện về đứa con hoang phí mang đến cho chúng ta tất cả hy vọng.,wastefully extravagant.
disreputable,adjective,có tiếng xấu,I'm going to miss being disreputable .,Tôi sẽ mất đi sự bất hảo .,"not respectable, lacking repute; discreditable"
suppress,verb,đàn áp,They went to suppress a demonstration in Suwon city.,Họ đi đàn áp một cuộc biểu tình ở Suwon rồi.,"To hold in place, to keep low, to prevent publication."
crochet,verb,đan bằng kim móc,We're crocheting a coral reef.,Chúng tôi đang đan 1 rạn san hô.,Needlework made by looping thread with a hooked needle.
tolerable,adjective,cho phép được,'Medium fart is tolerable '...,""" Tiếng xì hơi vừa là có thể tha thứ ? ""...","Capable of being borne, tolerated or endured; bearable or endurable."
vitality,noun,sức sống,"Under this practice, it wasn’t long before the vitality of the grove began to diminish.","Theo lối này, thì chẳng bao lâu trước khi sức sống của khu rừng bắt đầu giảm bớt.","That which distinguishes living from nonliving things; life, animateness"
croquet,verb,bóng vồ,Croquet ?,Croquet ?,"(uncountable, games) A game played on a lawn, in which players use mallets to drive wooden balls through hoops (wickets)."
predominantly,adverb,,A gas well produces predominantly natural gas.,Khí đốt tạo ra khí tự nhiên chủ yếu .,In a predominant manner. Most commonly or frequently by a large margin.
puckish,adjective,tinh quái,He was a puckish widower whose wife and children were dead and whose grandchildren lived far away.,Ông là một người tinh quái với vợ và các con đều đã chết còn cháu chắt thì sống ở xa.,mischievous; excessively playful.
sophisticated,adjective,tinh vi,We're just saying the Unsubs are sophisticated enough to study other crimes.,Chúng tôi đang nói các hung thủ đủ tinh vi để nghiên cứu tội ác khác.,"Having obtained worldly experience, and lacking naiveté; cosmopolitan."
clarity,noun,sự rõ ràng,But this is all for the clarity of the public Tube map.,Nhưng cũng là vì tạo ra sự rõ ràng cho bản đồ tàu điện công cộng.,"The state, or measure of being clear, either in appearance, thought or style; lucidity"
hassock,noun,chiếc gối quỳ,,,A cushion used primarily in churches for kneeling on while praying.
revival,noun,hồi sinh,"Finally, it became clear that Chad could not be revived .","Cuối cùng, rõ ràng là Chad không thể hồi sinh được nữa.","Renewed pursuit, or cultivation, or flourishing state of something, as of commerce, arts, agriculture."
gurney,noun,băng ca,That's a gurney .,Đó là băng ca .,(US) A stretcher having wheeled legs.
moderate,adjective,vừa phải,How can you tell whether an activity is moderate or vigorous?,Làm sao bạn có thể biết môn tập nào vừa phải hay nâng cao?,Not excessive; acting in moderation
signify,verb,có nghĩa là,The word “ransom” signifies paying the price for the redemption of captives.,Chữ “giá chuộc” có nghĩa là trả một giá tiền để chuộc lại những người bị giam cầm.,To give (something) a meaning or an importance.
trustee,verb,ủy thác,He has since served as chairman and currently as trustee for the foundation.,Ông đã từng là chủ tịch và hiện là người được ủy thác cho quỹ này.,"A person to whom property is legally committed in trust, to be applied either for the benefit of specified individuals, or for public uses; one who is intrusted with property for the benefit of another; also, a person in whose hands the effects of another are attached in a trustee process."
levee,noun,đê,The ancient Sumerians in Mesopotamia used a complex system of canals and levees to divert water from the Tigris and Euphrates rivers for irrigation.,Người Sumer cổ đại ở Mesopotamia đã sử dụng một hệ thống kênh và đê phức tạp để chuyển nước từ sông Tigris và sông Euphrates để tưới tiêu.,"An embankment to prevent inundation; as, the levees along the Mississippi."
matron,noun,bà quản lý,"... and a loaf for Matron , please.","Và một ổ bánh mì cho bà Quản lý , làm ơn.","A mature woman; a wife or a widow, especially, one who has borne children; a woman of staid or motherly manners."
jut,verb,lòi ra,Jut overpreparing for a hearing.,Chỉ sẵn sàng nghe thôi.,something that sticks out
perpetually,adverb,luôn,"According to Mr Lindsay, we should both be in a state of perpetual tumescence.","Nếu theo ông Lindsay, thì chúng ta nên luôn luôn sẵn sàng ứng chiến.",Seeming to never end; endlessly; constantly.
fitful,adjective,chập chờn,It was a rather fitful sleep though.,Nó có vẻ giống một giấc ngủ chập chờn .,Irregular; unsteady; characterized by fits.
demonstration,noun,cuộc biểu tình,They went to suppress a demonstration in Suwon city.,Họ đi đàn áp một cuộc biểu tình ở Suwon rồi.,The act of demonstrating; showing or explaining something.
drawl,verb,nói lè nhè,"HE taught us Drawling , Stretching, and Fainting in","Ngài dạy chúng ta Drawling, Trải dài, và Ngất xỉu trong","a way of speaking slowly while lengthening vowel sounds and running words together. Characteristic of some southern US accents, as well as Scots."
sitar,noun,,( Beatboxing ) ( Sitar ),( Beatbox ) ( Đàn sita của Ấn ),"(music) A Hindustani/Indian stringed classical musical instrument, typically having a gourd as its resonating chamber."
amplify,verb,khuếch đại,Amniotic fluids have a tendency to amplify sound.,Dịch ối có chiều hướng khuếch đại âm thanh.,"(transitive) To render larger, more extended, or more intense, and the like;—used especially of loudspeakers, telescopes, microscopes, etc."
funk,verb,sợ,"Albert, I know you're taking this breakup really hard, and I understand, but you got to get out of this funk .","Albert, tôi hiểu cậu gặp khó khăn khi bị đá, nhưng cậu phải vượt qua nỗi sợ này.",(obsolete) spark
miffed,adjective,,"I must say, they were a little miffed at you for borrowing their cipher.","Phải nói là, họ hơi phật ý về việc anh mượn đỡ bản mật mã của họ.",Simple past tense and past participle of miff.
censor,verb,kiểm duyệt,A censor does only what his work is.,Một nhân viên kiểm duyệt chỉ làm nhiệm vụ của mình.,"(history) A Roman magistrate, originally a census administrator, by Classical times a high judge of public behavior and morality"
accommodate,adjective,chứa,There's enough space and ventilation to accommodate an embalming suite.,Có đủ không gian và thoáng mát để chứa một bộ máy ướp xác.,"(transitive) To render fit, suitable, or correspondent; to adapt; to conform; as, toaccommodateourselves to circumstances."
persuasion,noun,sự thuyết phục,"Even so, the President is gonna require some serious persuasion .","Kể cả như vậy, tổng thống sẽ yêu cầu những lí lẽ thực sự thuyết phục đấy.","The act of persuading, or trying to do so; the addressing of arguments to someone with the intention of changing their mind or convincing them of a certain point of view, course of action etc. [from 14th c.]"
idle,noun,nhàn rỗi,"Yet, that car sits idle for 23 hours a day.","Tuy nhiên, chiếc xe đó chỉ ngổi đó nhàn rỗi trong 23 giờ một ngày.","(obsolete) Empty, vacant."
seedy,adjective,khó ở,As opposed to your seedy motel?,Chứ không phải nhà nghỉ xơ xác của anh?,suffering the effects of a hangover
counter,adjective,máy đếm,This is a Geiger counter .,Đây là máy đếm .,"An object (now especially a small disc) used in counting or keeping count, or as a marker in games, etc."
gait,noun,dáng đi,"But no, just the mechanics stabilized the gait , and the robot doesn't fall over.","Không, chỉ các cơ chế đã giữ dáng đi ổn định, và con robot không bị ngã xuống.",Manner of walking or stepping; bearing or carriage while moving.
supple,adjective,dẻo,The ideals of participatory democracy are represented through suppleness rather than rigidity.,Ý tưởng về một chế độ dân chủ khách quan được thể hiện qua sự mềm dẻo hơn là sự cứng nhắc.,"pliant, flexible, easy to bend"
raspy,adjective,rasping,* ( raspy breathing ) *,Chúng ta sẽ có chiến tranh,"(of sound) Rough, raw, especially used to describe vocal quality."
vial,verb,lọ nhỏ,"They then tried to force a vial into my mouth, and broke it in my teeth.","Rồi họ cố gắng nhét một lọ nhỏ vào miệng tôi, và đập cái lọ đó vào răng tôi.","A glass vessel or bottle, especially a small bottle used to store medicine or perfume."
upholster,verb,nhồi nệm,"This is a $ 4,000 sofa, upholstered in Italian silk.",Đây là một cái sofa 4.000 đô bọc bằng lụa Ý!,"To fit padding, stuffing, springs, webbing and fabric covering to furniture."
