word,part_of_speech,meaning,example,example_meaning,definition
resemblance,noun,sự giống nhau,He was struck by the resemblance between Lahirī and Mahavatar Babaji.,Ông rất ngạc nhiên khi thấy có một sự giống nhau giữa Lahiri Mahasaya và Mahavatar Babaji.,The quality or state of resembling; likeness; similitude; similarity.
slouch,verb,đi vai thõng xuống,""" Don't slouch . """,Đừng rũ xuống !,A hanging down of the head; a drooping posture; a limp appearance
depression,noun,sự chán nản,"Hopelessness, Guilt and Depression","Sự tuyệt-vọng, mặc-cảm tội-lỗi và sự chán - nản tinh-thần",(geography) an area that is lower in topography than its surroundings
inspiring,adjective,gây cảm hứng,Your optimism is inspiring .,Sự lạc quan của anh rất gây cảm hứng .,Providing inspiration; encouraging; stimulating.
congregation,noun,giáo đoàn,Brown was the new Congregational minister who had just come to town.,Giáo sĩ Brown là mục sư thuộc Giáo Đoàn mới chỉ vừa tới thị trấn.,"A gathering of faithful in a Christian church, Jewish synagogue, mosque or other place of worship. It can also refer to the people who are present at a devotional service in the building, particularly in contrast to the pastor, minister, imam, rabbi etc. and/or choir, who may be seated apart from the general congregation or lead the service (notably in responsary form)."
suede,adjective,da lộn,"Over here, we have pink suede , which is nice.","Còn đây là da lộn màu hồng, khá là đẹp.","A type of soft leather, made from calfskin, with a brushed texture to resemble fabric, often used to make boots, clothing and fashion accessories."
crave,verb,khao khát,The warmth I experienced among Jehovah’s Witnesses was exactly what I craved .,Tình cảm nồng ấm của Nhân Chứng Giê-hô-va là điều tôi thật sự khao khát .,"(transitive) To want strongly as to satisfy an appetite. To long for, to yearn."
anxiety,noun,mối lo,One factor is “the anxiety of this system of things.”,Yếu tố thứ nhất là “những mối lo lắng trong đời”.,An unpleasant state of mental uneasiness or concern about some uncertain event.
sensitivity,noun,tính nhạy cảm,I was attracted by her sensitivity and sense of justice.,Tôi bị thu hút bởi tính nhạy cảm và ý thức về sự công chính của chị.,(statistics) The proportion of individuals in a population that will be correctly identified in a binary classification test.
frustration,noun,sự làm hỏng,As a result of affective frustration you developed towards your daughter an exaggerated and obsessive sense of responsibility.,Như là một kết quả của sự làm hỏng tình cảm của ông dành cho con gái một sự lo lắng quá mức về trách nhiệm ám ảnh ông.,"The act of frustrating, or the state, or an instance of being frustrated"
deliberate,adjective,cố ý,"Punishment for deliberate sins (30, 31)","Hình phạt cho tội cố ý phạm (30, 31)",Done on purpose; intentional.
tame,adjective,thuần,(Genesis 1:28) And all kinds of creatures have been tamed .,Và đủ loại thú vật đã được thuần hóa.,Not or no longer wild; domesticated
yarmulke,noun,yarmulke,I crocheted it out of two yarmulkes .,Mình làm ra nó từ 2 cái yarmulkes đấy .,A skullcap worn by religious Jewish males (especially during prayer).
mystical,adjective,thần bí,"I call them "" the mystic "" and "" the warrior. ""","Tôi gọi chúng là "" người thần bí "" và "" chiến binh """,Relating to mystics or mysticism.
collateral,adjective,phụ thêm,"Yes. "" collateral materials On sex crimes. ""","Có. "" Tư liệu phụ thêm trong tội phạm tình dục. ""","parallel, along the same vein, side by side."
antsy,adjective,antsy,I'm antsy and drink like a whore!,Chỉ là một mụ điên nát rượu sao?,"restless, apprehensive and fidgety"
arrogant,adjective,kiêu ngạo,He is arrogant and always looks down upon others.,Anh ta kiêu ngạo và luôn coi thường người khác.,Having excessive pride in oneself.
flashy,adjective,loè loẹt,"""Titanic is not a film that is sucking people in with flashy hype and spitting them out onto the street feeling let down and ripped off,"" he stated.","""Titanic không phải là loại phim nhấn chìm người xem trong sự cường điệu loè loẹt và cuối cùng đuổi họ ra đường trong sự thất vọng và khiến họ có cảm giác như mình vừa bị lừa,"" ông nói.","Showy; visually impressive, attention-getting, or appealing."
illumination,noun,sự chiếu sáng,News of the preliminary peace was greeted in Britain with illuminations and fireworks.,Tin tức về hòa bình sơ bộ đã được chào đón ở Anh với sự chiếu sáng và pháo hoa.,"The act of illuminating, or supplying with light; the state of being illuminated."
dictate,verb,ra lệnh,You are never to dictate what I can and cannot do.,Cậu không bao giờ được phép ra lệnh tôi có thể hay không thể làm gì.,An order or command.
groggy,adjective,chệnh choạng,"Baba was awake then, groggy and tired, but awake.","Baba tỉnh dậy, chệnh choạng và mệt mỏi, nhưng đã tỉnh dậy.","Slowed or weakened, as by drink, sleepiness, etc."
ebullience,noun,sự bồng bột,"Returning to the ward, ebullient , I ran into Melissa.","Quay trở lại phòng sinh, đầy hăm hở, tôi gặp đúng Melissa.",the quality of lively or enthusiastic expression of thoughts and feelings.
stony,adjective,lạnh lùng,"It has not been easy, but after ten years of married life, I am happy to say that these periods of stony silence are much rarer.","Điều này không phải dễ, nhưng sau mười năm chăn gối, tôi lấy làm mừng mà nói rằng những lúc im lặng lạnh lùng đó hiếm xảy ra hơn.",As hard as stone.
rigid,adjective,cứng,"You're rigid , John.","Anh cứng nhắc quá, John.","Stiff, rather than flexible."
backdrop,noun,bối cảnh,"* Against the backdrop of low inflation, monetary policy remains accommodative.",* Chính sách tiền tệ hỗ trợ tăng trưởng trong bối cảnh lạm phát thấp.,A decorated cloth hung at the back of a stage.
smock,adjective,áo bờ lu,He is Satan in a smock !,Hắn là quỷ Satan trong chiếc áo bờ lu .,A woman's undergarment; a shift; a chemise.
arc,verb,hồ quang,Dr. Stockman should be inventive enough to reassemble the arc capacitor.,Tiến sĩ Stockman chắc đủ khả năng để ráp lại bộ tụ điện hồ quang .,A curve.
deface,verb,làm mất mặt,We could expose government fraud and start virtual sit-ins and digitally deface criminals.,Chúng tôi có thể phơi bày các gian trá của chính phủ và bắt đầu trên mạng làm mất mặt những tên tội phạm đó.,To damage something in a visible or conspicuous manner.
lenient,adjective,khoan dung,""" And given the charges that's lenient ! """,""" Và theo các lời cáo buộc, như thế là khoan dung rồi! """,lax; tolerant of deviation; permissive; not strict
flub,verb,flub,,,"a mistake, an error, especially in performance"
supposedly,adverb,cho là,"The Caonima, literally ""Grass Mud Horse"", is supposedly a species of alpaca.","Caonima, nghĩa đen là ""Ngựa cỏ bùn"", được cho là một loài của Lạc đà Alpaca.",As a matter of supposition; in the beliefs or according to the claims of some people.
sesquipedalian,adjective,dài dòng,,,A person who uses long words.
compulsory,adjective,bắt buộc,It's compulsory .,Bắt buộc đó.,Required; obligatory; mandatory
divisive,adjective,gây chia rẽ,15 Satan uses personal differences as a trap to cause divisions among Jehovah’s people.,15 Sa-tan dùng những mối bất đồng làm cạm bẫy để gây chia rẽ dân Đức Chúa Trời.,Having a quality that divides or separates
unprovoked,adjective,không bị khiêu khích,President Lyndon Johnson responded with a reprisal to what he felt at the time to be two unprovoked attacks on American seapower and ordered retaliatory air strikes on selected North Vietnamese motor torpedo boat bases.,"Tổng thống Lyndon Johnson đã phản ứng lại cái mà vào lúc đó ông cho là hai cuộc tấn công không bị khiêu khích trước vào lực lượng hải quân Mỹ, và đã ra lệnh tiến hành các cuộc không kích trả đũa vào các căn cứ tàu phóng lôi Bắc Việt Nam.",happening without provocation or motivation
sortie,noun,chuyến bay,"Marine pilots accumulated 1,054 flight hours and flew 682 sorties throughout Operation Frequent Wind.",Các phi công đã bay tổng cộng 1.054 giờ và 682 chuyến bay trong suốt chiến dịch.,"(military) An offensive military mission. Used originally to mean an attack from a fortress, but most commonly used today to describe a single mission by a military aircraft."
toll,verb,rung,"Whether it is the scandalous affairs that have rocked royalty, politicians, film stars, and religious leaders or the betrayal and tears in our own families, marital unfaithfulness continues to take a tragic toll .","Dù đó là những vụ ngoại tình nhơ nhuốc làm rung chuyển các giới hoàng gia, chính trị gia, minh tinh màn ảnh và lãnh đạo tôn giáo, hoặc đó là sự bội bạc và nước mắt tuôn rơi trong chính gia đình chúng ta, thì sự không chung thủy trong hôn nhân vẫn tiếp tục gây nên đau đớn thảm thương.",(transitive) To impose a fee for the use of.
backpedal,verb,backpedal,"So, no amount of backpedaling or intentional behavior or political behavior is going to keep these technology changes from connecting us together, because the basic motive that people have -- to be creative and entrepreneurial -- is going to drive energy into these virtual worlds in the same way that it has with the Web.","Không có hành động quay lại cố ý hoặc hành vi chính trị nào khiến công nghệ này thay đổi từ việc kết nối chúng ta, vì mục đích cơ bản là con người -- phải sáng tạo và có tính kinh doanh -- sẽ mang năng lượng tới thế giới ảo theo cách xảy ra với web.",To pedal backwards on a bicycle.
stockade,verb,trại giam,Take him to the stockades .,Đứa hắn tới trại giam .,an enclosure protected by a wall of wooden posts
unremitting,adjective,liên tục,"Right now, America is in an unremitting state of trauma.","Ngay bây giờ, nước Mỹ đang ở trong tình trạng chấn thương liên tục .",incessant; never slackening
paddy,adjective,ruộng lúa,"Areas that were once home to rice paddies , roads, trees, and villages are now swamped.","Ruộng lúa , đường sá, cây cối và làng mạc đều bị ngập.","Rice, before it is milled"
downplay,verb,downplay,"Don't downplay this, House.","Đừng xem nhẹ việc này, House.",(transitive) To de-emphasize; to present or portray as less important or consequential.
wreak,verb,trút,In my dreams I fantasize of wreaking vengeance on you guys.,Trong những giấc mơ mà tôi tưởng tượng về việc trút những cuộc báo thù thật dữ dội lên đầu các người.,"(transitive) To cause, inflict or let out, especially if causing harm or injury."
debilitating,adjective,làm suy nhược,Rosa suffers from debilitating diabetes and other ailments.,"Rosa mắc bệnh tiểu đường làm suy nhược , và các căn bệnh khác.",Causing a loss of energy or strength.
visceral,adjective,phủ tạng,It's all about the visceral experience.,Đó cũng chỉ là về những trải nghiệm bản năng,(anatomy) Of or relating to the viscera—internal organs of the body; splanchnic.
marksman,noun,thiện xạ,"He's armed, and he's an excellent marksman .","Cậu ta có vũ khí, và cậu ta là một tay thiện xạ xuất chúng.",A man skilled in shooting (a gun) at a target.
disillusioned,adjective,vỡ mộng,They are disillusioned by “the broken campaign promises of a thousand politicians.”,Họ vỡ mộng về “những sự thất hứa của rất nhiều nhà chính trị”.,The state of having lost one's illusions.
conceive,verb,thụ thai,The godly man Joseph was engaged to Mary at the time she conceived .,Người tin kính là Giô-sép đã đính hôn với Ma-ri rồi khi nàng thụ thai .,(transitive) To develop an idea.
galvanize,verb,mạ điện,"The galvanic cell and the process of galvanization were both named for Luigi Galvani, and his discoveries paved the way for electrical batteries, galvanization , and cathodic protection.","Tế bào mạ và quá trình mạ đều được đặt tên theo Luigi Galvani và những phát hiện này đã mở đường cho pin điện , mạ điện và chống ăn mòn điện.","(transitive, chiefly North America, chemistry) To coat with a thin layer of metal by electrochemical means; to electroplate."
tawdry,adjective,lòe loẹt,"I don't think you'd want anything that tawdry , do you?","Tôi nghĩ là cô không muốn những thứ lòe loẹt quá, phải không?",Cheap and gaudy; showy.
debrief,verb,phỏng vấn,I'll be handling your debriefing .,Tôi sẽ đảm nhận việc phỏng vấn anh.,(transitive) To question someone after a military mission in order to obtain intelligence.
waggish,adjective,nói đùa,,,"witty, jocular, like a wag"
salient,adjective,nổi bật,The salient point is that it was the first thing the unsub wasn't good at.,Điểm nổi bật là nó là điều đầu tiên hung thủ không giỏi.,Worthy of note; pertinent or relevant.
renegade,noun,kẻ phản bội,(Revelation 1:10) The archangel Michael hurls the renegade Satan from heaven down to the earth.,(Khải-huyền 1:10). Thiên sứ trưởng Mi-chen quăng kẻ phản bội Sa-tan từ trên trời xuống đất.,An outlaw or rebel.
fief,noun,thái ấp,"In the Edo period, the fiefs became known as han.","Trong thời kỳ Edo, các thái ấp được gọi là han - phiên.",An estate held of a superior on condition of military service.
platitude,noun,lời nói nhàm,"Spare me the platitudes , Niklaus.","Bớt nói thừa đi, Niklaus.",An often-quoted saying that is supposed to be meaningful but has become unoriginal or hackneyed through overuse; a cliché.
incisive,adjective,nhọn,These incisions have been made with precision.,Những vết rạch này rất chính xác.,(of an action) Quick and direct.
cozen,verb,lừa dối,,,"(archaic) To cheat; to defraud; to beguile; to deceive, usually by small arts, or in a pitiful way."
fatalism,noun,thuyết định mệnh,Fatalism thus erects a barrier between God and man.,Vì vậy thuyết định mệnh dựng lên hàng rào ngăn cách Đức Chúa Trời và nhân loại.,"fate, fatality, the doctrine that all events are subject to fate or inevitable necessity, or determined in advance in such a way that human beings cannot change them."
statecraft,noun,chính trị,"Moreover, this is a very old state tradition, a very old tradition of statecraft .","Thêm nữa, đó là 1 truyền thống rất lâu đời một truyền thống rất cổ trong quản lí đất nước","The skills of being a statesman, of leading a country well."
runnel,verb,rãnh,"Dustin Patrick Runnels (born April 11, 1969) is an American professional wrestler.","Dustin Patrick Runnels ( sinh ngày 11 tháng 4 năm 1969), là một đô vật chuyên nghiệp ngườ Mỹ.","a small stream, a rivulet"
axiom,noun,chân lý,An axiom we all understand is that you get what you pay for.,Một chân lý mà chúng ta đều hiểu là tiền nào của nấy.,(philosophy) A seemingly self-evident or necessary truth which is based on assumption; a principle or proposition which cannot actually be proven or dis‐proven.
progeny,noun,con cháu,The progeny were interbred and established the Ukrainian Riding Horse type.,Thế hệ con cháu chúng đã phát triển xen kẽ và thành lập loại Ngựa cưỡi Ukraine.,(uncountable) offspring or descendants.
cant,adjective,lời giả dối,You cant win,Không thể vượt qua .,"An argot, the jargon of a particular class or subgroup."
inhibition,noun,sự ức chế,Lateral inhibition cannot explain White's illusion.,Sự ức chế bên không thể giải thích ảo ảnh White.,the act of inhibiting.
feint,adjective,faint,You saw that feint ?,Đừng nhìn bề ngoài .,"To make a feint, or mock attack."
juggernaut,noun,Gia-ga-nát,"Come... my faux juggernaut , my nefarious loins!",Hãy đến đây... những nàng chim bất chính của ta,"A literal or metaphorical force or object regarded as unstoppable, that will crush all in its path."
requiem,noun,cầu hồn,"Oh, how the young woman longed for the comfort, even the reality, of Robert Louis Stevenson’s “ Requiem ”:","Ôi, người phụ nữ trẻ đó khát khao niềm an ủi, đó chính là thực tế của bài “Thơ Cầu Hồn ” của Robert Louis Stevenson:",A mass or other ceremony to honor and remember a dead person.
scabrous,adjective,khó khăn,you scabrous dogs!,"Lên boong , hỡi hải tặc!","covered with scales or scabs, or otherwise extremely rough"
distaff,noun,nữ giới,The distaff and the spindle were sticks used to spin or make thread and yarn.,Con quay và con suốt là những cây que dùng để xe sợi hoặc làm chỉ.,referring to the maternal side of a family
embroil,verb,lôi kéo,"But then, she... became embroiled with another man.",Nhưng rồi cô ấy... dần bị một người nam khác lôi kéo .,To draw into a situation; to cause to be involved.
visage,noun,mặt,"The visage I saw in this cup was not yours, Your Highness.","Cái mặt mà tôi thấy trong chiếc cốc không phải là của ông, thưa bệ hạ.",Countenance; appearance; one's face.
filigree,verb,đồ vàng bạc chạm lộng,Look at the filigree scalloping on the rim.,Hãy nhìn hình nạm sò ở ngoài viền.,A delicate and intricate ornamentation made from gold or silver twisted wire.
cavalier,adjective,xẵng,Duelling Cavalier ?,""" The Duelling Cavalier "" ?",Not caring enough about something important.
reservoir,noun,nguồn,"If there's another case, there could be some reservoir of infection.","Nếu có khả năng năng nào khác, chỉ có thể là có một nguồn lây nhiễm.","A place where anything is kept in store; especially, a place where water is collected and kept for use when wanted, as to supply a fountain, a canal, or a city by means of aqueducts."
subsist,verb,tồn tại,"To give millions of starving men, women and children a chance at more than just subsistence .","Để cho hàng triệu đàn ông, phụ nữ, trẻ em đang đói khát có một cơ hội lớn hơn là chỉ tồn tại .",To survive on a minimum of resources.
inundated,adjective,ngập,"A 1983 survey of the park determined it to be composed of 63% primary and mature secondary forest, 13% swamp forest, 13% seasonally inundated forest, and 11% young secondary forest.","Một nghiên cứu năm 1983 xác định nó gồm 63% rừng thứ sinh già, 13% rừng đầm lầy, 13% rừng ngập theo mùa, và 11% rừng thứ sinh già.",Simple past tense and past participle of inundate.
palatable,adjective,bùi tai,"And when you expand their palates , you expand their vocabulary.","Và khi bạn mở rộng vòm họng của chúng , bạn mở rộng vốn từ của chúng.","Pleasing to the taste, tasty."
municipality,noun,thành phố tự trị,"And here are the results, and this is broken down into nearly 800 different municipalities .","Và đây là kết quả, và nó phân ra vào khoảng gần 800 thành phố tự trị khác nhau.","A district with a government that typically encloses no other governed districts; a borough, city, or incorporated town or village."
trivialize,verb,tầm thường hoá,"Also, Phelps notes that some activists believe that the group's media stunts trivialize animal rights, but he qualifies this by saying, ""t's hard to argue with success and PETA is far and away the most successful cutting-edge animal rights organization in the world.""","Ngoài ra, Phelps lưu ý rằng một số nhà hoạt động cho rằng phương tiện truyền thông các pha nguy hiểm của nhóm làm tầm thường hoá quyền động vật, nhưng ông làm nhẹ bớt lời phê bình bằng cách nói rằng, ""thật khó để tranh luận với thành công và PETA là một tổ chức vì quyền động vật tiên tiến thành công nhất trên thế giới. """,To make something appear trivial
watershed,noun,đường phân nước,"About 12 percent of the land around the world is now protected: safeguarding biodiversity, providing a carbon sink, generating oxygen, protecting watersheds .","Khoảng 12% diện tích đất trên trái đất giờ đang được bảo vệ, giữ gìn đa dạng sinh thái, tạo ra những môi trường hấp thụ và dự trữ carbon, sản sinh ra khí Oxi, bảo vệ các đường phân nước .","The topographical boundary dividing two adjacent catchment basins, such as a ridge or a crest."
ostentatious,adjective,phô trương,"He was a warrior; ambitious, unscrupulous, selfish, extravagant and ostentatious .","Ông là một chiến binh; đầy tham vọng, vô đạo đức, ích kỉ, xa hoa và phô trương .",Of ostentation.
disincentive,noun,Trở ngại,"That can't keep going on, because economic incentives and disincentives are very powerful.","Nhưng chúng ta không thể cứ thế mãi được, bởi những động lực và trở ngại kinh tế đều rất mạnh.",that which discourages a particular behaviour; a deterrent
profligacy,noun,sự hoang toàng,"The same hopes and illusions that proliferate along with our needs, increasingly insatiable desires and profligacy .","Cũng là những hy vọng và ảo tưởng gia tăng theo những đòi hỏi, mong muốn vô độ và thói hoang phí của chúng ta.",(countable) careless wastefulness
tenure,verb,nhiệm kỳ,"Sir, you've achieved so much during your tenure .","Thưa Ngài, Ngài đã đạt được rất nhiều thứ trong nhiệm kỳ của mình.",a status of possessing a thing or an office; an incumbency
potable,adjective,uống được,"Other types of water towers may only store raw (non- potable ) water for fire protection or industrial purposes, and may not necessarily be connected to a public water supply.","Các loại tháp nước chỉ có thể lưu trữ nước thô (không uống được ) sử dụng trong phòng cháy chữa cháy hoặc trong các mục đích công nghiệp, và có thể không nhất thiết phải được kết nối với một nguồn cung cấp nước công cộng.",Good for drinking without fear of poisoning or disease.
arid,adjective,khô cằn,The highest optimum wind speeds could be found on arid islands.,Tốc độ gió tối ưu cao nhất có thể thấy trên các đảo khô cằn .,Very dry.
arroyo,noun,lạch,An 1835 sketch map of the Rancho refers to the creek as Arroyo de Los Laureles.,Một bản đồ phác hoạ năm 1835 của Rancho đề cập đến con lạch là arroyo de los laureles.,A water course; a rivulet.
unilaterally,adverb,đơn phương,1962 – The Chinese People's Liberation Army declares a unilateral ceasefire in the Sino-Indian War.,"1962 – Quân đội Trung Quốc tuyên bố ngừng bắn đơn phương , kết thúc Chiến tranh Trung-Ấn.",In a unilateral way.
culvert,noun,cống,"Creeks, many of them now in culverts , flow from springs in the hills toward San Francisco Bay.","Những con lạch, nhiều người trong số chúng nay là cống nước, chảy từ những suối nước trên những ngọn đồi về phía vịnh San Francisco.",A transverse channel under a road or railway for the draining of water.
arresting,adjective,làm hãm lại,Do not get arrested .,Đừng để bị bắt đấy.,Present participle of arrest.
effluent,adjective,nhánh,"The area west of the New Hollandic Water Line was called Fortress Holland (Dutch: Vesting Holland; German: Festung Holland), the eastern flank of which was also covered by Lake IJssel and the southern flank protected by the lower course of three broad parallel rivers: two effluents of the Rhine, and the Meuse (or Maas).","Khu vực phía tây của Tuyến Đường thuỷ Holland Mới được gọi là Pháo đài Holland, sườn phía đông của nó có hồ IJssel bao bọc còn sườn phía nam được bảo vệ bởi vùng hạ lưu của ba con sông lớn chảy song song: hai nhánh của sông Rhine, và sông Meuse (còn gọi là sông Maas).",Flowing out; outflowing.
incur,verb,chịu,"This undermines the primary purpose of life insurance, as the investors would incur no financial loss should the insured person die.","Này, làm suy yếu các chính mục đích bảo hiểm của cuộc sống, như các nhà đầu tư sẽ phải chịu không có tài chính mất nên các người được bảo hiểm chết.","To bring upon or expose oneself to, especially something inconvenient, harmful, or onerous; to become liable or subject to."
percolate,noun,lọc,"Some precipitated water becomes groundwater, and groundwater flow includes phenomena such as percolation , while the conductivity of water makes electrical and electromagnetic methods useful for tracking groundwater flow.","Một phần nước thấm xuống đất trở thành nước ngầm, và dòng chảy nước ngầm dẫn đến những hiện tượng như thấm lọc , tăng độ dẫn điện của nước, làm cho phương pháp địa vật lý điện và điện từ hữu ích cho việc theo dõi lưu lượng nước ngầm.",(transitive) To pass a liquid through a porous substance; to filter.
elegiac,adjective,bi thương,"The city prospered again under a new rule, producing a number of important historical figures such as the elegiac poet Callinus and the iambic poet Hipponax, the philosopher Heraclitus, the great painter Parrhasius and later the grammarian Zenodotos and physicians Soranus and Rufus.","Thành phố lại trở nên thịnh vượng, sản sinh một số nhân vật lịch sử quan trọng, chẳng hạn như nhà thơ thể loại bi thương Callinus, nhà thơ thể loại Iambus Hipponax, triết gia Heraclitus, đại họa sĩ Parrhasius, nhà ngữ pháp học Zenodotos, các thầy thuốc Soranus và Rufus.","Of, or relating to an elegy."
halcyon,adjective,thanh bình,"Historian George Kerr writes that ""Okinawa was never again to know the halcyon days of Sho Shin's reign.""",Sử gia George Kerr viết rằng: Okinawa sẽ không bao giờ biết đến những ngày thanh bình một lần nữa như dưới thời trị vì của Thượng Chân Vương.,"In classical legends, a bird said to nest on the sea, thereby calming the waters."
expendable,adjective,có thể hy sinh,"Programmable, expendable , effective.","Có đầu óc, có thể hy sinh , hiệu quả.",Able to be expended; not inexhaustible.
contentious,adjective,hay cãi nhau,▪ Is she contentious ? —Proverbs 21:19.,❑ Cô ấy có hay tranh cãi không?—Châm-ngôn 21:19.,Marked by heated arguments or controversy.
affluent,adjective,giàu có,"MY PAST: I grew up in an affluent area of Naucalpan, Mexico State.","ĐỜI SỐNG TRƯỚC ĐÂY: Tôi lớn lên trong một khu giàu có ở thành phố Naucalpan, bang Mexico.",Somebody who is wealthy.
delicacy,noun,cao lương mỹ vị,26 And those eating his delicacies will bring his downfall.,26 Những kẻ ăn cao lương mỹ vị của vua sẽ làm vua gục ngã.,The quality of being delicate.
ad hoc,adjective,đặc biệt,This ad hoc tribunal of the National Academy is now in session.,Buổi xét xử đặc biệt của Viện hàn lâm quốc gia được mở.,special
dichotomy,noun,sự phân đôi,False Dichotomy (Only Two Options),Sự Phân Đôi Sai (Chỉ Có Hai Điều Chọn),A cutting in two; a division.
vexation,noun,sự làm bực mình,There will always be vexation and grief.,Lúc nào cũng sẽ có những bực bội và đau buồn,"The act of annoying, vexing, or irritating."
epigrammatic,adjective,dí dỏm,,,containing or using epigrams
refurbish,verb,tu chỉnh,Required if your product is used or refurbished,Bắt buộc nếu sản phẩm đã qua sử dụng hoặc đã được tân trang,To rebuild or replenish with all new material; to restore to original (or better) working order and appearance.
appreciation,noun,sự cảm kích,"If you would, I would appreciate it.","Nếu anh có thể, tôi thực sự cảm kích .","A just valuation or estimate of merit, worth, weight, etc.; recognition of excellence."
commemoration,noun,lễ kỷ niệm,Commemorations were also held in Bavaria.,Lễ kỷ niệm cũng được tổ chức tại Bavaria.,The act of commemorating; an observance or celebration designed to honor the memory of some person or event.
commencement,noun,sự khởi đầu,The Commencement of Missionary Work,Sự Khởi Đầu của Công Việc Truyền Giáo,The first existence of anything; act or fact of commencing; rise; origin; beginning; start.
derby,noun,derby,"They also entered the EFL Cup, but were eliminated after losing, on penalties, to Derby County in the third round.","Câu lạc bộ cũng đã tham gia Cúp EFL, nhưng đã bị loại sau khi thua trước Derby County ở vòng ba.",Any of several annual horseraces.
force,verb,ép,Sami forced Layla to be a drug mule.,Sami ép Layla làm đồng phạm buôn thuốc cấm.,(countable) Anything that is able to make a big change in a person or thing.
limerick,noun,limerick,only in dirty limericks .,Phim khiêu dâm rẻ tiền à?,"A humorous, often bawdy verse of five anapestic lines, with the rhyme scheme aabba, and typically has a 9-9-6-6-9 cadence."
maternal,adjective,bên ngoại,My personal “chains of the generations” are quite different on my maternal and paternal ancestral lines.,“Các chuỗi mắt xích các thế hệ” của cá nhân tôi thì khá khác biệt giữa dòng họ bên ngoại và bên nội của tôi.,"Of or pertaining to a mother; having the characteristics of a mother, motherly."
memorial,adjective,đài kỷ niệm,They had the honour of being the first to place flowers at the memorial .,Họ là những người đầu tiên đặt một bó hoa trước đài kỷ niệm .,"A structure, such as a monument, intended to celebrate the memory of a person or event"
osteoporosis,noun,chứng loãng xương,Does osteoporosis only affect the elderly ?,Có phải chứng loãng xương chỉ ảnh hưởng đến người già ?,"(pathology) A disease, occurring especially in women following menopause, in which the bones become extremely porous and are subject to fracture."
alphabet,noun,bảng chữ cái,"In the case of binary alphabets , only trivial MDS codes exist.","Trong trường hợp bảng chữ cái nhị phân, chỉ có các mã MDS tầm thường.",The set of letters used when writing in a language.
bribe,verb,hối lộ,I'll tell them about the bribes .,Tôi sẽ cho họ biết chuyện hối lộ .,Something (usually money) given in exchange for influence or as an inducement to dishonesty.
gag order,noun,lệnh cấm nói,This is a gag order .,Đây là lệnh nhận tù .,(law) An order issued by a court prohibiting specified persons from discussing a case outside limitations set by the court.
mollusk,noun,động vật thân mềm,There are about 889 species of birds and 310 species of land mollusks .,Có khoảng 889 loài chim và 310 loài động vật thân mềm sống trên đất.,(US) Alternative spelling of mollusc.
orangutan,noun,con đười ươi,"There was a very sick orangutan baby, my first encounter.","Đó là một con đười ươi con vô cùng ốm yếu, đó là lần đầu tôi gặp nó.","An arboreal anthropoid ape genus Pongo consisting of two species, Pongo pygmaeus of Borneo and Pongo abelii of Sumatra, having a shaggy reddish-brown coat, very long arms, and no tail."
aurora,noun,cực quang,"A hundred miles above the earth, the Aurora lights up the sky.","Một trăm dặm phía trên trái đất, những vầng cực quang tỏa sáng trên bầu trời.","An atmospheric phenomenon created by charged particles from the sun striking the upper atmosphere, creating coloured lights in the sky. It is usually named australis or borealis based on whether it is in the southern or northern hemispheres respectively."
cursive,adjective,viết thảo,"Japanese writing had long depended on Chinese ideograms (kanji), but these were now supplemented by kana, two types of phonetic Japanese script: katakana, a mnemonic device using parts of Chinese ideograms; and hiragana, a cursive form of kanji writing and an art form in itself.","Văn bản tiếng Nhật từ lâu đã phụ thuộc vào chữ tượng hình của Trung Quốc (kanji), nhưng bây giờ chúng được bổ sung bởi kana, hai kiểu chữ thư pháp tiếng Nhật: katakana, một phương thức ghi nhớ sử dụng các phần chữ tượng hình của Trung Quốc; và hiragana, một dạng chữ kanji viết thảo và bản thân là một hình thức nghệ thuật.",Having successive letters joined together.
equine,noun,ngựa,"For example, if you give your creature four equine legs, you can logically expect it to gallop around like a horse.""","Ví dụ nếu sinh có 4 chân bạn có thể hình dung chúng có thể di chuyển chạy lòng vòng như một con ngựa ."".",Of or relating to any member or members of the genus Equus.
fossil fuel,noun,nhiên liệu hóa thạch,People who sell us fossil fuels .,Những người bán nhiên liệu hóa thạch cho chúng ta.,"any fuel derived from hydrocarbon deposits such as coal, petroleum, natural gas and, to some extent, peat; these fuels are irreplaceable, and their burning generates the greenhouse gas carbon dioxide"
gesture,verb,động tác,They make the same gesture over and over.,Họ cứ lập đi lập lại cùng một động tác như vậy không ngơi nghỉ.,"A motion of the limbs or body, especially one made to emphasize speech."
monster,adjective,quái,"But the problem is, sometimes the monster is there.","Nhưng vấn đề là, quái vật đôi khi lại ở đấy.","A terrifying and dangerous, wild or fictional creature."
myopia,noun,cận thị,I think they call it progressive myopia .,Chắc đó là cái mà người ta gọi là bệnh cận thị cấp.,(pathology) A disorder of the vision where distant objects appear blurred because the eye focuses their images in front of the retina instead of on it.
poodle,noun,chó xù,You must've seen her walking down the street with her fat poodle .,Chắc anh chưa từng thấy cổ đi dạo phố với con chó xù mập ú.,"Any of various breeds of dog originating in Europe as hunting dogs, and having heavy, curly fur in a solid color; their shoulder height indicates their classification as standard, miniature, or toy."
