word,part_of_speech,meaning,example,example_meaning,definition
anaphora,noun,phép trùng lặp,"The most widely cited example of anaphora is found in the often quoted phrase ""I have a dream"", which is repeated eight times as King paints a picture of an integrated and unified America for his audience.","Nổi tiếng nhất là câu nói ""Tôi có một giấc mơ..."" được lặp lại tám lần khi King phác họa bức tranh hòa hợp chủng tộc của một nước Mỹ hiệp nhất.","(rhetoric) The repetition of a phrase at the beginning of phrases, sentences, or verses, used for emphasis."
litotes,noun,cách nói giảm,,,(rhetoric) A figure of speech in which the speaker emphasizes the magnitude of a statement by denying its opposite; a figure of speech in which understatement is used with negation to express a positive attribute; a form of irony
non sequitur,noun,không liền mạch,"Well, in the book, I argue that these are, in fact, non sequiturs .","Vâng, trong cuốn sách, tôi cho rằng đây là những thực tế không hợp lí .",Any abrupt and inexplicable transition or occurrence.
apposition,noun,phần chêm,It is a noun in apposition .,Đây là một noun in apposition .,"(grammar) A construction in which one noun or noun phrase is placed with another as an explanatory equivalent, either having the same syntactic function in the sentence."
asyndeton,noun,sự bỏ liên từ,,,"(rhetoric) A stylistic scheme in which conjunctions are deliberately omitted from a series of words, phrases, clauses."
iambic,noun,Iambơ,In iambic pentameter.,Với thể thơ iambic năm chữ.,(Prosody) Consisting of iambs or characterized by their predominance
metonymy,noun,hoán dụ,"In some cases, the semantic connection is indirect (metonymic or metaphoric): – nṯr, meaning ""god""; the character in fact represents a temple flag (standard); – bꜣ, meaning ""Bâ"" (soul); the character is the traditional representation of a ""bâ"" (a bird with a human head); – dšr, meaning ""flamingo""; the corresponding phonogram means ""red"" and the bird is associated by metonymy with this color.","Trong một số trường hợp, sự kết nối ngữ nghĩa là gián tiếp ( hoán dụ hay ẩn dụ): — nṯr, có nghĩa ""god"" (thần); chữ trên thực tế thể hiện một lá cờ của một đền thờ (tiêu chuẩn); — bȝ, có nghĩa ""bâ"" (linh hồn); chữ là sự thể hiện truyền thống của một ""bâ"" (một con chim với một cái đầu người); — dšr, có nghĩa ""flamingo"" (chim hồng hạc); tín hiệu ngữ âm tương ứng có nghĩa ""red"" (đỏ) và con chim được đi kèm bởi hoán dụ với màu sắc này.",The use of a single characteristic or name of an object to identify an entire object or related object.
pentameter,noun,thơ năm âm tiết,In iambic pentameter .,Với thể thơ iambic năm chữ .,(poetry) A line in a poem having five metrical feet.
agreement,noun,hiệp nghị,In 1989 the Malayan Communist Party (MCP) signed a peace agreement with the government of Malaysia.,"Năm 1989, Đảng Cộng sản Malaya (MCP) ký kết một hiệp nghị hòa bình với chính phủ Malaysia.",(countable) An understanding between entities to follow a specific course of conduct.
parallelism,noun,[sự,"Even this extreme event only matched a normal summer on similar parallels in continental Europe, underlining the maritime influences.","Ngay cả sự kiện cực đoan này chỉ phù hợp với một mùa hè bình thường với những điểm tương đồng tương tự ở châu Âu lục địa, nhấn mạnh đến ảnh hưởng của hàng hải.","The state or condition of being parallel; agreement in direction, tendency, or character."
opal,noun,Opan,"The country has deposits of coal, opal , gemstones, kaolin, iron ore, soda ash, and tantalum, but only gold is mined in significant quantities.","Nước này có trữ lượng than đá, opan , ngọc, kaolinit, quặng sắt, natri cacbonat và tantan, nhưng chỉ vàng được khai thác với số lượng đáng kể.","(mineralogy) A mineral consisting, like quartz, of silica, but inferior to quartz in hardness and specific gravity, of the chemical formula SiO2·nH2O."
sybaritic,adjective,sybaritic,,,(When capitalized) of or relating to Sybaris or the inhabitants thereof
porcine,adjective,như lợn,"Even though T. solium could be eliminated through mass treatment of human and porcine population, it is not sustainable.","Mặc dù T. solium có thể được loại bỏ thông qua xử lý hàng loạt người và lợn quy mô lớn, nhưng nó không bền vững.","Of, or pertaining to, the pig."
absurdist,adjective,vô lý,"One of my favorite examples of something that's happening on Twitter right now, actually, is the very absurdist Crimer Show.","Một trong những ví dụ tâm đắc của tôi về những điều đang xảy ra trên Twitter ngay bây giờ, thực ra đó là một chương trình vô cùng ngớ ngẩn Crimer Show.",An advocate of absurdism
double agent,noun,gián điệp hai mang,He was a double Agent for the triads.,Ông ta là gián điệp hai mang cho băng đó.,"(espionage) A spy who pretends to work for one side, when they are truthfully working for the other/ passing information to the other."
martial law,noun,thiết quân luật,"The country was under martial law , since civil war was raging in Greece.",Hy Lạp ở trong tình trạng thiết quân luật từ khi nội chiến bùng nổ.,"Rules by military authorities, especially when imposed on a civilian population in time of war or other crisis, or in an occupied territory"
upgrade,verb,nâng cấp,It's downloading its daily upgrades from U.S.R.,Nó đang tải các phần nâng cấp từ USR.,"an improved component or replacement item, usually applied to technology"
whiteout,noun,màu trắng,In a true whiteout there is no visible horizon.,Trong một whiteout thật sự không có đường chân trời nhìn thấy.,a heavy snowstorm; a blizzard
manhunt,noun,săn người,This is a manhunt .,Đây là vụ truy lùng .,An organized search for a criminal or enemy.
robotic,adjective,robot,"Robot : Yeah, sure.",Robot : Được thôi.,"Of, relating to, or resembling a robot."
seatbelt,noun,dây an toàn,Seatbelt !,Dây an toàn !,Alternative spelling of seat belt.
salutary,adjective,bổ ích,A Salutary Lesson,Một bài học hữu ích,Effecting or designed to effect an improvement; remedial: salutary advice.
cynosure,noun,Cynosure,,,(figuratively) That which serves to guide or direct.
capitol,noun,thủ phủ,"In 1900, Hawaii was granted self-governance and retained ʻIolani Palace as the territorial capitol building.","Năm 1900, Hawaii được tự trị và giữ Lâu đài ʻIolani là trụ sở của thủ phủ lãnh thổ.",Temple of Jupiter in Rome.
site,noun,nơi,"The site that de Vaux uncovered divides into two main sections: a main building, a squarish structure of two stories featuring a central courtyard and a defensive tower on its north-western corner; and a secondary building to the west.","Nơi mà de Vaux phát hiện ra chia thành hai phần chính: một ""tòa nhà chính"", tức một cấu trúc vuông có 2 tầng, có một sân trung tâm cùng một tháp phòng thủ ở góc tây bắc, và ""một tòa nhà phụ"" ở phía tây.","(obsolete) Sorrow, grief."
balcony,noun,ban công,Are we just kissing guys on balconies ?,Bọn anh có phải người hôn nhau ở ngoài ban công đâu?,"An accessible structure extending from a building, especially outside a window."
cognizance,noun,dấu hiệu phân biệt,And Satan was cognizant of what took place in the heavenly citadel.,Và Satan được thông báo tất cả những gì xảy ra trong thành trì thiên đình.,"An emblem, badge or device, used as a distinguishing mark by the body of retainers of a royal or noble house."
ministerial,adjective,góp phần vào,"It is especially important that elders and ministerial servants comment at meetings, since they are expected to take the lead in meeting participation, as well as in attendance.",Điều đặc biệt quan trọng là các trưởng lão và tôi tớ thánh chức bình luận tại các buổi họp vì họ phải nêu gương trong việc tích cực tham dự và góp phần vào buổi họp.,Related to a religious minister or ministry.
bill of attainder,noun,giấy chứng nhận,"Pym and his allies immediately launched a bill of attainder , which simply declared Strafford guilty and pronounced the sentence of death.","Pym và các đồng minh bèn đưa ra một dự luật trái với pháp luật, theo đó chỉ tuyên bố Strafford có tội và tuyên án tử hình ông ta.",(law) A legislative determination imposing punishment without trial; prohibited under the United States Constitution.
ex post facto,adjective,ex post facto,"This catalyzed the Tuidang movement, which encourages Chinese citizens to renounce their affiliations to the Chinese Communist Party, including ex post facto renunciations of the Communist Youth League and Young Pioneers.","Điều này xúc tác cho phong trào Tuidang, khuyến khích công dân Trung Quốc từ bỏ Đảng Cộng sản Trung Quốc, bao gồm cả việc từ bỏ Đoàn Thanh niên Cộng sản và Đội Thiếu niên.",Retroactive
self-esteem,noun,lòng tự trọng,Others suffer a loss of self - esteem and damage their conscience.,Số khác đánh mất lòng tự trọng và làm tổn thương lương tâm.,Confidence in one's own worth; self-respect.
immortality,noun,bất tử,Myth 1: The Soul Is Immortal,Quan điểm 1: Linh hồn bất tử,"(fiction, religion, mythology, biology) The condition of being immortal."
fontina,noun,fontina,"Many of the dishes involve Fontina , a cheese with PDO status, made from cow's milk that originates from the valley.","Nhiều món được thêm vào Fontina , một loại pho mát, được làm từ sữa bò bắt nguồn từ nơi đây.",a pale yellow cheese from Valle d'Aosta in Italy
halloumi,noun,halloumi,,,"A traditional Levantine cheese, particularly from Cyprus, made from goat's and/or sheep's milk."
melt,verb,tan,"And so, as the surrounding water gets warmer, it speeds up the melting of the ice.","Và do đó, vùng nước xung quanh trở nên nóng hơn, đẩy nhanh tốc độ tan băng.","Molten material, the product of melting."
parmesan,noun,phó mát pacma,"It is, for example, used with Parmesan cheese in Italy.",Ví dụ như là phô mai Parmesan ở Ý.,"A hard, full-fat Italian cheese from Parma."
pecorino,noun,pecorino,A wheel of Pecorino ?,Một cái Pecorino à ?,either of two Italian cheese made from ewe's milk
ricotta,noun,ricotta,Komori later went on to create Ricotta's second title Walkure Romanze: Shōjo Kishi Monogatari.,Komori sau đó cũng tham gia dự án thứ hai của Ricotta có tên Romanze: Shōjo Kishi Monogatari.,a soft Italian unsalted cheese resembling cottage cheese
brioche,noun,bánh mì ngọt hình tròn,Some brioches for my friend.,Lấy ít bánh mì ngọt cho ông bạn tôi.,"A type of bun, of French origin."
bun,verb,bánh sữa nhỏ,"Katy, where's my bun ?","Katy, búi tóc của bà đâu?","A small bread roll, often sweetened or spiced."
investigation,noun,điều tra,I had him investigate her.,Em bảo anh ta điều tra con bé.,"The act of investigating; the process of inquiring into or following up; research; study; inquiry, especially patient or thorough inquiry or examination; as, the investigations of the philosopher and the mathematician; the investigations of the judge, the moralist."
globetrotter,noun,chim lang thang,Globetrotter dive guide (2nd ed.).,Globetrotter dive guide (ấn bản 2).,A person who travels often to faraway places.
lounge,verb,phòng khách,In the bedroom and lounge .,Trong phòng ngủ và phòng khách .,To relax as if in a lounge.
cancelled,adjective,bị hủy,Mission cancelled .,Nhiệm vụ bị hủy .,Simple past tense and past participle of cancel.
tip,verb,mẹo,This tips into the territory of mental illness,Một số mẹo khi vào lãnh thổ của bệnh lý tâm thần,"The extreme top of something, especially when pointed; e.g. the sharp end of a pencil. [from 15th c.]"
junction,noun,chỗ giao nhau,Tunnel ahead is the main junction .,( Pinky ) Đường hầm phía trước là chỗ giao nhau chủ yếu đấy.,"The act of joining, or the state of being joined."
airline,noun,công ty hàng không,"March 1 – The German airline Deutsche Luft-Reederei (DLR) begins scheduled flights to Hamburg, Germany.",1 tháng 3 - Công ty hàng không Đức Deutsche Luft-Reederei (DLR) bắt đầu các chuyến bay đến Hamburg.,A company that flies airplanes to transport people and goods.
pilot,verb,lái,"An Imperial pilot , one of the cargo drivers he defected yesterday.","Có một phi công lái tàu chở hàng của Đế chế, hôm qua hắn đào ngũ.","(nautical) A person who steers a ship, a helmsman."
tour,verb,tua,"I gotta go on that tour , Major.","Tôi phải tham gia tua diễn này, Thiếu tá.","A journey through a particular building, estate, country, etc."
overlap,verb,gối lên nhau,So the X-ray will show the overlaps in these little corners.,X-quang cho thấy các lớp gối lên nhau ở các góc nhỏ đó.,To extend over and partly cover something.
elide,verb,lâu dài,I elide the names.,Tớ đã lược bỏ tên.,To break or dash in pieces; to demolish.
attaint,adjective,buộc tội,I denounce him and attaint him.,Ta tuyên bố hắn có tội và ra lệnh bắt hắn.,"(obsolete) Convicted, attainted."
abattoir,noun,lò mổ,An abattoir is a place where animals are slaughtered for food.,Một lò mổ là một nơi mà động vật được giết mổ làm thực phẩm.,"A public slaughterhouse for cattle, sheep, etc."
innovate,verb,đổi mới,So that's the first kind of invisible innovation coming out of India.,Vậy đó chính là một kiểu đổi mới vô hình xuất phát từ Ấn Độ.,"(obsolete, transitive) To alter, to change into something new."
jubilance,noun,sự hân hoan,"Be jubilant , my feet!",Xứng đáng là chân tướng quân!,Jubilation.
symbolic,adjective,tượng trưng,Miscellaneous Mathematical Symbols -A,KCharselect unicode block name,Pertaining to a symbol.
dazed,adjective,choáng váng,You feel like you're walking around in a daze .,Bạn cảm thấy như đang đi lòng vòng trong khi choáng váng .,Simple past tense and past participle of daze.
kith,noun,bè bạn,Your own kith and kin!,Họ hàng thân thuộc của chính ông!,(obsolete) friends and acquaintances
philanderer,noun,kẻ hay tán tỉnh,I'm a philanderer .,Tôi là tên chuyên tán gái .,One that plays at courtship; a fickle lover; a flirt (usually applies only to men).
manse,verb,mục sư,,,A house inhabited by the minister of a parish.
gopher,noun,gofer,"The gravity, the air, the gophers .","Trọng lực, không khí, lũ chuột đất .",(Biblical) an unknown tree; Noah's Ark was built in gopher wood
satisfy,verb,thỏa mãn,The answer Jesus gave satisfied his first-century followers.,Câu trả lời của Giê-su đã thỏa mãn môn-đồ ngài trong thế-kỷ thứ nhất.,"To do enough; to meet (needs); to fulfill (wishes, requirements)."
tyke,noun,con chó cà tàng,Tyke – A small puppy and Spike's son.,Tyke - Một con chó con bulldog và con trai của Spike.,(dialectal) A mongrel dog.
stigmatize,verb,bêu xấu,"Are we kind of stigmatizing people from Arkansas, and this part of the country?","Liệu chúng ta có đang bêu xấu những con người Arkansas, và vùng này của đất nước?",(transitive) To characterize as disgraceful or ignominious; to mark with a stigma or stigmata.
revocation,noun,sự thu hồi,"Louis Post at the Department of Labor, which had ultimate authority over deportation decisions, determined that the revocation of her husband Kershner's American citizenship in 1908 after his conviction had revoked hers as well.","Louis Post thuộc Bộ Lao động, cơ quan có thẩm quyền tối hậu về những quyết định trục xuất, quyết định rằng sự thu hồi quốc tịch Hoa Kỳ của chồng bà vào năm 1908 đương nhiên vô hiệu hóa quốc tịch của bà.",An act or instance of revoking.
adversely,adverb,bất lợi,2 Our lives are affected adversely when others treat us in an unkind manner.,2 Đời sống chúng ta bị ảnh hưởng bất lợi khi người khác đối xử không tốt với mình.,In an adverse manner.
collectivize,verb,tập thể hoá,"By 1936, about 90% of Soviet agriculture had been collectivized .","Tới năm 1936, khoảng 90% nông nghiệp Xô viết đã được tập thể hoá .",To organize a farm or industrial enterprise on the basis of collective control
armament,noun,vũ khí,"The aircraft had all armament , radar and paint removed, which reduced weight to 14,100 kg.","Vũ khí , radar và lớp sơn ngụy trang bị loại bỏ, giảm trọng lượng xuống còn 14.100 kg.",A body of forces equipped for war.
combine,verb,kết hợp,The crocodile’s jaw is a surprising combination of power and sensitivity.,Hàm cá sấu là sự kết hợp đáng kinh ngạc giữa sức mạnh và độ siêu nhạy cảm.,(transitive) to bring (two or more things or activities) together; to unite
alfalfa,noun,cỏ linh lăng,"I also harvested cotton, grapes, and alfalfa , and I participated in irrigating the fields.","Tôi cũng đi hái bông gòn, nho, cỏ linh lăng và làm công việc dẫn thủy nhập điền.","(uncountable) A plant,Medicago sativa, grown as a pasture crop."
nuanced,adjective,sắc thái,Nuance .,Đổi màu được nhỉ .,"Having nuances; possessed of multiple layers of detail, pattern, or meaning"
quipu,noun,quipu,"When the Spanish conquered the Incas, the quipu became obsolete and the codes were forgotten.","Khi người Tây Ban Nha xâm chiếm Đế Quốc Inca, quipu trở nên lỗi thời và người ta không còn nhớ mật mã của nó nữa.","a recording device, used by the Incas, consisting of intricate knotted cords"
snob,noun,kẻ hợm mình,I hate snobs .,Tôi ghét những tên hợm hĩnh .,"(disapproving, informal) A person who seeks to be, or is, a member of the upper classes and looks down on lower classes, such as the middle class and the poor."
liberal arts,noun,khoa học nhân văn,Geography had no place in the medieval catalogue of the “seven liberal arts .”,Địa lý không có chỗ trong danh sách “bảy môn khoa học nhân văn ” thời Trung Cổ.,those areas of learning that require and cultivate general intellectual ability rather than technical skills; the humanities
suborn,verb,mua chuộc,"Second thing we need to do is completely reform modern executive and professional compensation, which is what they use to suborn the appraisers.","Điều thứ hai ta cần làm là cải cách hoàn toàn hệ thống điều hành hiện đại và đãi ngộ chuyên nghiệp, đó là những gì họ sử dụng để mua chuộc các giám định viên.","To induce someone to commit an unlawful or malicious act, or to commit perjury"
grain,verb,ngũ cốc,Where did all that grain come from?,Số lượng ngũ cốc đó đến từ đâu?,"(uncountable) The harvested seeds of various grass-related food crops eg: wheat, corn, barley."
flume,noun,máng,Skin is the second studio album by Australian electronic musician Flume .,Skin là album phòng thu thứ hai của nhạc sĩ nhạc điện tử người Úc Flume .,"A ravine or gorge, usually one with water running through."
lipid,noun,Lipit,"Ruben & Jones (2000) note that the Harderian glands, which secrete lipids for coating the fur, were present in the earliest mammals like Morganucodon, but were absent in near-mammalian therapsids like Thrinaxodon.","Ruben & Jones (2000) lưu ý rằng các tuyến Harderia, tiết ra lipit để bọc lông, đã có mặt ở các thú có vú sớm nhất như Morganucodon, nhưng không có trong các Cung thú gần động vật có vú như Thrinaxodon.","(chemistry) Any of a group of organic compounds including the fats, oils, waxes, sterols, and triglycerides. Lipids are characterized by being insoluble in water, and account for most of the fat present in the human body. They are, however, soluble in nonpolar organic solvents."
chemical,noun,hóa học,Chemical reactions generally proceed more slowly at a lower temperature.,Hấp phụ hóa học thường xảy ra ở nhiệt độ cao với tốc độ hấp phụ chậm.,(obsolete) Of or relating to alchemy.
propellant,adjective,chất nổ đẩy đạn,Have you bought a propeller ?,Có phải anh đã mua một cái chân vit ?,anything that propels
downy,adjective,cồn cát,The next day is a momentous one for the downy young birds.,Ngày kế tiếp là một ngày quan trọng đối với đà điểu con còn lông tơ .,"Having down, covered with a soft fuzzy coating as of small feathers."
kudzu,noun,sắn dây,"Some climbing species, such as kudzu , which do not need to produce thick supportive tissue, may grow up to 12.5 mm/h.","Một số loài dây leo, chẳng hạn sắn dây , không cần sản sinh ra các mô hỗ trợ dày, có thể tăng trưởng tới 12.500 μm/h.",An Asian vine grown as a root starch.
omnipresence,noun,ở khắp nơi,He's omnipresent .,Ông ta có mặt khắp nơi .,the ability to be at all places at the same time; usually only attributed to God
jugular,adjective,tĩnh mạch cảnh,"When the giraffe lowers its head, valves in the jugular vein prevent blood from rushing back to the brain.","Khi hươu cúi đầu xuống, van trong tĩnh mạch cảnh cản không cho máu dồn về não.","Relating to, or located near, the neck or throat."
timeworn,adjective,thời gian mòn,Ravencroft is a timeworn institution devoted to mental improvement.,Cậu đã phạm luật của công ty.,showing the effects of wear due to long use
bunker,verb,boongke,Those bunkers are powerfully warded.,Những cái boongke này được trông nom đầy uy lực.,"(military) A hardened shelter, often buried partly or fully underground, designed to protect the inhabitants from falling bombs or other attacks."
alumna,noun,cựu sinh viên,""" Alumna Deborah Ann Woll on True Blood"".",Ngày 23 tháng 9 năm 2010. ^ “Alumna Deborah Ann Woll on True Blood”.,a female pupil or student (especially of a university or college)
deviance,noun,Lệch lạc,He is a couple's counselor and also works with men and boys suspected of sexual deviancy .,Ông là người tư vấn cho cặp vợ chồng và làm việc với những người nghi ngờ bị lệch lạc về tình dục.,(sociology) Actions or behaviors that violate formal and informal cultural norms such as law and the discouragement from public nose-picking.
matriculation,noun,nhập học,We matriculate a lot.,Bọn anh vào rất nhiều trường.,(Scottish) A registration of armorial bearings
absorption,noun,hấp thu,"Bicalutamide is well-absorbed, and its absorption is not affected by food.",Bicalutamide được hấp thu tốt và sự hấp thu của nó không bị ảnh hưởng bởi thức ăn.,The act or process of absorbing or sucking in anything.
upkeep,verb,phí tổn bo dưỡng,"Well, but Joe has provided for Patrick's upkeep .",Joe đã lo mọi thứ cho Patrick .,"(transitive, UK) to maintain (something) or keep it in good repair"
township,noun,quận,"Domino's Pizza is an American restaurant chain and the international franchise pizza delivery corporation is headquartered at the Domino's Farms Office Park (the campus itself owned by Monaghan) in Ann Arbor Township , Michigan, United States, near Ann Arbor, Michigan.","Domino's Pizza là tên một chuỗi nhà hàng pizza Mỹ và cũng là tên công ty nhượng quyền kinh doanh quốc tế có trụ sở tại Domino Farms Office Park (hội sở thuộc sở hữu của nhà đồng sáng lập Domino's Pizza Tom Monaghan) tại xã Ann Arbor, Quận Washtenaw, Michigan, Hoa Kỳ, gần Ann Arbor, Michigan.",The territory of a town; a subdivision of a county.
homeland,noun,quê hương,"I am a Hazara, and the homeland of my people is Afghanistan.","Tôi là một người Haraza, và quê hương của chúng tôi là Afghanistan.",One’s country of residence.
overpopulation,noun,nhân mãn,It is only in today’s world of imperfect mankind that overpopulation presents a problem.,Chỉ trong thế giới loài người bất toàn ngày nay nạn nhân mãn mới là một vấn đề.,A situation which occurs when the number of occupants of an area exceeds the ability of that area to provide for those occupants.
monotheism,noun,thuyết độc thần,I think it's the basis of animism and polytheism and monotheism .,Tôi nghĩ đây là nền tảng của thuyết duy linh thuyết đa thần và thuyết độc thần .,The belief in a single god; especially within an organized religion.
mass production,noun,Phương pháp tổ chức thực hiện công việc theo dây chuyền,Mass production of M-42 ceased in mid-1945.,Sự sản xuất T-40 kết thúc giữa năm 1942.,The process of manufacturing products on a large scale.
standard of living,noun,mức sống,Standard of living is lower.,Mức sống thấp hơn.,A relative measure of the quality of life of a person or group has.
gross domestic product,noun,GDP,"Debts owed during this same period amounted to $145.8 trillion, about 8.5 times the annual gross domestic product .","Tổng nghĩa vụ nợ trong suốt thời kỳ này là 145,8 nghìn tỷ đô la, bằng 8,5 lần GDP .",(economics) A measure of the economic production of a particular territory in financial capital terms over a specific time period.
time zone,noun,múi giờ,Date of this order based on the UTC time zone (in YYYY-MM-DD format).,Ngày đặt hàng này dựa trên múi giờ UTC (ở định dạng DD-MM-YYYY).,A range of longitudes where a common standard time is used.
recycle,verb,tái chế,Decided to use recycled content from cement and steel manufacturing.,Quyết định sử dụng thành phần tái chế từ ngành sản xuất xi măng và thép.,(transitive) To break down and reuse component materials.
gentrify,verb,cải tạo,And then gradually gentrifies .,Rồi dần trở nên chỉnh trang hơn.,"(transitive) to renovate something, especially housing, to make it more appealing to the middle classes"
dovish,adjective,chim bồ câu,"Over time, Weizman's views became more dovish .","Theo thời gian, quan điểm của Weizman đã trở nên rõ ràng hơn.","Like a dove; peaceful, conciliatory."
sorcery,noun,yêu thuật,"For example, a book about African religion states: “Belief in the function and dangers of bad magic, sorcery and witchcraft is deeply rooted in African life . . .","Thí dụ, một cuốn sách về tôn giáo ở Phi Châu tuyên bố: “Sự tin tưởng vào chức năng và mối nguy hiểm của loại ma thuật độc ác, yêu thuật và phép phù thủy bén rễ sâu trong đời sống người Phi Châu...",Magical power.
runic,adjective,chữ run,"As of July 2009, 25 team members were working at Runic Games.","Tính đến tháng 7 năm 2009, có 25 thành viên làm việc tại Runic Games .","Of, pertaining to, or written using runes."
incompatible,adjective,xung khắc,Incompatibility —“We Have Nothing in Common”,Tính xung khắc —“Chúng tôi thật khác biệt”,Of two things: impossible to coexist; not congruous because of differences; irreconcilable; disagreeing.
anastrophe,noun,phép đảo,,,"(rhetoric) Unusual word order, often involving an inversion of the usual pattern of the sentence."
archaism,noun,sự bắt chước cổ,"Her argument was that the word “enantes” has never fallen into disuse in Panama, whereby, this term should not be censure, nor considered an archaism .","Lập luận của bà là từ ""enantes"" chưa bao giờ rơi vào tình trạng không hài lòng ở Panama, theo đó, thuật ngữ này không nên bị chỉ trích, cũng không được coi là một archaism .",The adoption or imitation of archaic words or style.
enjambment,noun,câu thơ vắt dòng,,,A technique in poetry whereby a sentence is carried over to the next line without pause.
anapest,noun,anapaest,,,"(US, prosody) A metrical foot consisting of three syllables, two short and one long (e.g the word ""velveteen"")."
dactyl,noun,dactyl,Asteroid Ida with its moon Dactyl,Hành tinh nhỏ Ida với mặt trăng Dactyl,"A poetical foot of three syllables (— ~ ~), one long followed by two short, or one accented followed by two unaccented."
foot,noun,bàn chân,This will lessen the pressure on the ball of the foot .,Những kiểu dáng này sẽ làm giảm áp lực đè lên ức bàn chân .,(transitive) To use the foot to kick (usually a ball).
hexameter,noun,thơ sáu âm tiết,In modern Greek poetry hexameter was replaced by line of fifteen syllables.,"Trong thơ tiếng Hy Lạp hiện đại, hexameter được thay bởi dòng 15 âm tiết.",(uncountable) a poetic metre in which each line has six feet
chanson de geste,noun,bài hát de geste,"Often the stories were written down in the chansons de geste , or ""songs of great deeds"", such as The Song of Roland or The Song of Hildebrand.",Thông thường những câu truyện được viết thành những anh hùng ca (tiếng Pháp:chansons de geste) như Bài ca Roland hay Bài ca Hildebrand.,Old French epic poems
eclogue,noun,eclogue,The names of the lovers in Eclogue Ten.,Tên của cặp tình nhân trong câu đối thứ mười.,"A pastoral poem, often in the form of a shepherd's monologue or a dialogue between shepherds."
epithalamium,noun,bài ca mừng cưới,"Priscus Attalus gave the wedding speech, a classical epithalamium .","Priscus Attalus đã đọc bài diễn văn, một bài epithalamium cổ điển, gửi tặng đôi uyên ương này.",A song or poem celebrating a marriage.
fable,noun,ngụ ngôn,The Lion and the Mouse is one of Aesop's Fables .,Con cáo và chùm nho là truyện ngụ ngôn của Aesop.,"A fictitious narration intended to enforce some useful truth or precept, usually with animals, birds etc as characters; an apologue. Prototypically, Aesop's Fables."
folktale,noun,truyện dân gian,Many Nepalese folktales are enacted in dance and music.,Nhiều truyện dân gian Nepal được thuật lại bằng vũ đạo và âm nhạc.,A tale or story that is part of the oral tradition of a people or a place
bildungsroman,noun,văn học trường thành nhân cách,Scholars have characterized To Kill a Mockingbird as both a Southern Gothic and a Bildungsroman .,Những nhà nghiên cứu đã xếp Giết con chim nhại vào thể loại tiểu thuyết Gothic phương Nam và bildungsroman (kể về một nhân vật chính từ tuổi thơ ấu ).,"A novel tracing the spiritual, moral, psychological, or social development and growth of the main character, usually from childhood to maturity."
shapely,adjective,quyến rũ,Very shapely as well.,Cũng rất quyến rũ .,"Having a pleasing shape, pleasant to look at."
dimly,adverb,lờ mờ,Bible texts that had previously been only dimly understood became dramatically clear.,"Các câu Kinh Thánh trước kia chỉ hiểu lờ mờ , nay rõ nghĩa hẳn lên.",in a dim manner.
sinful,adjective,đầy tội lỗi,"Sodom has become corrupt, a city of sin .","Sô-đôm đã trở nên hư thối, một thành phố đầy tội lỗi .",Constituting a sin; being morally or religiously wrong; wicked; evil.
thud,verb,huỵch,( THUD ) Now heel.,Giờ là gót giày.,To make the sound of a dull impact.
classic,adjective,kinh điển,One classic routine the viper promotes is called the push-pull.,1 trò kinh điển mà Viper quảng cáo được gọi là xông vào / lôi kéo.,A perfect and/or early example of a particular style.
sneak,verb,trộm,"Not only do you sneak off to get drunk, you also steal evidence.",Ông không những trốn đi say sưa mà còn trộm cả vật chứng nữa,"A mean, sneaking fellow."
silky,adjective,mượt,International Australian Silky Terrier database Australian Silky Terrier at Curlie,International Australian Silky Terrier database Chó sục lông mượt Úc trên DMOZ,Similar in appearance or texture (especially in softness and smoothness) to silk.
hereditary,adjective,cha truyền con nối,They had just begun to come out of a hereditary kind of slavery.,Họ đã bắt đầu thoát khỏi chế độ nô lệ cha truyền con nối .,"which is passed on as inheritance, by last will or intestate"
marina,noun,bến,"It is claimed that, upon completion, it will be the world's largest man-made marina .","Sau khi hoàn thành, nó được cho là bến du thuyền nhân tạo lớn nhất thế giới.",A harbour for small boats.
spoof,adjective,lừa gạt,That's a spoof .,Đó là một đoạn phim nhại.,a hoax
ankh,noun,ankh,He receives an ankh and a was-scepter from the god.,Ông nhận được một ankh và một quyền trượng was từ vị thần.,"A cross shaped like a T with a loop at the top, the Egyptian hieroglyph representing the Egyptian triliteral ˁ-n-ḫ (“eternal life”) and often used as an amulet or charm for this concept."
unsightly,adjective,khó coi,"For example, many public places are left messy and unsightly .","Chẳng hạn, nhiều nơi công cộng rất bừa bãi và khó coi .",displeasing to the eye
eclat,noun,eclat,"As soon as the bacon was well under way, and Millie, her lymphatic aid, had been brisked up a bit by a few deftly chosen expressions of contempt, she carried the cloth, plates, and glasses into the parlour and began to lay them with the utmost eclat .","Ngay sau khi thịt xông khói là cũng theo cách nào, và Millie, viện trợ bạch huyết của mình, đã được brisked lên một chút bởi một số khéo léo lựa chọn biểu thức của sự khinh miệt, cô mang vải, tấm, và kính vào phòng khách và bắt đầu sa thải họ với Eclat nhất.",A brilliant or successful effect; brilliance of success or effort; splendor; brilliant show; striking effect; glory; renown.
southpaw,noun,chơi tay trái,You a southpaw ?,Mày dùng tay chiêu à?,"(informal) One who is left-handed, especially in sports."
