word,part_of_speech,meaning,example,example_meaning,definition,ID
abominable,adjective,kinh tởm,Abominable pig.,Con lợn kinh tởm .,"Worthy of, or causing, abhorrence, as a thing of evil omen; odious in the utmost degree; very hateful; detestable; loathsome; execrable.",3267
impeccable,adjective,hoàn hảo,""" We do routines and chorus scenes With footwork impeccable",♫ Chúng tôi nhảy múa và hát đồng ca Với những đôi chân hoàn hảo ♫,"Perfect, without faults, flaws or errors",3268
stealthily,adverb,lén lút,"For stealthily stealing my sympathy before, too.",Và cũng vì việc lén lút ăn cắp sự cảm thông của em trước đây.,"In a stealthy manner, furtively.",3269
gloat,verb,hả hê,"When does Israel meet her demise, but why should Judah not gloat ?","Y-sơ-ra-ên sụp đổ khi nào, nhưng tại sao Giu-đa không nên hả hê ?","To exhibit a conspicuous sense of self-satisfaction, often at an adversary's misfortune.",3270
dumbfounded,adjective,không nói nên lời,I stood there dumbfounded !,Tôi đứng ngây người không nói nên lời !,shocked and speechless.,3271
delegate,verb,cử,"14 During the first century, the apostles and older men in Jerusalem had general supervision of the congregations, although certain men exercised oversight in particular areas and might delegate some authority to others.","14 Trong thế-kỷ thứ nhứt, các sứ-đồ và trưởng-lão ở Giê-ru-sa-lem đã làm việc giám-thị tổng-quát các hội-thánh, mặc dù vài người trong họ có thể đã giám-sát đặc biệt một vùng nào đó hoặc là có thể cử những người khác thay mặt làm giúp họ (Công-vụ các Sứ-đồ 14:21-23; 15:1, 2).",a person authorized to act as representative for another; a deputy,3272
diversify,verb,đa dạng hóa,And we need to diversify our farms.,Và chúng ta cần phải đa dạng hóa trang trại của chúng ta.,(transitive) To make diverse or various in form or quality; to give variety to; to variegate; to distinguish by numerous differences or aspects.,3273
duress,verb,sự câu thúc,Duress ?,Cưỡng ép ?,(obsolete) Harsh treatment.,3274
prim,adjective,lên mặt đạo đức,"I know, Prim .","Chị biết, Prim à .",To make affectedly precise or proper.,3275
conspiratorial,adjective,bí ẩn,He saw the Bolsheviks (or Communists) as a conspiratorial organization that had gained power by a coup and initiated revolutionary changes for which there was no economic rationale in Russia.,Ông đã nhìn thấy những người Bolshevik (hoặc Cộng sản) là một tổ chức bí ẩn đã giành được quyền lực bởi một cuộc đảo chính và bắt đầu sự thay đổi mang tính cách mạng mà không có nhân tố cơ bản kinh tế ở Nga.,Pertaining to conspiracy or conspirators.,3276
prone,adjective,sấp,Among the features that remain in the game are Jets and the ability to go prone .,Trong số các tính năng còn lại trong game là máy bay phản lực và khả năng nằm sấp .,Lying face downward; prostrate.,3277
discordant,adjective,bất hoà,They could 've heard words of anger and discord .,Họ có thể đã nghe những lời giận dữ và mối bất hoà .,harsh or dissonant sounding,3278
unrelenting,adjective,không bớt,Could be unrelated .,Có thể không liên quan .,"Not relenting; having no pity; not being or becoming lenient, mild, gentle, or merciful; unyielding; inflexibly rigid; hard; stern; cruel.",3279
consolation,noun,an ủi,15 Console others with God’s Word.,15 Hãy dùng Lời Đức Chúa Trời để an ủi người khác.,The act of consoling.,3280
loathing,noun,sự ghê tởm,He turned away loathing the man who brought Pompey's head.,Ông quay đi với sự ghê tởm với người đàn ông đã mang đầu của Pompey đến.,"Sense of revulsion, distaste, detestation, extreme hatred or dislike.",3281
vulnerability,noun,dễ bị tổn thương,"The more afraid we are, the more vulnerable we are, the more afraid we are.","Chúng ta càng sợ, chúng ta càng dễ bị tổn thương , và chúng ta càng lo sợ.",(uncountable) Susceptibility to attack or injury; the state or condition of being weak or poorly defended.,3282
passivity,noun,tính thụ động,"After all, compassion is, not a passive quality, but an active, positive one.","Suy cho cùng, lòng trắc ẩn không phải là đức tính thụ động mà là chủ động.",The state of being passive.,3283
void,adjective,không có hiệu lực,The Geneva Convention is void here,Hiệp ước Geneva không có hiệu lực tại nơi này,"(computing, programming, of a function or method) That does not return a value.",3284
condemn,verb,kết án,He was condemned to death.,Anh ta bị kết án tử hình.,(transitive) To confer some sort of eternal divine punishment upon.,3285
revile,verb,chửi rủa,He carries on his loose talk to the point of slander or reviling .,Người ấy ăn nói bừa bãi đến độ vu khống hoặc chửi rủa .,To attack (someone) with abusive language.,3287
articulation,noun,khớp,It's modeled after the articulated wings of a bat.,Nó được dựng theo các khớp cánh của con dơi.,"(countable or uncountable) A joint or the collection of joints at which something is articulated, or hinged, for bending.",3288
immutable,adjective,bất biến,"Because of its preserving properties, salt became a symbol of permanence and immutability .","Vì có tác dụng bảo quản, muối tượng trưng cho sự lâu bền và bất biến .",Unable to be changed without exception.,3289
devastation,noun,sự phá huỷ,The Soviet Union was especially devastated due to the mass destruction of the industrial base that it had built up in the 1930s.,Liên bang Xô viết bị tổn hại rất nặng nề bởi sự phá huỷ hàng loạt các cơ sở công nghiệp họ đã xây dựng trong những năm thập kỷ 1930.,"The act of devastating, or the state of being devastated; a laying waste.",3290
singular,adjective,dạng số ít,"20 “TEʹKEL,” on the other hand, was written only once and in the singular form.","20 Mặt khác, “TÊ-KEN” chỉ được viết một lần và dưới dạng số ít .",Being only one of a larger population.,3291
irrevocable,adjective,không thể thay đổi,My decision is final and irrevocable,Đây là quyết định cuối cùng và không thể thay đổi .,Unable to be retracted or reversed. Final.,3293
patent,noun,bằng sáng chế,Benzathine benzylpenicillin was patented in 1950.,Benzathine benzylpenicillin được cấp bằng sáng chế vào năm 1950.,"A declaration issued by a government agency declaring someone the inventor of a new invention and having the privilege of stopping others from making, using or selling the claimed invention; a letter patent.",3294
acrid,adjective,chát,"Whether this world’s “air” smells good or acrid , it is polluted and deadly! —Proverbs 11:19.","Bất luận mùi vị của “không khí” thế gian này có ngọt ngào hay chát chúa, đó là không khí bị ô nhiễm và đem lại sự chết! (Châm-ngôn 11:19).","Sharp and harsh, or bitter and not to the taste; pungent.",3295
disinterested,adjective,vô tư,"It is possible that yet another unique quality of man is a capacity for genuine, disinterested , true altruism.","Vẫn có thể có một phẩm chất độc đáo khác có ở con người là khả năng vị tha chân thành, vô tư và không gian dối.","Uninterested, lacking interest. [from 17th c.]",3296
chagrin,verb,sự chán nản,"To my friend’s chagrin , it worked.",Phương pháp này thành công trước sự thất vọng của người bạn tôi.,"Distress of mind caused by a failure of aims or plans, want of appreciation, mistakes etc; vexation or mortification.",3297
endurable,adjective,có thể chịu đựng được,"We're enduring it as best we can, Miss Bingley.","Chúng tôi vẫn có thể chịu đựng được , thưa cô Bingley.",Able to be endured; tolerable; bearable.,3298
foist,verb,gán,They foisted it on me at the Literature Festival yesterday.,Họ đã đưa thêm cái này cho anh tại Đại hội Văn học hôm qua.,(transitive) To force another to accept especially by stealth or deceit.,3299
contrive,verb,xoay xở,This blackmore contrived to escape from their lair... he knows their plans.,Người da đen này đã xoay xở thoát khỏi hang ổ của chúng hắn biết kế hoạch của chúng.,To form by an exercise of ingenuity; to devise; to plan; to scheme; to plot.,3300
swaddle,verb,bọc bằng tã,I'm swaddling you.,Tôi xấu hổ quá.,To bind (a baby) with long narrow strips of cloth.,3302
derange,verb,quấy rối,Deranged coward.,Đám loạn trí .,"to cause someone to go insane (usually used in the passive, see deranged)",3303
genuflect,verb,quỳ gối,"♪ Genuflect , show some respect down on one knee ♪","♪ Quỳ xuống, hãy thể hiện sự kính trọng Quỳ gối xuống ♪","(intransitive) To bend the knee, as in servitude or worship",3304
fastidious,adjective,khó tính,The Shiba is a relatively fastidious breed and feels the need to maintain itself in a clean state.,Các Shiba là một giống tương đối khó tính và cảm thấy rất cần thiết khi giữ chính nó thật sạch.,"Excessively particular, demanding, or fussy about details.",3305
dainty,adjective,dễ thương,"Wear dainty jewelry like a dangly heart pendant , a charm bracelet , or cute little earrings that hang just a little bit .","Hãy đeo những món trang sức dễ thương chẳng hạn như chiếc dây chuyền hình tim lủng lẳng , một chiếc vòng cổ đẹp hay đôi hoa tai duyên dáng .",Delicately small and pretty.,3306
equilibrium,noun,cân bằng,We have reached and Equilibrium .,Chúng ta đạt được sự cân bằng .,"The condition of a system in which competing influences are balanced, resulting in no net change.",3307
redemption,noun,sự chuộc,"And therein lies the journey to true redemption ,",Và thứ ở bên trong hành trình đến sự chuộc lỗi.,The act of redeeming or something redeemed.,3308
linger,verb,nán,"The Japanese naval forces lingered near the northern Solomons, out of range of the U.S. aircraft based at Henderson Field, before finally returning to Truk on 5 September.","Các lực lượng hải quân Nhật Bản còn nán lại phía bắc quần đảo này, ngoài tầm hoạt động các máy bay của sân bay Henderson, trước khi quay trở về Truk ngày 5 tháng 9.",(intransitive) To stay or remain.,3309
curtail,verb,rút ngắn,"See if you can find something that could be omitted or curtailed to allow time for more Bible reading or study. —Ephesians 5:15, 16.","Hãy thử xem có thể cắt bỏ hay rút ngắn việc nào đó để có thêm giờ đọc hoặc học Kinh Thánh không.—Ê-phê-sô 5:15, 16.",(obsolete) To cut short the tail of an animal,3310
obstruct,verb,cản trở,"On the grounds of "" obstruction of justice. ""","Với tiêu đề "" Cản trở việc thự thi công lý.",To block or fill (a passage) with obstacles or an obstacle. See Synonyms at block.,3311
crepe,verb,nhiễu,Milk crepes .,Bánh crepe sữa,"A flat round pancake-like pastry from Lower Brittany, made with wheat.",3312
holocaust,noun,sự tàn sát,"This is Stanley Milgram, little Jewish kid from the Bronx, and he asked the question, ""Could the Holocaust happen here, now?""","Đây là Stanley Milgram, đứa trẻ Do thái từ Bronx, và cậu ta hỏi"" Sự tàn sát có thể xảy ra lúc này tại đây không?""","The state-sponsored mass murder of an ethnic group. In particular (and often with an initial capital) the “Final Solution”, a euphemism used by the Nazis to describe the mass killing of Jews and others either in camps equipped with industrial gassing and crematorium equipment or by more conventional means.",3313
overwhelming,adjective,tràn ngập,"Soon, a sweet and overwhelming chorus of voices filled the chapel.","Chẳng bao lâu, một ban hợp xướng tuyệt vời và xuất sắc tràn ngập giáo đường.",Present participle of to overwhelm.,3314
headstrong,adjective,ương ngạnh,"Some would be headstrong , or impulsive and reckless.","Một số người thì ương ngạnh , tức bốc đồng và liều lĩnh.","Determined to do as one pleases, and not as others want.",3315
devious,adjective,không ngay thẳng,Desire for fame and glory causes many to act in devious ways.,Vì ham muốn danh vọng và vinh quang mà nhiều người hành động theo những đường lối không ngay thẳng .,"Deviating; not straightforward, not honest, not frank; not standard.",3316
meddle,verb,xen vào,9 An ambassador and his staff do not meddle in the affairs of the country where they serve.,9 Khâm sai và đoàn tùy tùng không xen vào nội bộ của nước họ được phái đến.,"(obsolete) To mix (something) with some other substance; to commingle, combine, blend. [14th-17th c.]",3317
exceed,verb,vượt,1970 – The Soviet Tupolev Tu-144 becomes the first commercial transport to exceed Mach 2.,1970 – Tupolev Tu-144 của Liên Xô trở thành phương tiện vận chuyển thương mại đầu tiên vượt qua vận tốc âm thanh.,"(transitive) To be larger, greater than (something).",3318
tendril,noun,vật xoán hình tua,And the tendrils will be lopped off and removed.,Tua cuốn sẽ bị tỉa và loại bỏ.,"(botany) A thin, spirally coiling stem that attaches a plant to its support.",3319
astride,adverb,cưỡi lên,He is sitting astride a bench in the courtyard and looks at Roquemaurel in silence.,Y ngồi cưỡi lên một chiếc ghế dài trong sân và im lặng nhìn Roquemaurel.,With one’s legs on either side.,3320
sanctify,verb,biện bạch,10 min: “Let God’s Name Be Sanctified .”,10 phút: “Xin cho danh Đức Chúa Trời được nên thánh ”.,(transitive) To make holy; to consecrate. Set aside for sacred or ceremonial use.,3321
eloquent,adjective,hùng biện,"And because of his eloquence and persuasiveness, he experienced great success.1","Và nhờ vào tài hùng biện và có sức thuyết phục, ông đã có được nhiều thành công.1",effective in expressing meaning by speech,3322
crone,noun,bà già,And would an old crone have attracted your eye?,Nếu một bà già thì có thu hút được anh không?,(obsolete) An old woman,3323
turret,noun,tháp nhỏ,"Tremendous in magnitude and height, ... with a plenty of conning turrets and towers with crosses.","Có độ rộng và chiều cao lớn lao, ... với nhiều tháp nhỏ và tháp lớn cùng thánh giá.","(architecture) A little tower, frequently a merely ornamental structure at one of the corners of a building or castle.",3324
offset,verb,bù lại,""" Current rates , however , do not come close to offsetting the purchasing-power risk that investors assume .","Tuy nhiên , tỷ lệ hiện tại không đủ bù lại rủi ro mà người mua cho rằng có thể gặp phải .",Anything that acts as counterbalance; a compensating equivalent.,3325
haphazardly,adverb,một cách tình cờ,But these are not scattered about haphazardly .,Nhưng chúng không ở rải rác một cách bừa bãi .,In a haphazard manner.,3326
crestfallen,adjective,chán nản,There is a part of me that would be crestfallen if you did.,Một phần trong ta sẽ tuyệt vọng nếu ngươi làm vậy đấy.,Sad because of a recent disappointment.,3327
stupor,noun,trạng thái sững sờ,"You woke up from a stupor , didn't know where you were?","Thì sao, ông tỉnh dậy khi đang ngớ ngẩn say , và không biết mình ở đâu hả?",A state of reduced consciousness or sensibility,3328
palatial,adjective,nguy nga,Cambodia was a communist ally of China and Prince Sihanouk was staying in a palatial residence in Beijing.,Campuchia là một đồng minh của Trung Quốc và hoàng tử Sihanouk đã ở trong một căn nhà nguy nga ở Bắc Kinh.,Of or relating to a palace.,3329
sallow,adjective,tái,"Thou belongest to that hopeless, sallow tribe which no wine of this world will ever warm; and for whom even Pale Sherry would be too rosy- strong; but with whom one sometimes loves to sit, and feel poor - devilish, too; and grow convivial upon tears; and say to them bluntly, with full eyes and empty glasses, and in not altogether unpleasant sadness -- Give it up,","Ngài belongest với bộ tộc vô vọng tái xám, không có rượu vang của thế giới này sẽ bao giờ hết ấm áp, mà thậm chí nhạt Sherry sẽ là quá hồng mạnh mẽ, nhưng với người mà một đôi khi rất thích ngồi, và cảm thấy kém quỷ quái, và phát triển vui vẻ khi những giọt nước mắt và nói với họ một cách thẳng thắn, với đầy đủ mắt và kính trống rỗng, và trong nỗi buồn không hoàn toàn khó chịu - nó lên,","dirty, murky",3330
boorish,adjective,thô lỗ,"For two centuries after George II's death, history tended to view him with disdain, concentrating on his mistresses, short temper, and boorishness .","Trong khoảng hai thế kỷ sau cái chết của George II, các sử gia có xu hướng nhìn nhận ông với thái độ khinh thị, chỉ trích việc ông có nhiều tình nhân, hay nổi cáu và thô lỗ .",Behaving as a boor; rough in manners; rude; uncultured.,3331
incorrigible,adjective,không thể sửa được,They must not presume to judge others as permanently incorrigible .,Họ chớ nên phán đoán rằng những người phạm tội là vĩnh viễn không thể sửa được .,defective and impossible to materially correct or set aright.,3332
fetching,adjective,quyến rũ,The fetching young lady in the fur stole or Cookie here.,Quý bà trẻ tuổi quyến rũ trong chiếc khăn quàng lông thú này hay Bánh quy.,Attractive; pleasant to regard.,3333
fete,verb,lễ hội,Car 1 6 to Place des Fetes .,Xe 16 tới ga Quảng trường des Fêtes .,"A festival open to the public, the proceeds from which are often given to charity.",3334
berate,verb,mắng mỏ,"She regularly berates Mung Daal, whom she considers a rival.","Bà thường xuyên mắng mỏ Mung Daal, người mà cô cho là đối thủ.",(transitive) To chide or scold vehemently; to lecture or rate.,3335
paroxysm,noun,cơn kích phát,"So, there I was -- in a sort of paroxysm of horror.","Vậy đó, tôi đã -- cực kỳ hoảng hồn.",A random or sudden outburst (of activity).,3336
carapace,noun,mai,"The carapace of P. zangerli is higher domed than that of the recent Chelydra, a trait conjectured to be associated with the coexistence of large, chelonivorous (i.e., turtle-eating) crocodilians.","Mai của P. zangerli là cao hơn so với mai của Chelydra gần đây, một đặc điểm phỏng đoán có liên quan đến sự sống chung của lớn, chelonivorous (tức là, rùa ăn) cá sấu.",A hard protective covering of bone or chitin.,3337
cede,verb,nhượng,"Well, you tell Carlsbad... from me... that I will cede sovereignty of Nootka Sound to whichever nation offers me their monopoly... on the trade of furs for tea from Fort George to Canton.",Hãy chuyển lời từ tôi tới Carlsbad rằng tôi sẽ nhượng lại chủ quyền Nootka Sound cho bất cứ nước nào cho tôi độc quyền buôn da lông thú lấy trà từ cảng George tới Quảng Châu.,"(transitive) To give up, give way, give away.",3338
propitious,adjective,thuận lợi,"With the partial destruction of the North Vietnamese logistical system in Cambodia, the U.S. headquarters in Saigon determined that the time was propitious for a similar campaign in Laos.","Sau khi tấn công vào các ""thánh địa Cộng sản"" tại Campuchia, các sở chỉ huy Mỹ tại Sài Gòn quyết định rằng thời gian đang thuận lợi cho một chiến dịch tương tự tại Lào.",Favorable; benevolent (e.g. propitious weather),3339
broach,verb,dao chuốt,She's broaching .,Vỏ tàu vỡ ...,A series of chisel points mounted on one piece of steel.,3340
excoriate,verb,lột,"The speech dealt with slavery, but at the same time excoriated American imperialism, particularly the Mexican–American War.","Bài phát biểu lên án chế độ nô lệ, nhưng đồng thời chỉ trích chủ nghĩa đế quốc Mỹ, đặc biệt là cuộc chiến tranh Mexico-Mỹ.",(transitive) To wear off the skin of; to chafe or flay.,3341
ruse,noun,mưu mẹo,How did Joshua now regard their ruse ?,Bấy giờ Giô-suê xem mưu mẹo của họ thế nào?,a trick,3342
entrenched,adjective,thâm căn cố đế,We've entrenched them.,Chúng tôi đã khoanh vùng.,Simple past tense and past participle of entrench.,3344
demure,adjective,e lệ,"didn't want her walking with her eyes downcast, trying to be mysterious and demure .","Anh không muốn cô bước đi với đôi mắt nhìn xuống, cố thật bí ẩn và e lệ .","Quiet, modest, reserved, or serious.",3345
recant,verb,công khai,"Eventually, he was forced to “ recant .”",Rốt cuộc ông bị buộc phải “ công khai rút lại ý kiến”.,"To withdraw from or repudiate a statement or opinion formerly expressed, especially formally and publicly.",3346
segregated,adjective,tách biệt,Classes are segregated by sex.,Các lớp học được phân theo giới tính.,"(of a person or thing) Separated or isolated from others, or from another group.",3347
castrate,verb,thiến,They castrate them all.,Họ thiến chúng hết.,(transitive) To remove the testicles of.,3348
confrontation,noun,sự đương đầu,"If you are listening to this, that means that the confrontation you so long dreamed of is finally unfolding.","Nếu anh nghe cái này, có nghĩa là sự đương đầu anh mơ đến từ lâu cuối cùng đã bùng nổ.","The act of confronting or challenging another, especially face-to-face",3349
ingrained,adjective,thâm căn cố đế,Procrastination is seldom related to a single item; it is usually an ingrained behavior pattern.,Trì hoãn hiếm khi liên quan tới một việc cụ thể nào; nó thường là kiểu hành vi thâm căn cố đế .,Being an element; present in the essence of a thing,3350
mandatory,adjective,bắt buộc,"You're late, and this is mandatory !","Cậu trễ rồi đấy, và đây là hoạt động bắt buộc !",Obligatory; required or commanded by authority.,3351
racist,adjective,kẻ phân biệt chủng tộc,"What, you think you're gonna win me over by calling me a racist ?","Sao, anh nghĩ sẽ thắng bằng cách gọi tôi là kẻ phân biệt chủng tộc ?","Of, relating to, or advocating racism.",3352
unwieldy,adjective,khó sử dụng,"Up- spouted by a whale in air, To express unwieldy joy. ""","Up- spouted bởi một con cá voi trong không khí, diễn tả niềm vui khó sử dụng . """,(obsolete) lacking strength; weak,3353
integrity,noun,chính trực,"According to Muel Kaptein, integrity is not a one-dimensional concept.","Theo Muel Kaptein, Lòng chính trực không phải là khái niệm một chiều.",Steadfast adherence to a strict moral or ethical code.,3354
naivete,noun,ngây thơ,Petulance and naivete are a bad combination.,Sự nóng nảy và thiếu kinh nghiệm kết hợp lại thật quá tệ.,Alternative spelling of [i]naïveté[/i],3356
manacle,noun,cùm,"One hundred years later , the life of the Negro is still sadly crippled by the manacles of segregation and the chains of discrimination .","Một trăm năm sau đó , cuộc sống của người da đen vẫn bị trì trệ thảm hại bởi gông cùm của nạn kỳ thị chủng tộc và xiềng xích của nạn phân biệt đối xử .",Any similar device such as a fetter or handcuffs.,3357
demeanor,noun,thái độ,Thant had a calm and unassuming demeanor which won his colleagues' respect.,"Thant có thái độ bình tĩnh và khiêm tốn, giúp ông được các đồng sự kính trọng.","The outward way in which a person behaves, especially towards others.",3358
detrimental,adjective,có hại,Some may fear that scattering the ashes is detrimental to the environment.,Một số người sợ rằng việc rải tro có hại cho môi sinh.,Causing damage or harm.,3359
perpetrate,verb,phạm,"And there are women who are perpetrators , and of course there are men who are victims.","Và có những phụ nữ là thủ phạm , và dĩ nhiên có đàn ông là nạn nhân.","(transitive) To be guilty of, or responsible for a crime etc; to commit.",3360
epitomize,verb,tóm tắt,How would you epitomize what is recorded at Habakkuk 1:13-17?,Bạn tóm tắt các câu Ha-ba-cúc 1:13-17 như thế nào?,To make an epitome of.,3361
epitaph,noun,văn bia,"Not much of an epitaph , is it?","Không phải là một văn bia hay ho lắm, phải không?",An inscription on a gravestone in memory of the deceased.,3362
memorandum,noun,bị vong lục,"Both Chinese and Indian associations have submitted memorandums to the government, accusing it of formulating an undemocratic culture policy.","Các hiệp hội của người Hoa và người Ấn đều đệ trình các bị vong lục lên chính phủ, buộc tội chính phủ chế định một chính sách văn hóa phi dân chủ.",a short note serving as a reminder,3363
unconscionable,adjective,vô lương tâm,It would be unconscionable .,Như thế quá vô lương tâm,Not conscionable; unscrupulous and lacking principles or conscience.,3364
defiant,adjective,bướng bỉnh,He was deceitful and defiant .,Lòng nó đầy dối trá và bướng bỉnh .,Defying.,3365
reprisal,noun,sự trả thù,Reprisals might jeopardise operations.,Sự trả thù có thể gây ra nguy hiểm cho chiến dịch đang tiến hành.,act of retaliation,3366
oppression,noun,áp bức,They became the oppression that they sought to end.,"Chúng trở thành sự áp bức , mà chính chúng đã nỗ lực để kết thúc.","The exercise of authority or power in a burdensome, cruel, or unjust manner.",3367
implement,verb,thực hiện,"Some of them are partially implemented already, the ones at the top.","Một số trong đó đã được thực hiện , mấy cái ở phía trên.",A tool or instrument for working with.,3368
boycott,verb,tẩy chay,"In 2000, OutRage! spokesman Peter Tatchell, called for a boycott of the bus and rail group.","Phát ngôn viên Peter Tatchell, kêu gọi tẩy chay tập đoàn xe buýt và đường sắt.","To abstain, either as an individual or group, from using, buying, or dealing with someone or some organization as an expression of protest.",3369
stereotype,verb,công thức hoá,"And in this case, the stereotype corresponds to reality.","Trong trường hợp này, ý niệm đó phù hợp với thực tế.","A conventional, formulaic, and oversimplified conception, opinion, or image.",3370
menial,adjective,đầy tớ,(1 Peter 5:5) The expression “gird yourselves” suggests the action of a servant who would gird himself with an apron to carry out menial work.,"Cụm từ “cư xử” trong nguyên ngữ là “mặc lấy”, gợi lên hình ảnh người đầy tớ đeo tạp dề để làm công việc thấp hèn.",Of or relating to work normally performed by a servant.,3371
crucible,noun,nồi nấu kim loại,"Newly enriched, Friedrich decided to discover the secret of cast ( crucible ) steel.","Vừa mới trở nên giàu có, Friedrich quyết định khám phá bí mật của thép đúc ( nồi nấu kim loại ).",(chemistry) A cup-shaped piece of laboratory equipment used to contain chemical compounds when heating them to very high temperatures.,3372
buoyancy,noun,sức nổi,Buoyancy counteracts the gravitational pull on the body and their great bulk is therefore partially supported by the water.,Sức nổi chống lại lực hấp dẫn tác động lên cơ thể và kích thước khổng lồ vì thế mà được nâng đỡ một phần bởi lớp nước.,(physics) the upward force on a body immersed or partly immersed in a fluid,3373
perfunctory,adjective,chiếu lệ,It was not a matter of his making calls in a mechanical or perfunctory way.,Ông không đến thăm chiên một cách máy móc hoặc chiếu lệ .,"Done merely to discharge a duty; performed mechanically and as a thing of rote; done in a careless and superficial manner; characterized by indifference; as, perfunctory admonitions.",3374
militant,noun,chiến sĩ,A militant environmental activist group.,Một nhóm các chiến sĩ bảo vệ môi trường.,fighting or warlike; belligerent,3375
anemia,noun,thiếu máu,The treatment for tularemia can cause aplastic anemia .,Điều trị bệnh sốt thỏ có thể gây ra thiếu máu không tái tạo.,"(uncountable) (pathology) A medical condition in which the capacity of the blood to transport oxygen to the tissues is reduced, either because of too few red blood cells, or because of too little hemoglobin, resulting in pallor and fatigue.",3376
envision,verb,hình dung,I envisioned the buildings shaking and people falling to the earth.,Tôi hình dung các tòa nhà sẽ rung động và người ta ngã xuống đất.,(transitive) To conceive or see something within one's mind. To imagine.,3377
accommodating,adjective,dễ dãi,They've been very accommodating .,Họ đã tỏ ra rất dễ dãi .,"Affording, or disposed to afford, accommodation; obliging; as an accommodating man, spirit, arrangement.",3378
renovation,noun,sự cải tiến,"Renovation proved impossible, as the architect Günther Behnisch vetoed major modifications of the stadium.",Những sự cải tiến sân vận động đều trở nên bất khả thi vì kiến trúc sư Günther Behnisch phủ quyết những cải tiến cho sân vận động.,"An act, or the process, of renovating.",3379
serenity,noun,sự thanh bình,"The peace of what have been called the "" serene Olympics ""... was shattered just before dawn this morning, about 5:00.","Sự thanh bình của 1 "" Olympic bình an ""... đã bị phá tan vào lúc 5 giờ rạng sáng ngày hôm nay.",The state of being serene; calmness; peacefulness.,3380
vigilant,adjective,cảnh giác,So the five foolish virgins are not vigilant and are not prepared for the arrival of the bridegroom.,Năm trinh nữ dại đã không cảnh giác và chuẩn bị để đón chú rể.,"Watchful, especially for danger or disorder; alert; wary",3381
populace,noun,quần chúng,Reading and learning were at a low point among the populace .,Quần chúng ít khi đọc và học hỏi.,The common people of a nation.,3382
bereavement,noun,sự mất,"Indeed, because women are three times more likely to be widowed than are men, bereavement of one’s spouse has been called a “female phenomenon.”","Vì nguy cơ rơi vào cảnh góa bụa ở phụ nữ cao gấp ba lần so với nam giới, nên sự mất mát người bạn đời được gọi là “hiện tượng của nữ giới”.",The state of being bereaved; deprivation; especially the loss of a relative by death,3383
testament,noun,chúc thư,The final testament of fire lord sozin.,Chúc thư cuối cùng của Hỏa Vương Sozin.,"(law) A solemn, authentic instrument in writing, by which a person declares his or her will as to disposal of his or her inheritance (estate and effects) after his or her death, benefiting specified heir(s).",3384
lore,noun,học vấn,Just lore .,Chỉ toàn lí thuyết .,all the facts and traditions about a particular subject that have been accumulated over time through education or experience.,3385
decrepit,adjective,già yếu,"Sharks are known to scour the seas for the sick, dying, decrepit , and dead.","Người ta biết rằng cá mập lùng kiếm khắp các đại dương để tìm cá bịnh, sắp chết, già yếu và cá đã chết.",Weakened or worn out from age or wear,3386
atrocious,adjective,tồi tệ,Jeremiah stayed faithful in spite of atrocious treatment,Giê-rê-mi vẫn trung thành dù bị đối xử tồi tệ,"frightful, evil, cruel or monstrous",3387
evasive,adjective,lảng tránh,But evasive .,Nhưng lại lảng tránh .,Tending to avoid speaking openly or making revelations about oneself.,3388
imperious,adjective,cấp bách,"The great qualities, the imperious will, the rapid energy, the eager nature fit for a great crisis are not required—are impediments—in common times.","Những phẩm chất tuyệt hảo, ý chí cấp bách , năng lực nhanh chóng, bản chất hăng hái thích hợp cho một cuộc khủng khoảng lớn thì không cần thiết mà ngược lại chỉ là những trở ngại cho những lúc bình thường.","Domineering, arrogant, or overbearing.",3389
rapport,noun,cảm tình,"A good rapport has developed, which has opened the way for many productive Bible discussions.","Chị đã gây cảm tình , điều này đưa đến nhiều cuộc thảo luận có kết quả dựa trên Kinh-thánh.",A relationship of mutual trust and respect.,3390
proliferation,noun,sự tăng nhanh,The proliferation of dating clubs and computer chat rooms and the profusion of newspaper advertisements by those seeking companions indicate that people crave human contact.,Sự tăng nhanh của những câu lạc bộ hẹn hò và mục trò chuyện trực tiếp trên máy vi tính cùng với vô số những mục tìm bạn trên mặt báo cho thấy người ta khao khát được tiếp xúc với người khác.,"(uncountable) The process by which an organism produces others of its kind; breeding, propagation, procreation, reproduction.",3391
standoffish,adjective,cách biệt,I'm not standoffish .,Tôi có lạnh lùng đâu.,Aloof; reserved; unsociable and unfriendly.,3392
prodigious,adjective,kỳ lạ,Such prodigious events never happen in our days!’,Những việc kỳ lạ như vậy không bao giờ xảy ra trong thời chúng ta!’,Very big in size or quantity; gigantic; colossal; huge.,3393
inexorable,adjective,không lay chuyển được,"Was I, therefore, a daughter of inexorability ?","Như vậy, cháu là con gái của sự bất động tâm ư?",Unable to be persuaded; relentless; unrelenting,3394
seizure,noun,sự chiếm đoạt,"Law and order began to break down, encouraged by the chaos caused by the seizure of lands.","Luật pháp và trật tự bị phá vỡ, do những cuộc bạo động được gây nên bởi sự chiếm đoạt các vùng đất.","The act of taking possession, as by force or right of law.",3395
