word,part_of_speech,meaning,example,example_meaning,definition
dejection,noun,sự buồn nản,THE KING BECOMES “ DEJECTED ” IN A WAR,VỊ VUA TRỞ NÊN “ LO - BUỒN ” TRONG CUỘC CHIẾN,"a state of melancholy or depression; low spirits, the blues"
indiscernible,adjective,không phân biệt được,"For a fixed length n, the Hamming distance is a metric on the set of the words of length n (also known as a Hamming space), as it fulfills the conditions of non-negativity, identity of indiscernibles and symmetry, and it can be shown by complete induction that it satisfies the triangle inequality as well.","Đối với một chiều dài cố định ""n"", khoảng cách Hamming là độ đo trên không gian vectơ của các từ có chiều dài đó, vì nó thỏa mãn yêu cầu về tính chất số không âm (non-negativity) (số tuyệt đối), hiện thân của tính bất khả phân định (indiscernibles) và tính đối xứng (symmetry), và nó có thể được chứng minh một cách dễ dàng bằng phép quy nạp toàn phần (complete induction) rằng nó còn thỏa mãn bất đẳng thức tam giác (triangle inequality).","Not capable of being discerned, of being perceived."
stratum,noun,tầng,It consists of a partial anterior dentary 11.5 centimetres (4.53 in) in length from an early Albian stratum of the Chenini Formation of Tunisia.,"Nó bao gồm một mảnh của bề ngoài xương răng dài 11,5 cm khai quật từ tầng Albian đầu tiên của hệ tầng Chenini tại Tunisia.",One of several parallel horizontal layers of material arranged one on top of another.
redolent,adjective,gợi lại,It's redolent of James Bond movies and Kipling ballads.,Nó có hơi hướng như trong phim James Bond và những bản nhạc của Kipling.,fragrant or aromatic; having a sweet scent
vestibule,verb,tiền đình,Is it a vestibule ?,Đây có phải là phòng chờ không nhỉ?,"(architecture) A passage, hall or room, such as a lobby, between the outer door and the interior of a building."
garrulous,adjective,ba hoa,"Now take the same patient with chest pain, make them moist and garrulous and put a little bit of alcohol on their breath, and suddenly my history is laced with contempt.","Bây giờ cùng bệnh nhân bị đau ngực ấy, giả dụ anh ta ướt mồ hồi và nói lắm và thêm tí mùi cồn vào hơi thở của anh ta, và đột nhiên tiền sử bệnh của tôi bị ảnh hưởng xấu",Excessively or tiresomely talkative.
pneumatic,adjective,chạy bằng hơi,Supply more power than pneumatics .,Cung cấp nhiều năng lượng hơn khí nén .,(zoology) Having cavities filled with air
inextricably,adverb,,The very word will tell you how inextricably the two are one.,Cái từ chính xác sẽ nói cho em biết hai thứ gắn bó với nhau ra sao.,To an inextricable degree.
lamentation,noun,lời than van,Mama Beatrice’s laments remind me of how Job must have felt upon receiving all his terrible news.,Những lời than van của bác Beatrice làm chúng tôi nhớ đến cảm giác của ông Gióp khi nhận những tin khủng khiếp.,The act of lamenting.
conglomeration,noun,sự kết hợp,“Modern Western numerals may be a conglomeration from different sources.,“Các con số hiện đại phương Tây có lẽ là sự kết hợp từ nhiều nguồn khác nhau.,That which consists of many previously separate parts.
gesticulation,noun,khoa tay múa chân,"Now you pursue this guy, gesticulating .","Bây giờ bạn đuổi theo anh ta, khoa tay múa chân rối rít.","The act of gesticulating, or making gestures to express passion or enforce sentiments."
audacious,adjective,táo bạo,"So, together these two nations did something truly audacious .","Vậy, hai quốc gia đã cùng nhau làm một điều thực sự táo bạo .",Showing willingness to take bold risks; recklessly daring.
frivolous,adjective,nhẹ dạ,Déclassé consumption is the whole idea that spending money frivolously makes you look a little bit anti-fashion.,Giảm tiêu dùng là ý tưởng sử dụng tiền một cách nhẹ dạ làm bạn trở nên lỗi thời một chút.,"Silly, especially at an inappropriate time or in an inappropriate manner."
facetious,adjective,khôi hài,"You know, I thought it was rather facetious .","Bạn biết đấy, tôi đã nghĩ rằng nó khá là khôi hài .",Treating serious issues with deliberately inappropriate humor; flippant.
hortatory,adjective,cổ vũ,,,Giving exhortation or advice; encouraging; exhortatory; inciting.
arbitrary,adjective,độc đoán,A wise husband will not make arbitrary decisions.,Một người chồng khôn khéo thì không quyết định một cách độc đoán .,"(usually of a decision) Based on individual discretion or judgment; not based on any objective distinction, perhaps even made at random."
infirm,adjective,ốm yếu,Are arrangements complete to help older and infirm brothers and sisters?,Có sự sắp đặt trọn vẹn để giúp các anh chị lớn tuổi và ốm yếu không?,"Weak or ill, not in good health."
assiduously,adverb,cần mẫn,"The Koreans, very assiduously , did test both.","Người Hàn Quốc, một cách rất siêng năng , đã tiến hành kiểm tra cả hai phương pháp.",In an assiduous manner.
jowl,verb,hàm,"Pasta dishes based on the use of guanciale (unsmoked bacon prepared with pig's jowl or cheeks) are often found in Lazio, such as pasta alla carbonara and pasta all'amatriciana.","Bài chi tiết: Ẩm thực La mã Các món pasta dựa trên guanciale (giăm bông không xông khói nấu với hàm hoặc má lợn) thường được thấy ở Lazio, như là pasta alla carbonara, và pasta all'amatriciana.","the jaw, jawbone; especially one of the lateral parts of the mandible."
noxious,adjective,hại,"And then within plant protection, I came into the discipline of biological pest control, which we actually define as the use of living organisms to reduce populations of noxious plant pests.","Rồi trong ngành bảo vệ thực vật, tôi đi sâu vào chuyên ngành kiểm soát sâu bệnh bằng phương pháp sinh học mà chúng tôi định nghĩa là việc sử dụng các sinh vật để hạn chế số lượng các loài sâu hại trên cây trồng.",Harmful; injurious.
semblance,noun,sự làm ra vẻ,Avoid any semblance of pornography.,Hãy tránh xa bất cứ điều gì giống như hình ảnh sách báo khiêu dâm.,"likeness, similarity; the quality of being similar."
reprobation,noun,sự bài xích,Reprobate .,Tội lỗi quá .,(theology) The Calvinist term for damnation.
incorporeal,adjective,vô hình,"Sagan concludes by asking: ""Now what's the difference between an invisible, incorporeal , floating dragon who spits heatless fire and no dragon at all?","Sagan kết luận bằng cách hỏi ""Giờ thì có sự khác biệt nào giữa một con rộng vô hình , vô thể, trôi lơ lửng thở ra ngọn lửa vô nhiệt và không có con rồng nào?",Having no material form or physical substance.
avarice,noun,tính hám lợi,"They may be blinded by avarice , numbed by apathy, paralyzed by indecision, bogged down by routine, or gripped by fear of losing prestige.","Họ có thể mù quáng vì tính hám lợi , vô cảm vì tính thờ ơ, lưỡng lự vì thiếu quyết đoán, ngập đầu trong những công việc thường ngày, hoặc bị kiềm kẹp trong nỗi sợ mất uy tín.",Excessive or inordinate desire of gain; greediness after wealth; covetousness; cupidity.
prose,noun,văn xuôi,Urquhart's prose style is unique.,Phong cách viết văn xuôi của Urquhart là độc nhất vô nhị.,"Language, particularly written language, not intended as poetry."
drudge,verb,người lao dịch,It's going to be on Drudge within the hour.,Nó sẽ xuất hiện trên Drudge trong một giờ nữa.,A person who works in a low servile job.
misogynist,adjective,người ghét kết hôn,It's misogynistic .,Đó là tính ghét phụ nữ .,One who professes misogyny; a hater of women.
cursory,adjective,vội,Forgive me for the cursory nature of my greeting.,Xin thứ lỗi cho sự đón tiếp vội vàng của tôi.,"Brief or broad; not close, cautious, nor detailed."
pervade,verb,lan tràn khắp,"Our personal battles may include exertion to resist the pervading spirit of moral laxity, to fight our own weaknesses, or to protect our family from defiling influences.","Có thể chúng ta phải chiến đấu để kháng cự lối sống buông thả lan tràn khắp nơi, chống lại sự yếu kém của bản thân hoặc bảo vệ gia đình khỏi những ảnh hưởng xấu.",To be in every part of; to spread through
prosaic,adjective,tầm thường,"No, he would never do anything that prosaic .","Không, anh ấy sẽ không làm những việc tầm thường như vậy.",Pertaining to or having the characteristics of prose.
deplorable,adjective,tồi,"For example, in some parts of the world, imperfect human economic and political systems fail to provide children with adequate health care, suitable education, and sufficient food, as well as protection from the scourge of child labor and deplorable living conditions.","Thí dụ, ở một số nơi trên thế giới, hệ thống kinh tế và chính trị bất toàn của loài người không cung cấp cho trẻ em đủ sự chăm sóc y tế, sự giáo dục thích hợp và đầy đủ thức ăn, cũng như không bảo vệ chúng khỏi tệ nạn trẻ em lao động và điều kiện sống tồi tệ.",To be felt sorrow for; worthy of compassion.
escapade,noun,hành động hoang toàng,It's called Escapade .,Nó tên là Escapade .,A daring or adventurous act; an undertaking which goes against convention.
agog,adjective,nóng lòng,Your son starts the agoge next year.,Con trai người sẽ bắt đầu sống xa người vào năm tới.,"In eager desire, eager, astir."
omnibus,noun,xe buýt,"Robert, what's the latest on the omnibus ?","Robert, tình hình vụ xe buýt thế nào?",(obsolete) A vehicle set up to carry many people (now usually called a bus).
eschew,verb,kiêng cữ,"You know, Elsie Stark, she eschewed the pleasures of this earth.",Elsie Stark đã từ bỏ các niềm khoái lạc trên trần đời.,"(transitive, formal) To avoid; to shun, to shy away from."
faction,noun,bè phái,Many of them formerly belonged to factions that were at war with one another.,Nhiều người trong họ ngày trước thuộc vào các bè phái tranh chiến lẫn nhau.,"A group of people, especially within a political organization, who express a shared belief or opinion different from people who are not part of the group."
impediment,noun,sự ngăn trở,18. (a) What is often a major impediment to communication?,18. a) Cái gì thường là sự ngăn trở chính cho sự liên lạc?,A hindrance; that which impedes or hinders progress.
inimitable,adjective,,The Inimitable Caroline.,Caroline kinh hoàng.,"beyond imitation, surpassing all others, matchless"
toady,verb,liếm gót,I'm not your toady and I'm not your friend.,Ta không phải kẻ liếm gót ngươi và cũng không phải bạn của ngươi.,A sycophant who flatters others to gain personal advantage.
scruples,verb,,Scruples or beliefs?,Sự cứng nhắc hay lòng tin?,Plural form of scruple.
congeal,verb,đông,The surging waters congealed in the heart of the sea.,Sóng nước dâng trào đông cứng giữa lòng biển.,(transitive) To change from a liquid to solid state perhaps by cold
coarseness,noun,tính thô tục,"This stuff's a bit coarse , but it's good.","Chất liệu hơi thô , nhưng được.","The property of being coarse, roughness or primitiveness, unrefined or unpolished."
wench,adjective,gái điếm,Kitchen wench .,Con ả dọn bếp.,"(intransitive) To frequent prostitutes, to womanize"
plebeian,adjective,bình dân,"And you feasted 11,000 plebeians in the field of Mars.","Và ngươi mở yến tiệc cho 11,000 người dân ở cánh đồng thần Mars.","Of or pertaining to the Roman plebs, or common people."
frontispiece,noun,chính diện,IX: Frontispiece .,Thứ chín: Trước phục hầu.,"(publishing) An illustration that is on the page before the title page of a book, a section of one, or a magazine."
despotism,noun,chế độ chuyên quyền,The people who suffer under despots and prosper under just rule.,Những người khốn khổ vì bạo chúa và thịnh vượng nhờ anh quân.,"government by a singular authority, either a single person or tight-knit group, which rules with absolute power"
aesthetics,noun,mỹ học,I occasionally write about the aesthetics of photography.,Tôi thỉng thoảng có viết về quan điểm mỹ học trong nhiếp ảnh.,The study or philosophy of beauty.
anodyne,adjective,an ủi,"In another negative review, writing for Drowned in Sound, David Hillier gave ÷ a 3/10 rating, calling it ""the most anodyne and bland pop album possible.""","Trong một bài đánh giá tiêu cực, viết cho Drowned in Sound, David Hillier đã cho ÷ đánh giá 3/10, gọi nó là ""album nhạt nhẽo nhất có thể"".",Capable of soothing or eliminating pain. [from 16th c.]
terse,adjective,súc tích,The terseness of your email made it sound specific and time-related.,Tính chất súc tích của email anh làm cho nó có vẻ rành mạch và liên quan đến thời gian.,"(obsolete) Polished, burnished; smooth; fine, neat, spruce."
superfluity,noun,số thừa,Threat detection is superfluous .,Phát hiện mối đe dọa là không cần thiết .,The quality or state of being superfluous; in excess or overabundance.
confidante,noun,bạn gái tâm tình,She was a confidante and friend of Kamuzu Banda.,Bà là một người tri kỷ và bạn của Kamuzu Banda.,A female confidant.
depravity,noun,hành động sa đoạ,How depraved !,Thật là trụy lạc!,(uncountable) The state or condition of being depraved; moral debasement.
pernicious,adjective,nguy hiểm,to stop a new pernicious innovation which they called spooning.,để ngăn ngừa một sáng kiến nguy hiểm mà họ gọi là spooning (ôm ấp).,Causing much harm in a subtle way.
serpentine,adjective,quanh co,"Setting off again, we cross a spectacular rocky pass cut deep into the mountains and follow the serpentine road to a much smaller village.","Chúng tôi lại lên đường, băng qua một đèo đá ngoạn mục xuyên qua dãy núi, rồi đi tiếp theo con đường quanh co đến một ngôi làng nhỏ hơn nhiều.",Sinuous; curving in alternate directions.
astir,adjective,trở dậy,12 “My heart has become astir with a goodly matter.,12 “Lòng tôi đầy tràn những lời tốt.,In motion; characterized by motion.
nonchalance,noun,tính thờ ơ,Nonchalant .,Bình tĩnh thôi !,indifference; carelessness; coolness.
severance,noun,sự chia rẽ,Her support of the Contras caused divisions in her own family and resulted in La Prensa's offices being temporarily shut down on several occasions.,Sự ủng hộ của cô đối với Contras đã gây ra sự chia rẽ trong gia đình bà và kết quả là văn phòng của La Prensa bị tạm thời đóng cửa vài lần.,A separation.
repression,noun,sự kiềm chế,"It is not a repression of faults, so was not framed as a list of prohibitions.","Đây không phải là một sự kiềm chế lỗi lầm, vì vậy không được viết ra như một danh sách gồm những điều không nên làm.",The act of repressing; state of being repressed.
androgynous,adjective,ái nam ái nữ,"Ceviche (voiced by Elan Garfias): A young yellow (and somewhat androgynous ) goat apprentice to Paté and Panini's best friend, Ceviche was introduced in the episode ""The Apprentice Games"".","Ceviche (lồng tiếng bởi Elan Garfias):Một con dê con học việc màu vàng (và phần nào ái nam ái nữ ) cho Paté và người bạn thân nhất của Panini, Ceviche được giới thiệu trong tập phim ""The Apprentice Games"".",Possessing the sex organs of both genders. [from the earlier 17th c.]
virility,noun,khả năng có con,I'm so virile .,Ta thật là cường tráng .,Manly character
unmitigated,adjective,thậm,It hasn't been an unmitigated disaster.,Nó không phải là một thiên tai nhỏ.,Not mitigated
impute,verb,đổ,(b) What motives did Satan impute to Jehovah?,b) Sa-tan đổ lỗi cho Đức Giê-hô-va có những động cơ nào?,"(transitive) To reckon as pertaining or attributable; to charge; to ascribe; to attribute; to set to the account of; to charge to one as the author, responsible originator, or possessor; -- generally in a bad sense."
grammar,verb,sách ngữ pháp,"He produced the first grammar book on Swahili, as well as a dictionary of that language.",Ông đã cho ra đời sách ngữ pháp cũng như từ điển tiếng Swahili đầu tiên.,A system of rules and principles for speaking and writing a language.
usage,noun,tập quán,"There are various technical definitions of spring, but local usage of the term varies according to local climate, cultures and customs.","Về mùa xuân có rất nhiều định nghĩa, nhưng cách sử dụng khác nhau tùy vào khí hậu, văn hóa và tập quán của mỗi khu vực.","(lexicography) The ways and contexts in which spoken and written words are used, determined by a lexicographer's intuitition or from corpus analysis."
diction,noun,cách chọn lời,Do not speak so rapidly that your diction suffers.,Đừng nói nhanh quá khiến người khác không nghe rõ những gì anh chị nói .,"The effectiveness and degree of clarity of word choice, and presentation of said words."
syntax,noun,cú pháp,Syntax,Cú pháp,A set of rules that govern how words are combined to form phrases and sentences.
convention,noun,quy ước,In 1912 a Russo-French naval convention was signed.,"Năm 1912, một bản quy ước hải quân giữa Pháp với Nga được ký kết.",A meeting or gathering.
sentence structure,noun,cấu trúc câu,Avoid the use of involved sentence structure .,Hãy tránh dùng lối hành văn phức tạp .,the grammatical arrangement of words in sentences
complex sentence,noun,câu phức tạp,A heptapod can write a complex sentence in two seconds effortlessly.,Một heptapod có thể viết một câu phức tạp trong hai giây một cách dễ dàng.,"(grammar) a sentence that contains an independent clause as well as one or more dependent clauses, joined by a sub-ordinating conjunction such as 'however'."
compound sentence,noun,câu kép,"Compound words, when they exist freely in a sentence , are often written separately.","Các từ ghép , khi chúng tồn tại tự do trong một câu , thường được viết rời.","(grammar) a sentence that has two or more independent clauses, joined by a conjunction (such as 'but', 'and') and/or punctuation (such as ','). Compare simple sentence."
phrase,noun,cụm từ,The coin represents a Russian phrase .,Đồng xu thể hiện cho 1 thành ngữ của người Nga.,A short written or spoken expression.
clause,noun,điều khoản,Repentance is the escape clause in it all.,Sự hối cải là điều khoản khắc phục sự phạm giới và cái chết.,"(Can we clean up(+)this sense?) (grammar, informal) A group of two or more words which include a subject and any necessary predicate (the predicate also includes a verb, conjunction, or a preposition) to begin the clause; however, this clause is not considered a sentence for colloquial purposes."
active voice,noun,,It's voice activated .,Đó là còi báo hiệu .,(grammar) the form in which the subject of a verb carries out some action
passive voice,noun,,And the object is the passive no- voice .,Và đối phương thì không có tiếng nói một cách tiêu cực.,(grammar) The form of a transitive verb in which its subject receives the action.
transition,noun,chuyển tiếp,"It will take a lot longer than I think we all expect, especially that transition period.","Sẽ mất lâu hơn rất nhiều so với mọi người nghĩ, đặc biệt là quãng chuyển tiếp đó.","the process of change from one form, state, style or place to another"
modifier,noun,từ bổ nghĩa,Modify Task,Sửa đổi tác vụ,"One who, or that which, modifies."
adjective,noun,tính từ,We prefer to use a different adjective to describe Martinez's mouth.,Chúng tôi thích dùng tính từ khác để miêu tả miệng của Martinez's hơn.,(obsolete) Incapable of independent function.
noun,verb,Danh từ,What is the collective noun for a group of stuffy old Etonians?,Danh từ tập hợp nào dùng cho một nhóm học giả trường Eton đây?,"(grammar) A word that can be used to refer to a person, animal, place, thing, phenomenon, substance, quality, or idea; one of the basic parts of speech in many languages, including English."
pronoun,noun,đại từ,"It makes perfect sense, except for the pronouns .","Thật hoàn hảo, ngoại trừ những đại từ .","(grammar) A type of noun that refers anaphorically to another noun or noun phrase, but which cannot ordinarily be preceded by a determiner and rarely takes an attributive adjective. English examples includeI, you, him, who, me, my, each other."
gerund,noun,động danh từ,F word in gerund form.,Chêt tiệt .,"(grammar) A verbal form that functions as a verbal noun. (In English, a gerund has the same spelling as a present participle, but functions differently.)"
reference,verb,sự tham khảo,We're listing you as a reference .,Chúng tôi sẽ ghi ông lại như một sự tham khảo .,A measurement one can compare to.
research,verb,nghiên cứu,He's proposing a suggestion for altering the research method.,Nó đề xuất ý kiến cải cách phương pháp nghiên cứu .,(countable) A particular instance or piece of research.
documentation,noun,tư liệu,"In fact, on all these discs there were documents .","Thực tế, trong tất cả những cái đĩa này đều có những tư liệu .",Something transposed from a thought to a document; the written account of an idea.
source,noun,nguồn,That victory became a source of national pride.,Chiến thắng đó trở thành nguồn sức mạnh khơi dậy niềm tự hào dân tộc.,"The person, place or thing from which something (information, goods, etc.) comes or is acquired."
primary source,noun,,Energy is the primary source of emissions.,Ngành năng lượng là nguồn phát thải lớn nhất .,"(historiography) A historical document that was created at or near the time of the events studied, by a known person, for a known purpose"
secondary source,noun,,She must have relied on secondary sources —I hope not The Selfish Gene.,Bà hẳn đã phải dựa vào các nguồn thứ cấp khác - tôi hy vọng không phải là cuốn Gen vị kỷ.,(historiography) Any document that draws on one or more primary sources and interprets or analyses them; also sources such as newspapers whose accuracy is open to question.
data,noun,dữ liệu,So that's a very important piece of data .,Đó là một phần rất quan trọng của dữ liệu .,Plural form of datum: pieces of information.
multimedia,adjective,Multimedia,"like turning everything into a multimedia show,","như là biến mọi thứ thành show multimedia ,","(plurale tantum) the use of different media to convey information; text together with audio, graphics and animation, often packaged on CD-ROM with links to the Internet"
unreliable,adjective,không đáng tin,Memory's unreliable .,Trí nhớ mới không đáng tin .,Not reliable.
bibliography,noun,thư mục,Bibliography,Tài liệu tham khảo,"A section of a written work containing citations, not quotations, to all the books referenced in the work."
citation,noun,đoạn trích dẫn,One citation .,Một vé phạt .,An official summons or notice given to a person to appear; the paper containing such summons or notice.
plagiarism,noun,ý,We can't make a deal on a book that's been plagiarized .,Chúng tôi không thể thỏa thuận với một cuốn sách ăn cắp ý tưởng.,"(uncountable) The act of plagiarizing: the copying of another person's ideas, text, or other creative work, and presenting it as one's own,especiallywithout permission."
develop,verb,khai triển,All of these themes require development along completely different lines.,Tất cả những chủ đề này đòi hỏi phải khai triển hoàn toàn khác nhau.,"(intransitive) To change with a specific direction, progress."
elaboration,noun,sự thảo tỉ mỉ,That's elaborate .,Rất công phu .,The act or process of producing or refining with labor; improvement by successive operations; refinement.
evaluate,verb,đánh giá,Judgmental evaluations are the most commonly used with a large variety of evaluation methods.,Đánh giá phán đoán được sử dụng phổ biến nhất với nhiều phương pháp đánh giá lớn.,to draw conclusions from examining; to assess
contradict,verb,phủ nhận,Dead assassins can't contradict it.,Cái chết của các sát thủ không thể phủ nhận nó.,(obsolete) To speak against; to forbid.
synthesize,verb,tổng hợp,Epos TTS speech synthesizer,Trình tổng hợp Văn bản sang Tiếng nói EposName,"(transitive) To combine two or more things to produce a new, more complex product."
unity,noun,sự thống nhất,"With the resignation of Trotsky as War Commissar, the unity of the troika began to unravel.",Với sự từ chức Dân uỷ Chiến tranh của Trotsky sự thống nhất của troika dần giảm sút.,(uncountable) oneness; state of being one or undivided; united in mind or purpose
validity,noun,giá trị,Upon that unique and wonderful experience stands the validity of this Church.,Giá trị của Giáo Hội dựa vào kinh nghiêm độc nhất và kỳ diệu đó.,Having legal force.
variety,noun,nhiều thứ,Huge quantities of literature are made available in great variety and in many languages.,Một số lượng khổng lồ về sách báo đủ loại đã được in ra trong nhiều thứ tiếng.,Rare spelling of variety.
redundant,adjective,thừa,"In this instance, this knowledge allows us to design novel machine architectures or to design clever algorithms that gracefully handle damage, just like human athletes do, instead of building machines with redundancy .","Trong ví dụ này, với kiến thức đó đã cho phép chúng tôi thiết kê nên những thiết kế máy mới lạ hoặc thiết kế các thuật toán thông minh giúp xử lý các hỏng hóc một cách êm xuôi giống như các vận động viên thật thay vì tạo ra các máy bay thừa cánh",Superfluous; exceeding what is necessary.
summarize,verb,tóm tắt,To summarize those requirements:,Sau đây là tóm tắt những yêu cầu đó:,To prepare a summary of something
paraphrase,verb,diễn giải,To paraphrase a thought:,Để diễn giải một ý nghĩ:,"a restatement of a text in different words, often to clarify meaning"
layout,noun,bố cục,Your ad's layout automatically optimizes for the mobile experience.,Bố cục quảng cáo của bạn sẽ tự động tối ưu hóa cho trải nghiệm di động.,A structured arrangement of items within certain limits.
outline,verb,phác thảo,"In December 2012, Whedon stated that he had completed an outline for the film.","Tháng 12 năm 2012, Whedon chia sẻ rằng ông đã có một bản phác thảo hoàn thiện cho bộ phim.",A line marking the boundary of an object figure.
heading,noun,tiêu đề,Guys it's heading towards the bowling alley.,Kẻ đó là tiêu đề theo hướng hẻm bowling.,Present participle of head.
edit,verb,biên tập,It was there that the writings of the Talmud were edited in their most complete form.,Chính tại đây mà việc biên tập các bản văn thuộc bộ Talmud được hoàn tất.,A change to the text of a document.
formal,adjective,theo nghi thức,Later they really wanted to have the opportunity to welcome me formally .,Sau đó họ rất muốn có cơ hội chào đón tôi theo nghi thức .,(horticulture) Organized; well-structured and planned.
informal,adjective,không chính thức,The gospel should be taught both formally and informally .,Phúc âm cần phải được dạy một cách chính thức lẫn không chính thức .,Not formal or ceremonious; casual.
descriptive,adjective,diễn tả,Chapters 30–31 include a description of a virtuous woman.,Các chương 30–31 gồm có sự diễn tả về một người đàn bà đức hạnh.,"(sciences, philosophy) Describing and seeking to classify, as opposed to normative or prescriptive."
engaging,adjective,duyên dáng,"Anywho, I'm witty, engaging , smart, well-read.","Hơn ai hết, tớ dí dỏm, duyên dáng thông minh, có học thức.","Interesting; charming; attractive, especially of a manner or behaviour."
expressive,adjective,diễn cảm,Teach your children to express appreciation (See paragraph 15)*,Hãy dạy con tỏ lòng biết ơn (Xem đoạn 15)*,Effectively conveying thought or feeling.
objective,noun,khách quan,It just takes a picture of objective reality as it is.,Thị giác chỉ chụp lại hình ảnh của thực tại khách quan một cách nguyên bản.,A goal that is striven for.
coherence,noun,sự cố kết,Has a coherent movement.,Có một sự chuyển động mạch lạc.,Quality of cohering; of being coherent; internal consistency.
comparison,noun,sự so sánh,What insights do they gain from this comparison ?,Họ đạt được những sự hiểu biết nào từ sự so sánh này?,The act of comparing or the state or process of being compared
contrast,verb,làm tương phản,And so we can compare and contrast the big ideas.,Và vì thế mà chúng tôi có thể so sánh và làm tương phản các ý tưởng lớn.,"(countable) A difference in lightness, brightness and/or hue between two colours that makes them more or less distinguishable."
argument,Verb,lí lẽ,Would the defense care to make a closing argument ?,Bên biện hộ có muốn đưa ra lí lẽ cuối cùng không?,A fact or statement used to support a proposition; a reason.
counterargument,noun,,"That comment would be counterargued with, “No, no.","Lời yêu cầu đó bị bác bỏ: “Không, không.",An argument that is opposed to another argument.
assertion,noun,sự khẳng định,"Was it evidence of guilt, an assertion","Đó có phải là bằng chứng của tội lỗi, một sự khẳng định","The act of asserting, or that which is asserted; positive declaration or averment; affirmation; statement asserted; position advanced."
opinion,noun,ý kiến,I agree with the opinion that real estate is overpriced.,Tôi đồng ý với ý kiến rằng bất động sản bị định giá quá cao.,A belief that a person has formed about a topic or issue.
premise,noun,tiền đề,Nor do the Witnesses accept the premise upon which those statements are based —evolution.,Và họ cũng không chấp nhận tiền đề làm cơ sở cho lời nhận xét đó—sự tiến hóa.,A proposition antecedently supposed or proved; something previously stated or assumed as the basis of further argument; a condition; a supposition.
deductive,adjective,suy diễn,"A lot of science isn't deductive at all,","Rất nhiều khoa học không suy diễn gì cả,","Of, pertaining to, or based on deduction."
inductive,adjective,cảm ứng,Can you tell us how an induction motor starts?,Cậu có thể nói cho chúng tôi biết động cơ cảm ứng khởi động thế nào không?,"(logic) of, or relating to logical induction"
introductory,adjective,mở đầu,"In this promise, that introductory phrase, “come unto me,” is crucial.","Trong lời hứa này, câu mở đầu đó, “hãy đến cùng ta” là cốt yếu.",introducing; giving a preview or idea of
expository,adjective,để giải thích,Observes Vine’s Expository Dictionary of Old and New Testament Words: “Love can be known only from the actions it prompts.”,Sách Vine’s Expository Dictionary of Old and New Testament Words nhận xét: “Tình yêu thương chỉ có thể biết được qua các hành động xuất phát từ nó”.,"Serving to explain, explicate, or elucidate; expositive; of or relating to exposition."
explanatory,adjective,giả thích,It's fairly self- explanatory .,"Công bằng mà nói, nó như là một kiểu tự diễn giải.",Intended to serve as an explanation.
informational,adjective,có tin tức,I will continue to report the information if any.,Tôi sẽ báo ngay khi có tin tức mới.,Designed to or able to impart information.
aesthetic,noun,mỹ học,I occasionally write about the aesthetics of photography.,Tôi thỉng thoảng có viết về quan điểm mỹ học trong nhiếp ảnh.,"Concerned with beauty, artistic impact, or appearance."
analysis,noun,sự phân tích,"Now, in economic theory, cheating is a very simple cost-benefit analysis .","Xét trên lý thuyết kinh tế, gian lận là sự phân tích lợi nhuận rất đơn giản.","(countable, of a thing, concept, theory, or similar) A process of dismantling or separating into constituent elements in order to study the nature, function, or meaning."
commentary,noun,bài bình luận,The commentary edited by J.,Bài bình luận do J.,"A series of comments or annotations; especially, a book of explanations or expositions on the whole or a part of some other work."
interpretation,noun,sự giải thích,You have already studied and learned the interpretation of the first two symbols.,Các em đã nghiên cứu và học về sự giải thích hai biểu tượng đầu tiên.,(countable) An act of interpreting or explaining what is obscure; a translation; a version; a construction.
generalization,noun,sự khái quát,Intel 's Next Generation Platform to Support GPGPU,Nền tảng thế hệ Chip kế tiếp của Intel sẽ hỗ trợ GPGPU,(American) Alternative spelling of generalisation.
bias,adjective,khuynh hướng,"First of all, I'm going to show you the average amount of bias that we see.","Đầu tiên, tôi sẽ cho bạn thấy khuynh hướng trung bình mà chúng tôi nhìn thấy được.","In the game of crown green bowls: a weight added to one side of a bowl so that as it rolls, it will follow a curved rather than a straight path; the oblique line followed by such a bowl; the lopsided shape or structure of such a bowl."
implication,noun,ẩn ý,This of course has two very clear implications for life in general.,Điều này dĩ nhiên có 2 ẩn ý rất rõ về cuộc sống nói chung.,(uncountable) The act of implicating.
inference,noun,kết luận,The inference being she's selling secrets.,Kết luận đưa ra là cô ta bán thông tin tình báo.,(uncountable) The act or process of inferring by deduction or induction.
implicit,adjective,ẩn,"In the early 20th century, Borel and Arthur Eddington used the theorem to illustrate the timescales implicit in the foundations of statistical mechanics.","Trong những năm đầu thế kỷ 20, Émile Borel và Arthur Eddington sử dụng nguyên lý để minh họa cho thang thời gian ẩn giấu trong cơ sở của cơ học thống kê.","Implied indirectly, without being directly expressed"
formality,noun,nghi thức,Service to God Not a Burdensome Formality,Phụng sự Đức Chúa Trời không phải là nghi thức nặng nề,(uncountable) The state of being formal.
ambiguity,noun,sự mơ hồ,But the Paris Peace Accord was a masterpiece of ambiguity .,Hiệp định Paris là một tuyệt tác đầy sự mơ hồ .,"(countable) Something liable to more than one interpretation, explanation or meaning, if that meaning etc cannot be determined from its context."
