word,part_of_speech,meaning,example,example_meaning,definition,ID
repellent,adjective,cái đẩy lùi,His person I find repellent .,Con phát tởm về hắn.,someone who repels,330
metaphor,noun,ẩn dụ,"And they think it's a metaphor , but this is not a metaphor .","Họ nghĩ nó là một ẩn dụ , nhưng đây không là ẩn dụ .","(uncountable, rhetoric) The use of a word or phrase to refer to something that it isn’t, invoking a direct similarity between the word or phrase used and the thing described, but in the case of English without the wordslikeoras, which would imply a simile.",332
thesaurus,noun,bộ toàn thư,Like a thesaurus ?,Như là đại từ điển ?,"A publication, usually in the form of a book, that provides synonyms (and sometimes antonyms) for the words of a given language.",333
deity,noun,thần,"Your holy crusade is led by men, not some precious deity .",Cuộc Thập tự chinh của các ngươi được lãnh đạo bởi người chứ không phải thần thánh.,"(mythology), (religion) A preternatural or supernatural human or non-human being or entity, or an object that possesses miraculous or supernatural attributes, powers or superpowers (e.g. a god or goddess).",334
providence,noun,Thượng đế,Why providence has seen fit for our paths to cross?,Thế sao Thượng đế lại mở đường sống cho chúng ta chứ?,The prudent care and management of resources.,335
omnipotent,adjective,toàn năng,"Upheld by my righteous, omnipotent hand.7","Lẽ thật trong tay ta, sự toàn năng ấy chính ta.7","Having unlimited power, force or authority.",336
asinine,adjective,giống lừa,I must've been insane to listen to your asinine gibberish.,Chắc tôi mất trí rồi nên mới tin lời nói ngớ ngẩn của cậu.,Failing to exercise intelligence or judgment; ridiculously below average rationality.,337
fatuous,adjective,dại,Yet under fatuous rule,Quan hiệu là Thanh Long,"Obnoxiously stupid, vacantly silly, content in one's foolishness.",338
witless,adjective,ngu đần,Just a witless little girl,Chỉ là một đứa con gái ngu đần,"Destitute of wit or understanding; wanting thought; hence, indiscreet; not under the guidance of judgment.",339
imbecile,adjective,đần,"Well, speaking on behalf of the impossibly imbecilic Scotland Yard, that chair is definitely empty.",Thay mặt cho cục cảnh sát ngu đần ... tôi khẳng định chiếc ghế đó hoàn toàn không có ai ngồi.,"(obsolete) A person with limited mental capacity who can perform tasks and think only like a young child, in medical circles meaning a person who lacks the capacity to develop beyond the mental age of a normal five to seven-year-old child.",340
myopic,adjective,cận thị,"When he was fitted, over his extremely myopic eyes,","Khi câu được phẫu thuật đôi mắt cận thị cực kì nặng của mình,",nearsighted; unable to see distant objects unaided,341
pith,verb,ruột cây,It sounds like the armed perpetrator in the pith helmet.,Có vẻ tay thủ phạm có vũ trang này đội mũ cối .,The soft spongy substance in the center of the stems of many plants and trees.,342
swerve,verb,lách,You were tying to swerve to get out of the way.,Anh đã buộc phải lách xe ra khỏi con đường.,To stray; to wander; to rope.,343
engrossed,adjective,mải mê,No doubt you are already reading this engrossing publication.,Chắc hẳn bạn đang mải mê đọc cuốn sách này.,Simple past tense and past participle of engross. (in either sense),344
reception,noun,tiệc chiêu đãi,"And now, a reception to celebrate my special day.","Và giờ, một bữa tiệc chiêu đãi để ăn mừng ngày đặc biệt của ta.",The act of receiving.,345
soberly,adverb,nghiêm trang,Soberly she tried to read Tennyson's poems.,"Một cách điềm tĩnh, cô cố đọc những bài thơ của Tennyson.",in a sober manner,346
suburb,noun,ngoại ô,Cutting back from the harbor deep into the suburbs are the Parramatta and Lane Cove rivers.,Hai dòng sông Parramatta và Lane Cove từ cảng ăn sâu vào tận các vùng ngoại ô .,"the area on the periphery of a city or large town that falls between being truly part of the city, but is not countryside either.",347
flail,verb,quật,"Fifteen or 20 nightsticks could be seen through the gas, flailing at the heads of the marchers.",Có thể thấy 15 hay 20 chiếc dùi cui qua làn khói xám mù mịt đang quật lên đầu những người tham gia tuần hành.,"A tool used for threshing, consisting of a long handle with a shorter stick attached with a short piece of chain, thong or similar material.",348
scramble,verb,bác,"Thanks, but I don't like glitter on my scrambled eggs.","Cảm ơn, nhưng em không thích có nhũ trên trứng bác đâu.",(UK) shouted when something desirable is thrown into a group of people who individually want that item.,349
mite,noun,ve,"Parasites of this species include ticks of the family Ixodidae, and a feather mite , Metanalges elongatus, of the subspecies M. e. curtus.","Cá ký sinh trùng sống trên loài gà nước này gồm các ve thuộc họ Ixodidae, và ve bét lông, Metanalges elongatus, của phân họ M. e. curtus.","A minute arachnid, of the order Acarina, of which there are many species; as, the cheese mite, sugar mite, harvest mite, etc. See Acarina.",350
beholden,adjective,chịu ơn,You all say you love me and are beholden to me.,Tất cả các người đều nói yêu tôi và chịu ơn tôi.,"Obligated to provide, display, or do something for another; bound by moral obligation; indebted; obliged.",351
gruesome,adjective,khủng khiếp,She pulls back the covers and makes the gruesome discovery.,Cô kéo chăn mềm ra và phát hiện một điều khủng khiếp .,repellently frightful and shocking; horrific or ghastly,352
char,verb,chare,& Chars per inch,& Ký tự trên mỗi insơ,(obsolete) a time; a turn or occasion,353
remedy,noun,phương thuốc,Is kava a safe natural sleep remedy ?,Có phải cây hồ tiêu là phương thuốc trị mất ngủ tự nhiên an toàn không ?,Something that corrects or counteracts.,354
gnash,verb,nghiến,"8 Note that the unsuitable fish, that is, the wicked, will be cast into the fiery furnace, where they will have to weep and gnash their teeth.","8 Hãy lưu ý rằng cá xấu, tức những người ác, sẽ bị quăng vào lò lửa, là nơi chúng phải khóc lóc và nghiến răng.",To grind one's teeth in pain or in anger.,355
expire,verb,hết hạn,"Well, I think your warranty is about to expire .",Ta thì nghĩ nó giấy đảm bảo của nó đã hết hạn .,(intransitive) to die,356
despair,verb,thất vọng,We should never let hope be displaced by despair .,Chúng ta đừng bao giờ để cho nỗi thất vọng thay thế niềm hy vọng.,"(transitive, obsolete) To give up as beyond hope or expectation; to despair of.",357
livid,adjective,cáu tiết,♫ Why must I become so livid ♫,♫ Tại sao tôi lại trở nên cáu tiết ♫,(informal) Furiously angry.,360
minute,adjective,tỉ mỉ,And these are six minutes they really prepared for the TED audience.,Và đây là 6 phút mà họ đã chuẩn bị tỉ mỉ cho các khán giả của TED.,A unit of time equal to sixty seconds and one-sixtieth of an hour.,361
naive,adjective,ngây thơ,"He's young, naive and inexperienced.","Cậu ấy còn trẻ, ngây thơ và chưa có kinh nghiệm.",Alternative spelling of naive.,362
induce,verb,xui khiến,The lure of big profits induces many to resort to violence.,Sự cám dỗ để có nhiều lợi lộc xui khiến nhiều người sử dụng đến bạo lực.,(transitive) to lead by persuasion or influence; incite,364
lilt,verb,nhịp điệu nhịp nhàng,The lilt .,Sự nhịp nhàng .,"To do anything with animation and quickness, as to skip, fly, or hop.",365
indulgence,verb,sự nuông chiều,But sleep is not an indulgence .,Nhưng giấc ngủ không phải là một sự nuông chiều bản thân.,catering to someone's every desire,366
contour,noun,đường nét,The contours are the same.,Đường nét giống hệt nhau.,"An outline, boundary or border, usually of curved shape.",367
enthralling,adjective,làm mê hoặc,"4 Yes, music has the power to move, to enthrall , and to influence.","4 Đúng vậy, âm nhạc có sức mạnh để thúc đẩy, làm mê hoặc và gây ảnh hưởng.",Present participle of enthrall.,368
concise,adjective,súc tích,"To me, a concise mathematical proof can be both beautiful and elegant.","Đối với tôi, một chứng minh toán học súc tích thì vừa đẹp vừa thú vị.","brief, yet including all important information",369
canter,verb,chạy nước kiệu nhỏ,I work for Dr Canter .,Tôi làm việc cho tiến sĩ Canter .,"A gait of a horse between a trot and a gallop, consisting of three beats and a ""suspension"" phase, where there are no feet on the ground. Also describing this gait on other four legged animals.",370
undercurrent,noun,dòng dưới,"Red Scare: Occasionally, undercurrents of the ""Red Scare"" are present.",Nỗi sợ Đỏ: Thỉnh thoảng có thể thấy sự thể hiện ngầm của cái gọi là Nỗi sợ Đỏ.,(figuratively) An emotional presence that is concealed rather than exposed.,371
alms,noun,của bố thí,By holding the begging bowl and receiving alms ?,Bằng cách cầm 1 cái bát ăn xin và nhận của bố thí ?,"Something given to the poor as charity, such as money, clothing or food.",372
undulate,adjective,gợn sóng,Peter clambered over the side of the vessel and down onto the undulating surface of the sea.,Ông bước qua mạn thuyền và đặt chân xuống mặt nước biển gợn sóng .,(transitive) To cause to move in a wavelike motion.,373
chastise,verb,trừng trị,"(Proverbs 16:22) They receive further discipline, often in the form of severe chastisement .","(Châm-ngôn 16:22) Kẻ ngu muội phải chịu sự sửa phạt khác nữa, thường là sự trừng trị nghiêm khắc.",To punish or scold someone.,374
lexicon,noun,từ điển,How do lexicons define the Greek word ge·ne·aʹ?,Những từ điển định nghĩa chữ Hy Lạp ge·ne·aʹ như thế nào?,(linguistics) A dictionary that includes or focuses on lexemes.,375
mosey,verb,mosey,Let's mosey .,Đi thôi .,"(chiefly US, dialect) To amble; to walk or proceed in a leisurely manner.",376
hankering,noun,sự ao ước,I've a hankering to see it.,Chú rất muốn được nhìn thấy nó.,Present participle of hanker.,377
girth,verb,chu vi,"(For example: bike helmet label stating ""head girth : 56–60 cm"".)","(Ví dụ: nhãn mũ bảo hiểm xe đạp ghi "" chu vi đầu: 56-60 cm"".)",The distance measured around an object.,378
brood,verb,ấp,"In anguish He cried out, “O Jerusalem, Jerusalem, which killest the prophets, and stonest them that are sent unto thee; how often would I have gathered thy children together, as a hen doth gather her brood under her wings, and ye would not!”","Ngài đã kêu lên trong đau đớn: “Hỡi Giê Ru Sa Lem, Giê Ru Sa Lem, ngươi giết các tiên tri, và quăng đá các đấng chịu sai đến cùng ngươi, bao phen ta muốn nhóm họp con cái ngươi, như gà mái túc và ấp con mình dưới cánh, mà các ngươi chẳng muốn!”","The young of certain animals, especially a group of young birds or fowl hatched at one time by the same mother.",379
nicker,verb,nicker,"The sound that that very large chest makes, of the horse -- the whinnying and the nickering and everything -- that starts usually with one performer, carries on with a second person and ends with a third.","Tiếng động mà bộ ngực rất lớn này tạo ra, của con ngựa -- tiếng rên và rầm rĩ và mọi thứ -- thường bắt đầu từ một nghệ sĩ, tiếp tục đến người thứ hai và kết thúc bằng người thứ ba.","(UK, slang) Pound sterling.",380
slough,verb,lột,"So today, I'm collecting what I shed or slough off -- my hair, skin and nails -- and I'm feeding these to edible mushrooms.","Vì vậy hôm nay, tôi thu thập những thứ tôi lột ra được tóc, da và móng - và tôi bón chúng cho các loại nấm ăn.",The skin shed by a snake or other reptile.,381
testy,adjective,bẳn,"No need to be testy , luv.",Không cần phải cáu kỉnh như thế đâu cưng,"easily annoyed, irritable",382
inkling,noun,ý niệm mơ hồ,Dozens of projects give us an inkling of what they're capable of doing.,Hàng tá các dự án cho ta ý niệm mơ hồ về những gì họ có thể làm được.,A slight suspicion or hint.,383
halter,noun,dây,The halteres are actually gyroscopes.,là một cấu trúc được gọi là các dây cương,"A bitless headpiece of rope or straps, placed on the head of animals such as cattle or horses to lead or tie them.",384
supplant,verb,hất cẳng,Tallulah Bankhead and Joan Bennett were widely considered to be the most likely choices until they were supplanted by Paulette Goddard.,Tallulah Bankhead và Joan Bennett đều là những sự lựa chọn sáng giá cho tới khi bị Paulette Goddard hất cẳng .,"(transitive) To take the place of; to replace, to supersede.",385
implore,verb,van xin,I implore you...,Tôi van xin bà...,"To beg for, to entreat urgently or earnestly.",386
chiffon,noun,the,"In 1971, Bright Tunes sued Harrison for copyright infringement over ""My Sweet Lord"", owing to its similarity to the 1963 Chiffons hit ""He's So Fine"".","Năm 1971, Bright Tunes kiện Harrison việc ca khúc này vi phạm bản quyền do nó có giai điệu gần giống với bản hit năm 1963 ""He's So Fine"" của ban nhạc The Chiffons.",A sheer silk or rayon fabric,387
ingenuity,noun,tài khéo léo,The Ban —A Test of Faith and Ingenuity,Sự cấm đoán—Một thử thách đức tin và tài khéo léo,"The ability to solve difficult problems, often in original and creative ways",388
hosiery,noun,hàng dệt kim,"ISO 7070: 1982, Size designation of clothes - Hosiery .","ISO 7070: 1982, Kích thước chỉ định của quần áo - Sản phẩm dệt kim .","undergarments worn on the legs, such as socks, stockings, and pantyhose",389
accentuate,verb,làm nổi bật,"Even with your figure, it'll accentuate all the wrong places.","Kể cả là với dáng vóc của con, nó sẽ làm nổi bật những chỗ không cần nổi.",(transitive) To pronounce with an accent or vocal stress.,390
palpitate,verb,đập nhanh,Heart palpitations and fatigue Could be a cancer that's spread from the lungs.,Tim đập nhanh và mệt mỏi có thể là ung thư lan ra ra từ phổi.,"(intransitive) to throb, beat strongly",391
retain,verb,giữ,"Finally , the display might simply grow while retaining the old resolution .","Cuối cùng , màn hình có thể lớn hơn và giữ lại độ phân giải cũ .",(transitive) To keep in possession or use.,392
diplomatic,adjective,khôn khéo,That's a diplomatic answer.,Câu trả lời khôn khéo đấy.,Concerning the relationships between the governments of countries.,393
reckon,verb,nghĩ,I reckon you're the last man can answer that.,Tôi nghĩ anh là người cuối cùng có thể trả lời câu đó.,"To count; to enumerate; to number; also, to compute; to calculate.",394
diaphanous,adjective,trong mờ,"This observation I could confirm in the turtle’s lung, which is equally membranous and diaphanous .","Tôi có thể xác nhận sự quan sát này nơi phổi của loài rùa, cũng có tính màng mỏng và trong mờ .",Transparent; allowing light to pass through; capable of being seen through.,395
reminisce,verb,nhớ lại,"A chilly wind, reminiscent of late autumn, blew through the trees on Mount Hatcho.","Một luồng gió lạnh, gợi nhớ lại buổi tàn thu, thổi qua hàng cây trên núi Hatcho.","(intransitive) To recall the past in a private moment, often fondly or nostalgically.",396
incessant,adjective,không ngừng,"The incessant , frenzied chatter resonates across the surface of the remote lake.",Những tiếng ríu rít không ngừng và cuồng nhiệt vang vọng từ bên kia mặt hồ hẻo lánh.,"Without pause or stop; not ending, especially to the point of annoyance.",397
implausible,adjective,không có vẻ thật,"It's just too implausible .""","Thế thì hão huyền quá .""",Not plausible; unlikely; dubious.,398
incite,verb,xui,"Does he, though, incite others to commit vile deeds?","Tuy nhiên, có phải ngài xui khiến người ta làm những điều xấu không?","To rouse, stir up or excite.",399
sublimity,noun,tính cao cả,"It was just sublime , Claire.","Bữa ăn tuyệt lắm, Claire.",(uncountable) The state of being sublime.,400
gaunt,adjective,gầy,I was gaunt .,Tôi đã suy sụp.,"lean, angular, and bony",401
expedite,adjective,xúc tiến,Byrd’s expeditions illustrate the value of keeping a log.,Những cuộc thám hiểm của ông Byrd làm nổi bật giá trị của việc ghi chép sổ lưu.,(transitive) To accelerate the progress of.,402
reel,noun,cuộn,There are other things I want on the reel .,Còn có những thứ khác tôi cần trong cuộn phim này.,To wind on a reel.,403
ply,verb,công kích dồn dập,Who's plying for this?,Ai trả đây?,"(now chiefly Scottish) State, condition.",404
taut,adjective,căng,"(Jeremiah 50:14, 29) Clearly, much energy and effort went into pulling that taut string back in order to shoot those arrows toward their mark!","Rõ ràng, người bắn cung cần dùng sức mạnh và nỗ lực kéo căng dây về phía sau để bắn tên đến mục tiêu!","Tight; under tension, as in a rope or bow string.",405
seldom,adjective,hiếm khi,"I often call, but seldom write a letter.","Tôi thường gọi điện thoại, hiếm khi viết thư.","infrequently, rarely.",406
ceremonious,adjective,kiểu cách,And everything without ceremony .,"Và mọi thứ, không hề kiểu cách .","Fond of ceremony, ritual or strict etiquette; punctilious",407
dignified,adjective,chững,Each priesthood holder should remember that he is acting on behalf of the Lord and be reverent and dignified .,Mỗi người nắm giữ chức tư tế cần phải nhớ rằng người ấy đang hành động thay cho Chúa và phải nghiêm trang và chững chạc.,Simple past tense and past participle of dignify.,408
coax,verb,dỗ,You coax him though.,Dỗ tiếp đi nhé.,"(obsolete) to fondle, kid, pet, tease",409
strive,verb,cố gắng,Are you always striving hard to do your very best?,Bạn có luôn luôn cố gắng làm hết sức mình không?,To try to achieve a result; to make strenuous effort; to try earnestly and persistently.,410
painstaking,adjective,kỹ,I use a technique of painstaking realism of editorial illustration from when I was a kid.,Tôi bắt chước kỹ thuật ấy và chưa từng ngừng sử dụng nó,Carefully attentive to details; diligent in performing a process or procedure.,411
subtly,adverb,tinh tế,"Your colleagues are in the next room, not so subtly discussing my condition.",Đồng nghiệp của cậu đang ở phòng kế bên và thảo luận về tình trạng của tôi không tinh tế lắm,"With subtleness, in a subtle manner. With cleverness rather than brute force.",412
trappings,noun,bộ đồ ngựa,What kind of trap ?,Bẫy kiểu gì?,Plural form of trapping.,413
dutiful,adjective,biết nghe lời,Duty calls.,Công vụ kêu gọi.,"Accepting of one's legal or moral obligations and willing to do them well, and without complaint.",414
fervently,adverb,nhiệt thành,"(Exodus 1:17, 20, 21) He also answered Hannah’s fervent prayer.","Ngài cũng nhậm lời cầu nguyện nhiệt thành của An-ne (I Sa-mu-ên 1:10, 20).",in a fervent manner,415
conspicuous,adjective,dễ thấy,For that reason the dull noise was not quite so conspicuous .,Vì lý do đó tiếng ồn ngu si đần độn không hoàn toàn như vậy dễ thấy .,Obvious or easy to notice.,416
palanquin,noun,kiệu,A palanquin procession of Shani is held on the day of the fair.,Một cuộc rước kiệu thần Shani được tổ chức vào ngày này.,"A covered type of litter for a stretched-out passenger, carried on four poles on the shoulders of four or more bearers, as formerly used (also by colonials) in eastern Asia.",417
elude,verb,tránh,"She was “declared righteous by works [of faith], after she had received the [Israelite] messengers hospitably and sent them out by another way,” so that they eluded their Canaanite enemies.","Bà ‘được xưng công-bình bởi việc làm [của đức tin], sau khi tiếp-rước các sứ-giả [Y-sơ-ra-ên] và khiến họ noi đường khác mà đi’ hầu tránh kẻ thù Ca-na-an.","(transitive) To evade, or escape from someone or something, especially by using cunning or skill.",418
distinguish,verb,phân biệt,Now this is necessary to distinguish the self from the environment.,Giờ ta cần phải phân biệt giữa cá thể và môi trường.,Archaic spelling of distinguish.,419
manipulate,verb,thao tác,Image Manipulation Program,Trình thao tác ảnhName,"(transitive) To move, arrange or operate something using the hands",420
embroider,verb,thêu,"More evidence is found, including Cassetti's coffee cup laced with barbital, an embroidered handkerchief and, in Mrs. Hubbard's compartment, the button of a conductor's uniform.","Nhiều bằng chứng được tìm thấy, gồm cả tách cà phê của Cassetti được tẩm bằng một loại thuốc Barbiturat, một chiếc khăn thêu có chữ H và, ở khoang của bà Hubbard, cái khuy áo trong bộ đồng phục của một nhạc trưởng.",To stitch a decorative design on fabric with needle and thread of various colours.,421
blunt,adjective,cùn,"Because the snout slopes down and back, it appears less blunt than that of the cottonmouth, A. piscivorus.","Bởi vì mõm sườn dốc xuống và ngược lại, nó có vẻ ít cùn hơn lông mày, A. piscivorus.","Having a thick edge or point, as an instrument; not sharp.",422
sheen,verb,ngời sáng,He is portrayed by actor Michael Sheen .,Vai diễn Aro do diễn viên Michael Sheen .,splendor; radiance; shininess.,423
prevail,verb,chiếm ưu thế,He's got to remain strong if he's to prevail .,Ngài ấy phải tiếp tục mạnh mẽ nếu muốn chiếm ưu thế .,"(intransitive) To be superior in strength, dominance, influence or frequency; to have or gain the advantage over others; to have the upper hand; to outnumber others.",424
burden,verb,gánh,I was burdened and my head was down.,Tôi đã cảm thấy gánh nặng và đầu tôi cúi xuống.,"(obsolete) Theme, core idea.",426
antechamber,noun,phòng ngoài,I am in a large antechamber of some kind.,Chúng ta đang ở trong một căn phòng lớn.,A small room used as an entryway or reception area to a larger room.,427
flank,noun,hông,Rafer I will go deep around take them in the flank .,Rafer và tôi sẽ đi vòng và tấn công chúng bên hông .,(transitive) To attack the flank(s) of something.,428
banter,verb,giễu,We banter a lot.,Úy lạo rất nhiều.,"Good humoured, playful, typically spontaneous conversation.",429
rousing,adjective,khêu gợi,That's fucking rousing !,Ghê gớm đấy .,That rouses or excites,430
bestow,verb,ban cho,Heydrich apparently hates the moniker the good people of Prague have bestowed on him.,"Còn Heydrich, dường như ghét cái biệt danh mà dân Prague ban cho ông ta.",(transitive) To present something to someone as a gift or honour.,431
quell,Verb,nén,His words did much to quell the unreasonable feelings of failure that kept surfacing.,Lời anh đã giúp tôi nhiều để đè nén những mặc cảm thất bại vô lý cứ dâng lên trong lòng tôi.,"(obsolete, transitive) To kill. [9th-19th c.]",432
lacquer,noun,sơn mài,"Also, the lacquer used on both the victims is generic.","Ngoài ra, sơn mài được sử dụng ở cả hai nạn nhân hoàn toàn chung chung.","A glossy, resinous material used as a surface coating; either a natural exudation of certain trees, or a solution of nitrocellulose in alcohol, etc.",433
clad,adjective,che phủ,""" CLAD IN SNOW """,Theo như sách nói,To clothe.,434
heed,verb,lưu ý,"If we heed personal revelation, we cannot fail.","Nếu lưu ý đến sự mặc khải cho cá nhân, chúng ta không thể thất bại.","Attention; notice; observation; regard; – often used with give, pay or take.",435
jostle,verb,xô đẩy,The nests are close to each other leading to considerable jostling among neighbours.,Tổ gần nhau dẫn đến xô đẩy đáng kể giữa các láng giềng.,(ambitransitive) To bump into or brush against while in motion.,436
sole,noun,cá bơn,Easy with that sole meunière.,Cả với con cá bơn tẩm bột đó nữa.,(dialectal or obsolete) A wooden band or yoke put around the neck of an ox or cow in the stall.,437
striking,adjective,nổi bật,One of the most striking things about these cats is the dark contrasting spots.,Một trong những điều nổi bật nhất về những chú mèo này là những đốm tối tương phản.,Present participle of strike.,438
confer,verb,phong,He was a supporter of Scouting in Japan and attended the Fourth International Conference in 1926.,Ông là người ủng hộ Hướng đạo tại Nhật Bản và tham dự Phong trào hướng đạo thế giới vào năm 1926.,"(obsolete, intransitive) To compare. [16th-18th c.]",439
efficient,adjective,có hiệu suất cao,We run an efficient ship.,"Chúng tôi điều hành một "" con tàu "" có hiệu suất cao .","Making good, thorough, or careful use of resources; not consuming extra. Especially, making good use of time or energy.",440
feat,adjective,kỳ công,"Well, it's a remarkable feat .","À thì, nó là một kỳ công rõ rệt.",An accomplishment that's relatively rare or difficult.,441
decisive,adjective,quyết định,He also explained that military service is a personal decision .,Anh cũng giải thích nghĩa vụ quân sự là một quyết định cá nhân.,Having the power or quality of deciding a question or controversy; putting an end to contest or controversy; final; conclusive.,442
finicky,adjective,cầu kỳ,They're finicky at the European Commission!,"Ở Ủy Ban Châu Âu này, cài gì cũng phải kỹ càng.","(informal) Demanding, requiring above-normal care.",443
inevitably,adverb,không thể tránh khỏi,This state of affairs is neither necessary nor is it inevitable .,Tình trạng trên là không cần thiết và cũng không thể tránh khỏi .,In a manner that is impossible to avoid or prevent.,444
stubborn,adjective,bướng bỉnh,Your brother's a damned stubborn man.,Em trai của anh là tên bướng bỉnh chết tiệt.,refusing to move or change one's opinion; obstinate.,445
minimalist,adjective,tối giản,A minimalist window manager,Trình quản lý cửa sổ kiểu tối thiểuName,Believing in or seeking a minimal state; seeking to minimize or reduce to a minimum.,446
saffron,verb,màu vàng nghệ,"Subsequently, to avoid sectarian associations with the colour scheme, saffron , white and green were chosen for the three bands, representing courage and sacrifice, peace and truth, and faith and chivalry respectively.","Sau đó, nhằm tránh liên kết các hiệp hội tông phái với phối màu , vàng nghệ , trắng và lục được lựa chọn cho ba dải, lần lượt đại diện cho dũng khí và hy sinh, hòa bình và chân thực, tín nhiệm và thượng võ.","The saffron crocus plant, Crocus sativus.",447
yearning,noun,khát khao,"It's the part of you that yearns , really, for God.",Đó là phần của chúng ta khát khao Chúa trời,A wistful or melancholy longing.,448
monogram,verb,chữ viết lồng nhau,"The monogram theme was developed into an Art Deco-style badge on which the letters A and C framed a football rather than the letter F, the whole set within a hexagonal border.","Các kiểu chữ viết lồng nhau được viết theo phong cách Art-Deco, các chữ A và C trên hình vẽ biểu tượng được bố trí theo kiểu cách bóng đá hơn chữ F, tất cả được đặt trong một bộ khung hình lục giác.","(obsolete) A picture drawn in line only, before the colour and/or shading is applied; an outline sketch.",449
buoy,noun,phao,To the buoy !,Trên cái phao !,"(nautical) A float moored in water to mark a location, warn of danger, or indicate a navigational channel.",450
obnoxious,adjective,độc,"Sheldon, you remember the first few weeks we were looking for magnetic monopoles and not finding anything and you were acting like an obnoxious , giant dictator?","Sheldon, mày nhớ một số tuần đầu tiên bọn mình đang tìm đơn cực từ và không tìm thấy gì và mày đã hành động giống như thằng độc độc tài?","Very annoying, offensive, odious or contemptible.",451
sleek,adjective,mượt,"After four months feeding at sea, they are returning sleek and fat.","Sau bốn tháng kiếm ăn trên biển, chúng đang quay lại, bóng mượt và béo tốt.","Having an even, smooth surface; smooth; hence, glossy; as, sleek hair.",452
saute,adjective,áp chảo,"Sautéing or sauteing (UK: /ˈsoʊteɪ.ɪŋ/, US: /soʊˈteɪ.ɪŋ, sɔː-/; from French sauté , meaning 'jumped, bounced' in reference to tossing while cooking) is a method of cooking that uses a relatively small amount of oil or fat in a shallow pan over relatively high heat.","Áp chảo hay phi ( /ˈsoʊteɪ.ɪŋ/ hay Mỹ /soʊˈteɪ.ɪŋ/, /sɔːˈteɪ.ɪŋ/; từ tiếng Pháp sauté , nghĩa đen ""nhẩy, nảy, bật"" nói tới lắc trong lúc nấu) là một phương pháp nấu thức ăn sử dụng một lượng nhỏ dầu hoặc mỡ vào chảo cạn với nhiệt độ tương đối cao.",Alternative form of [i]sauté[/i],453
membrane,noun,màng,They're held as membranes because they're in water.,Lipid giữ như các màng mỏng khi chúng trong nước.,A flexible enclosing or separating tissue forming a plane or film and separating two environments (usually in a plant or animal).,454
mince,verb,thịt băm,Some mince pies for your friends.,Bánh thịt băm cho bạn con.,(uncountable) Finely chopped meat.,455
hamper,verb,ngăn trở,The advanced design of the Monomail was hampered by the lack of suitable engine and propeller technology.,Thiết kế tiên tiến hơn của Monomail đã bị ngăn trở bởi việc thiếu công nghệ động cơ thích hợp và cánh quạt.,"A large basket, usually with a cover, used for the packing and carrying of articles or small animals; as,",456
necessarily,adverb,nhất thiết,"To suffer such loss, we would not necessarily have to reject the truth outright.","Khi điều này xảy ra, chúng ta không nhất thiết hoàn toàn bác bỏ lẽ thật.",inevitably; of necessity,457
pang,verb,sự đau đớn,Did she bring forth this son with more than the usual birth pangs ?,"Phải chăng khi sinh người con này, bà không chỉ chịu sự đau đớn bình thường của sản phụ?",(often pluralized) paroxysm of extreme physical pain or anguish; sudden and transitory agony;throe,458
flush,adjective,đỏ bừng,"But even with swollen lips, sunken eyes, and cheeks flushed red,","Nhưng với cơn lạnh đến tím môi, mắt lõm vào, và má đỏ bừng ,","smooth, even, aligned; not sticking out.",459
anticipate,verb,đoán trước,Townsend recommends minimizing the need to brake by anticipating traffic stops .,Townsend khuyên nên hạn chế dùng phanh mà hãy đoán trước các điểm dừng .,"(transitive) To act before (someone), especially to prevent an action.",460
squash,verb,nén,"They were completely squashed just 90 seconds ago, and now, they've opened up again.","Chỉ 1 phút 30 giây trước, nó còn đang bị đè nén còn bây giờ thì giãn căng.",(uncountable) A sport played in a walled court with a soft rubber ball and bats like tennis racquets.,461
appeal,Verb,lời kêu gọi,But how many have responded to this appeal ?,"Tuy nhiên, lời kêu gọi này chỉ được một số ít người hưởng ứng.","(law) (a) An application for the removal of a cause or suit from an inferior to a superior judge or court for reëxamination or review. (b) The mode of proceeding by which such removal is effected. (c) The right of appeal. (d) An accusation; a process which formerly might be instituted by one private person against another for some heinous crime demanding punishment for the particular injury suffered, rather than for the offense against the public. (e) An accusation of a felon at common law by one of his accomplices, which accomplice was then called an approver. --Tomlins. --Bouvier.",462
palate,verb,vòm miệng,4 The tongue of the nursing infant sticks to its palate because of thirst.,4 Trẻ đang tuổi còn bú khát đến nỗi lưỡi dính vòm miệng .,(Anatomy) The roof of the mouth; the uraniscus.,463
relentless,adjective,tàn nhẫn,I also learned about the relentlessness of trash.,Tôi cũng đã hiểu được sự tàn nhẫn của rác thải.,Unrelenting or unyielding in severity,464
retention,noun,sự giữ lại,Because neoteny means the retention of immature qualities into adulthood.,Vì chữ neoteny có nghĩa là sự giữ lại các đặc điểm của tuổi thơ khi đã trưởng thành.,The act or power of remembering things,465
execute,verb,biểu diễn,Were you pleased with my execution ?,Ngài có hài lòng với màn biểu diễn của tôi không?,(transitive) To kill as punishment for capital crimes.,466
prototype,verb,mẫu đầu tiên,A number of prototypes for you to try on.,Một số mẫu đầu tiên cho cậu đeo thử đây.,"An original object or form which is a basis for other objects, forms, or for its models and generalizations",467
