word,part_of_speech,meaning,example,example_meaning,definition,ID
love,verb,yêu,I cannot help loving her in spite of her many faults.,Tôi yêu cô ấy mặc dù cô ấy có nhiều lỗi lầm.,(uncountable) An intense feeling of affection and care towards another person.,11877
deuce,noun,ma quỷ,Four deuces .,Bốn con hai .,"(epithet) The Devil, used in exclamations of confusion or anger",11878
backhand,adjective,cú ve,"Honey, her backhand's a joke!","Em yêu, cú ve của mẹ thật buồn cười!",(Ultimate Frisbee) the standard throw; a throw during which the disc begins on the off-hand side and travels across the chest to be released from the opposite side.,11879
visor,noun,lưỡi trai,"Also , to reduce bad glare , pop down the visor .","Ngoài ra , để giảm độ chói , kéo mũ lưỡi trai xuống .","A part of a helmet, arranged so as to lift or open, and so show the face. The openings for seeing and breathing are generally in it.",11880
stadium,noun,sân vận động,"A clear homage to the noblest of sports, with the largest stadium in the world.",Xin hãy trân trọng môn thể thao cao quý nhất. Với sân vận động lớn nhất thế giới.,"(now historical) A Greek measure of length, being the chief one used for itinerary distances, also adopted by the Romans for nautical and astronomical measurements, equal to 600 Greek or 625 Roman feet, or 125 Roman paces, or to 606 feet, 9 inches.",11881
mound,noun,gò,You just get back to the termite mound .,Tốt nhất là nên trở về gò mối.,An artificial hill or elevation of earth; a raised bank; an embankment thrown up for defense; a bulwark; a rampart.,11882
soccer,noun,bóng đá,"Hite Brewery sponsored a soccer team, the POSCO Atoms, in the 1990s.",Hite Brewery đã tài trợ cho đội bóng đá the POSCO Atoms vào thập niên 1990.,"(chiefly North America, Australian) a game in which two teams of eleven players contend to get a round ball into their goal primarily by kicking the ball with their feet",11883
goalie,noun,thủ môn,I was playing goalie and doing a great job.,Tôi là thủ môn và chơi rất giỏi.,"(sports, colloquial) goalkeeper or goaltender.",11884
hat trick,noun,Trò lừa mũ,"Gentlemen, he's on a hat trick .",Thưa quý ngài anh ta có thể đạt được 1 cú hat- trick.,(cricket) Three wickets taken by a bowler in three consecutive balls.,11885
equalize,verb,làm bằng nhau,"(2 Corinthians 8:14) Today, a similar “ equalizing ” is providing funds needed to supply Bibles, Bible literature, Kingdom Halls, disaster relief, and other things in many parts of the world.","(2 Cô-rinh-tô 8:14) Ngày nay, một sự làm “ bằng nhau ” giống như thế là trợ cấp tài chính cần thiết để cung cấp Kinh Thánh, ấn phẩm dựa trên Kinh Thánh, Phòng Nước Trời, sự cứu tế và những điều khác ở nhiều nơi trên thế giới.",To make equal.,11886
substitution,noun,sự thay thế,Such substitutions can also lead to awkward phrases.,Những sự thay thế như vậy cũng có thể dẫn đến những đoạn văn lủng củng.,"(chemistry) (especially in organic chemistry) the replacement of an atom, or group of atoms, in a compound, with another",11887
offside,adjective,việt vị,Disastrous attempts to play the offside trap contributed to Brazil's 5–0 defeat to the eventual champions.,Nỗ lực để chơi bẫy việt vị đã góp phần vào thất bại 5–0 của Brazil trước các nhà vô địch của giải đấu.,"(US) To the side of the road, past the curb and sidewalk, e.g. an offside diner (restaurant.)",11888
hitchhike,verb,đi xe đạp,Is that a hitchhiker ?,Hắn ta muốn đi nhờ kìa ?,To try to get a ride in a passing vehicle while standing at the side of a road. Generally by either sticking out one's finger or thumb or holding a sign with one's stated destination.,11889
subtitle,verb,tiểu đề,And I also have a little bit of a sort of smartass subtitle to this.,Tôi cũng chèn thêm một tiểu đề nghe có vẻ nhạo báng nữa.,A heading below or after a title.,11890
possess,verb,có,My sister takes care of everything she possesses .,Em gái tôi bảo quản rất tốt mọi thứ mà cô có .,(transitive) To have; to have ownership of.,11891
decolonize,verb,phi thực dân hoá,"Then over the late'40s, '50s,'60s,'70s and'80s, waves of decolonization took place.","Sau đó vào những năm cuối thập kỷ 40, 50, 60, 70 và 80, hàng loạt các thuộc địa được trả tư do.",to release from the status of colony,11892
periodic,adjective,định kỳ,A periodic checkup by your family doctor might be in order.,Khám tổng quát định kỳ cũng có thể là điều cần thiết.,Relative to a period or periods.,11893
congest,verb,chất quá tải,The bridge was intended to remedy inner-city traffic congestion .,Cây cầu này dự tính được xây để giải tỏa tắc nghẽn giao thông nội thị trong thành phố.,To overfill or overcrowd.,11894
cooperative,adjective,hợp tác,This is cooperation without coordination.,Đây là hợp tác không phân quyền.,Alternative spelling of cooperative.,11895
practicable,adjective,thực,She's practicing English so she can get a better job.,Cô ta thực hành tiếng Anh để kiếm một công việc tốt hơn.,Capable of being accomplished; feasible.,11896
covetous,adjective,thèm thuồng,Does this make them feel envious or covetous ?,Điều này có làm họ cảm thấy ganh tị hoặc thèm thuồng không?,Inordinately desirous; excessively eager to obtain and possess (especially money); avaricious;,11897
intercession,noun,sự can thiệp giúp,Intercession (Mosiah 15:8),Sự can thiệp (Mô Si A 15:8),The act of intervening or mediating between two parties,11898
mere,adjective,chỉ là,"Our worship is a way of life, not a mere formality.","Sự thờ phượng là lối sống, chứ không chỉ là hình thức.",(obsolete) the sea,11899
lodge,verb,gửi,That makes all the Apache lodges .,Vậy là đầy đủ mọi nhóm người Apache.,(transitive) To flatten to the ground.,11900
biodegradable,adjective,có thể bị vi khuẩn làm cho thối rữa,the protein is biodegradable and biocompatible.,prôtein có thể bị vi khuẩn làm cho thối rữa và tương thích sinh học.,"capable of being decomposed by biological activity, especially by microorganisms",11901
impotence,noun,sự bất lực,Women that he blamed for his impotence .,Người phụ nữ mà hắn đổ lỗi cho sự bất lực của mình.,Powerlessness.,11902
heretofore,adverb,trước đây,You have constructed industrial plants of a magnitude and to a precision heretofore deemed impossible.,Các bạn đã xây dựng những nhà máy công nghiệp với quy mô và độ chính xác mà trước đây dường như bất khả thi.,"(formal) Prior to now, up to the present time; from the origin to this point.",11904
faint,adjective,ngất,One day I fainted when my mother was beating eggs.,Một ngày nọ tôi đã ngất xỉu khi mẹ tôi đánh trứng.,"Lacking strength; weak; languid; inclined to swoon; as, faint with fatigue, hunger, or thirst.",11905
disillusion,verb,làm vỡ mộng,"Others, disillusioned by religion, made the human mind their object of worship.","Những người khác, vì bị tôn giáo làm vỡ mộng , đã lấy trí óc con người làm đối tượng để thờ phượng.",(transitive) to free or deprive someone of illusion; to disenchant someone,11906
marital,adjective,hôn nhân,"In my opinion, he and his wife were dealing with standard marital issues.","Theo tôi, ông ấy và bà nhà đã trải qua những vấn đề hôn nhân thông thường.",Pertaining to marriage.,11907
amoral,adjective,phi luân lý,"You know that phone app, amore ?",Anh có biết cái ứng dụng điện thoại tên là Amore không?,(of acts) being neither moral nor immoral,11908
amuse,verb,tiêu khiển,"""Young called his achievements """"the amusement of a few leisure hours.""""""",Young gọi thành quả của mình là “trò tiêu khiển trong một vài giờ rảnh rỗi”.,(transitive) To entertain or occupy in a pleasant manner; to stir with pleasing or mirthful emotions; to divert.,11909
verbal,adjective,bằng lời nói,"And in the Western world, we're not really used to verbal silences.","Và trong thế giới phương Tây, chúng ta không dùng sự im lặng bằng lời nói .","Of, or relating to words.",11910
title,noun,tước,As you have been by Tiberius'return to exalted title .,Cũng như anh đã bị khi Tiberius trở lại tước vị cao quý đó.,"A prefix or suffix added to a person's name to signify either veneration, official position or a professional or academic qualification. See also :Category:Titles",11911
exercise,verb,sử dụng,THERE are many kinds of power that intelligent beings can exercise in a right way.,Có nhiều loại quyền hành mà những tạo vật thông minh có thể sử dụng đúng cách.,Any activity designed to develop or hone a skill or ability.,11912
premier,adjective,nhất,That the only intelligent thing we did was not to go to the premiere .,Việc thông minh nhất mà chúng tôi đã làm là không đến buổi công chiếu,"Foremost, very first or very highest in quality or degree.",11913
breeches,noun,quần,And it' s your turn to get a hole in your breeches,Đến phiên tôi.Đến phiên cậu lãnh đạn vào quần nhé,Plural form of breech.,11914
immigrate,verb,di trú,"An immigration officer paid me and my husband, George, an unexpected visit.","Tôi và anh George, chồng tôi, được một viên chức sở di trú đến thăm đột xuất.",(intransitive) To move into another country to stay there permanently.,11915
migrate,verb,di trú,Like the first blush of winter that signals a great migration .,Như ánh bình minh đầu tiên vào mùa đông là dấu hiệu của sự di trú lớn lao.,"(intransitive) To relocate periodically from one region to another, usually according to the seasons.",11916
envelope,verb,bao thư,Please give this envelope to the bishop for us.,Con làm ơn đưa bao thư này cho vị giám trợ của chúng ta.,Something that envelops; a wrapping,11917
prophesy,verb,tiên tri,Ask the children to look for which prophet is speaking and whom he is prophesying about.,Bảo các em tìm ra vị tiên tri nào đang nói và ông đang tiên tri về ai.,To predict.,11918
farther,adjective,hơn nữa,And we keep getting wells that are farther away from the ground.,Và chúng ta tiếp tục đào những giếng sâu hơn nữa .,"comparative form of far: morefarOf or pertaining to being distant, or of greater distance in degree or of extension in time.",11919
further,verb,hơn nữa,"I know, that just pushes them further and further apart.",Thế là đẩy họ tách xa và xa hơn nữa .,(transitive) To encourage growth.,11920
obliteration,noun,sự gạch,"Obliterated , no evidence.","Xóa sạch , không một chứng cớ.","The cancellation, erasure or deletion of something",11921
vainglory,noun,hư danh,"You weak, foul, lustful, vainglorious man.","Đồ kém cỏi, dâm dục, ghê tởm, tự phụ.",Excessive vanity.,11922
proletariat,noun,giai cấp vô sản,"The proletariat needs a defined evil, even as an illusion.","Giai cấp vô sản cần một định nghĩa về việc xấu xa, kể cả một ảo giác.",The working class or lower class.,11923
contemporaries,noun,đương đại,"Pink Samurai: Love, Marriage & Sex in Contemporary Japan.","Samurai hồng: Tình yêu, hôn nhân và tình dục ở Nhật Bản đương đại (Pink Samurai: Love, Marriage & Sex in Contemporary Japan.)",Plural form of contemporary.,11924
debased,adjective,giảm giá,11 A debasing change was in store for Nebuchadnezzar.,11 Một sự hạ bệ đang chờ đợi Nê-bu-cát-nết-sa.,Simple past tense and past participle of debase.,11925
proscribe,determiner,cấm,The new version was proscribed .,Bản Kinh Thánh mới đó bị cấm .,(transitive) To forbid or prohibit.,11926
aqueous,adjective,có nước,"As an example, all alcoholic beverages are aqueous solutions of ethanol.","Ví dụ, các thức uống có cồn đều là dung dịch dạng nước của ethanol.",(chemistry) Consisting mostly of water.,11927
ontological,adjective,bản thể học,ontology ?,Thuyết tồn tại?,"Of, or relating to, ontology.",11928
beachhead,noun,bãi đổ bộ,The 1st Marine Regiment spent much of its time strengthening the beachhead and preparing for the move inland.,Trung đoàn 1 Thủy quân lục chiến dành nhiều thời gian củng cố bãi đổ bộ (beachhead) và chuẩn bị cho một cuộc tiến công sâu vào đất liền.,"(military) An area of hostile territory (especially on a beach) that, when captured, serves for the continuous landing (or movement into position) of further troops and material",11929
salon,noun,thẩm mỹ viện,What do you mean she had a cat fight at a hair salon because of a man?,Bởi vì đàn ông mà túm tóc đánh nhau với người khác ở thẩm mỹ viện là sao?,"a large room, especially one used to receive and entertain guests",11930
invalidate,verb,làm mất hiệu lực,I am just an invalid,Bây giờ ta chỉ là một phế nhân .,To make invalid. Esp. applied to contract law.,11931
sensational,adjective,giật gân,"Amid all the speculation and sensational claims, what is actually known?","Bên cạnh mọi suy đoán và những lời tuyên bố giật gân , sự thật là gì?",Of or pertaining to sensation.,11932
briefing,noun,lời chỉ dẫn,You've read the briefing .,Các anh đã đọc lời chỉ dẫn rồi đấy.,A short and concise summary of a situation.,11933
yin,noun,âm,"Thunder and lightning, as the coupling of yin and yang.",Sấm chớp ầm ầm. Là âm dương giao hợp.,The essential female principle in some Eastern religions and philosophies.,11934
viaduct,noun,cầu cạn,"He'll pass through a viaduct , right?",Phía trước có 1 cái cầu cạn phải không?,A bridge with several spans that carries road or rail traffic over a valley or other obstacles.,11935
capitalize,verb,dùng làm vốn,Money is not capital in most of the developing countries.,"Ở hầu hết các nước kém phát triển, tiền không được dùng làm vốn đầu tư.","(transitive, business, finance) To contribute or acquire capital (money or other resources) for.",11937
disquieting,adjective,làm không an tâm,Your tone is disquieting .,Miệng lưỡi của em thật đáng sợ .,causing mental trouble or anguish; upsetting,11938
indeterminate,adjective,vô định,Indeterminate life signs.,Không có dấu hiệu sự sống.,not accurately determined or determinable,11939
fiber,noun,sợi,The walls of the heart 's chambers are composed almost entirely of muscle fibers .,Vách buồng tim gần như được cấu tạo hoàn toàn từ sợi cơ .,"(countable) A single elongated piece of a given material, roughly round in cross-section, often twisted with other fibers to form thread.",11941
diffraction,noun,sự nhiễu xạ,The young pilot knows about light and its strange diffractions .,Chàng phi công trẻ biết rõ các nhiễu xạ lạ thường của ánh sáng.,"(quantum mechanics) The breaking up of an electromagnetic wave as it passes a geometric structure (e.g. a slit), followed by reconstruction of the wave by interference.",11942
hemoglobin,noun,hemoglobin,And hemoglobin acts as a molecular sponge to soak up the oxygen in your lungs and then carry it to other parts of the body.,Và hemoglobin hoạt động như một miếng xốp phân tử hấp thu khí oxi từ phổi của bạn rồi vận chuyển nó tới những bộ phận khác của cơ thể.,"The iron-containing substance in red blood cells that transports oxygen from the lungs to the rest of the body; it consists of a protein (globulin), and haem (a porphyrin ring with an atom of iron at its centre).",11943
infrequent,adjective,không thường xuyên,"TD: And I still do get to keep in touch with my mother and father, albeit infrequently .","TD : và tôi vẫn giữ liên lạc với mẹ và cha của mình, dù không thường xuyên .",Not frequent; not happening frequently.,11944
subsequently,adverb,rồi sau đó,What effect did Manasseh’s badness and his subsequent repentance have on his son Amon?,"Việc Ma-na-se làm điều ác rồi sau đó ăn năn có ảnh hưởng gì đối với A-môn, con trai ông?","Following, afterwards in either time or place.",11945
configuration,noun,cấu hình,The F Series is now available and fetches $ 1000 for the basic configuration .,The Dòng F bây giờ đã có và $ 1.000 cho cấu hình cơ bản .,"Form, as depending on the relative disposition of the parts of a thing's shape; figure; form factor.",11946
misinterpret,verb,dịch sai,She wanted to know if it could be misinterpreted .,Cô ấy muốn biết xem có phải nó bị dịch sai không.,To make an incorrect interpretation; to misunderstand.,11947
simultaneously,adverb,đồng thời,Otherwise the Sages must open the doors together with five simultaneous fire blasts.,Ngoài ra chỉ còn cách năm hiền triết đồng thời bắn năm luồng lửa thôi.,Occurring at the same time.,11948
ontology,noun,bản thể học,"Are they in your ontology ?""",Chúng có nằm trong bản thể học của anh không?”,"(uncountable, philosophy) The branch of metaphysics that addresses the nature or essential characteristics of being and of things that exist; the study of beingquabeing.",11949
pubescent,adjective,có lông tơ,Pubescent boy with raging hormones.,Nhóc dậy thì với hoocmon nam tăng cao.,arriving or arrived at puberty,11950
dilution,noun,sự pha loãng,It's an innate thing called goal dilution .,Đó là thứ bẩm sinh gọi là sự pha loãng mục tiêu .,The action of the verb dilute.,11951
messianic,adjective,Chúa cứu thế,"Sometimes, it is translated as a Messianic title that means He Whose It Is or as Pacific, Pacificator or Tranquility that refers to the Samaritan Pentateuch.","Đôi khi, nó được dịch như một tiêu đề về Chúa cứu thế - Đấng Messiah mang nghĩa ""Người mà nó thuộc về"" (He Whose It Is) hoặc như ""hoà giải"" (Pacific), ""người hoà giải"" (Pacificator) hoặc ""sự tĩnh lặng"" (Tranquility) có đề cập đến bộ Pentateuch trong Torah của người Samaritan.","Of, relating to, or resembling a messiah.",11952
unctuous,adjective,nhờn,"Five years later Eckhart made a debut as an unctuous , sociopathic ladies' man in LaBute's black comedy film In the Company of Men (1997).","Năm năm sau, Eckhart đã thực hiện một đầu tay như một unctuous sociopathic ladies' man trong bộ phim hài đen trắng của LaBute In the Company of Men (1997). ^ Falkner, Scott (22 tháng 12 năm 2014).",(of a liquid or fatty substance) Oily or greasy.,11953
inalienable,adjective,không thể chuyển nhượng,"However, the 95th word is “ inalienable .”","Tuy nhiên, từ thứ 95 lại là từ “ inalienable ”.","Incapable of being alienated, surrendered, or transferred to another; not alienable.",11954
resplendence,noun,sự chói lọi,Resplendent,Thật vẻ vang.,"The property of being, or that which causes something to be, resplendent.",11955
associative,adjective,liên kết,"Megan, most folks around kind of associate that with marriage.","Megan, hầu hết người ở đây thường liên kết việc đó với hôn nhân.","(algebra) (of an operator *) such that, for any operands a, b, c , (a * b) * c = a * (b * c)",11956
decrepitude,noun,tình trạng lụ khụ,"You're born, you peak at midlife and decline into decrepitude .","Bạn được sinh ra, lên tới đỉnh cao tại tuổi trung niên rồi lùi dần vào sự già nua.",the state of being decrepit or worn out from age or long use,11957
distaste,verb,sự chán ghét,Curing your distaste for infidelity by turning to men?,Sự chán ghét đã khiến anh ấy Thích quan hệ với đàn ông.,"a feeling of dislike, aversion or antipathy",11958
dialectic,adjective,biện chứng,"So what happens, if you want to sustain desire, it's that real dialectic piece.","Vậy điều gì sẽ xảy ra, nếu tôi muốn duy trì niềm khao khát, nó là phần biện chứng thực tế đó.",Any formal system of reasoning that arrives at the truth by the exchange of logical arguments.,11959
adroit,adjective,khéo léo,"Within two years, he brought the area into complete submission by wise and adroit administration no less than by his brilliant valor.","Trong vòng 2 năm, ông làm cho vùng này trở nên hoàn thiện bởi các chính sách thông minh và khéo léo không kém gì sự dũng cảm tuyệt vời của ông.","dexterous, deft or skillful",11960
farrago,noun,đống lẫn lộn,""" I'll break it for him, "" said I, now flying into a passion again at this unaccountable farrago of the landlord's.",""" Tôi sẽ phá vỡ nó cho anh ta "", nói rằng tôi, bây giờ bay vào một niềm đam mê này vô trách nhiệm hổn tạp của của chủ nhà.",A collection containing a confused variety of miscellaneous things,11961
sanguinary,adjective,khát máu,The military commander who carried out this sanguinary campaign was lauded by the French king and by the pope.,Người chỉ huy chiến dịch đẫm máu này đã được nhà vua Pháp và giáo hoàng khen ngợi.,Accompanied by bloodshed.,11962
monomania,noun,độc tưởng,Aldus Manutius' passion for ancient Greek culture had become a monomania .,Niềm say mê của Aldus Manutius đối với nền văn hóa cổ Hi Lạp đã trở thành một chứng độc tưởng .,Excessive interest or concentration on a singular object or subject.,11963
unabated,adjective,không giảm sút,He's had a fever unabated for two...,Cậu ta không giảm sốt đã hai...,continuing at full strength or intensity,11964
remunerative,adjective,được trả hậu,"But just as any work well done can be satisfying and remunerative , study can be pleasurable and spiritually rewarding.","Nhưng, giống như khi bất cứ một công việc nào lúc thành tựu tốt đẹp mang lại niềm thỏa mãn và lợi ích, việc học hỏi cũng mang lại vui thú và đáng công về thiêng-liêng.","Offering compensation, usually financial; rewarding.",11966
functionary,noun,viên chức,Being country functionary .,Là viên chức quốc gia.,A person employed as an official in a bureaucracy (usually corporate or governmental) who holds limited authority and primarily serves to carry out a simple function for which discretion is not required.,11967
supernal,adjective,cao cả,What a supernal thought.,Thật là một ý nghĩ vô cùng thiêng liêng .,Pertaining to heaven or to the sky; celestial.,11968
proportionate,adjective,cân xứng,"Think about it this way, proportionately .","Hãy nghĩ vấn đề theo cách này, một cách tỉ lệ tương ứng .",In proportion; proportional; commensurable.,11969
rebel,verb,dấy loạn,"First, he would not stop the rebel student from presenting his case.","Thứ nhất, thầy không ngăn cản đứa dấy loạn đưa ra cách giải.","A person who resists an established authority, often violently.",11970
automation,noun,sự tự động hoá,"and automation and digital stuff into the economy,","sự tự động hoá và kỹ thuật số vào nền kinh tế,","The act or process of converting the controlling of a machine or device to a more automatic system, such as computer or electronic controls.",11971
experimental,adjective,để thí nghiệm,"If you seek a cure, you'll need a subject for experimentation .","Nếu ông đang tìm một phương thuốc, ông sẽ cần một vật thể để thí nghiệm .",of or pertaining to an experiment,11972
defeat,verb,đánh bại,Tanks and planes may defeat the troops but they cannot conquer the people.,Xe tăng và máy bay có thể đánh bại quân đội nhưng chúng không thề chinh phục được người dân.,(transitive) To overcome in battle or contest,11973
tweak,verb,vặn,and then the soul steps in and tweaks those molecules so that they connect.,và sau đó linh hồn bước vào và vặn vẹo các phân tử đó để chúng liên kết.,A sharp pinch or jerk; a twist or twitch.,11975
pediatrician,noun,bác sĩ khoa nhi,On the right is one of Gotham's finest pediatricians .,Bên phải là bác sĩ khoa nhi giỏi nhất Gotham.,A physician who specializes in pediatrics; a children’s doctor or babies’ doctor.,11976
telescope,verb,kính viễn vọng,The planets were discovered by the Kepler space telescope team .,Chúng được tìm ra bởi nhóm kính viễn vọng không gian Kepler .,"A monocular optical instrument possessing magnification for observing distant objects, especially in astronomy.",11977
transfer,verb,chuyển,Do you know what a wire transfer is?,Anh biết cách chuyển tiền qua tài khoản chứ?,"(transitive) To move or pass from one place, person or thing to another.",11978
extinction,noun,sự dập tắt,It's extinct .,"Đó là sự tuyệt chủng . """,The action of making or becoming extinct; annihilation.,11979
finance,verb,tài trợ,Which is a front for certain countries to finance terrorist activities.,Có tổ chức ở nhiều nước tài trợ cho bọn khủng bố.,The management of money and other assets.,11980
elimination,noun,sự loại trừ,"And there was this deliberate elimination going up,","Và xảy ra sự loại trừ cố ý ngày càng tăng,","The act of eliminating, expelling or throwing off.",11982
irritant,adjective,chất kích thích,"Natural foods such as chili peppers , which contain a substance irritating to the skin , can cause a burning sensation .","Thức ăn tự nhiên như là quả ớt , chứa chất kích thích với da , có thể gây ra cảm giác phỏng .",Causing irritation or inflammation.,11983
eventuality,noun,chừng,Eventually .,Cuối cùng .,A possible event; something that may happen.,11984
convoke,verb,triệu tập,"""Assembly convoked to select PM this 5 August"" (in Thai).",Ngày 4 tháng 7 năm 2011. ^ “Assembly convoked to select PM this 5 August” (bằng tiếng Thái Lan).,"(transitive) To convene, to cause to assemble for a meeting.",11985
appoint,verb,bổ nhiệm,Brothers in appointed positions of responsibility must especially set an example.,Những anh được bổ nhiệm vào những vị trí có trách nhiệm phải đặc biệt nêu gương.,(transitive): To fix with power or firmness; to establish; to mark out.,11986
solicitation,noun,sự gạ gẫm,"The Boston police distinguished active solicitation , or aggressive panhandling, versus passive panhandling of which an example is opening doors at a store with a cup in hand but saying nothing.","Cảnh sát Boston phân biệt sự gạ gẫm tích cực, hay ăn xin hung hăng, so với việc ăn xin thụ động, ví dụ ăn xin tại một cửa hàng với một chiếc cốc trong tay nhưng không nói gì.",The action or instance of soliciting; petition; proposal.,11987
contribution,noun,sự đóng góp,Their work is financed by voluntary contributions .,Công việc của họ được tài trợ bởi sự đóng góp tình nguyện.,Something given or offered that adds to a larger whole.,11988
liberalism,noun,chủ nghĩa tự do,""" Liberalism Is a Mental Disorder, """,""" Chủ nghĩa tự do là một rối loạn tâm thần, """,The quality of being liberal.,11989
corporation,noun,công ty,We can choose to control corporations instead of allowing corporations to control us.,Hoặc chọn kiểm soát các công ty thay vì cho phép nó kiểm soát chúng ta.,"A group of individuals, created by law or under authority of law, having a continuous existence independent of the existences of its members, and powers and liabilities distinct from those of its members.",11990
graduated,adjective,lũy tiến,We met at Eddie's graduation .,Chúng ta đã gặp nhau ở lễ tốt nghiệp của Eddie.,Simple past tense and past participle of graduate.,11991
fragmentation,noun,chia nhỏ,"But where, in our increasingly secular and fragmented world,","Nhưng ở đâu, trong thế giới già nhanh chóng già cỗi và chia nhỏ của chúng ta,",The act of fragmenting or something fragmented; disintegration.,11992
filth,noun,rác rưởi,You're gonna need most of that just to scrub the filth off him.,Cô sẽ cần gần như cả chai chỉ để cọ rửa rác rưởi trên người hắn.,smut,11994
mendacity,noun,lời nói láo,"For some time now, I have been plagued by certain weighty questions which... hardly pertain to mendacity or sloth.","Thời gian gần đây, tôi vẫn thường bị ám ảnh với những câu hỏi nặng nề mà... không có liên quan gì tới dối trá hay lười biếng. Những câu hỏi ra sao?",The fact or condition of being untruthful; dishonesty.,11995
exaggeration,noun,sự cường điệu,And that sounds like a kind of a romantic exaggeration .,Và điều đó nghe giống như một sự cường điệu đầy tiểu thuyết.,The act of heaping or piling up.,11996
praise,verb,khen ngợi,These things are not done for praise or accolades.,Những điều này không được thực hiện vì lời khen ngợi hoặc ca tụng.,"commendation, thanks, props.",11997
unalterable,adjective,không thay đổi,He unalterably will do.,Thì chắc chắn Ngài sẽ làm.,incapable of changing or being altered,11998
liberalization,noun,Tự do hóa,"Under Dubček's leadership, Slovakia began to evolve toward political liberalization .","Dưới sự lãnh đạo của Dubček, Slovakia bắt đầu chuyển hướng theo tự do hóa chính trị.",(US) The process or act of making more liberal.,11999
boor,noun,người thô lỗ,They're a bunch of boors .,Toàn một lũ cục mịch .,A peasant.,12000
adamantine,adjective,cứng rắn,"Crystals from some other localities, notably from Monteponi in Sardinia, are transparent and colourless, possessed of a brilliant adamantine lustre, and usually modified by numerous bright faces.","Tinh thể từ một số địa điểm khác, đặc biệt là từ Monteponi ở Sardinia, đều trong suốt và không màu, có bóng mờ kịt và thường được thay đổi bởi nhiều bề mặt tươi sáng.","Made of adamant, or having the qualities of adamant; incapable of being broken, dissolved, or penetrated; as, adamantine bonds or chains.",12001
loquacity,noun,tính ba hoa,"We can further make Edward Hall’s distinction between “low context” communication (i.e. direct style, person-oriented, self-projection, loquacity ) and “high context” communication (i.e. indirect style, status-oriented, reservation, silence).","Chúng ta có thể hiểu sự khác biệt mà Edward Hall đã đưa ra giữa việc giao tiếp có ""ngữ cảnh thấp"" (nghĩa là theo phong cách trực tiếp, hướng tới con người, cởi mở, nói nhiều ) và giao tiếp với ""ngữ cảnh cao"" (nghĩa là theo phong cách gián tiếp, hướng tới chức vụ, kín đáo, im lặng).",Talkativeness; the quality of being loquacious.,12002
phrenology,noun,khoa tướng số,"OK, it's a very phrenological view of synesthesia.","OK, đó là cái nhìn thuộc não học của chứng giác quan trộn lẫn.","(medicine, biology) The science, now generally discredited, which studies the relationships between a person's character and the morphology (structure) of the skull.",12003
onus,noun,trách nhiệm,"Strike our colours, Mr Onus .","Hãy căng cờ của chúng ta lên, ông Onus .",A legal obligation.,12004
distill,verb,cất,"Your color is all cloudy, so you were struggling with distillation , too.","Màu thì đục toàn tập, chắc chưng cất cũng vất vả lắm đây.",(transitive) To subject a substance to distillation.,12005
binoculars,noun,ống nhòm,"Every time I look through binoculars , he has another mistress.","Tôi thề mỗi lần nhìn qua ống nhòm , anh ta lại có tình nhân khác.","A hand-held device consisting of a series of lenses and prisms, used to magnify objects so that they can be better seen from a distance, and looked at through both eyes.",12006
supply,noun,cung cấp,Water was supplied from outside.,Nước được cung cấp từ bên ngoài.,(intransitive) To act as a substitute.,12007
harpoon,verb,cây lao móc,"Let me guess, the harpoon killed him.","Để tôi đoán, ông ta chết bởi cây lao móc",A spearlike weapon with a barbed head used in hunting whales and large fish.,12008
advertise,verb,quảng cáo,"My wife's a chef, and I'm in advertising .","Vợ tôi là một đầu bếp, và tôi làm trong ngành quảng cáo .","(transitive) To give public notice of; to announce publicly; as to advertise goods for sale, a lost article, the sailing day of a vessel, a political meeting.",12009
preferable,adjective,đáng thích hơn,Device Preference,Tùy thích thiết bị,Better than some other option; preferred.,12010
exhaustion,noun,kiệt lực,Even the most vibrant of humans—“boys” and “young men”—may be worn down by fatigue and stumble from exhaustion .,Ngay cả những người sung sức nhất—“kẻ trai trẻ” và “người trai-tráng”—cũng có thể kiệt lực vì mệt nhọc và vấp té vì kiệt quệ.,"The point of complete depletion, of the state of being used up.",12011
hare,noun,thỏ rừng,It is not easy to catch a hare with your bare hands.,Bắt thỏ rừng bằng tay thì khó.,"Any of several plant-eating animals of the family Leporidae, especially of the genus Lepus, being usually somewhat larger than a rabbit and with longer ears.",12012
lizard,noun,con thằn lằn,But what if a lizard were to mate with a human?,Nhưng nếu một con thằn lằn có cơ thể của một con người.,"Any reptile of the order Squamata, usually having four legs, external ear openings, movable eyelids and a long slender body and tail.",12013
locust,noun,con châu chấu,I have been shaken off like a locust .,Đã bị giũ bỏ như con châu chấu .,A type of grasshopper in the family Acrididae that flies in swarms and is very destructive to crops and other vegetation.,12014
halibut,noun,cá bơn,You caught a halibut .,Ngài đã bắt được 1 con cá bơn .,"A large flatfish of the genus Hippoglossus, which sometimes leaves the ocean floor and swims vertically.",12015
awestruck,adjective,kinh sợ,"24 Like Elijah, we may be awestruck by the immense natural forces evident in creation, and rightly so.","24 Như Ê-li, theo lẽ thường chúng ta cũng kinh sợ trước những lực thiên nhiên mạnh mẽ trong công trình sáng tạo.",Filled or overcome with awe or wonder,12017
