word,part_of_speech,meaning,example,example_meaning,definition
thin,adjective,mỏng,"This method uses a thin , flexible tube called a catheter .","Phương pháp này sử dụng một ống mỏng , mềm dẻo gọi là ống thông .","(philately) a loss or tearing of paper from the back of a stamp, although not sufficient to create a complete hole."
blast,noun,luồng gió,but it was a blast . I had so much fun.,"Nhưng nó thật sự là một luồng gió mới, tôi đã thấy rất vui vẻ.","A forcible stream of air from an orifice, as from a bellows, the mouth, etc. Hence: The continuous blowing to which one charge of ore or metal is subjected in a furnace; as, to melt so many tons of iron at a blast."
connect,verb,nối,"That's like a particle with mass, because you are connecting , interacting, with that Higgs snow field.","Giống như một hạt với khối lượng, bởi vì bạn kết nối , tương tác, với trường tuyết Higgs.",To make a travel connection; to switch from one means of transport to another as part of the same trip.
store,verb,trữ,Most people think that the humps store water.,Nhiều người nghĩ rằng bướu lạc đà dự trữ nước.,A place where items may be accumulated or routinely kept.
fresh,adjective,mới,With what are we going to buy all these fresh horses?,Chúng ta sẽ mua ngựa mới bằng cái gì?,"Of produce, not from storage."
sight,verb,nhìn thấy,A visual sighting not confirmed by mechanical means.,"Một hình ảnh nhìn thấy , nhưng không xác nhận được bằng phương tiện cơ khí.",the ability to see
throw,verb,ném,He lost his cool and started throwing things.,Nó không kiềm chế được và bắt đầu ném đồ.,(transitive) To cause an object to move rapidly through the air.
clip,verb,hớt,"I clipped your wing, that's all.","Anh đã hớt cánh em, vậy thôi.",To grip tightly.
depress,verb,giảm,"If you have medications, depressants in your house, keep them secure.","Nếu có thuốc hay thuốc giảm đau trong nhà, nên giữ cẩn thận.","To make depressed, sad or bored."
harmonica,noun,Harmonica,"Well, I played a mean harmonica , as a younger man.",Khi còn trẻ tôi có chơi harmonica .,"a musical wind instrument with a series of holes for the player to blow into, each hole producing a different note"
attraction,noun,sự hấp dẫn,The depth of understanding of the attractiveness of what we can do is not there yet.,Hiểu biết sâu về sự hấp dẫn của việc chúng ta có thể làm vẫn chưa hiện hữu.,An event or location that has a tendency to attract visitors
symbolize,verb,tiêu biểu,Athletes were symbols of military preparedness.,Các vận động viên tiêu biểu cho người lính sẵn sàng chiến đấu.,To be symbolic of; to represent.
sequel,noun,cuốn tiếp theo,He later published a sequel entitled Paradise Regained.,Sau đó ông xuất bản cuốn tiếp theo có tựa đề Paradise Regained (Địa đàng tái lập).,"(narratology) A narrative that is written after another narrative set in the same universe, especially a narrative that is chronologically set after its predecessors, or (perhaps improper usage) any narrative that has a preceding narrative of its own."
dispersed,adjective,phân tán,"Again -- this time, sycamore -- wind- dispersed .","Lần này là cây sung dâu, phân tán nhờ gió.",Simple past tense and past participle ofdisperse.
economize,verb,tiết kiệm,"""""""How can we economize when we have nothing?''""",“Làm sao chúng ta có thể tiết kiệm khi không có gì cả?”,"To practice being economical (by using things sparingly or in moderation, and by avoiding waste or extravagance)."
disengage,verb,cởi,Concepts of morality are disengaged .,Bó buộc về đạo đức sẽ được cởi bỏ.,(fencing) A circular movement of the blade that avoids the opponent's parry
baklava,noun,,Baklava is normally prepared in large pans.,Baklava thường được chế biến trên chảo lớn.,"A popular sweet pastry found in many cuisines of the Middle East and the Balkans, made of chopped nuts layered with phyllo pastry."
patience,noun,sự kiên nhẫn,Our patience is in much the same condition as yesterday.,Sự kiên nhẫn của chúng tôi cũng trong tình trạng như hôm qua.,The quality of being patient.
vegetate,verb,mọc,Diversity within the various kinds of vegetables grown in the United States has been slashed by 97 percent in less than 80 years!,Tính đa dạng của các loại rau cải mọc ở Hoa Kỳ đã giảm hẳn 97 phần trăm trong không đầy 80 năm!,(of a plant) To grow or sprout.
uplifting,adjective,,Choose uplifting entertainment.,Hãy chọn thú giải trí mà nâng cao tinh thần .,Improving the mood; causing cheerfulness.
black sheep,noun,con chiên ghẻ,"SANDRA, a woman in Mexico, described herself as the black sheep of her family.","SANDRA, một phụ nữ ở Mexico, đã xem mình là con chiên ghẻ của gia đình.","Used other than as an idiom:seeblack,sheep."
cash cow,noun,,You're a cash cow on the corner.,Kiếm bộn tiền ngoài phố đấy.,"(idiomatic, business) A product, service, or enterprise that generates ongoing, high net free cash flows."
gift horse,noun,,A fine horse still makes a costly and cherished gift .,Một chú ngựa khỏe vẫn được coi là món quà quý giá và đắt đỏ.,"(idiomatic) An apparent gift, that has substantial associated costs."
horse around,verb,ngựa quanh,No horsing around !,Đừng có la cà !,(idiomatic) To play or fiddle; to clown; to do nothing of importance or consequence.
let the cat out of the bag,verb,,Or when someone lets the cat out of the bag ?,Hay ai đó lỡ miệng nói điều gì kích động?,"(idiomatic) To disclose a secret; to let a secret be known, often inadvertently."
monkey around,verb,,""" Monkey Wrapped Around a Tree "".",""" Khỉ Ôm Cây. """,(idiomatic) To act foolishly.
monkey business,noun,trò hề,Enough monkey business .,Có đủ trò khỉ rồi.,"(US, slang) Wasting time, or effort, on some foolish project."
play possum,verb,giả chết,Playing possum is what we do.,Giả chết là điều chúng ta có thể làm.,(idiomatic) to feign death; to remain quiet and still to escape attention or remain undetected; to lay low.
rain cats and dogs,verb,(trời) mưa như trút,"Yes, I was outside and it's raining cats and dogs .","Phải, tôi đã ở bên ngoài và trời đang mưa như trút nước.",(idiomatic) To rain very heavily.
rat race,noun,,Why run this rat race ?,Tại sao chúng ta phải tranh đấu vất vả như thế?,"(idiomatic, singular only) An activity or situation which is congested with participants and which is hectic or tedious, especially in the context of a busy, modern urban lifestyle."
red herring,noun,lính,Her red hair is considered her trademark.,Mái tóc đỏ được coi là một thương hiệu của cô.,A smoke-cured and salt-brined herring strong enough to turn the flesh red; a type of kipper.
road hog,noun,,Road hog !,Lợn lái xe !,A motorist who straddles two lanes of traffic or otherwise monopolizes the road.
sacred cow,noun,,As if it were a sacred cow !,Cứ như thể nó là một con bò thiêng!,"(idiomatic) Something which cannot be tampered with, or criticized, for fear of public outcry. A person, institution, belief system, etc. which, for no reason other than the demands of established social etiquette or popular opinion, should be accorded respect or reverence, and not touched, handled or examined too closely."
couch potato,noun,,"The human being is called a "" couch potato . """,Họ được gọi là những kẻ nghiện tivi .,"A person who spends a lot of time sitting or lying down, often watching television, eating snacks or drinking alcohol."
forbidden fruit,noun,trái cấm,Their physical condition changed as a result of their eating the forbidden fruit .,Tình trạng thể chất của họ thay đổi do việc họ ăn trái cấm .,The fruit forbidden to Adam.
good egg,noun,,Good egg .,Hết xẩy !,"(idiomatic) A good person, someone to be trusted; a friend."
in a nutshell,adverb,nói ngắn gọn,"In a nutshell , a Siftable is an interactive computer","Nói ngắn gọn , Siftables là một máy tính tác động lẫn nhau",(idiomatic) In summary; briefly or simply.
half-baked,adjective,chưa chín chắn,It is half baked .,Phiên bản này hiện đang trong quá trình hoàn thiện .,Used other than as an idiom: Partially cooked by heating in an oven.
piece of cake,noun,một miếng bánh,Piece of cake,Dễ thôi mà!,"Used other than as an idiom:seepiece,cake."
on the table,adjective,,It's on the table .,Rượu ở trên bàn .,on the table (desk)
gold standard,noun,Bản vị vàng,Most monetarists oppose the gold standard .,Hầu hết trường phái trọng tiền phản đối bản vị vàng .,(economics) A monetary system where the value of circulating money is linked to the value of gold.
promised land,noun,đất hứa,"5 After the Exodus from Egypt, Moses sent 12 spies into the Promised Land .","5 Sau khi ra khỏi Ê-díp-tô, Môi-se phái 12 người đi do thám Đất Hứa .",Alternative form of [i]Promised Land[/i]
rain check,noun,kiểm tra mưa,Rain check ?,Để sau nhé ?,"(idiomatic) Any voucher or note from a merchant to a customer to provide an item the merchant has run out of at a later date for the item's current price, or (in a more literal sense) to provide a service at a later date."
jet set,adjective,,""" Jet Set "" playback take 1.",""" Jet - Set "" phát lần 1.",(idiomatic) A set of wealthy people who travel for pleasure
pet peeve,noun,,"In this job, my pet peeve is.",Làm nghề này anh mày ghét nhất,Something that is personally annoying; a personal dislike.
rite of passage,noun,,Some sort of rite of passage ?,Nghi thức trưởng thành ?,"(anthropology) a ceremony or series of ceremonies, often very ritualized, to celebrate a transition in a person’s life. Baptisms, bar mitzvahs, weddings and funerals are among the best known examples."
last straw,noun,,This is the last straw .,Đây là giọt nước cuối cùng làm tràn ly .,(slang) A small addition to a burden which causes it to exceed the capacity.
doublespeak,noun,,"This deliberate irony is an example of doublespeak , when words are used not to convey meaning but to undermine it, corrupting the very ideas they refer to.","Sự mỉa mai cố ý này là một ví dụ của lối nói "" doublespeak"" khi ngôn ngữ không được dùng để truyền tải ý nghĩa đích thực của nó mà bị bóp méo khiến thay đổi sắc thái và ngữ nghĩa câu văn để lừa bịp người khác.","Any language deliberately constructed to disguise or distort its actual meaning, often by employing euphemism or ambiguity. Typically used by governments or large institutions."
blue blood,noun,dòng dõi quý phái,Blue - bloods ?,Máu - Xanh ?,(uncountable) noble or aristocratic ancestry
body and soul,adverb,,Body and soul .,Linh hồn và thể xác .,"with complete faith; ""she was with him heart and soul"""
cold shoulder,verb,đối xử lạnh nhạt,Yet suddenly giving people the cold shoulder .,"Tuy vậy, đột nhiên đem lại cho người lạnh vai.",(idiomatic) A deliberate act of disrespect; a slight or snub
in cold blood,adverb,lạnh lùng,He bludgeoned a man to death with a crowbar in cold blood .,Hắn lạnh lùng đập một người đến chết bằng một cây gậy sắt.,(idiomatic) In a ruthless and unfeeling manner; premeditated and deliberate.
neck and neck,adjective,ngang nhau,You two are neck - and - neck .,Hai người đang ngang nhau .,"(idiomatic) Very close in progress, as in a race or contest."
pain in the neck,noun,điều phiền phức,Just try not to be such a pain in the neck .,Chỉ cần cố đừng có tỏ ra phiền phức là được.,"(idiomatic) Someone or something which is annoying, irritating or inconvenient"
skin and bones,noun,,She's just skin and bones .,Cổ chỉ còn da bọc xương .,"(idiomatic) Said of one who is emaciated; very skinny, as from lack of nutrition."
mealymouthed,adjective,,,,Alternative form of mealy-mouthed.
at first hand,adverb,trực tiếp,“ At first he just held my hand .,Mới đầu anh ấy chỉ nắm tay mình.,"from the original source; directly; ""I heard this story firsthand"""
thick-skinned,adjective,lì,Though I seem thick - skinned,Dường như tôi đã trở nên trơ lì,Having a thick skin.
thin-skinned,adjective,có da mỏng,"Jesus, you are so thin - skinned .","Chúa ơi, cậu nhạy cảm quá .",(idiomatic) overly sensitive to criticism; quick to take offence; irritable; touchy
secondhand,adjective,cũ,I got this tip from a secondhand source.,Mình nhận được chỉ dẫn này từ một nguồn dữ liệu cũ .,(of goods) not new; previously owned and used by another
eye-popping,adjective,,It's really gonna make my eyes pop .,Nó thật sự làm cho mắt tôi long lanh hơn.,"Visually astonishing, stunning, incredible."
vice versa,adverb,ngược lại,"Reliant is supposed to be at our disposal, not vice versa .",Reliant phải nghe theo ý kiến của ta chứ không phải ngược lại .,Alternative spelling of vice versa.
split second,noun,phần giây,It happened in a split second .,Diễn ra chỉ trong vòng 1 giây .,"a very short time (as the time it takes the eye to blink or the heart to beat); ""if I had the chance I'd do it in a flash"""
in the long run,adverb,cuối cùng,"But he has taken a long -range view, knowing the good results that will come in the long run .","Nhưng Ngài có một quan điểm dài hạn, và biết rằng cuối cùng điều này sẽ đem lại kết quả tốt đẹp.",(idiomatic) After a very long time; eventually; over a long period of time; more generally.
eleventh hour,noun,,"For other uses, see The Eleventh Hour .","Để biết về các nghĩa khác, xem thời cổ đại.",(idiomatic) A point in time which is nearly too late; the last minute.
high-flown,adjective,,A bit high - flown .,Hơi phóng đại .,pretentiously eloquent; highly figurative
on the fence,adjective,,Bella is on the fence .,Bella sẽ làm rào chắn .,(idiomatic) undecided; wavering in one's opinion
buckle down,verb,,But I buckled down and I succeeded.,Nhưng tôi vẫn giải quyết hết và thành đạt như giờ.,(idiomatic) To put forth the needed effort; to focus; become serious; apply oneself (e.g. to work or study).
figure out,verb,tìm ra,"And people figure out what they're supposed to do in all kinds of weird ways, right?",Người ta vẫn tìm ra mục đích sống của mình bằng nhiều cách kỳ lạ đấy thôi?,(idiomatic) To come to understand; to discover or find a solution; to deduce.
get along,verb,chở đi,Try to get along .,Hãy đối xử tử tế đi .,"(intransitive, idiomatic, often followed by with) To interact or coexist well, without argument or trouble."
gloss over,verb,lấp liếm,Avoid trying to gloss over the event with a lie .,Tránh lờ đi sự việc bằng lời nói dối .,"(transitive, idiomatic) To treat something with less care than it deserves; to skimp."
keep track,verb,,Keep tracking it.,Tiếp tục quan sát đi.,To monitor; to track or record; to understand or follow.
chance upon,verb,,We came upon your mistress by chance .,Chúng tôi tình cờ thấy công nương của các cô.,to find by chance
pan out,verb,thành công,He didn't pan out .,Cậu ấy không mang lại kết quả .,"(usually transitive) To separate and recover (valuable minerals) by swirling dirt or crushed rock in a pan of water, in the manner of a traditional prospector seeking gold."
speak out,verb,ngỏ lời,You speak out of turn!,Ông đang ăn nói bất lịch sự rồi đó!,(idiomatic) To assert or promote one's opinion; to make one's thoughts known.
wind up,verb,bế mạc,"She doesn't believe your excuse, and you wind up ... in supermax prison.","Cô ấy sẽ không tin vào lý do của anh, và thế là... đời anh bế mạc trong Supermax.","(UK) A humorous attempt to fool somebody, a practical joke in which the victim is encouraged to believe something untrue."
wipe out,verb,tiêu diệt,"First, we must wipe out the Funahachi gang.",Nhưng trước hết phải tiêu diệt băng Funahachi đã.,(idiomatic) To destroy (a large number of people or things); to obliterate.
stamp out,verb,dập tắt,Can hatred ever be stamped out ?,Có thể nào dập tắt được sự thù ghét không?,"(idiomatic) To get rid of, eradicate."
zero in,verb,không trong,I'm zeroing in .,Tôi đang nhắm vào đây.,To focus one's aim; to zoom in and center on something.
kick the bucket,verb,nghẻo,Haven't been here since Smiley kicked the bucket .,Đã không tới đây từ hồi Vui Vẻ ngỏm củ tỏi .,"(idiomatic, euphemism, colloquial) To die."
stocky,adjective,chắc nịch,"P. fortis is thick and stocky , with relatively heavy chelae.","P. fortis có thân dày và chắc nịch , với cặp càng tương đối nặng.",(of a person or an animal) sturdy; solidly built; heavy and compact
inferno,noun,地獄,KYOTO INFERNO,ĐỊA NGỤC KYOTO,Hell-like place or situation.
tinsel,noun,kim tuyến,"Those who are carrying on the fight successfully agree that what the world has to offer could look attractive, like glittering tinsel , but on closer examination, it has little substance.","Những ai đang chiến đấu thành công đều đồng ý rằng những điều thuộc thế gian có thể trông hấp dẫn giống như kim tuyến lấp lánh, nhưng khi nhìn kỹ thì chỉ là vật tầm thường.","A shining material used for ornamental purposes; especially, a very thin, gauzelike cloth with much gold or silver woven into it; also, very thin metal overlaid with a thin coating of gold or silver, brass foil, or the like."
detour,verb,đường vòng,"I'm not entirely sure why I took a different route that day, a detour .","Tôi không rõ vì sao mình đã chọn, ngày hôm đó, một con đường vòng .",A diversion or deviation from one's original route.
wiggle,verb,lắc lư,"Come on, just wiggle the stick back and forth!","Thôi nào, chỉ cần lắc lư qua lại thôi mà.","(transitive, intransitive) To move with irregular, back and forward or side to side motions; To shake or jiggle."
thump,verb,thụi,"I'll thump him if he calls me "" big nose ""!","Tôi sẽ thụi hắn nếu hắn còn gọi tôi là "" Mũi Bự "" nữa.",(transitive) to hit (someone or something) as if to make a thump
giggle,verb,cười khúc khích,"I often called them gentlemen, which made them giggle .","Tôi thường gọi chúng là các quý ông, làm cho các em cười khúc khích .",To laugh gently or in a high-pitched voice; to laugh in a silly or giddy way.
gobble,verb,ngấu,The client isn' t going to gobble you up,Vị khách của cô sẽ không ngấu nghiến nổi cô đâu,To make the sound of a turkey.
swirl,verb,xoáy,"You warm the cup with your hands, like this and swirl to release the aroma.","Cô làm ấm cốc rượu bằng tay như thế này, và xoáy cốc để hương thơm tỏa ra.",a whirling eddy
kneel,verb,quỳ,"Kneel , stand, kneel , stand.","Quỳ xuống, đứng lên, lại quỳ , rồi lại đứng.",(intransitive) To stoop down and rest on the knee or knees.
blackmail,verb,tống tiền,"Blackmail or no blackmail , he will be finished, right?","Tống tiền hay không tống tiền , hắn sẽ xử lý hết, đúng không?","(archaic) A certain rate of money, corn, cattle, or other thing, anciently paid, in the north of England and south of Scotland, to certain men who were allied to robbers, or moss troopers, to be by them protected from pillage."
allowance,verb,hạn định cho phép,No one here is allowed to talk to each other,Không được nói chuyện với nhau,"The act of allowing, granting, conceding, or admitting; authorization; permission; sanction; tolerance."
delight,verb,làm vui thích,Truly happy are those who take delight in manifesting brotherly affection!,Thật hạnh phúc thay cho những ai lấy làm vui thích trong việc biểu lộ tình yêu mến anh em!,joy; pleasure
grand larceny,noun,,"Burglary, armed robbery, grand larceny ...","Ăn trộm, ăn cướp có vũ trang, trộm tầm cỡ ...","(US, criminal law) larceny of property whose value is greater than an amount set by law to distinguish it from petty larceny"
gaffer,noun,trưởng kíp,"Cheers, Gaffer .","Nâng cốc, Gaffer .",(film) A chief lighting technician for a motion-picture or television production.
deify,verb,tôn làm thần,Augustus was deified posthumously.,"Sau khi Au-gút-tơ qua đời, ông được tôn làm thần .",(transitive) To make a god of (something or someone).
discriminating,adjective,biết phân biệt,Residual Discrimination,Sự kỳ thị còn rơi rớt lại,Able to perceive fine distinctions between similar things; perceptive
moldy,adjective,mốc meo,Unless it's moldy .,Dì đi trước nhé,Covered with mold.
roam,verb,lang thang,Father wouldn't let them roam this close to dark.,Bố sẽ không để chúng đi lang thang ở ngoài tối thế này đâu.,(intransitive) To wander or travel freely and with no specific destination.
agency,noun,cơ quan,Is there another agency following you I'm not aware of?,Còn có một cơ quan khác theo đuôi cô mà tôi không được biết đến?,The faculty of acting or of exerting power; the state of being in action; action; instrumentality.
history,noun,lịch sử,Tom teaches history at the high school across the street.,Tom dạy lịch sử ở trường trung học phía bên kia đường.,The aggregate of past events.
elderly,noun,cụ già,"Nothing pays like hipsters, minors and the elderly .","Không ai trả tiền như bọn mê jazz, trẻ thành niên và các cụ già .",old; having lived for relatively many years
emigration,noun,di dân,"Happily, a goodly number of those emigrants —including me—have found spiritual treasures.","Thật hạnh phúc thay một số người di dân , trong đó có tôi, đã tìm thấy một “kho báu” vô giá về mặt thiêng liêng.","The act of emigrating; movement of a person or persons out of a country or national region, for the purpose of permanent relocation of residence."
equality,noun,bình đẳng,"You may write in any language you want. On Tatoeba, all languages are equal .","Bạn có thể viết bằng bất kỳ ngôn ngữ nào mà bạn muốn. Ở Tatoeba, tất cả mọi ngôn ngữ đều bình đẳng .",(uncountable) The fact of being equal.
inhabitant,noun,cư dân,"Their cities were left in ruins, without a man, without an inhabitant .","Các thành chúng đều đổ nát, không bóng người, không cư dân .",Someone or thing who lives in a place.
modernization,noun,hiện đại hoá,"Born in another century, Forced to modern times.","Sinh vào thế kỉ khác, hiện đại hoá .",the process of modernizing
multicultural,adjective,đa văn hóa,"Cyrus sets up a model of how you run a great multinational, multifaith, multicultural society.","Cyrus xây dựng một mô hình chỉ cho ta cách điều hành một xã hội đa dân tộc, đa tín ngưỡng, đa văn hóa .",Relating or pertaining to several different cultures
occupant,noun,hành khách,"When they search the wreckage, they find all occupants .","Khi họ kiểm tra xong các mảnh vỡ, tất cả các hành khách trên máy bay đều được tìm thấy.",A person who occupies a place or a position.
cafeteria,noun,nhà ăn,They also may be growing them. And we serve them in the cafeterias .,Chúng cũng có thể trồng cây. Và chúng tôi phục vụ trong nhà ăn .,A restaurant in which customers select their food at a counter then carry it on a tray to a table to eat
calorie,noun,calo,"Structured data is used not only to specify search features, but also to help Google understand and present the information on your site in new and interesting ways (such as Assistant actions), to enable better search results (such as enabling users to search for recipes containing chicken or with less than 500 calories ), or to store information in the knowledge panel.","Dữ liệu có cấu trúc không chỉ dùng để xác định các tính năng tìm kiếm, mà còn để giúp Google hiểu và trình bày thông tin trên trang web của bạn theo những cách mới và thú vị (chẳng hạn như hành động trên Trợ lý), để mang lại kết quả tìm kiếm tốt hơn (chẳng hạn như giúp người dùng tìm kiếm công thức nấu ăn có thành phần là thịt gà hoặc ít hơn 500 calo ) hoặc để lưu trữ thông tin trong bảng tri thức.","(physics and chemistry, obsolete) the gram calorie or small calorie, a non-SI unit of energy, equivalent to approximately 4.2 joules. This unit was widely used in chemistry and physics, being the amount of energy needed to raise the temperature of 1 gram of water by 1 °C."
eatery,noun,eating-house,Or was it an eatery ?,Hay chỉ là một quán ăn ?,"a restaurant or café, etc."
entree,verb,đi vào,Today's entree is...,Món khai vị hôm nay là...,An alternative spelling of entrée.
ingredient,noun,thành phần,"Some of the ingredients in this beverage are harmful, especially if you are pregnant.","Một vài thành phần của nước uống này có hại, đặc biệt nếu bạn có thai.",One of the substances present in a mixture.
leftovers,noun,thức ăn thừa,"In summer, she would give him the hospital leftovers .",Mùa hè thì mụ sẽ cho nó ăn thức ăn thừa của bệnh viện.,Plural form of leftover.
menu,noun,thực đơn,"It's an open menu , but we do recommend a chicken.","Là thực đơn mở, nhưng lời khuyên là dùng món gà.",A printed list of dishes offered in a restaurantW
appetizing,adjective,ngon lành,This pile appetizer .,Khai vị đống này.,"That appeals to, or stimulates the appetite."
heavenly,adjective,tuyệt trần,Think about times when Heavenly Father has answered your prayers.,Hãy nghĩ về những lúc mà Cha Thiên Thượng đã đáp ứng những lời cầu nguyện của các em.,"Of or pertaining to the heaven believed in by many religions; good, beautiful, glorious, pleasurable."
nutritious,adjective,dinh dưỡng,I think I have some nutritious breakfast stuck in my teeth.,Hình như bữa sáng dinh dưỡng vẫn còn dính trong răng em.,(Of food or drink) Providing nutrients; healthy to eat.
processed,adjective,chế biến,The biggest employer is the Purdue chicken processing plant.,Doanh nghiệp lớn nhất ở đây là xí nghiệp chế biến thịt gà Purdue.,That has completed a required process.
refreshing,adjective,dễ chịu,"If you are an elder, do your talks provide refreshment and comfort?","Nếu là trưởng lão, bài giảng của bạn có đem lại sự khoan khoái và dễ chịu không?",That refreshes someone; pleasantly fresh and different; granting vitality and energy.
entertainment,noun,giải trí,"Come, have a seat in my home entertainment center.","Hãy tới đây, hãy đến ngồi trong khu giải trí trong nhà của tôi.","An activity designed to give pleasure or relaxation to an audience, no matter whether the audience participates passively as in watching opera or a movie, or actively as in games."
recommend,verb,khuyến nghị,The Navy and Defense Department have rejected the recommendation .,Hải Quân và Bộ Quốc phòng từ chối lời khuyến nghị này.,"(transitive) To bestow commendation on; to represent favourably; to suggest, endorse or encourage as an appropriate choice."
gallery,noun,bộ sưu tập,"Apparently, there was a whole rogue's gallery stored in one of the boxes.",Họ có cả 1 bộ sưu tập đấy.,"Uppermost seating area projecting from the rear or side walls of a theater, concert hall, or auditorium."
factual,adjective,có thật,It moved them to reject any information that was spurious and to include only that which was factual .,Thánh linh thúc đẩy họ loại bỏ bất cứ tài liệu nào không xác thực và chỉ ghi lại những tài liệu có thật .,Of or characterised by or consisting of facts.
mass medium,noun,,The leopard is a carnivore that prefers medium -sized prey with a body mass ranging from 10–40 kg (22–88 lb).,Báo hoa mai nhìn chung thích săn những con mồi cỡ trung bình với khối lượng cơ thể dao động từ 10–40 kg (22-88 lb).,Any means of public communication that reaches a large audience
celebrity,noun,danh nhân,One modern writer thus calls him the “Renaissance equivalent of today’s international celebrity .”,"Vì thế, một nhà văn thời hiện đại gọi ông là “người của thời phục hưng tương đương với danh nhân thế giới ngày nay”.",(countable) A person who has a high degree of recognition by the general population; a famous person.
film,verb,màng,"And in 2010, thin film is going to surpass crystalline silicon.",Và đến năm 2010... màng mỏng sẽ vượt trội các tinh thể silicon.,A thin layer of some substance.
trailer,noun,xe moóc,"One night, police surrounded our trailer .","Một buổi tối nọ, cảnh sát bao vây xe moóc của chúng tôi.","(Australian, New Zealand, US) A small vehicle, usually open-topped, towed behind another, and used for carrying equipment, etc, that cannot be carried in the leading vehicle."
editor,noun,biên tập viên,So what did we do? We send it back to the editor .,Vậy chúng tôi đã làm gì? Chúng tôi đã gửi ngược tài liệu này đến biên tập viên .,A person who edits or makes changes to documents.
literature,noun,văn chương,"8 Later Jewish mystical literature , the Cabala, even goes as far as to teach reincarnation.","8 Văn chương huyền bí Do Thái sau này, tức là Cabala, còn dạy cả đầu thai nữa.",The body of all written works.
publisher,noun,nhà xuất bản,Capture a revenue sharing relationship between you and another publisher,Nắm bắt mối quan hệ chia sẻ doanh thu giữa bạn và nhà xuất bản khác,"One who publishes, especially books."
aerobics,noun,thể dục nhịp điệu,Shine a flashlight on the wall or wave a string while you do the aerobics .,Bạn hãy rọi đèn pin lên bức tường hoặc lắc sợi dây trong khi tập thể dục nhịp điệu .,"A form of exercise, designed to enhance one's cardiovascular fitness, normally performed to music"
camp,adjective,cắm trại,Tom doesn't know if Mary will go camping with us or not.,Tom không biết liệu Mary có đi cắm trại với bọn tôi hay không.,An outdoor place acting as temporary accommodation in tents or other temporary structures.
hike,verb,cuộc hành quân,It's kind of out past Mars. It's a hike .,Nó đại loại đi qua sao Hoả — như một cuộc hành quân .,A long walk.
interest,verb,lợi tức,"And during harvest, put it back with interest , food interest .","Và trong mùa thu hoạch, hãy gửi vào kho cùng với một lợi tức , lợi tức lương thực.","(uncountable) (finance) The price paid for obtaining, or price received for providing, money or goods in a credit transaction, calculated as a fraction of the amount or value of what was borrowed. [from earlier 16th c.]"
jog,verb,đi,He may be jogging around the park.,Có thể anh ấy đang đi dạo quanh công viên.,"A form of exercise, slower than a run"
meditation,noun,ngồi thiền,Some of the great monks can meditate for four days.,Vài sư thầy vĩ đại có thể ngồi thiền suốt 4 ngày.,"A contemplative discourse, often on a religious or philosophical subject."
accuse,verb,buộc tội,The police accused him of theft.,Cảnh sát buộc tội anh ta ăn cướp.,"(transitive) To find fault with, to blame, to censure."
criminal,noun,tội phạm,"Well, yeah, he's a criminal .","Đúng, nó là một tên tội phạm .",Being against the law; forbidden by law.
kidnap,verb,bắt cóc,The journalist was kidnapped by terrorists.,Nhà báo bị bắt cóc bởi khủng bố.,(transitive) To seize and detain a person unlawfully; sometimes for ransom.
murder,verb,tàn sát,"To save her, I would murder the world.",Tôi dám tàn sát cả thế gian để cứu nó.,(countable) An act of deliberate killing of another human being.
supplemental,adjective,phụ thêm vào,Dietary supplements for insomnia,Thực phẩm bổ sung chữa mất ngủ,Appending.
fakir,noun,Fakia,They were called fakirs .,Họ được gọi là những thầy fakir .,(Islam) A faqir.
apotheosis,noun,màn tán dương,"In an apotheosis , the swan maidens watch as Siegfried and Odette ascend into the Heavens together, forever united in love.","Các thiếu nữ nhìn theo Siegfried và Odette đang cùng lên thiên đàng, được ở bên nhau mãi mãi.",The fact or action of becoming a god; deification.
supernumerary,adjective,kép phụ,"When droplets forming it are almost all of the same size, the fog bow can have multiple inner rings, or supernumeraries , which are more strongly colored than the main bow.","Khi các giọt hình thành nó gần như có cùng kích thước, cung sương mù có thể có nhiều vòng bên trong, hoặc nhiều kép phụ , có màu mạnh hơn cung chính.","A civil designation for somebody who works in a group, association or public office, without forming part of the regular staff; those distinguished from numerary. (For example, supernumerary judges are those who help the regular judges when there is a surplus amount of work.)"
complacently,adverb,mãn nguyện,Are we complacent in our approach to teaching all the world?,Chúng ta có mãn nguyện trong phương pháp giảng dạy của mình cho tất cả thế gian không?,In a complacent manner; overly calm and contented; not troubled.
bash,verb,đánh mạnh,"But Derek, your tiny hand must have gone out to that thing and actually bashed it, bashed it so hard they thought it was going to break.","Thế nhưng Derek, bàn tay bé xíu của cậu hẳn đã lướt trên phím đàn và thực sự đánh mạnh vào nó, đánh mạnh đến nỗi họ nghĩ rằng nó sắp vỡ mất.",To strike heavily.
approximation,noun,[sự,Everything we do is an approximation of sophistication.,Tất cả những gì chúng ta làm gần như là sự tinh tế.,"The act, process or result of approximating."
infinite,adjective,vô tận,There's no doubt: the universe is infinite .,Nhưng mà vũ trụ là vô tận .,"Indefinably large, countlessly great; immense. [from 14th c.]"
mathematician,noun,nhà toán học,One mistake you should not do is become a mathematician .,Có một sai lầm mà bạn không nên phạm phải là trở thành nhà toán học .,An expert on mathematics.
blue moon,noun,Trăng xanh,"""What's a Blue Moon ?"".",“ Trăng xanh là gì?”.,"(rare) The moon tinted towards blue as it appears in the sky, caused by dust or smoke in the atmosphere."
