Name,Link
Merci Suárez Changes Gears,/lists/zbk5ts2o/merci-suarez-changes-gears
Darius the Great Is Not Okay,/lists/e2jxce3x/darius-the-great-is-not-okay
When Dimple Met Rishi,/lists/ckmr75sq/when-dimple-met-rishi
A Place to Belong,/lists/7o7p5vkt/place-to-belong
All's Faire in Middle School,/lists/emdsvep6/alls-faire-in-middle-school
The Miscalculations of Lightning Girl,/lists/fts7q7xd/miscalculations-of-lightning-girl
Insignificant Events in the Life of a Cactus,/lists/wlmzsgpd/insignificant-events-in-the-life-of-a-cactus
Schooled,/lists/dls6plqp/schooled
Wonder,/lists/qfcsddo4/wonder
George,/lists/5bjvcahn/george
The Perks of Being a Wallflower,/lists/ycocwrfr/perks-of-being-a-wallflower
Middle School: The Worst Years of My Life,/lists/pddjo2cs/middle-school-the-worst-years-of-my-life
For Black Girls Like Me,/lists/7billuae/for-black-girls-like-me
Inside Out & Back Again,/lists/aqizavry/inside-out-back-again
Home of the Brave,/lists/tagechbu/home-of-the-brave
American Street,/lists/yvikzumy/american-street
The Red Pencil,/lists/gan64d4y/red-pencil
Orphan Train,/lists/3nh6yjsx/orphan-train
Lucky Broken Girl,/lists/urdtyeqw/lucky-broken-girl
Finding Langston,/lists/5hj73tpp/finding-langston
Habibi,/lists/6wsff2xa/habibi
Stargirl,/lists/dkuinflc/stargirl
In the Year of the Boar and Jackie Robinson,/lists/lyrjwxwc/in-the-year-of-the-boar-and-jackie-robinson
The First Rule of Punk,/lists/bm2epe35/first-rule-of-punk
Small Steps,/lists/r6gna5ij/small-steps
Esperanza Rising,/lists/6zody5y3/esperanza-rising
The Red Umbrella,/lists/dh32hqzm/red-umbrella
Ivy Aberdeen's Letter to the World,/lists/dbtte37m/ivy-aberdeens-letter-to-the-world
Enrique's Journey,/lists/jj7jhbxl/enriques-journey
The Grapes of Wrath,/lists/66ytudme/grapes-of-wrath
Anne of Green Gables,/lists/cg6mfddz/anne-of-green-gables
The Alchemist,/lists/ssbjvmt2/alchemist
Their Eyes Were Watching God,/lists/w5sgkmcj/their-eyes-were-watching-god
The Vanderbeekers of 141st Street,/lists/37woga72/vanderbeekers-of-141st-street
Little Women,/lists/7ytguelt/little-women
Breadcrumbs,/lists/weteackv/breadcrumbs
A Christmas Carol,/lists/m3v55ze6/christmas-carol
The Golden Compass,/lists/nngszml5/golden-compass
Miracles on Maple Hill,/lists/knfojn66/miracles-on-maple-hill
Mr. Popper’s Penguins,/lists/2lje57q7/mr-poppers-penguins
Harry Potter and the Goblet of Fire,/lists/zch23pt4/harry-potter-and-the-goblet-of-fire
"Catherine, Called Birdy",/lists/ea32nzhd/catherine-called-birdy
Sir Gawain and the Green Knight,/lists/2wd4tpoc/sir-gawain-and-the-green-knight
Heidi,/lists/4vb7hfxz/heidi
"The Lion, the Witch and the Wardrobe",/lists/msfzoayb/lion-the-witch-and-the-wardrobe
A Little Princess,/lists/gxhrfrcf/little-princess
The Marvels,/lists/uadycnhg/marvels
Harry Potter and the Sorcerer's Stone,/lists/intdwbk3/harry-potter-and-the-sorcerers-stone
The Call of the Wild,/lists/sqaxnmsq/call-of-the-wild
The Left Hand of Darkness,/lists/pbfeghjb/left-hand-of-darkness
The Incredible Journey,/lists/x7onf73h/incredible-journey
The Invention of Hugo Cabret,/lists/g4ihj4xd/invention-of-hugo-cabret
Pax,/lists/4m6bl2rj/pax
The Sea in Winter,/lists/mdhhuffe/sea-in-winter
Eight Cousins,/lists/z2vib74c/eight-cousins
Fantastic Mr. Fox,/lists/4kic3xx2/fantastic-mr-fox
The Great Gatsby,/lists/36dcwn7g/great-gatsby
Romeo and Juliet,/lists/5xqyeass/romeo-and-juliet
The Crucible,/lists/5lfsycms/crucible
To Kill a Mockingbird,/lists/bw6j2we3/to-kill-a-mockingbird
Of Mice and Men,/lists/2g2c3ynd/of-mice-and-men
The Tragedy of Macbeth,/lists/f4aijrmv/tragedy-of-macbeth
The Odyssey,/lists/vy6m6v54/odyssey
Animal Farm,/lists/dhyygo6g/animal-farm
Fahrenheit 451,/lists/73tsfezr/fahrenheit-451
Lord of the Flies,/lists/hm6dhsxm/lord-of-the-flies
Julius Caesar,/lists/gfxq4ha3/julius-caesar
Night,/lists/kiyp4rfs/night
Frankenstein,/lists/72ofxrtn/frankenstein
1984,/lists/z3vx7ukn/1984
The Scarlet Letter,/lists/rbdjr4wy/scarlet-letter
The Giver,/lists/lu4iprml/giver
The Outsiders,/lists/mexjffmh/outsiders
"The Tragedy of Hamlet, Prince of Denmark",/lists/gp2h3mum/tragedy-of-hamlet-prince-of-denmark
The Hunger Games,/lists/nvvaeoe3/hunger-games
The Catcher in the Rye,/lists/4uyxcd72/catcher-in-the-rye
A Raisin in the Sun,/lists/jg6ao4rg/raisin-in-the-sun
Born a Crime,/lists/fgyutrhj/born-a-crime
Into the Wild,/lists/pdmd4lr3/into-the-wild
A Midsummer Night's Dream,/lists/nfsq6utl/midsummer-nights-dream
Long Way Down,/lists/5nhyucmm/long-way-down
The Outsiders,/lists/mexjffmh/outsiders
The Giver,/lists/lu4iprml/giver
Refugee,/lists/2i2p67wx/refugee
A Long Walk to Water,/lists/dq6ut6hu/long-walk-to-water
The Lightning Thief,/lists/lg2ugvyz/lightning-thief
Freak the Mighty,/lists/ud6744rv/freak-the-mighty
The Diary of Anne Frank,/lists/ntdvw5pb/diary-of-anne-frank
To Kill a Mockingbird,/lists/bw6j2we3/to-kill-a-mockingbird
Animal Farm,/lists/dhyygo6g/animal-farm
I Am Malala,/lists/kkjix4tr/i-am-malala
The Hunger Games,/lists/nvvaeoe3/hunger-games
Holes,/lists/ctmx4n72/holes
Romeo and Juliet,/lists/5xqyeass/romeo-and-juliet
The Watsons Go to Birmingham,/lists/qli5ruox/watsons-go-to-birmingham
Hatchet,/lists/ph5srg6j/hatchet
Ghost,/lists/eg57pl3m/ghost
Wonder,/lists/qfcsddo4/wonder
Lord of the Flies,/lists/hm6dhsxm/lord-of-the-flies
Esperanza Rising,/lists/6zody5y3/esperanza-rising
Among the Hidden,/lists/y6vlju4e/among-the-hidden
Inside Out & Back Again,/lists/aqizavry/inside-out-back-again
Fever 1793,/lists/o7hvm5o5/fever-1793
Brown Girl Dreaming,/lists/esrg7ttd/brown-girl-dreaming
The Devil's Arithmetic,/lists/zfmqv2hj/devils-arithmetic
"Bud, Not Buddy",/lists/jpwceb2d/bud-not-buddy
Brown Girl Dreaming,/lists/esrg7ttd/brown-girl-dreaming
James and the Giant Peach,/lists/rg34stlc/james-and-the-giant-peach
The Color of My Words,/lists/niofmr2m/color-of-my-words
A Mango-Shaped Space,/lists/yrlrkylz/mango-shaped-space
The Trouble with Tuck,/lists/rye7k7zv/trouble-with-tuck
Refugee,/lists/2i2p67wx/refugee
I Was Their American Dream,/lists/rfzmtijj/i-was-their-american-dream
Frindle,/lists/pphqmqrj/frindle
The Wild Robot,/lists/sisqkbab/wild-robot
,/lists/tprgpaqw/town-with-no-mirrors
,/lists/pwtgdm66/infinite-questions-of-dottie-bing
,/lists/4bhnkvgq/cookie-monsters
,/lists/ddxxu5et/imposter-syndrome-other-confessions-of-alejandra-kim
,/lists/wkphb2ta/max-in-the-house-of-spies
Books Adapted to Television,/lists/43z3k33g/books-adapted-to-television
,/lists/skexhtcl/sincerely-sicily
,/lists/3a2misz7/flight-171
,/lists/ijjzi24j/what-beauty-there-is
,/lists/onlw4pjf/maya-and-the-robot
,/lists/f3fyvesy/dodger
Amal Unbound,/lists/pg2gy7pb/amal-unbound
The Weight of Our Sky,/lists/7wf3zxgn/weight-of-our-sky
Purple Hibiscus,/lists/7iw4n4kz/purple-hibiscus
When My Name Was Keoko,/lists/7xdho7ed/when-my-name-was-keoko
Darius the Great Is Not Okay,/lists/e2jxce3x/darius-the-great-is-not-okay
"Listen, Slowly",/lists/upiryi5g/listen-slowly
Patron Saints of Nothing,/lists/ladpqkhz/patron-saints-of-nothing
Marcus Vega Doesn't Speak Spanish,/lists/2vk2ufbb/marcus-vega-doesnt-speak-spanish
Americanah,/lists/7el2obqu/americanah
The Red Pencil,/lists/gan64d4y/red-pencil
The House of the Spirits,/lists/3jsoef2o/house-of-the-spirits
One Hundred Years of Solitude,/lists/o4aluenj/one-hundred-years-of-solitude
In the Time of the Butterflies,/lists/juua3rgb/in-the-time-of-the-butterflies
War Brothers,/lists/krz5miq6/war-brothers
Endangered,/lists/dkt2if3f/endangered
Death and the King's Horseman,/lists/qrw65n2o/death-and-the-kings-horseman
Playing Atari with Saddam Hussein,/lists/f6s37gi2/playing-atari-with-saddam-hussein
The Astonishing Color of After,/lists/pgxso7su/astonishing-color-of-after
Love from A to Z,/lists/2heoc2th/love-from-a-to-z
Between Shades of Gray,/lists/hry6vvgc/between-shades-of-gray
The Marrow Thieves,/lists/esz3zrdy/marrow-thieves
Mexican WhiteBoy,/lists/5ooyvp4n/mexican-whiteboy
"Catherine, Called Birdy",/lists/ea32nzhd/catherine-called-birdy
A Connecticut Yankee in King Arthur's Court,/lists/dcz6bn3m/connecticut-yankee-in-king-arthurs-court
A Place to Belong,/lists/7o7p5vkt/place-to-belong
Half a World Away,/lists/poyv6tqj/half-a-world-away
Inside Out & Back Again,/lists/aqizavry/inside-out-back-again
The Bridge Home,/lists/vzjxlx6c/bridge-home
Pashmina,/lists/grug5o2n/pashmina
"The Ear, the Eye and the Arm",/lists/7pbjhwvv/ear-the-eye-and-the-arm
The Shakespeare Stealer,/lists/lyu43jqc/shakespeare-stealer
The Remains of the Day,/lists/7o2tflqb/remains-of-the-day
The London Eye Mystery,/lists/ecpftg4e/london-eye-mystery
The Grapes of Wrath,/lists/66ytudme/grapes-of-wrath
White Bird,/lists/ieszhnld/white-bird
Around the World in Eighty Days,/lists/47yd6hvn/around-the-world-in-eighty-days
The Birchbark House,/lists/rdgxgeev/birchbark-house
Our Only May Amelia,/lists/2edf23an/our-only-may-amelia
Elephant Run,/lists/trg5kgvl/elephant-run
The War That Saved My Life,/lists/n3trohjg/war-that-saved-my-life
We Are Not from Here,/lists/sw5yxoyv/we-are-not-from-here
A Man Called Ove,/lists/s2w66gch/man-called-ove
The Glory Field,/lists/2hejxe37/glory-field
"Ties That Bind, Ties That Break",/lists/m2ocycxt/ties-that-bind-ties-that-break
The Bridge of San Luis Rey,/lists/dxwmrd5e/bridge-of-san-luis-rey
The Color of My Words,/lists/niofmr2m/color-of-my-words
Year of Impossible Goodbyes,/lists/mwmgramo/year-of-impossible-goodbyes
The Kite Runner,/lists/rqmz4iyj/kite-runner
A Portrait of the Artist as a Young Man,/lists/7ptemks5/portrait-of-the-artist-as-a-young-man
Johnny Tremain,/lists/kypqaxsr/johnny-tremain
The Unfinished Angel,/lists/ffidvbv5/unfinished-angel
145th Street,/lists/6b4jt67q/145th-street
Crime and Punishment,/lists/kd52h4ag/crime-and-punishment
Girl with a Pearl Earring,/lists/xz66lkxd/girl-with-a-pearl-earring
Elijah of Buxton,/lists/uhu3xiph/elijah-of-buxton
Their Eyes Were Watching God,/lists/w5sgkmcj/their-eyes-were-watching-god
Homeless Bird,/lists/dplbmtti/homeless-bird
Sold,/lists/vfrekp4g/sold
A Single Shard,/lists/r4jky3ma/single-shard
The Good Earth,/lists/cnlr4dfl/good-earth
The Kite Fighters,/lists/2b5pncfv/kite-fighters
Nectar in a Sieve,/lists/5i344hgy/nectar-in-a-sieve
The Sword in the Tree,/lists/6doix56p/sword-in-the-tree
This Light Between Us,/lists/5xnajpuj/this-light-between-us
Shabanu,/lists/gkxi4epf/shabanu
And Both Were Young,/lists/bcp7kov3/and-both-were-young
A Passage to India,/lists/2rdboxdq/passage-to-india
The Night Diary,/lists/3s5khhwx/night-diary
A Bend in the River,/lists/6vqkxi7q/bend-in-the-river
Howards End,/lists/lfik3ta7/howards-end
Charlie Thorne and the Last Equation,/lists/i2iufgjq/charlie-thorne-and-the-last-equation
Genuine Fraud,/lists/7ueb7jgi/genuine-fraud
Murder on the Orient Express,/lists/rnrq34vj/murder-on-the-orient-express
The Sisterhood of the Traveling Pants,/lists/kizst7jv/sisterhood-of-the-traveling-pants
The Lost Year,/lists/d23lnf6e/lost-year
The Candle and the Flame,/lists/qc37t7lt/candle-and-the-flame
Ronit and Jamil,/lists/lgryrnle/ronit-and-jamil
Omar Rising,/lists/i6ykekvg/omar-rising
A Thousand Splendid Suns,/lists/t4l5cckf/thousand-splendid-suns
One Half from the East,/lists/7ipf2nej/one-half-from-the-east
The Summer of Bitter and Sweet,/lists/3i64xz5w/summer-of-bitter-and-sweet
My Fine Fellow,/lists/xlukdge2/my-fine-fellow
High Spirits,/lists/bn5z7yal/high-spirits
When the Angels Left the Old Country,/lists/2jynkjxz/when-the-angels-left-the-old-country
"I, Juan de Pareja",/lists/u622suyq/i-juan-de-pareja
The Beekeeper of Aleppo,/lists/fxqbdw35/beekeeper-of-aleppo
The Fountains of Silence,/lists/3i2pgclf/fountains-of-silence
City of Saints and Thieves,/lists/ef7hdews/city-of-saints-and-thieves
Summer of the Mariposas,/lists/axs4mjlu/summer-of-the-mariposas
New From Here,/lists/lj6b42uc/new-from-here
Ikenga,/lists/mg2oxs3p/ikenga
Half a World Away,/lists/poyv6tqj/half-a-world-away
Little Fires Everywhere,/lists/dut6bgtt/little-fires-everywhere
Far from the Tree,/lists/mbzlwnag/far-from-the-tree
Orphan Train,/lists/3nh6yjsx/orphan-train
Locomotion,/lists/l4fd44en/locomotion
For Black Girls Like Me,/lists/7billuae/for-black-girls-like-me
One for the Murphys,/lists/wg24qmhc/one-for-the-murphys
Insignificant Events in the Life of a Cactus,/lists/wlmzsgpd/insignificant-events-in-the-life-of-a-cactus
The Great Gilly Hopkins,/lists/awqqqtq2/great-gilly-hopkins
Counting by 7s,/lists/cpeyczk3/counting-by-7s
The Season of Styx Malone,/lists/id2fteqp/season-of-styx-malone
Beyond the Bright Sea,/lists/ni4g52jx/beyond-the-bright-sea
Anne of Green Gables,/lists/cg6mfddz/anne-of-green-gables
Orbiting Jupiter,/lists/nmukhuuh/orbiting-jupiter
The Inexplicable Logic of My Life,/lists/wboqtqot/inexplicable-logic-of-my-life
Heidi,/lists/4vb7hfxz/heidi
The Book Thief,/lists/ulrajwa2/book-thief
The Bean Trees,/lists/tlq4u3pg/bean-trees
A Single Shard,/lists/r4jky3ma/single-shard
Ninth Ward,/lists/vglhseg3/ninth-ward
The Secret Garden,/lists/nsvwfyqm/secret-garden
Matilda,/lists/envcq73x/matilda
The War That Saved My Life,/lists/n3trohjg/war-that-saved-my-life
Eight Cousins,/lists/z2vib74c/eight-cousins
The Mighty Heart of Sunny St. James,/lists/6trnd4kr/mighty-heart-of-sunny-st-james
A Long Way Home,/lists/6skrnd6t/long-way-home
Taking Flight,/lists/p4aym64o/taking-flight
What I Carry,/lists/z4kdltqs/what-i-carry
The Pinballs,/lists/x7gaa5ac/pinballs
Pictures of Hollis Wood,/lists/htrdosxo/pictures-of-hollis-wood
Ruby Holler,/lists/l2xmwgio/ruby-holler
Orphan Train Girl,/lists/5iklptmc/orphan-train-girl
Three Little Words,/lists/zsd536a6/three-little-words
"Forever, or a Long, Long Time",/lists/oyhdpok5/forever-or-a-long-long-time
Breakout,/lists/7cnesl7r/breakout
Winterhouse,/lists/qlqfwnzc/winterhouse
The Ogress and the Orphans,/lists/snjmhcwh/ogress-and-the-orphans
Maniac Magee,/lists/p3xg2wzr/maniac-magee
Tumble,/lists/havwwtup/tumble
,/lists/6mvcsc2k/jake-show
,/lists/lo742efu/dont-want-to-be-your-monster
,/lists/ggehwlro/id-rather-burn-than-bloom
Warrior Girl Unearthed,/lists/xxr5vmlx/warrior-girl-unearthed
Healer of the Water Monster,/lists/cxzqsxze/healer-of-the-water-monster
Killers of the Flower Moon,/lists/vnomdeio/killers-of-the-flower-moon
Apple,/lists/2ljn37ry/apple
A Snake Falls to Earth,/lists/3vgprecv/snake-falls-to-earth
Firekeeper's Daughter,/lists/p7gfxdpd/firekeepers-daughter
Rez Dogs,/lists/2iafniek/rez-dogs
The Birchbark House,/lists/rdgxgeev/birchbark-house
The Marrow Thieves,/lists/esz3zrdy/marrow-thieves
Hunting by Stars,/lists/d5qpgxwk/hunting-by-stars
In the Footsteps of Crazy Horse,/lists/gxytykgy/in-the-footsteps-of-crazy-horse
Code Talker,/lists/cb3xs6sg/code-talker
I Can Make This Promise,/lists/vilvbakt/i-can-make-this-promise
The Absolutely True Diary of a Part-Time Indian,/lists/rnfzrqid/absolutely-true-diary-of-a-part-time-indian
The Summer of Bitter and Sweet,/lists/3i64xz5w/summer-of-bitter-and-sweet
An Indigenous Peoples' History of the United States,/lists/kwx3v37g/indigenous-peoples-history-of-the-united-states
Love Medicine,/lists/aqqyoe26/love-medicine
The Brave,/lists/ndwbkryr/brave
Elatsoe,/lists/qdseukaf/elatsoe
Ceremony,/lists/mnyutvsj/ceremony
Hearts Unbroken,/lists/ndosvjef/hearts-unbroken
How I Became a Ghost,/lists/t2qemi44/how-i-became-a-ghost
Indian No More,/lists/ob4rdi7u/indian-no-more
My Name Is Not Easy,/lists/gmpsmvxk/my-name-is-not-easy
The Sea in Winter,/lists/mdhhuffe/sea-in-winter
The Last of the Mohicans,/lists/tlxxtocf/last-of-the-mohicans
Man Made Monsters,/lists/xtp4qrjq/man-made-monsters
Rez Ball,/lists/r56e5y6n/rez-ball
Eagle Drums,/lists/unmjhriz/eagle-drums
Two Roads,/lists/2rvbtvjl/two-roads
Chickadee,/lists/ex2ort2b/chickadee
The Moonlit Vine,/lists/zxnoos5l/moonlit-vine
,/lists/n2we6g3j/where-you-see-yourself
,/lists/34cai3ov/girl-i-am-was-and-never-will-be
Coraline,/lists/pbs3q2ja/coraline
Cemetery Boys,/lists/ge5yiack/cemetery-boys
Ghost Squad,/lists/n6wsrehx/ghost-squad
The Haunting of Hill House,/lists/hru465s6/haunting-of-hill-house
The Graveyard Book,/lists/6ygwqzol/graveyard-book
The Legend of Sleepy Hollow,/lists/rigt4r33/legend-of-sleepy-hollow
The Witch Boy,/lists/ztnipcni/witch-boy
The Shining,/lists/jho3cwkz/shining
Labyrinth Lost,/lists/fxo2mjzm/labyrinth-lost
Dread Nation,/lists/eon3amcc/dread-nation
Out of Salem,/lists/c6jqahdb/out-of-salem
The Old Willis Place,/lists/4endahar/old-willis-place
A Monster Calls,/lists/vtofl56q/monster-calls
And Then There Were None,/lists/zwth4m5q/and-then-there-were-none
Bunnicula,/lists/22f5x52u/bunnicula
City of Bones,/lists/nn6zo3er/city-of-bones
Dracula,/lists/prhgrmia/dracula
Murder on the Orient Express,/lists/rnrq34vj/murder-on-the-orient-express
Shadowshaper,/lists/gw7wtv66/shadowshaper
The Girl Who Drank the Moon,/lists/3cqyhv5k/girl-who-drank-the-moon
The Hazel Wood,/lists/gktg3dd3/hazel-wood
The Strange Case of Dr. Jekyll and Mr. Hyde,/lists/p6iojezr/strange-case-of-dr-jekyll-and-mr-hyde
The Witches,/lists/2u66edk7/witches
Truly Devious,/lists/apkg5r4l/truly-devious
Wilder Girls,/lists/nqwbotpa/wilder-girls
Elatsoe,/lists/qdseukaf/elatsoe
Amari and the Night Brothers,/lists/in52ky3q/amari-and-the-night-brothers
The Canterville Ghost,/lists/oqyh4ux3/canterville-ghost
The Girl and the Ghost,/lists/sdfiqqso/girl-and-the-ghost
The Jumbies,/lists/5vfb25gt/jumbies
Ophie's Ghosts,/lists/s3g4mh7e/ophies-ghosts
Hide and Seeker,/lists/sudtqdtl/hide-and-seeker
Everlost,/lists/zaqjvb5l/everlost
White Smoke,/lists/oktb4uy7/white-smoke
The Tombs of Atuan,/lists/ckr6gcbz/tombs-of-atuan
"Vampires, Hearts and Other Dead Things",/lists/rjs3f4j4/vampires-hearts-and-other-dead-things
Aviva vs. the Dybbuk,/lists/tqkgmgsj/aviva-vs-the-dybbuk
Redemptor,/lists/lzoceszp/redemptor
The Candle and the Flame,/lists/qc37t7lt/candle-and-the-flame
The Forgotten Girl,/lists/k2tm2rua/forgotten-girl
1-2-3 Scream!,/lists/cv5jdjaf/1-2-3-scream
A Pinch of Magic,/lists/kbyfvhar/pinch-of-magic
The Ghost of Tokaido Inn,/lists/ghsk3aqv/ghost-of-tokaido-inn
Time for Andrew: A Ghost Story,/lists/ue4qfulk/time-for-andrew-a-ghost-story
She Is A Haunting,/lists/b2gahk2d/she-is-a-haunting
The Girl Who Drank the Moon,/lists/3cqyhv5k/girl-who-drank-the-moon
A Wizard of Earthsea,/lists/lhb2yhkm/wizard-of-earthsea
Howl's Moving Castle,/lists/uoyoyfzc/howls-moving-castle
The Witch Boy,/lists/ztnipcni/witch-boy
The Witches,/lists/2u66edk7/witches
Labyrinth Lost,/lists/fxo2mjzm/labyrinth-lost
The Witch of Blackbird Pond,/lists/q4sy4jdq/witch-of-blackbird-pond
Circe,/lists/442grscq/circe
Akata Witch,/lists/h7nor32h/akata-witch
The Crucible,/lists/5lfsycms/crucible
The Once and Future King,/lists/qwezwc4d/once-and-future-king
The Tragedy of Macbeth,/lists/f4aijrmv/tragedy-of-macbeth
"The Lion, the Witch and the Wardrobe",/lists/msfzoayb/lion-the-witch-and-the-wardrobe
Out of Salem,/lists/c6jqahdb/out-of-salem
The Black Cauldron,/lists/viphptux/black-cauldron
The Tombs of Atuan,/lists/ckr6gcbz/tombs-of-atuan
Witchlings,/lists/d2q2zaqr/witchlings
Amari and the Night Brothers,/lists/in52ky3q/amari-and-the-night-brothers
Amari and the Great Game,/lists/2rie432r/amari-and-the-great-game
Children of Virtue and Vengeance,/lists/bahibznt/children-of-virtue-and-vengeance
Children of Blood and Bone,/lists/6zn2zcmu/children-of-blood-and-bone
Ikenga,/lists/mg2oxs3p/ikenga
The Harry Potter Collection,/lists/jelli5s3/harry-potter-collection
The Lord of the Rings Collection,/lists/egnmaqty/lord-of-the-rings-collection
The Chronicles of Prydain,/lists/j27j4haw/chronicles-of-prydain
The Oz Collection,/lists/xhdbirt4/oz-collection
,/lists/5ak5othf/wild-robot-protects
,/lists/f5hmjvae/wild-robot-escapes
,/lists/zxnoos5l/moonlit-vine
Kindred,/lists/2e2j7oqx/kindred
Blood Water Paint,/lists/2dij7yjy/blood-water-paint
Out of Darkness,/lists/nppiaxe7/out-of-darkness
The Weight of Our Sky,/lists/7wf3zxgn/weight-of-our-sky
The Downstairs Girl,/lists/gnsyo6qp/downstairs-girl
The Nickel Boys,/lists/kejhm7ob/nickel-boys
Beloved,/lists/gvazalnx/beloved
Half of a Yellow Sun,/lists/55zihbmj/half-of-a-yellow-sun
In the Time of the Butterflies,/lists/juua3rgb/in-the-time-of-the-butterflies
Death Comes for the Archbishop,/lists/yhjhr26s/death-comes-for-the-archbishop
All the Light We Cannot See,/lists/z3he6n5c/all-the-light-we-cannot-see
Girl with a Pearl Earring,/lists/xz66lkxd/girl-with-a-pearl-earring
Under a War-Torn Sky,/lists/qrilvd6y/under-a-war-torn-sky
Snow Falling on Cedars,/lists/x57aapg3/snow-falling-on-cedars
Typical American,/lists/jyeg3hza/typical-american
Butterfly Yellow,/lists/26dacaqp/butterfly-yellow
Inherit the Wind,/lists/mn5qfcgc/inherit-the-wind
Under a Painted Sky,/lists/jfht65fm/under-a-painted-sky
The Rock and the River,/lists/zbicvala/rock-and-the-river
Black Swan Green,/lists/plovcvdb/black-swan-green
Fallen Angels,/lists/7nyspiyy/fallen-angels
X: A Novel,/lists/ih7gauvo/x-a-novel
Like a Love Story,/lists/3p22v4ux/like-a-love-story
Jacob Have I Loved,/lists/vjgqz6l4/jacob-have-i-loved
"Thirteen Doorways, Wolves Behind Them All",/lists/4ucd5vty/thirteen-doorways-wolves-behind-them-all
How I Live Now,/lists/sx4ug4ch/how-i-live-now
The Killer Angels,/lists/t6a5bp5p/killer-angels
Ceremony,/lists/mnyutvsj/ceremony
What the Night Sings,/lists/5payll5u/what-the-night-sings
Arcadia,/lists/7ytqvhwe/arcadia
The Joy Luck Club,/lists/dyggi2y7/joy-luck-club
White Rose,/lists/h2k2fkij/white-rose
Slaughterhouse-Five,/lists/v52s55dz/slaughterhouse-five
The Bronze Bow,/lists/fhvypfss/bronze-bow
This Light Between Us,/lists/5xnajpuj/this-light-between-us
Orphan Train,/lists/3nh6yjsx/orphan-train
Shane,/lists/2rkmp7e3/shane
Displacement,/lists/3jrxktbl/displacement
Homegoing,/lists/i6mzsex5/homegoing
Last Night at the Telegraph Club,/lists/ryt3abdc/last-night-at-the-telegraph-club
The Master Puppeteer,/lists/qut3drzs/master-puppeteer
They Went Left,/lists/ohksagr6/they-went-left
The Librarian of Auschwitz,/lists/fubbzexw/librarian-of-auschwitz
"Mara, Daughter of the Nile",/lists/psfizyrz/mara-daughter-of-the-nile
"All the Days Past, All the Days to Come",/lists/ehnn3xo3/all-the-days-past-all-the-days-to-come
The Black Kids,/lists/6vwtnfst/black-kids
Love Medicine,/lists/aqqyoe26/love-medicine
My Fine Fellow,/lists/xlukdge2/my-fine-fellow
The Light in Hidden Places,/lists/6neqxjwf/light-in-hidden-places
Self-Made Boys,/lists/k77ga4ml/self-made-boys
The City Beautiful,/lists/yhjzp2dh/city-beautiful
The Fountains of Silence,/lists/3i2pgclf/fountains-of-silence
My Name Is Not Easy,/lists/gmpsmvxk/my-name-is-not-easy
Someday We Will Fly,/lists/bfevllsm/someday-we-will-fly
Before We Were Free,/lists/vi3x55ds/before-we-were-free
Elijah of Buxton,/lists/uhu3xiph/elijah-of-buxton
A Single Shard,/lists/r4jky3ma/single-shard
"Catherine, Called Birdy",/lists/ea32nzhd/catherine-called-birdy
Out of the Dust,/lists/kpr4viuz/out-of-the-dust
Chains,/lists/rq6jufhc/chains
When My Name Was Keoko,/lists/7xdho7ed/when-my-name-was-keoko
The Shakespeare Stealer,/lists/lyu43jqc/shakespeare-stealer
Crispin: The Cross of Lead,/lists/7bnkp5uc/crispin-the-cross-of-lead
The Fighting Ground,/lists/qkdrwdm5/fighting-ground
"Tiger, Tiger",/lists/x7sr3hfj/tiger-tiger
The Boy Who Dared,/lists/55jusiis/boy-who-dared
Lucky Broken Girl,/lists/urdtyeqw/lucky-broken-girl
The War That Saved My Life,/lists/n3trohjg/war-that-saved-my-life
Like Vanessa,/lists/4qnhhv7u/like-vanessa
Al Capone Does My Shirts,/lists/zdgunsn6/al-capone-does-my-shirts
Finding Langston,/lists/5hj73tpp/finding-langston
My Brother Sam is Dead,/lists/ahabhy4y/my-brother-sam-is-dead
"Mississippi Trial, 1955",/lists/2hdagiid/mississippi-trial-1955
"Bud, Not Buddy",/lists/jpwceb2d/bud-not-buddy
The Journey of Little Charlie,/lists/vsj463tl/journey-of-little-charlie
The Watsons Go to Birmingham,/lists/qli5ruox/watsons-go-to-birmingham
The Midwife's Apprentice,/lists/wjzm7opu/midwifes-apprentice
The Door in the Wall,/lists/dohnrqjv/door-in-the-wall
Copper Sun,/lists/hypt6ew6/copper-sun
Playing Atari with Saddam Hussein,/lists/f6s37gi2/playing-atari-with-saddam-hussein
Johnny Tremain,/lists/kypqaxsr/johnny-tremain
One Crazy Summer,/lists/zfrij4sy/one-crazy-summer
P.S. Be Eleven,/lists/3i4pmtfx/p-s-be-eleven
Gone Crazy in Alabama,/lists/jlvfehy5/gone-crazy-in-alabama
The Red Umbrella,/lists/dh32hqzm/red-umbrella
Projekt 1065,/lists/u5mmd3lc/projekt-1065
Refugee,/lists/2i2p67wx/refugee
Letters from Rifka,/lists/hdfcdoqs/letters-from-rifka
Across Five Aprils,/lists/m5xxnugr/across-five-aprils
A Place to Belong,/lists/7o7p5vkt/place-to-belong
The Evolution of Calpurnia Tate,/lists/2sqqkqm2/evolution-of-calpurnia-tate
Inside Out & Back Again,/lists/aqizavry/inside-out-back-again
Ben and Me,/lists/vuieyaoc/ben-and-me
