word,part_of_speech,meaning,example,example_meaning,definition,ID
he,pronoun,nó,"He was determined that if he could just hear his dad’s voice over the intercom, he could lie still without the sedative.","Nó quyết định rằng nếu nó chỉ có thể nghe tiếng của cha nó ở trong ống loa của máy intercom, thì nó có thể nằm yên mà không cần thuốc gây mê.",(personal) Refers to a male person or animal already known or implied.,13687
hi,interjection,chào,"""Lovelyz Greets with ′ Hi ~′ in New MV"". enewsWorld.",“Lovelyz gửi lời chào với 'Hi ~' trong MV mới”. enewsWorld (Mnet).,"A friendly, informal, casual greeting said when meeting someone.",13688
acai,noun,cây acai,"This is an organic, gluten-free, antioxidant-rich acai berry cake made locally by a cruelty-free baker who swears he's never even seen a peanut.","Bánh này là bánh không đường, không đậu Không béo, không chất bảo quản.. . do ông thợ giỏi nhất làm ông ấy bảo đảm là không có đậu phộng..... vì tôi biết nhóc con chị bị dị ứng đậu phộng",Alternative spelling of [i]açai[/i],13689
aeon,noun,niên kỷ,"2, 3. (a) What powerful force did Jehovah use aeons ago?","2, 3. (a) Lực mạnh mẽ nào đã được Đức Giê-hô-va dùng hàng thiên niên kỷ trước?",(UK) Alternative spelling of eon.,13690
agio,noun,nghề đổi tiền,The Italian troops later moved their headquarters from Sitia to Agios Nikolaos.,Sau đó quân Ý di chuyển tổng hành dinh của họ từ Sitia sang Agios Nikolaos.,The premium or percentage on a better sort of money when it is given in exchange for an inferior sort. The premium or discount on foreign bills of exchange is sometimes called agio.,13691
anoa,noun,bò hoang nhỏ,"It was once considered a subspecies of B. bubalis (as Anoa bubalis), Anoa bubalis mindorensis.","Chúng từng được xem là một phân loài của loài B. bubalis ( như Anoa bubalis), Anoa bubalis mindorensis.","A small Indonesian water buffalo, similar in appearance to a deer.",13693
anaemia,noun,thiếu máu,"A year ago, he was diagnosed with liver and lung cancer, and severe anaemia .","Một năm trước đây, ông ấy được chẩn đoán bị ung thư gan và phổi, và thiếu máu nặng.",Alternative spelling of anemia.,13697
aureate,adjective,chói lọi,In 1987 a $1 coin struck in aureate -plated nickel was introduced.,"Vào năm 1987, đồng xu $1 đúc từ niken mạ vàng đã được giới thiệu.",golden in color or shine,13698
uraemia,noun,chứng tăng urê-huyết,"The suddenness of his illness and death led to suspicion of poison in the minds of many, including one of the royal doctors; however, a more modern medical analysis has held that the symptoms of his final illness are similar to those of uraemia (a clinical syndrome due to kidney dysfunction).","Việc ông lâm bệnh và chết một cách bất ngờ dẫn đến nhiều người hoài nghi rằng ông bị đầu độc, bao gồm một trong số các bác sĩ của hoàng tộc; tuy nhiên, một phân tích y tế hiện đại hơn cho rằng những triệu chứng bệnh cuối cùng của ông cũng tương tự như chứng niếu độc ( một hội chứng lâm sàng do rối loạn chức năng thận).",Alternative spelling of uremia.,13703
mm,interjection,milimét,The wingspan is 25–30 mm .,Sải cánh là wingspan is 25–30 mm .,"month in two-digit numeric format, as in: dd/mm/yyyy",13705
cry,verb,khóc,Then why are you crying right now?,Thế sao em lại khóc ?,(intransitive) To shed tears; to weep.,13706
cwm,noun,thung lũng tròn,"Cwm Hirnant means the ""valley of the long stream"" in Welsh.","Cwm Hirnant có nghĩa là ""thung lũng của con suối dài"" trong tiếng Wales.",A valley head created through glacial erosion and with a shape similar to an amphitheatre.,13707
dry,adjective,khô,+ It will become so dry that neither a strong arm nor many people will be needed to pull it up by the roots.,"+ Nó sẽ khô đến nỗi không cần cánh tay mạnh, cũng không cần nhiều người vẫn có thể nhổ nó bật rễ.",Maintaining temperance; void or abstinent from alcoholic beverages.,13708
fly,verb,bay,"Instead, the ""special missions"" were entrusted to two private charter airlines flying under contract to the Lao military–Laos Air Lines and Lao Air Transport.","Thay vào đó, ""phi vụ đặc biệt"" đã được giao phó cho hai hãng hàng không điều lệ tư nhân bay theo hợp đồng cho hai hãng hàng không quân đội Lào là Laos Air Lines và Lao Air Transport.","(zoology) Any insect of the order Diptera; characterized by having two wings, also called true flies.",13709
fry,verb,chiên,"Abura-age can also be stuffed, e.g. with nattō, before frying again.","Aburaage cũng có thể được nhồi, ví dụ với nattō, trước khi chiên lại lần nữa.",(transitive) To cook (something) in hot fat.,13710
gym,verb,phòng tập thể dục,It's a popular compound found in some MMA gyms .,Đó là một hợp chất phổ biến được tìm thấy trong một số phòng tập thể dục .,short form of gymnasium.,13711
nth,adjective,nth,She's talking about an Nth Metal meteorite.,Cô ta đang nói về thiên thạch kim loại Nth .,(mathematics) Occurring at positionnin a sequence.,13712
shy,adjective,bẽn lẽn,"This shy , awkward little thing from Georgia with a heart condition.","Sự bẽn lẽn này, một chút vụng về từ Georgia... với một căn bệnh tim.",Easily frightened; timid.,13714
sky,noun,trời,Sometimes you can see the ISS in the sky .,Thỉnh thoảng bạn có thể thấy ISS trên bầu trời .,(obsolete) A cloud.,13715
spy,noun,gián điệp,I had no reason to believe that Mac was a spy .,Tôi không có lý do nào để tin Mac là một gián điệp .,A person who secretly watches and examines the actions of other individuals or organizations and gathers information on them (usually to gain an advantage),13716
sty,noun,chuồng,"It will mean a warm pound in winter, a light in every stall, sty and roost.","Nó có nghĩa là một chỗ ở ấm hơn trong mùa đông, một ánh sáng cho mỗi chuồng , mỗi trại.",A pen or enclosure for swine.,13717
qadi,noun,Kadi,"Qadi , the Chief Judge.","Kangin , đội trưởng câu lạc bộ Judo.","(Islam, law) A judge in Shari'a law, to whose judgement there is no appeal.",13721
qi,noun,khí,We surely will beat Qi Rufeng with our secret weapon the sword lock,Chúng ta nhất định sẽ đánh bại Tề Như Phong... bằng vũ khí bí mật khóa kiếm của chúng ta.,(Chinese philosophy) The fundamental life-force or energy.,13724
quadric,adjective,Quađric,In 1883 he published a dissertation on quadrics in projective space and was named as assistant to professors in algebra and analytic geometry.,Vào năm 1883 ông xuất bản một luận án về quađric trong không gian xạ ảnh và được đặt tên như trợ lý cho các giáo sư trong đại số và hình học giải tích.,(mathematics) A surface whose shape is defined in terms of a quadratic equation,13728
quagga,noun,lừa vằn,The last quagga in captivity died at Artis on 12 August 1883.,Cá thể ngựa quagga cuối cùng trong điều kiện nuôi nhốt đã chết tại Artis vào ngày 12 tháng 8 năm 1883.,"A southern African subspecies of zebra, extinct since 1883. The upper parts are reddish brown, becoming paler behind and beneath, with dark stripes on the face, neck, and fore part of the body. Taxonomic name: Equus quagga.",13730
xenon,noun,Xenon,"The ""inert"" or noble gas elements (helium, neon, argon, krypton, xenon and radon) are composed of lone atoms as their smallest discrete unit, but the other isolated chemical elements consist of either molecules or networks of atoms bonded to each other in some way.","Các nguyên tố khí ""trơ"" hoặc khí hiếm (heli, neon, argon, krypton, xenon và radon) tồn tại ở đơn vị nhỏ nhất là dưới dạng các nguyên tử đơn độc, nhưng các chất hóa học tách biệt khác thì gồm các phân tử hoặc các mạng nguyên tử liên kết với nhau một cách nào đó.","a heavy, gaseous chemical element (symbol Xe) of the noble gases group with an atomic number of 54.",13734
xylem,noun,chất gỗ,Woody – hard textured stems with secondary xylem .,Woody (thân gỗ) – thân cây có kết cấu cứng với xylem thứ cấp.,(botany) A vascular tissue in land plants primarily responsible for the distribution of water and minerals taken up by the roots; also the primary component of wood.,13739
xylene,noun,Xylen,Xylene cyanol and orange G may also be used for this purpose.,Xylen cyanol cũng được sử dụng cho mục đích này.,"(chemistry) Any of a group of three isomeric aromatic hydrocarbons, di-methyl-benzene, found in coal and wood tar.",13740
aba,noun,áo aba,I met you last year at an ABA mixer.,tôi gặp anh năm ngoái ở ABA .,A light fabric woven of camel hair or goat hair.,13744
ala,noun,cánh mũi,"Alas , we must.",phải làm thôi .,(zoology) A wing or winglike structure.,13745
alula,noun,số nhiều alulae,"However, alula feathers are definitely an aid to slow flight.","Tuy nhiên, một điều chắc chắn là: lông alula có hỗ trợ cho các chuyến bay chậm.",Bastard wing. A small projection on the anterior edge of the wing on some birds.,13746
ana,noun,ana,"Ana , shut up.","Ana , im đi.","A collection of things associated with a person or place, especially a personal collection of anecdotes or conversations at table",13747
anna,noun,đồng anna,Anna's dead.,Anna đã chết.,A unit of currency in former British India equal to 12 pies or 1/16 rupee.,13748
dad,noun,bố,Where's my dad ?,Bố cháu đâu?,"(informal) A father, a male parent.",13749
tundra,noun,lãnh nguyên,The tundra blazes with color and the whole landscape is transformed.,Cả lãnh nguyên rực rỡ với màu sắc và toàn bộ vùng đất đang được biến đổi.,A flat and treeless arctic biome.,13750
tragic,adjective,bi thảm,"I was stunned by the tragic images, and I wept.","Tôi sửng sốt trước những hình ảnh bi thảm đó, và tôi đã khóc.",Causing great sadness or suffering.,13751
resident,adjective,cư trú,Are you a resident of the state of Maryland?,Anh đang cư trú ở một bang ở Maryland phải không?,"person, animal or plant living at a location or in an area",13752
uncompromising,adjective,không thoả hiệp,Uncompromising men are easy to admire.,Những người không thoả hiệp dễ làm cho ta khâm phục.,Inflexible and unwilling to negotiate or make concessions.,13753
nursery,noun,nhà trẻ,"If you think nursery , kindergarten, first years of school","Nếu bạn nghĩ nhà trẻ , trường mầm non và tiểu học",(obsolete) The act of nursing,13754
incalculable,adjective,vô số,The rewards can be incalculable .,Phần thưởng sẽ không gì sánh bằng .,(not comparable) Very great or numerous.,13757
tensile,adjective,căng dãn ra,They can also autonomously build tensile structures.,Chúng còn có thể tự động xây dựng những công trình căng dãn .,Of or pertaining to tension,13758
drawback,noun,mặt hạn chế,"However, once we eliminate public funding for the arts, there will be some drawbacks .","Tuy nhiên, một khi chúng ta loại bỏ nguồn tài trợ công cho nghệ thuật, sẽ có một số mặt hạn chế .",A disadvantage; something that detracts or takes away.,13759
kamikaze,verb,Thần phong,"But these gems, they're... they're fucking kamikazes .","Nhưng những người này, họ... họ là máy bay cảm tử luôn rồi.","An attack requiring the suicide of the one carrying it out, especially when done with an aircraft.",13760
purportedly,adverb,công khai,Paul of Tarsus purportedly taught here as well.,Con trai của toàn quyền Dumert cũng đã từng học nơi đây.,"supposedly, putatively or reputedly",13762
wearisome,adjective,mệt,Why can it be said that our form of worship is not wearisome ?,Tại sao có thể nói là hình thức thờ phượng của chúng ta không gây mệt nhọc?,"Tiresome, tedious or causing fatigue.",13763
befriend,verb,giúp đỡ,He was evidently a highly regarded counselor who befriended the needy.,Dường như ông là người cố vấn được coi trọng và giúp đỡ những người khốn khó.,To act as a friend to,13764
reiteration,noun,cái lập lại,"Reiter , don't do this!","Reiter , đừng làm vậy!",The act of reiterating.,13765
repeat,noun,lặp lại,Aren't you supposed to repeat the words?,Chẳng phải anh nên lặp lại câu đó ư?,(transitive) or (intransitive) To do or say again (and again).,13766
drub,verb,nện,That big feller drubbed the hell out of them other three.,Gã bự con đó đã nện ba gã kia một trận tơi tả.,to beat (someone or something) with a stick,13767
thwack,verb,huỵch,Thwack .,Trúng phóc .,"The act of thwacking; a strike or blow, especially with a flat implement.",13769
blueprint,verb,lên kế hoạch,"One reason Operation Entebbe in 1976 was so well-planned was that the building in which the hostages were being held had been built by Solel Boneh, which still had the blueprints , and supplied them to the government of Israel.","Một lý do cuộc đột kích được lên kế hoạch tốt như vậy bởi toà nhà nơi các con tin bị giam giữ được Solel Boneh, một công ty xây dựng Israel, thực hiện, và họ vẫn còn các bản vẽ của nó, và đã cung cấp cho chính phủ Israel.","A type of paper-based reproduction process producing white-on-blue images, used primarily for technical and architecture's drawings, now largely replaced by other technologies.",13770
attribution,noun,quyền lực,Can we attribute its existence to a “supernatural agency”?,Chúng ta có thể nào nói sách đó đến từ một “ quyền lực siêu nhiên” không?,The act of attributing something.,13771
symbiosis,noun,sự cộng sinh,This mushroom exists in symbiosis with the roots.,Loài nấm này tồn tại trong sự cộng sinh với rễ.,A relationship of mutual benefit,13772
allusive,adjective,bóng gió,"Each language has its own word combinations, rules, exceptions to these rules, idioms, and allusions .","Mỗi ngôn ngữ đều khác nhau về cách ghép chữ, quy tắc, những trường hợp ngoại lệ, thành ngữ và những lời bóng gió .",Containing or making use of indirect references or hints.,13773
paramecium,noun,paramecium,"First, the two micronuclei of Paramecium aurelia enlarge and divide two times to form eight nuclei.","Đầu tiên, hai nhân sinh sản của Paramecium aurelia phình to ra và tạo thành 8 nhân.",An oval-shaped protozoan organism of the genusParamecium.,13774
heuristic,adjective,hơrixtic,"Well,'Hill Climbing'is one heuristic .","Hành động "" leo đồi "" là một khám phá.",Relating to general strategies or methods for solving problems.,13775
gulf,noun,vịnh,Seafood is a big industry along the gulf .,Thuỷ hải sản là ngành công nghiệp lớn dọc bờ vịnh .,(obsolete) That which swallows; the gullet. w:William Shakespeare,13776
fulfillment,noun,ứng nghiệm,A Tragic Fulfillment in the Offing,Sự ứng nghiệm thảm hại trong tương lai gần kề,The state of being fulfilled.,13777
enrage,verb,làm điên tiết,Never Become Enraged Against Jehovah!,Đừng bao giờ tức giận Đức Giê-hô-va!,To fill with rage; to provoke to frenzy or madness; to make furious.,13778
fragmentary,adjective,chắp vá,"We’re not time travelers, and the fossil record is only a fragmentary sampling.","Chúng ta không phải là những nhà du hành vượt thời gian, và những dấu vết hóa thạch chỉ là những mẫu vật rời rạc .",Consisting of fragments; disconnected; scattered.,13779
yeti,noun,Yeti,"Yumping yetis , Lord Milori!","Trốn đi, Chúa tể Milori đấy.",(cryptozoology) An unidentified humanoid animal said to live in the Himalayas.,13780
rabies,noun,bệnh dại,You can reduce the chances that your family is exposed to rabies .,Bạn có thể giảm khả năng mắc bệnh dại trong gia đình của mình .,"(pathology) A viral disease that causes acute encephalitis in warm-blooded animals and people, characterised by abnormal behaviour such as excitement, aggressiveness, and dementia, followed by paralysis and death.",13781
levitate,verb,bay lên,This is sculpture that I made that -- it's magnetically levitated .,Công trình mà tôi tạo ra -- nó bay lên bằng từ tính.,"(transitive) To cause to rise in the air and float, as if in defiance of gravity.",13782
skid,verb,trượt,"Burton was sleeping shortly before 7 am on September 27 when, according to the driver, the bus skidded off the road (the E4, 12 miles (19 km) north of Ljungby), and flipped onto the grass in Kronoberg County.","Burton chỉ vừa chợp mắt không lâu trước 7 giờ sáng ngày 27 tháng 9, mà theo lời tài xế, chiếc xe bus trượt bánh khỏi đường (E4, 12 dặm về phía bắc của Ljungby), và lật úp trên bãi cỏ ở Kronoberg County Burton bị hất văng khỏi cửa sổ xe bus, bị xe đè lên người và gây ra cái chết cho ông.",An out of control sliding motion as would result from applying the brakes too hard in a car.,13783
suffering,noun,sự đau khổ,"How much more suffering , how much more suffering must we take?","Bao nhiêu sự đau khổ , Bao nhiêu đau khổ nữa chúng ta phải nhận?",Experiencing pain.syn.,13784
whine,Verb,rên rỉ,And then whined about it like a wounded dog.,Rồi rên rỉ về chuyện đó như một con chó bị thương.,a complaint or criticism,13785
screech,verb,rít lên,My screeching iguana clock does tend to startle some people.,Cái đồng hồ cự đà của tôi khi rít lên thì thường làm cho mọi người giật mình.,"A high-pitched strident or piercing sound, such as that between a moving object and any surface.",13786
poke,verb,chọc,Don't try to poke him.,Đừng cố chọc tức anh ta.,To prod or jab with a pointed object such as a finger or a stick. [from later 14th c.],13787
kiln,noun,lò,"Indeed, if all the oxygen in the kiln is consumed in the fire, then the partial pressure of CO2 in the kiln can be as high as 20 kPa.",Nếu tất cả ôxy trong lò nung được tiêu thụ cho sự cháy thì áp suất thành phần của CO2 trong lò có thể cao tới 20 kPa.,"An oven or furnace or a heated chamber, for the purpose of hardening, burning, calcining or drying anything; for example, firing ceramics or curing or preserving tobacco.",13788
timidity,noun,sự rụt rè,In spite of his condition he had no timidity about inching forward a bit on the spotless floor of the living room.,"Mặc dù điều kiện của mình, ông đã không có sự rụt rè nhích về phía trước một chút về spotless sàn của phòng khách.",shyness,13789
emigrant,noun,người di cư,What challenges do many emigrants face when they return home?,Nhiều người di cư phải đương đầu với những khó khăn nào khi trở về nhà?,Someone who leaves a country to settle in a new country.,13790
injurious,adjective,có hại,10. (a) How did the Israelites ‘desire injurious things’?,10. a) Dân Y-sơ-ra-ên “ham muốn điều có hại ” như thế nào?,causing physical harm or injury; harmful,13791
offend,verb,xúc phạm,I will offend them with a foolish nation.,Ta sẽ xúc phạm chúng bằng một dân tộc ngu dại.,(transitive) To hurt the feelings of; to displease; to make angry; to insult.,13792
hornswoggle,verb,lừa bịp,And Hornswoggle ?,Và Hornswoggle ?,(transitive) To deceive or trick.,13793
idiot,noun,thằng ngốc,You idiot !,Đồ ngốc !,(pejorative) A common term for a person of low general intelligence.,13794
blessing,noun,phúc lành,"By this, he will know you have my blessing .","Cầm cái này, hắn sẽ biết anh đã được phúc lành của tôi.","some kind of divine or supernatural aid, or reward.",13796
cash,verb,Tiền mặt,"Cash , cars, hurting people for the fun of it.","Tiền mặt , xe, làm tổn thương người khác vì thú vui.","Money in the form of notes/bills and coins, as opposed to cheques/checks or electronic transactions.",13797
aerobic,adjective,hiếu khí,But also in your future is brain aerobics .,Nhưng tương lai của bạn là luyện tập trí não.,Living or occurring only in the presence of oxygen e.g. aerobic bacteria.,13800
anaerobic,adjective,kỵ khí,"Then we would have an anaerobic digester,",Sau đó chúng tôi sẽ có một nồi nấu kỵ khí,Without oxygen; especially of an environment or organism.,13801
carbohydrate,noun,hydrat cacbon,Light supplies the energy for water and carbon dioxide to combine and produce carbohydrates .,Ánh sáng cung cấp năng lượng để phối hợp nước và cacbon đioxyt và sản xuất hydrat cacbon .,"(organic chemistry, nutrition) A sugar, starch, or cellulose that is a food source of energy for an animal or plant; a saccharide.",13802
fitness,noun,sự thích hợp,Would participating in such practices really be fitting for any of God’s people?,Việc tham gia những tập tục như thế có thật sự thích hợp cho dân Đức Chúa Trời không?,"The condition of being fit, suitable or appropriate",13803
flexibility,noun,tính linh hoạt,Our method of construction requires flexibility .,"Thế nên, phương pháp xây dựng của chúng tôi đòi hỏi tính linh hoạt .",The quality of being flexible; suppleness; pliability.,13804
health,noun,sức khỏe,It goes without saying that health is more important than wealth.,Chẳng cần phải nói cũng hiểu sức khỏe quan trọng hơn tiền bạc.,"The state of being free from physical or psychological disease, illness, or malfunction; wellness. [from 11th c.]",13805
decorate,verb,trang trí,You decorate Dad's office and now you're a decorator ?,Em đã trang trí văn phòng bố và giờ em là chuyên gia trang trí hử?,(transitive) To furnish with decorations.,13806
hide,verb,giấu,Dan didn't even try to hide that feeling.,Dan thậm chí chẳng cố giấu cảm xúc đó.,(transitive) To put (something) in a place where it will be harder to discover or out of sight.,13807
search,verb,tìm,I searched for a book with many pictures.,Tôi tìm một cuốn sách có nhiều hình ảnh.,(transitive) To look in (a place) for something.,13808
improvisation,noun,sự ứng biến,"When improvisation , resourcefulness, imagination are key,","Trong khi sự ứng biến , tháo vát, tưởng tượng là chủ chốt,","The act or art of composing and rendering music, poetry, and the like, extemporaneously; as, improvisation on the organ.",13809
conniving,adjective,quỷ quyệt,Conniving and as cruel as they come.,Mưu mô và vô cùng độc ác.,Present participle of connive.,13810
mottle,verb,vải len rằn,"Javas appear in three color variations today: Black, Mottled , and White.","Gà Java có bề ngoài trong ba biến thể màu sắc ngày nay: đen, đốm và trắng.","To mark with spots of different color, or shades of color, as if stained; to spot; to maculate.",13811
gestate,verb,hoài thai,The gestation period averages 170 days.,Trung bình thời kỳ mang thai 170 ngày.,To carry offspring in the uterus from conception to delivery.,13812
skeleton,noun,bộ xương,"Criminal record, divorce, an actual skeleton in your closet?","Hồ sơ tội phạm, ly hôn, một bộ xương trong tủ quần áo của cậu?","(anatomy) The system that provides support to an organism, internal and made up of bones and cartilage in vertebrates, external in some other animals.",13813
disinformation,noun,phao tin nhảm,Disinform .,Tạo tin giả .,The dissemination of intentionally false information to deliberately confuse or mislead.,13814
profit,noun,lợi ích,"You vote not to legislate change, but to profit .","Các quyết định của bà không vì lợi ích chung, mà là vì lợi nhuận.",Total income or cash flow minus expenditures. The money or other benefit a non-governmental organization or individual receives in exchange for products and services sold at an advertised price.,13815
chemotherapy,noun,Hóa trị liệu,“She went through two years and four months of intensive chemotherapy .,“Cháu được chữa bằng hóa trị liệu với liều cao trong hai năm bốn tháng.,(medicine) Any chemical treatment intended to be therapeutic with respect to a disease state.,13816
measles,noun,sởi,"In her first trimester, she contracted German measles .","Trong ba tháng đầu mang thai, chị ấy đã mắc phải bệnh sởi Đức.","Rubeola, an acute highly contagious disease, (often of childhood) caused by a virus, featuring a spreading red skin rash, fever, runny nose, cough and red eyes",13817
server,noun,máy chủ,He set fire to your data servers before he left.,Hắn ta đã đốt máy chủ dữ liệu của ông trước khi đi.,One who serves; a waitress or waiter.,13818
village,noun,làng,"Because they want to leave the village and go to a city, looking for a job.","Vì họ muốn rời khỏi làng và đến một thành phố, tìm một công việc.",a rural habitation of size between a hamlet and a town.,13819
wren,noun,chim hồng tước,The wren with little quill,♪ Chim hồng tước với những chiếc lông cánh nhỏ ♪,Members of a mainly New World passerine bird family Troglodytidae.,13820
rubric,adjective,đề mục,Now I will provide a very clear rubric .,Bây giờ tôi sẽ cung cấp một phiếu đánh giá rất rõ ràng.,A heading in a book highlighted in red.,13821
systematic,adjective,có hệ thống,"No, she succeeds because she systematically searches “until she finds it.”","Không, bà thành công là nhờ tìm kiếm một cách có hệ thống “cho kỳ được” mới thôi.","(proscribed) Of, relating to, or being a system",13822
purposeful,adjective,có chủ định,"(Job 38:33) His design is comprehensive and purposeful , achieving his objective to form the earth to be inhabited by a staggering diversity of living things.","(Gióp 38:33) Sự thiết kế của Ngài bao gồm toàn diện và có chủ định , là lập trái đất thành nơi sinh sống của vô số các loài sinh vật khác nhau.",Having purpose; intentional.,13823
amount,verb,có nghĩa là,"Would that not, in effect, amount to following after the crowd?",Chẳng phải làm thế có nghĩa là bạn đang hùa theo đám đông sao?,"The total, aggregate or sum of material. Not applicable to discrete numbers or units or items.",13824
datum,noun,dữ liệu,"This distinction has gained much wider application, though Russell eventually rejected the idea of an intermediate sense datum .","Sự phân biệt này đã được ứng dụng rộng rãi, tuy sau này Russell đã loại bỏ quan niệm về dữ liệu giác quan trực tiếp.","(plural:data) A measurement of something on a scale understood by both the recorder (a person or device) and the reader (another person or device). The scale is arbitrarily defined, such as from 1 to 10 by ones, 1 to 100 by 0.1, or simplytrueorfalse,onoroff,yes,no, ormaybe, etc.",13825
gram,noun,gam,"Y-12 initially enriched the uranium-235 content to between 13% and 15%, and shipped the first few hundred grams of this to Los Alamos in March 1944.","Y-12 ban đầu làm giàu hàm lượng urani-235 tới khoảng từ 13 tới 15%, và chuyển vài trăm gam sản phẩm đầu tiên tới Los Alamos vào tháng 3 năm 1944.",A unit of mass equal to one-thousandth of a kilogram. Symbol: g,13826
inch,verb,insơ,Dots per Inch (dpi,chấm trong mỗi insơ (dpi,A unit of length equal to one-twelfth of a foot and equivalent to exactly 2.54 centimetres.,13827
liter,noun,lít,Two liters .,Hai lít .,US spelling of litre: One cubic decimeter.,13828
horizontal,adjective,nằm ngang,And you do that by maintaining a horizontal body position.,Và bạn thao tác tư thế đó bằng cách duy trì vị trí cơ thể nằm ngang .,"perpendicular to the vertical; parallel to the plane of the horizon; level, flat.",13829
similarity,noun,nét tương tự,Phonological similarities to Rhaetian have also been pointed out.,Nét tương tự âm vị học với tiếng Rhaetia cũng đã được chỉ ra.,Closeness of appearance to something else.,13830
effervescence,noun,sự sủi bong bóng,It's an effervescent inhaler.,Đó là một cái máy đẩy.,"the escape of gas from solution in a liquid, especially the escape of carbon dioxide from a carbonated drink",13832
demote,verb,giáng chức,Got demoted for not understanding the need for a warrant.,Bị giáng chức vì không hiểu sự cần thiết của một cái trát tòa.,(transitive) To lower the rank or status of something.,13833
courtesan,noun,gái điếm,And you can buy all the courtesans you want.,Và ngươi sẽ mua tất cả gái điếm ngươi muốn,(archaic) A woman of a royal or noble court.,13834
restorative,noun,làm hổi tỉnh lại,Help me restore him.,Giúp tôi đặt hắn lại .,Something believed to have restoring properties.,13835
heap,verb,nhiều,The police minister's and a heap of public statements were made about it.,Bộ trưởng cảnh sát và rất nhiều phát ngôn được đưa ra.,A crowd; a throng; a multitude or great number of persons.,13836
abjection,noun,sự hèn hạ,Abject humiliation.,Sự sỉ nhục hèn hạ .,The act of bringing down or humbling.,13837
dissimulation,noun,sự che giấu,Carefully dissimulated until you bend the pages.,Được dấu đi một cách cẩn thận cho đến khi cô uốn các trang lại.,The act of concealing the truth; hypocrisy or deception.,13838
impiety,noun,bất kính,But probably now is really dead for his impiety .,Nhưng có lẽ hắn chết thật vì sự bất kính của hắn rồi,(uncountable) The state of being impious,13840
indicator,noun,chất chỉ thị,You can't see diamonds so you look for the indicator minerals.,Cậu không thể phát hiện được kim cương nên cậu phải dùng tới chất chỉ thị khoáng.,a pointer or index that indicates something,13841
bandwagon,noun,một đảng,I've jumped on the bandwagon .,Tôi ủng hộ những việc bình thường .,A large wagon used to carry a band of musicians in a parade.,13842
darkroom,noun,buồng tối,Black & White with Selenium Tone: This effect replicates traditional selenium chemical toning done in the darkroom,Đen trắng với sắc Selen: hiệu ứng này sao lại việc tạo sắc màu hoá chất Selen truyền thống được làm trong buồng tối,"A darkened room where sexual activity can take place, especially one in a gay club.",13843
inseparable,adjective,không thể tách rời,"Like two sides of a coin, the temporal and spiritual are inseparable .","Giống như hai mặt của đồng tiền, phần vật chất và thuộc linh không thể tách rời được.",Not able to be separated. Bound together permanently.,13844
self-confidence,noun,sự tự tin,"And you see the self confidence almost comes back, but not quite.","Và bạn thấy dòng chữ sự tự tin hầu như xuất hiện lại, nhưng không hẳn.",The state of being self-confident,13845
provident,adjective,biết dự phòng,This approach to preparedness is called provident living.,Phương pháp chuẩn bị này được gọi là cuộc sống biết dự phòng .,With care and consideration for the future.,13846
quintessence,noun,tinh hoa,"The quintessence of LIFE, I think.",""" Tinh hoa của Cuộc Sống "".",A thing that is the most perfect example of its type; the most perfect embodiment of something.,13847
gondola,noun,giỏ khí cầu,"This is the envelope, and this is the gondola , the payload.","Đây là vỏ khỉ cầu, và đây là giỏ khí cầu , trọng tải.","A small long, narrow boat with a high prow and stern, propelled with a single oar, especially in Venice.",13848
lass,noun,cô gái,"An open door is nay a plan, lass .","Một cánh cửa mở là kế hoạch của chúng ta lúc này sao, cô gái ?","(archaic, informal) A young woman or girl.",13849
inadequacy,noun,sự không đủ,Dealing With Feelings of Inadequacy,Đối phó với cảm nghĩ thiếu khả năng,the state of being inadequate,13850
commercialize,verb,thương mại hóa,"Meanwhile, in California, we were trying to commercialize a lot of this stuff.","Trong khi đó, ở California, chúng tôi đang cố gắng thương mại hóa cái này.",(transitive) to apply business methodology to something in order to profit,13851
evangelism,noun,evangelicalism,School for Kingdom Evangelizers,Trường dành cho người rao truyền Nước Trời,Sharing news of something in order to convince someone to join or otherwise accept it. The process of evangelizing.,13852
commissioner,noun,người được uỷ quyền,What if the Commissioner hears it?,Nếu các ủy viên nghe nó?,A member of a commission.,13853
install,verb,cài đặt,Install New Theme,Cài đặt sắc thái mới,"(transitive) To connect, set up or prepare something for use",13854
distributed,adjective,phân bổ,"The water cycle distributes fresh, clean water around the planet.","Chu trình của nước phân bổ nước sạch, tinh khiết khắp hành tinh chúng ta.",Simple past tense and past participle ofdistribute.,13856
prolix,adjective,dài dòng,BENVOLlO The date is out of such prolixity :,BENVOLIO ngày là ra sự dông dài như:,Tediously lengthy.,13858
rotundity,noun,sự mập mạp,"Mildred's friends include Maud Spellbody, a rotund , sensible girl who is always trying to avoid confusion, and Enid Nightshade, a practical joker who is more likely than Mildred to get them all into trouble.","Bạn của Mildred gồm có Maud Spellbody, một cô bé tròn trịa tròn , nhạy bén và luôn tìm cách tránh xa rắc rối, và Enid Nightshade, một cô bé thực tế và có nhiều khả năng hơn Mildred, và ba người họ thường xuyên bị vướng vào nhiều rắc rối.",The quality of being rotund.,13859
schizophrenic,adjective,beänh roái loaïn taâm thaàn,She's schizophrenic .,Bà ấy bị tâm thần phân liệt .,Of or pertaining to schizophrenia.,13860
