word,part_of_speech,meaning,example,example_meaning,definition,ID
perpetrator,noun,kẻ gây ra,"He is Hassan, a gravely injured mercenary who is one of the perpetrators of the massacre.","Ông là Hassan, một người lính đánh thuê bị thương nặng, là một trong những kẻ gây ra vụ thảm sát.","One who perpetrates; esp., one who commits an offence or crime.",4497
reckoning,noun,sự tính toán,What that man does is carry out a dark reckoning for his city.,Chuyện mà tên đó làm là tiến hành sự tính toán đen tối ở thành phố của hắn.,Present participle of reckon.,4498
account,verb,bản kê khai,The only reason these accounts survived was because I hid them in case the taxman came knocking.,Lí do duy nhất mấy bản kê khai đó vẫn còn là vì tôi giấu đi phòng khi người thu thuế tới gõ cửa.,(archaic) A reckoning; computation; calculation; enumeration; a record of some reckoning.,4499
contraband,adjective,lậu,"21 En route, the bus sped through a routine road checkpoint, and the traffic police gave chase and stopped it, suspecting that it carried contraband .","21 Dọc đường, xe buýt chạy vượt qua một trạm kiểm soát thường lệ và cảnh sát công lộ nghi xe chở hàng hóa buôn lậu nên đuổi theo và bắt xe đó phải dừng lại.",any goods which are illicit or illegal to possess,4501
genuinely,adverb,thực sự,Why do so few genuine Android tablet apps exist ?,Tại sao lại có quá ít ứng dụng thực sự dành cho máy tính bảng Android ?,In a genuine manner; .,4502
casualty,noun,người bị thương,"I repeat, multiple casualties !","Tôi nhắc lại, có nhiều người bị thương !",(obsolete) Chance nature; randomness.,4503
tributary,adjective,sông nhánh,"While I was serving there in April 1957, the Amazon River and its tributaries overflowed their banks.","Trong khi tôi phục vụ ở đó vào tháng 4 năm 1957, sông Amazon và những sông nhánh chảy tràn qua bờ.",A river that flows into a larger river or other body of water.,4505
dub,verb,lồng tiếng,He goes from dubbing cartoons to international banking.,Anh ấy xuất phát từ việc lồng tiếng phim hoạt hình đến làm ở ngân hàng quốc tế.,(obsolete) A blow.,4506
ideal,noun,lý tưởng,It is good to have ideals ... don't you think?,Có lý tưởng là điều tốt... bạn nghĩ sao?,Optimal; being the best possibility.,4507
nymph,noun,con nhộng,A nymph is an early stage in the life of an insect.,Một con nhộng là... giai đoạn đầu trong vòng đời của một con côn trùng.,The larva of certain insects.,4508
constrain,verb,ép buộc,You're being constrained by the public's opinion.,Bạn bị ép buộc bởi ý kiến của số đông.,"(transitive) to force physically, by strong persuasion or pressurizing; to compel; to oblige",4510
lambent,adjective,liếm nhẹ,"He was back in Luton, he was now 82, and I hadn't seen him for 30-odd years, and when he opened the door, I saw this tiny little man with lambent , smiling eyes, and he was smiling, and I'd never seen him smile.","Ông đã trở lại Luton, giờ đã 82 tuổi, tôi đã không gặp ông suốt 30 năm nay, khi ông mở cửa, tôi thấy người đàn ông nhỏ bé với ánh mắt biết cười trìu mến, ông ấy đang cười, và tôi chưa từng thấy điều đó.",Brushing or flickering gently over a surface.,4511
pliant,adjective,dẻo,"Tomorrow, at the house of Rufus, an auction of excellent slaves, from pliant virgins to learned Greeks,","Ngày mai, tại nhà của Rufus, 1 cuộc đấu giá các nô lệ ưu tú, từ đám gái đồng trinh dễ bảo đến những tay Hy Lạp có học,","Capable of plying or bending; readily yielding to force or pressure without breaking; flexible; pliable; lithe; limber; plastic; as, a pliant thread; pliant wax.",4512
shorn,adjective,bị biến dạng,"I mean, you haven't shorn your sheep in weeks.","Cả tuần rồi, cậu chưa cạo lông cho cừu.",Simple past tense and past participle of shear.,4513
chastisement,noun,sự trừng trị,"(Proverbs 16:22) They receive further discipline, often in the form of severe chastisement .","(Châm-ngôn 16:22) Kẻ ngu muội phải chịu sự sửa phạt khác nữa, thường là sự trừng trị nghiêm khắc.",The act of chastising.,4514
dryad,noun,nữ thần cây,Olivier de Puymanel was second-class volunteer on board the French warship Dryade .,Olivier de Puymanel là một người tình nguyện hạng hai trên chiến thuyền Pháp Dryade .,"(Greek mythology) In Greek myth, a female tree spirit.",4515
slaver,verb,chảy nước dãi,He is a slaver .,Hắn là một kẻ buôn nô lệ .,To drool saliva from the mouth; to slobber.,4517
profusion,noun,sự dồi dào,He apologized profusely .,Anh ta rối rít xin lỗi.,abundance; the state of being profuse; a cornucopia,4518
draught,noun,gió lùa,"I didn't light the fire in her room, so she can dry in the draught .","Tôi không nhóm lò sưởi trong phòng, để gió lùa làm khô người cô ta.","(UK, Irish) Beer drawn from a cask or keg rather than a bottle or can.",4519
cormorant,noun,cốc,"They're a species of cormorant , but they are flightless.",Chúng là 1 loại chim cốc nhưng không bay được.,"Any of various medium-large black seabirds of the family Phalacrocoracidae, especially the great cormorant, Phalacrocorax carbo.",4520
gadfly,noun,ruồi trâu,The whole land was full of gadflies .,Khắp xứ đều có ruồi trâu .,"Any dipterous insect of the genus Oestrus, and allied group of botflies.",4521
lurid,adjective,khủng khiếp,Explore the lurid byways of terrible homicide and atrocious depravity!,Khám phá những chi tiết kinh hoàng... của vụ giết người khủng khiếp và tàn ác tột bậc.,"Shocking, horrifying.",4522
cuckold,noun,cắm sừng,They will say you wear cuckold's horns.,Họ sẽ nói ông bị cắm sừng .,"A man married to an unfaithful wife, especially when he is unaware or unaccepting of the fact.",4523
beget,verb,sinh,"In another revelation, the Lord’s standard of morality commands that the sacred powers to beget life be protected and employed only between man and woman, husband and wife.13 To misuse this power is exceeded in seriousness only by the shedding of innocent blood and denying the Holy Ghost.14 If one transgresses the law, the doctrine of repentance teaches how to erase the effect of this transgression.","Trong một điều mặc khải khác, tiêu chuẩn đạo đức của Chúa truyền lệnh rằng các khả năng thiêng liêng của việc sinh con phải được bảo vệ và chỉ được sử dụng giữa người nam và người nữ, giữa vợ chồng mà thôi.13 Việc sử dụng sai khả năng này là một tội lỗi nghiêm trọng hơn bất cứ tội lỗi nào khác ngoại trừ tội làm đổ máu người vô tội hay tội chối bỏ Đức Thánh Linh.14 Nếu một người vi phạm luật này thì giáo lý về sự hối cải dạy cách xóa bỏ hậu quả của sự phạm giới này.",To cause; to produce.,4524
sanctimonious,adjective,kẻ giả nhân giả nghĩa,That's sanctimonious .,Giả tạo quá .,"Making a show of being morally better than others, especially hypocritically pious.",4525
doggedly,adverb,kiên quyết,""" I won't , "" said his friend doggedly .",""" Không đâu , "" người bạn khăng khăng nói .",in a way that is stubbornly persistent,4526
transmute,verb,chuyển hoá,You transmuted the molecular properties of the rifle.,Cậu đang chuyển hoá tính chất phân tử của nó.,"(transitive) To change, transform or convert one thing to another, or from one state or form to another.",4527
restive,adjective,khó bảo,He's grown very restive of late.,Dạo này hắn khó bảo lắm rồi.,"Impatient under delay, duress, or control.",4528
parry,verb,đỡ,"Dodge, parry , and thrust!","Né, đỡ và đâm!","To avoid, deflect, or ward off (an attack).",4529
observance,noun,lễ kỷ niệm,"The Memorial observance this year falls on Thursday, April 1.","Lễ Kỷ Niệm năm nay sẽ được cử hành vào Thứ Năm, ngày 1 tháng 4.","The practice of complying with a law, custom, command or rule",4530
sacrilege,noun,tội báng bổ,Walder Frey committed sacrilege that day.,Walder Frey đã phạm tội báng bổ thần linh.,"desecration, profanation, misuse or violation of something regarded as sacred",4532
limn,verb,vẽ,How did you... limn the story of our romance?,Cậu đã... vẽ nên câu chuyện tình của chúng tôi như thế nào?,(transitive) To draw or paint; delineate.,4533
reprove,verb,khiển trách,19 Jesus reproves and disciplines all those for whom he has affection.,19 Chúa Giê-su khiển trách và sửa trị tất cả những người mà ngài thương mến.,"(transitive) To convey one’s disapproval of; to rebuke, especially in a gentle, sweet, kind tone.",4534
charlatan,noun,bịp bợm,"Ms. Fayad, many members of HIVE, they consider me to be a charlatan .","Cô Fayad, nhiều thành viên của HIVE chúng nghĩ ta là kẻ bịp bợm .","A malicious trickster; a fake person, especially one who deceives for personal profit.",4535
flux,adjective,thông lượng,It's possible if you stabilize the quantum flux .,Sẽ khả thi nếu ông ổn định thông lượng lượng tử.,A chemical agent for cleaning metal prior to soldering or welding.,4536
awl,noun,dùi,Gripping a sharp pointed tool—possibly an awl —Louis inadvertently plunged it into his eye.,Nắm một dụng cụ nhọn và sắc—có lẽ cái dùi —Louis chẳng may đâm vào mắt mình.,"A pointed instrument for piercing small holes, as in leather or wood; used by shoemakers, saddlers, cabinetmakers, etc. The blade is differently shaped and pointed for different uses, as in the brad awl, saddler's awl, shoemaker's awl, etc.",4537
trencher,noun,cái thớt,"In medieval cuisine, slices of stale bread, called trenchers , were used instead of plates.","Vào thời Trung cổ, những mảng bánh mì cũ lớn gọi là trencher được dùng làm đĩa.",(archaic) A long plate on which food is served.,4538
nicety,noun,những chi tiết nhỏ,"Drop the niceties , Riario.",Riario ngài đang đánh mất sự tế nhị của mình.,A small detail that is nice or polite to have but isn't necessary.,4539
caprice,noun,tính đồng bóng,"The caprices of science, Miss Ives.","Tính đồng bóng của khóa học đó, Ives à.","An impulsive, seemingly unmotivated notion or action.",4540
scrupulous,adjective,ngại ngùng,Boaz scrupulously followed Jehovah’s arrangement.,Bô-ô đã cẩn thận làm đúng theo sắp đặt của Đức Giê-hô-va.,Exactly and carefully conducted.,4542
mettle,noun,dũng khí,"Because at the end of the day, it wasn't about proving my mettle .","Bởi vì vào cuối ngày, không còn là lúc chứng minh dũng khí của mình.",A quality of endurance and courage.,4543
reparation,noun,sự bồi thường,The payment of reparations for years of alleged wrongs.,Thanh toán bồi thường cho những năm bị cáo buộc sai lầm.,"(usually in plural) A payment of time, effort or money to undo past transgression(s).",4544
palisade,verb,cọc rào nhọn,And I will besiege you with a palisade,"Dựng một hàng cọc vây hãm ngươi,","A wall of wooden stakes, used as a defensive barrier",4545
conciliate,verb,hoà giải,"By July, attempts at conciliation had completely collapsed.","Tháng 7, mọi nỗ lực hòa giải hoàn toàn sụp đổ.",Make calm and content; placate.,4546
collude,verb,câu kết,I hate people colluding with Japanese pirates.,Ta ghét nhất kẻ câu kết với bọn Oa Khấu.,(intransitive) to act in concert with; to conspire,4547
cajole,verb,nịnh hót,"You've got to make relationships, make deals, you've got to cajole , please, flatter, you've got to use your personal skills, and that's the way politics has always worked.","Bạn phải tạo dựng được mối quan hệ, hợp tác làm ăn, và bạn phải biết nịnh hót , tâng bốc bạn phải sử dụng kĩ năng của bản thân, và đó là luôn là cách mà chính trị hoạt động.",(transitive) To encourage or persuade by effort; to coax.,4548
exult,verb,hân hoan,"A joyful outcry, rejoicing, exultation —these will be heard from the lips of the redeemed, or ransomed, ones.","Tiếng reo vui mừng, hân hoan , hớn hở phát ra từ môi của những người được chuộc.","to rejoice, be very happy",4549
spectral,adjective,bóng ma,But this is directly under where the spectral figure appeared and disappeared.,Nhưng thứ này ngay trực tiếp dưới cái bóng ma thứ ba xuất hiện và biến mất.,Having the appearance of a spectre; ghostly.,4550
augury,noun,điềm,The augury is good?,Là điềm báo tốt?,A divination based on the appearance and behaviour of animals.,4551
falconry,noun,nghề nuôi chim ưng,He bought the first Toyota Landcruiser in 1955 for falconry .,Ông mua chiếc Toyota Landcruiser đầu tiên vào năm 1955 để chơi chim săn .,"The sport of hunting by using trained birds of prey, especially falcons and hawks.",4552
valor,noun,valour,What valor !,Thật là dũng cảm !,Value; worth.,4553
prudence,noun,sự cẩn trọng,"“I rely on your well-known prudence ; observe, and do not intervene.”",- Tôi trông cậy vào sự cẩn trọng ai cũng biết tiếng của ông: hãy quan sát và chớ can thiệp.,"The quality or state of being prudent; wisdom in the way of caution and provision; discretion; carefulness; hence, also, economy; frugality.",4554
pontifical,noun,giám mục,Some evidence suggests that the early lists of bishops and martyrs known as the Depositio episcoporum and Depositio martyrum were begun during his pontificate .,Một số bằng chứng cho thấy rằng danh sách các Giám mục tử đạo được gọi là Depositio episcoporum và Depositio martyrum đã được bắt đầu trong triều đại của ông.,of or pertaining to the pontifices of Ancient Rome,4555
furtive,adjective,ngấm ngầm,I-I know what furtive is.,Tôi hiểu ngấm ngầm là thế nào.,Exhibiting guilty or evasive secrecy.,4556
estuary,noun,cửa sông,11 of the 15 biggest cities stand on a coastline or river estuary .,11 trong số 15 đô thị lớn nhất tập trung ở đường bờ biển hay cửa sông .,Coastal water body where ocean tides and river water merge.,4557
categorical,adjective,rõ ràng,I have given the most categorical orders that there is to be no thought of surrender and that all troops are to continue fighting to the end...,Tôi đã đưa ra những mệnh lệnh rõ ràng nhất rằng sẽ không có ý nghĩ đầu hàng và tất cả người lính sẽ tiếp tục chiến đấu đến cùng...,absolute; having no exception,4558
consummate,verb,hoàn thành,"And, finally, that you were "" unable to consummate the marriage. ""","Và cuối cùng, anh "" không thể hoàn thành cuộc hôn nhân. ""","Complete in every detail, perfect, absolute.",4559
providential,adjective,có trời phù hộ,How providential that proved to be!,Thật may mắn làm sao!,Fortunate as if occurring as a gift from a deity.,4560
cassock,noun,áo cà sa,"Cardinal Ugo Poletti, Rome’s vicar-general, followed up with a three-page letter to those involved, stating that “the religious suit or cassock is obligatory in liturgical celebrations, in the administrations of the sacraments, in preaching (and it) is strongly recommended in the milieu of one’s own pastoral ministry.”","Hồng-y giáo-chủ Ugo Poletti, Cha sở thành Rô-ma tiếp theo đó có viết một bức thơ ba trang cho những kẻ dự phần vào việc ấy, nói rằng: “Y-phục tôn-giáo hoặc áo choàng thầy tu đều bắt buộc trong các nghi lễ tôn-giáo, khi hành-lễ các phép bí-tích và trong khi rao giảng, (và điều này) được khuyến nhủ một cách mạnh mẽ trong công việc chăn chiên”.","An item of clerical clothing: a long, sheath-like, close-fitting, ankle-length robe worn by clergy members of some Christian denominations.",4561
conscription,noun,sự gọi nhập ngũ,"Conscript the men, leave the girls behind.","Hãy lấy những người đàn ông, tôi sẽ không giao những cô gái đâu.","involuntary labor, especially military service, demanded by some established authority",4562
consecrated,adjective,thánh,"Consecrate , Law of Consecration","Dâng Hiến , Luật Dâng Hiến",Simple past tense and past participle ofconsecrate.,4563
predisposed,adjective,có khuynh hướng,It occurs in people who are genetically predisposed .,Nó xảy ra ở những người tiền định vị di truyền.,inclined,4564
penury,noun,cảnh cơ hàn,"Noting this penury , to myself I said, An if a man did need a poison now,","Cần lưu ý cảnh cơ hàn này, đến bản thân mình tôi đã nói, An nếu một người đàn ông đã cần một chất độc,",extreme want; poverty; destitution.,4565
galleon,noun,thuyền buồm lớn,"In 1615, an embassy and trade mission under Hasekura Tsunenaga was sent across the Pacific to Nueva España (New Spain) on the Japanese-built galleon San Juan Bautista.","Năm 1615, một đoàn sứ thần và thương nhân do Hasekura Tsunenaga dong buồm ra Thái Bình Dương đến Nueva Espana (Tân Tây Ban Nha, sau này bị Mĩ chiếm do thua trận) con thuyền buồm lớn của người Nhật San Juan Bautista.","(nautical) A large, three masted, square rigged sailing ship with at least two decks.",4566
barbarous,adjective,man rợ,That's barbaric !,Thật dã man !,(said of language) Not classical or pure.,4567
panopticon,noun,nhà tù xây tròn,"This realization was exploited most powerfully for pragmatic ends by the 18th- century philosopher Jeremy Bentham, who set out to resolve an important problem ushered in by the industrial age, where, for the first time, institutions had become so large and centralized that they were no longer able to monitor and therefore control each one of their individual members, and the solution that he devised was an architectural design originally intended to be implemented in prisons that he called the panopticon , the primary attribute of which was the construction of an enormous tower in the center of the institution where whoever controlled the institution could at any moment watch any of the inmates, although they couldn't watch all of them at all times.","Nhận thức này được tận dụng mạnh mẽ nhất vào khoảng thế kỷ 18 bởi nhà triết học Jeremy Bentham, người đã giải quyết một vấn đề quan trọng trong thời kỳ công nghiệp, khi, lần đầu tiên, các định chế đã trở nên quá lớn và tập trung mà đến nỗi họ không thể theo dõi được và vì thế không thể kiểm soát được từng cá nhân của họ, và giải pháp mà ông đã đề ra là môt thiết kế kiến trúc lúc đầu chỉ định để triển khai tại các nhà tù mà ông gọi là nhà tù xây tròn , thuộc tính tiêu biểu của nhà tù này là tòa tháp lớn ở ngay vị trí trung tâm nơi mà bất cứ ai kiểm soát nhà tù có thể nhìn thấy những tù nhân bất cứ lúc nào, dù rằng họ không thể quan sát hết mọi người mọi lúc mọi nơi.","A type of prison designed by philosopher Jeremy Bentham wherein all the cells are visible from the center of the building. It engenders the feeling that someone is watching you, even though you know the contrary.",4568
serenade,verb,dạo khúc nhạc chiều,74 Serenades opp.,74 chiếc được chuyển đổi.,"a love song, especially one performed below the window of a loved one in the evening",4569
stolid,adjective,phớt lạnh,"Kevin Harly of The Independent wrote: ""If you didn’t know Snow Patrol's Johnny McDaid produced the ballad 'Photograph', its stolid plod through clichés about how lovin' 'can hurt' and 'heal' should tell you"".","Kevin Harly của The Independent viết: ""Nếu bạn không biết rằng Johnny McDaid của Snow Patrol sản xuất bản ballad 'Photograph', những bước đi nặng nề dửng dưng đầy sáo rỗng về lý do vì sao yêu đương 'có thể gây tổn thương' và 'hàn gắn' sẽ nói cho bạn biết"".",Having or revealing little emotion or sensibility.,4570
scimitar,noun,mã tấu,The blood analysis on the scimitar .,Kết quả phân tích mẫu máu trên thanh mã tấu .,A sword of Middle Eastern origin that features a curved blade.,4571
magistrate,noun,quan tòa,The magistrate is here.,Quan toà đến.,"(law) A judicial officer with limited authority to administer and enforce the law. A magistrate's court may have jurisdiction in civil or criminal cases, or both.",4572
throes,noun,đau đớn,"So, maybe we're in the throes of it.",Có lẽ chúng ta đang ở trong những cơn quằn quại của nó.,Plural form of throe.,4573
seminary,noun,chủng viện,"I'll be teaching at a local seminary , where there's a residency awaiting me.","Tôi sẽ giảng dạy tại một chủng viện địa phương, nơi có người đang chờ tôi.","A theological school for the training of rabbis, priests, or ministers.",4574
perforation,noun,thủng,The infection caused a perforation in his sigmoid colon.,Nhiễm trùng đã làm thủng đại tràng xích ma của nó.,the act of perforating or the state of being perforated,4575
transverse,adjective,ngang,"But that begs the question, what caused the transverse myelitis?",Nhưng điều đó đặt ra câu hỏi cái gì gây ra viêm tủy ngang ?,"Situated or lying across; side to side, relative to some defined ""forward"" direction.",4576
repressive,adjective,hà khắc,"repressive governments, occupying armies",từ chính phủ hà khắc đến các quân đội chiếm đóng,Serving to repress or suppress; oppressive,4577
lucidity,noun,tính dễ hiểu,"He was calm, lucid .","Hắn rất bình tĩnh, sáng suốt .","The property of being lucid, lucidness.",4578
supposition,noun,giả thuyết,"Is this supposition sound, however?","Tuy nhiên, giả thuyết đó có đúng không?","Something that is supposed; an assumption, conjecture or speculation",4579
pastoral,adjective,mục sư,Dad says pastor Bruce was washing her brains.,Bố nói là mục sư Bruce đã tẩy não mẹ.,"Of or pertaining to shepherds; hence, relating to rural life and scenes; as, a pastoral life.",4580
matriarch,noun,bà chúa gia đình,"The matriarch , my grandma, has a porcelain skin and cotton-like hair.","Bà chủ gia đình , bà nội tôi, có làn da sứ và mái tóc bồng bềnh như bông.","A female founder of a political or religious movement, an organization or an enterprise.",4581
expiate,verb,chuộc,Expiation !,Sự cứu rỗi !,(transitive or intransitive) To atone or make reparation for.,4582
filch,verb,ăn cắp,"Well, he would definitely give me the patented Bill Masters stare for filching a TV.","Chà, anh ấy nhất định sẽ cấp cho tôi bằng sáng chế "" ăn cắp ti-vi "" mang tên Bill Masters.","(transitive) To steal, to illegally take possession of.",4583
lyrical,adjective,trữ tình,"During this period, between 1957 and 1961, her work became more lyrical .","Trong giai đoạn này, giữa năm 1957 và 1961, tác phẩm của bà trở nên trữ tình hơn.",Appropriate for or suggestive of singing.,4584
diligence,noun,siêng năng,These periods are even more enjoyable after we have worked diligently .,Những giây phút này trở nên thích thú hơn sau những ngày làm việc siêng năng .,"(religion) One of the seven contrary virtues, opposite the vice of sloth.",4585
disillusionment,noun,sự vỡ mộng,"into the trough of disillusionment ,","vào hố sâu của sự vỡ mộng ,","A feeling that arises from the discovery that something is not what it was anticipated to be, commonly held to be stronger than disappointment especially when a belief central to one’s identity is shown to be false.",4586
folio,verb,khổ hai,The manuscript has 246 extant folios .,Khu tự quản Belén có diện tích 246 ki lô mét vuông.,A leaf of a book or manuscript.,4587
mobility,noun,tính di động,Arrandale are similar chips aimed at mobile computers .,Arrandale cũng là bộ vi xử lý tương tự nhằm vào nền tảng máy tính di động .,(uncountable) The condition of being mobile,4588
adversity,noun,nghịch cảnh,But there are millions who do not lose their balance when faced with adversity .,"Tuy nhiên, có hàng triệu người không bị mất thăng bằng dù gặp nghịch cảnh .",The state of adverse conditions; state of misfortune or calamity.,4589
gender,noun,giống,"placement of indirect, direct objects, gender and so forth.","thay thế gián tiếp, tân ngữ trực tiếp, giống ...","(grammar) A division of nouns and pronouns (and sometimes of other parts of speech), such as masculine, feminine, neuter or common.",4590
heterogeneous,adjective,hỗn tạp,is far more heterogeneous .,thì hỗn tạp hơn nhiều.,Diverse in kind or nature; composed of diverse parts.,4591
ironic,adjective,mỉa mai,"This was an ironic reversal of the first Battle of the Uji, only four years earlier.","Mỉa mai là, trận đánh này giống y hệt Trận Uji lần thứ nhất, chỉ 4 năm trước đó.",Both coincidental and contradictory in a humorous or poignant and very improbable way.,4592
exemplar,noun,mẫu,He is the perfect exemplar of the priesthood.,Ngài là Đấng gương mẫu hoàn hảo của chức tư tế.,A well known usage of a scientific theory.,4593
disparity,noun,sự chênh lệch,Can such disparities be maintained?,Sao sự chênh lệch như vậy có thể tồn tại?,(uncountable) the state of being unequal; difference,4594
synonymous,adjective,có nghĩa là,"That is why some hold that in the Gezer Calendar, the word “flax” was a synonym for fodder “grass.”",Đó là lý do khiến một số người nghĩ rằng từ “sợi lanh” trong Lịch Ghê-xe thật ra có nghĩa là “cỏ” khô.,(construed withwith) having a similar meaning,4595
hamlet,noun,xóm,"A village is a clustered human settlement or community, larger than a hamlet but smaller than a town or a city, with a population ranging from a few hundred to a few thousand.","Làng hay Ngôi làng là một khu định cư của một cộng đồng người, nó lớn hơn xóm , ấp nhưng nhỏ hơn một thị trấn, với dân số khác nhau, từ một vài trăm đến một vài ngàn.",A small village or a group of houses.,4596
petite,adjective,nhỏ nhắn,"I mean, you’re quite petite , and—” “He was about your height, although a bit thinner.","Ý tôi là, cô khá nhỏ nhắn , và...” “Ông cao cỡ anh, mặc dù ốm hơn một chút.",Of a woman: fairly short and of slim build.,4597
alumnus,noun,sinh viên,He was awarded the Carroll College Distinguished Alumnus Award in 1983.,Ông đã được tặng thưởng danh hiệu sinh viên xuất sắc Carroll năm 1983.,a former contestant of a reality television show,4598
replicate,adjective,tái tạo,Research using mice models found that KFDV primarily replicated in the brain.,Nghiên cứu sử dụng các mô hình chuột cho thấy KFDV chủ yếu được tái tạo trong não.,To make a copy (replica) of,4599
befuddle,verb,làm mụ đi,I am befuddled as Your Lordship.,Tôi cũng không hiểu như Thị trưởng vậy.,(transitive) to perplex or confuse (someone),4600
pendulum,noun,quả lắc,What a shame this pendulum's stopped.,"Tiếc thật, cái quả lắc này đứng rồi.","A body suspended from a fixed support so that it swings freely back and forth under the influence of gravity, commonly used to regulate various devices such as clocks.",4601
reprise,verb,Reprise,"Both were reissued with minor changes in 1989–1991 and the Reprise release CD sleeve included ""Digital re-mastering by Joe Gastwirt, assisted by Dave Mitson using the Sonic Solutions NoNoise System, under the supervision of Are You Experienced?","Các bản tái bản 1989-1991 có chút thay đổi nhỏ, và Reprise đã cho phát hành CD với dòng chữ bổ sung ""Chỉnh sửa kỹ thuật số bởi Joe Gastwirt, với sự hỗ trợ của Dave Mitson cùng hệ thống Sonic Solutions NoNoise System, theo thỏa thuận với Are You Experienced?",A recurrence or resumption of an action.,4602
paparazzo,noun,tay săn ảnh,the paparazzo ?,Tay săn ảnh ?,"A freelance photographer who sells photographs of celebrities to the media, especially one who pursues celebrities and attempts to obtain candid photographs.",4603
lethal,adjective,làm chết người,A dose of 10-15 grams of sodium chlorate can be lethal .,Một liều 10-15 gam natri clorat có thể làm chết người ..,deadly; mortal; fatal,4604
accoutrement,noun,quần áo,"Like, a menstrual accoutrement .",Nó là một dạng băng vệ sinh ấy mà .,an accessory,4605
tycoon,noun,trùm tư bản,The state's numerous oil tycoons are also a popular pop culture topic as seen in the hit TV series Dallas.,"Các trùm tư bản dầu mỏ của bang cũng là một chủ đề của văn hóa đại chúng, như trong phim truyền hình Dallas.",A wealthy and powerful business person.,4606
ethos,noun,tộc,"This new-found ethos can be seen as a response to the diminishing military role of the aristocracy, and gradually it became almost entirely detached from its military origin.",Nét mới này có thể xem như là kết quả của việc giảm bớt vai trò quân sự của giới quý tộc và dần dần tách hẳn khỏi nguồn gốc quân đội của nó.,"The character or fundamental values of a person, people, culture, or movement.",4607
maelstrom,noun,vũng nước xoáy,"Caught in a maelstrom of desperate deeds,",Bắt gặp một chỗ băng tan,Alternative spelling of maelstrom.,4608
menagerie,noun,bầy thú,I've had enough of this menagerie .,Tao đã có quá đủ bầy thú đó rồi,A collection of live wild animals on exhibition; the enclosure where they are kept.,4609
braggadocio,noun,brag,"He further compared the song with ""Isn't She Lovely?"" (1976) by Stevie Wonder saying that it's ""mixing exultant proud-papa sentiments with brand-consolidation braggadocio : 'A pinch of Hov, a whole glass of B.'","Anh đồng thời cũng so sánh ca khúc với ""Isn't She Lovely?"" (1976) của Stevie Wonder khi cho rằng đây là ""một sự kết hợp giữa tình cảm vui mừng đến tự hào của một người cha cùng phong cách rap braggadocio: 'Một chút của Hov, toàn bộ của B.'",A braggart.,4610
bellows,noun,bễ,"11 And it came to pass that I, Nephi, did make a bellows wherewith to ablow the fire, of the skins of beasts; and after I had made a bellows , that I might have wherewith to blow the fire, I did smite two stones together that I might make fire.","11 Và chuyện rằng, tôi, Nê Phi, làm một cái bễ thổi bằng da thú để thổi lửa; và sau khi tôi đã làm bễ thổi lửa xong, tôi lấy hai viên đá đập vào nhau để lấy lửa.",(informal or archaic) The lungs.,4611
ardent,adjective,hăng hái,Zeal is “eagerness and ardent interest in pursuit of something.”,Lòng sốt sắng có nghĩa là “sự hăng - hái và nhiệt-huyết nhằm đeo đuổi một chí-hướng nào đó”.,"Full of ardor; fervent, passionate.",4612
stately,adjective,oai vệ,Once commissioned you go to the States .,Sau đó anh về Mỹ .,"Of people: regal, dignified; worthy of respect.",4613
condescend,verb,hạ cố,""" Well while you were, you know, doing your research, "" -- notice the condescending tone",""" Vâng, trong khi anh, anh biết đấy, đang làm nghiên cứu, "" -- chú ý giọng điệu hạ cố",(intransitive) To come down from one's superior position; to deign (to do something).,4614
verdant,adjective,ngây thơ,Go to Verdant .,Đi đến Verdant .,Green in colour.,4615
stilted,adjective,dựng trên cột,And you know it's not on stilts .,Anh biết nó không đứng trên các cột .,(of a building) Supported by stilts.,4617
regalia,noun,biểu chương,"Further, they have adorned themselves with all kinds of imposing regalia , together with crowns, crosses, and miters.","Hơn nữa, họ đeo trên người đủ loại biểu chương để lấy oai, cùng với vương miện, thập tự giá và mão giáo chủ.","royal rights, prerogatives and privileges - actually enjoyed by any sovereign, regardless of his title (emperor, grand duke etcetera)",4618
abiding,adjective,vĩnh cửu,I am grateful for the abiding legacy left by each one of those 15 men.,Tôi biết ơn cho di sản vĩnh cửu mà mỗi vị trong số 15 vị này để lại.,Continuing; lasting.,4619
spat,noun,trứng,And then those spat are then seeded.,Và rồi những quả trứng này sẽ được gieo trồng.,Simple past tense and past participle of spit.,4620
doldrums,noun,trạng thái buồn nản,You know we just have the doldrums ?,Dạo này chúng tôi hành sự ko được tốt,"A part of the ocean near the equator, abounding in calms, squalls, and light, baffling winds, which sometimes prevent all progress for weeks; -- so called by sailors",4621
satiety,noun,hả hê,"And it's the volume of food that affects satiety , rather than the type of food.","Chính thể tích thức ăn bạn ăn làm bạn thấy no, không pahir là loại thức ăn.",The state of being perfectly satiated.,4622
staid,adjective,trầm tĩnh,And it's very kind of staid and formal.,Và nó khá điềm tĩnh và trang trọng.,"Serious, organized, and professional; sober",4623
unflappable,adjective,bình tĩnh,She certainly seems unflappable .,Cô ta có vẻ giữ được sự điềm tĩnh .,Remaining composed and levelheaded at all times; unswayed by adversity or excitement; impossible to fluster; not to get frustrated or irritated easily.,4624
